wb,ov_typ,distr_id,na_kun_stm,length,Basis
2256,RW1,DK1,Naturlig,1.392439458420439,3.0
2257,RW3,DK1,Naturlig,10.194267427845194,4.0
2258,RW2,DK1,Naturlig,7.191833056809555,2.0
2260,RW2,DK1,Naturlig,3.118598715583732,3.0
2262,RW1,DK1,Naturlig,2.08866442718356,3.0
2263,RW2,DK4,Naturlig,9.347080449713443,2.0
2264,RW1,DK1,Naturlig,1.875131712725889,4.0
2265,RW1,DK1,Stærkt modificeret,1.9239527119887985,
2266,RW2,DK1,Naturlig,10.2904708824024,2.0
2267,RW1,DK1,Naturlig,1.0373581359284891,3.0
2269,RW1,DK1,Naturlig,0.524253235353689,2.0
2270,RW1,DK1,Naturlig,4.005708795769143,4.0
2271,RW1,DK1,Naturlig,2.2053077842648103,2.0
2272,RW1,DK1,Naturlig,5.29017259238854,4.0
2273,RW2,DK1,Naturlig,9.169797599532245,3.0
2274,RW1,DK1,Stærkt modificeret,1.5617538480345634,4.0
2276,RW1,DK1,Naturlig,8.236868877758681,3.0
2277,RW1,DK1,Naturlig,2.282382069634216,2.0
2278,RW1,DK1,Naturlig,5.056740312700497,3.0
2279,RW1,DK2,Naturlig,3.198021115690386,2.0
2280,RW1,DK1,Naturlig,3.736570005632744,4.0
2281,RW2,DK1,Naturlig,3.7010079122629995,2.0
2282,RW1,DK2,Naturlig,3.109514690508247,4.0
2283,RW2,DK1,Naturlig,7.292376140723343,3.0
2284,RW1,DK1,Naturlig,2.168564752940553,3.0
2286,RW1,DK1,Naturlig,4.063518737792021,4.0
2287,RW2,DK2,Naturlig,3.5653187032602345,3.0
2288,RW1,DK1,Naturlig,2.018439427391079,3.0
2289,RW1,DK1,Naturlig,14.202130345604617,2.0
2290,RW2,DK1,Naturlig,6.2383289728526155,3.0
2292,RW1,DK1,Naturlig,13.568747404833664,3.0
2293,RW5,DK1,Naturlig,18.779452063983722,
2294,RW1,DK1,Naturlig,0.12992180121981525,
2295,RW2,DK2,Kunstig,2.055124649060146,1.0
2296,RW1,DK1,Naturlig,16.186644057320134,3.0
2297,RW2,DK4,Naturlig,8.402666225638466,3.0
2299,RW1,DK1,Naturlig,2.585999838419814,1.0
2300,RW1,DK1,Naturlig,3.459073722712902,3.0
2301,RW1,DK2,Naturlig,3.816151531930885,2.0
2302,RW2,DK2,Naturlig,5.627149107756354,2.0
2303,RW1,DK1,Naturlig,2.4015570019874217,4.0
2304,RW1,DK1,Naturlig,1.6684366195838534,3.0
2306,RW1,DK1,Naturlig,1.5818606720366495,3.0
2307,RW1,DK1,Naturlig,1.9342090247002657,3.0
2308,RW2,DK1,Naturlig,2.4462761472615315,
2309,RW2,DK3,Naturlig,8.318423505182917,4.0
2310,RW1,DK1,Naturlig,5.024416264004666,3.0
2311,RW5,DK1,Naturlig,7.714140373741412,
2312,RW5,DK2,Naturlig,2.3201839195680853,3.0
2313,RW1,DK1,Naturlig,7.681946109491906,2.0
2314,RW1,DK1,Naturlig,2.362813033886762,3.0
2315,RW1,DK1,Naturlig,2.4647204967380545,3.0
2317,RW2,DK3,Naturlig,2.4763966802905775,1.0
2319,RW1,DK2,Naturlig,14.766534333862797,3.0
2320,RW1,DK1,Naturlig,1.6685286563297261,4.0
2321,RW1,DK1,Naturlig,14.196905016664216,3.0
2322,RW1,DK1,Naturlig,2.3930808771444334,3.0
2323,RW2,DK1,Naturlig,21.940603146471844,2.0
2324,RW1,DK1,Naturlig,8.414024028014483,2.0
2325,RW1,DK1,Naturlig,1.1162628922855957,3.0
2326,RW1,DK1,Naturlig,1.6288348953086815,2.0
2327,RW1,DK1,Stærkt modificeret,1.5835516281528337,
2328,RW2,DK1,Naturlig,8.517404066358885,2.0
2329,RW1,DK1,Naturlig,1.7848478715887166,4.0
2330,RW1,DK1,Kunstig,4.150999056552665,3.0
2331,RW3,DK1,Naturlig,12.422689260405319,3.0
2332,RW1,DK3,Naturlig,3.5036065122827336,4.0
2335,RW2,DK1,Naturlig,9.103788030029278,3.0
2336,RW1,DK2,Naturlig,9.466554221980871,3.0
2337,RW1,DK1,Naturlig,2.86958025792345,4.0
2338,RW1,DK1,Naturlig,5.759162744044901,1.0
2339,RW2,DK4,Naturlig,8.476901622697605,3.0
2340,RW1,DK1,Naturlig,2.3226826364149407,3.0
2341,RW2,DK1,Naturlig,6.695223042172055,2.0
2342,RW1,DK1,Naturlig,4.800199787784957,3.0
2343,RW2,DK1,Naturlig,4.652740032349542,3.0
2344,RW2,DK1,Naturlig,5.828299291891689,3.0
2345,RW2,DK3,Naturlig,6.295954956869696,3.0
2346,RW2,DK3,Stærkt modificeret,8.068666663499272,3.0
2347,RW1,DK1,Naturlig,1.0065657156504275,3.0
2348,RW5,DK4,Naturlig,5.684399768209085,
2350,RW2,DK2,Naturlig,9.429742945575661,1.0
2351,RW1,DK1,Naturlig,4.312154687439819,4.0
2353,RW1,DK1,Naturlig,1.3341414465767412,
2354,RW1,DK1,Naturlig,8.91596371378117,4.0
2355,RW2,DK1,Naturlig,1.3121356690426296,3.0
2357,RW1,DK2,Naturlig,10.514873030179961,1.0
2358,RW2,DK1,Kunstig,11.060476679825006,3.0
2360,RW1,DK1,Naturlig,5.681095335931816,3.0
2361,RW1,DK1,Naturlig,2.964361830424298,4.0
2362,RW2,DK1,Naturlig,4.87672842854729,3.0
2364,RW1,DK2,Naturlig,11.900063016547797,2.0
2366,RW1,DK3,Naturlig,6.265812881570187,3.0
2367,RW1,DK1,Kunstig,0.39546188609171645,3.0
2368,RW2,DK2,Naturlig,5.652897476352311,1.0
2369,RW1,DK1,Naturlig,2.4588538151390704,1.0
2370,RW2,DK1,Naturlig,7.012550406417784,4.0
2371,RW2,DK1,Naturlig,4.001049062243149,3.0
2375,RW1,DK1,Naturlig,2.0646238443871447,
2376,RW1,DK1,Naturlig,1.801881192444254,2.0
2377,RW1,DK1,Naturlig,8.399080871303642,3.0
2379,RW2,DK4,Naturlig,17.304912115022848,2.0
2380,RW1,DK1,Naturlig,3.1022521426076866,3.0
2381,RW2,DK1,Naturlig,5.092124097168685,4.0
2383,RW1,DK1,Naturlig,4.78683986185161,2.0
2385,RW1,DK2,Naturlig,8.07851926846689,3.0
2386,RW1,DK1,Naturlig,5.5822112274702125,
2387,RW1,DK1,Stærkt modificeret,1.0223174904155927,
2388,RW1,DK1,Naturlig,1.76721751006401,
2389,RW1,DK1,Naturlig,4.3002648794074,3.0
2390,RW1,DK1,Naturlig,2.9649419224388582,4.0
2392,RW1,DK1,Naturlig,4.531784666010427,3.0
2395,RW1,DK1,Naturlig,1.0245212635591634,3.0
2396,RW2,DK1,Naturlig,1.721235519015532,
2397,RW1,DK3,Naturlig,2.925170503697701,3.0
2399,RW1,DK1,Naturlig,1.506717002613926,3.0
2400,RW1,DK1,Naturlig,2.156742852373664,4.0
2401,RW1,DK1,Naturlig,6.757326356697827,3.0
2402,RW1,DK2,Naturlig,3.723302815138758,2.0
2403,RW1,DK1,Naturlig,2.5524942765237464,3.0
2404,RW2,DK1,Naturlig,11.633931941409394,2.0
2409,RW2,DK2,Stærkt modificeret,1.4068960399295192,0.0
2410,RW1,DK1,Naturlig,7.29934472562903,3.0
2412,RW1,DK1,Naturlig,2.1957278444467794,1.0
2413,RW1,DK1,Naturlig,4.6498451394872555,3.0
2414,RW1,DK2,Naturlig,3.23922054296867,3.0
2415,RW1,DK1,Naturlig,6.3197388255434666,2.0
2416,RW1,DK1,Stærkt modificeret,1.00993923685073,
2417,RW1,DK1,Naturlig,10.82546286407689,3.0
2418,RW1,DK1,Naturlig,5.902943001944973,3.0
2420,RW2,DK1,Naturlig,9.526979669471933,4.0
2421,RW2,DK1,Naturlig,2.1236354473289603,2.0
2422,RW1,DK2,Naturlig,5.389016224145419,3.0
2423,RW1,DK2,Naturlig,2.9430267899202187,2.0
2424,RW1,DK1,Naturlig,2.4619955983917627,4.0
2425,RW1,DK1,Naturlig,4.649620537008769,2.0
2426,RW2,DK1,Naturlig,11.11611981637115,2.0
2428,RW1,DK1,Naturlig,1.8840504669365445,4.0
2430,RW1,DK1,Naturlig,5.672532554251583,
2431,RW1,DK1,Naturlig,1.8949238492087812,3.0
2432,RW1,DK1,Naturlig,2.236125323657592,3.0
2433,RW5,DK2,Naturlig,3.8622497314294995,
2434,RW2,DK1,Naturlig,19.147237351958037,3.0
2435,RW1,DK1,Naturlig,5.703031332552288,3.0
2436,RW1,DK1,Naturlig,2.1498935071885814,4.0
2437,RW1,DK1,Kunstig,3.601542168540794,2.0
2438,RW2,DK4,Naturlig,25.999227401801054,2.0
2439,RW1,DK2,Naturlig,9.209241280315998,3.0
2440,RW1,DK1,Naturlig,2.30456537502076,3.0
2441,RW2,DK4,Naturlig,5.480661042628153,4.0
2442,RW2,DK1,Naturlig,5.804223582702833,3.0
2443,RW1,DK1,Naturlig,3.3477796884056916,0.0
2446,RW2,DK2,Stærkt modificeret,1.6371454595674988,1.0
2447,RW4,DK1,Naturlig,2.5589532961383856,
2448,RW2,DK1,Naturlig,4.006579097093179,2.0
2449,RW1,DK1,Naturlig,3.5536583136308644,2.0
2450,RW1,DK2,Naturlig,2.9947454767876076,3.0
2451,RW1,DK1,Naturlig,4.886601599547744,2.0
2452,RW1,DK1,Naturlig,4.045573392940965,4.0
2453,RW1,DK3,Naturlig,1.2894175818692986,3.0
2455,RW1,DK1,Naturlig,8.625662907886857,4.0
2456,RW1,DK1,Naturlig,6.801587690216732,3.0
2458,RW1,DK1,Naturlig,2.973574239074859,2.0
2459,RW1,DK1,Naturlig,11.881394048085426,0.0
2461,RW1,DK1,Naturlig,13.174874758299659,2.0
2463,RW2,DK1,Naturlig,6.622092788025137,3.0
2464,RW1,DK1,Naturlig,7.00339691169311,4.0
2465,RW1,DK1,Naturlig,3.2438041504382835,3.0
2466,RW2,DK2,Naturlig,5.95206249615342,3.0
2468,RW1,DK1,Naturlig,9.749771168387074,4.0
2469,RW1,DK1,Naturlig,1.2304551440593983,
2470,RW1,DK3,Naturlig,7.944883002789758,3.0
2471,RW1,DK1,Naturlig,1.7849282808884583,3.0
2472,RW1,DK1,Kunstig,2.066344197250912,3.0
2473,RW1,DK1,Kunstig,3.548487399661508,3.0
2474,RW1,DK1,Naturlig,1.1611091688687813,3.0
2475,RW2,DK2,Naturlig,7.427918835578235,3.0
2476,RW2,DK1,Stærkt modificeret,0.9641862467934933,
2477,RW1,DK1,Naturlig,1.1636922609071827,2.0
2478,RW3,DK1,Naturlig,18.604042899867444,4.0
2480,RW2,DK1,Naturlig,9.903987218758157,3.0
2481,RW1,DK1,Naturlig,1.2311488059325408,
2482,RW1,DK1,Kunstig,3.6382411049979653,3.0
2483,RW2,DK1,Naturlig,7.956874761296581,3.0
2484,RW2,DK1,Naturlig,3.206619702998986,
2485,RW1,DK1,Naturlig,14.03434624593582,3.0
2486,RW1,DK1,Naturlig,3.345671370311303,3.0
2487,RW1,DK2,Naturlig,6.243740853650335,3.0
2488,RW1,DK2,Naturlig,3.6296709968907677,3.0
2489,RW1,DK1,Naturlig,5.237598555979207,1.0
2490,RW1,DK1,Naturlig,3.513449810852146,
2491,RW1,DK1,Naturlig,2.288050345481529,0.0
2492,RW1,DK1,Naturlig,3.7174532180917543,4.0
2493,RW1,DK1,Naturlig,12.786361952400922,2.0
2494,RW1,DK1,Naturlig,1.6771576480713202,3.0
2495,RW4,DK1,Naturlig,6.182177632224641,
2497,RW1,DK1,Naturlig,2.960784388973788,3.0
2500,RW1,DK1,Naturlig,5.164202502891608,2.0
2501,RW1,DK1,Naturlig,9.35546789967736,1.0
2504,RW2,DK1,Naturlig,15.535878346756252,2.0
2506,RW1,DK1,Naturlig,5.142588226116651,2.0
2507,RW2,DK1,Naturlig,4.57222282167161,3.0
2508,RW2,DK2,Naturlig,1.8548787758191814,
2509,RW1,DK1,Naturlig,3.63423644343253,3.0
2510,RW1,DK1,Naturlig,4.7281515452796485,3.0
2511,RW2,DK1,Naturlig,7.637476876407794,3.0
2512,RW1,DK1,Naturlig,3.16863986874965,3.0
2513,RW1,DK1,Naturlig,5.921122246908273,2.0
2514,RW1,DK1,Naturlig,1.7980602192242399,4.0
2515,RW1,DK1,Naturlig,6.131708166871511,3.0
2518,RW1,DK1,Naturlig,1.0175432304105723,4.0
2521,RW1,DK1,Naturlig,1.303130840167965,3.0
2523,RW1,DK1,Naturlig,2.0244571948968115,3.0
2524,RW2,DK1,Naturlig,3.638622784351244,2.0
2525,RW1,DK1,Naturlig,1.4436126743569793,1.0
2526,RW2,DK1,Naturlig,1.461407534023144,4.0
2529,RW1,DK1,Naturlig,13.74708097219436,3.0
2531,RW2,DK2,Naturlig,5.606201161786834,1.0
2532,RW2,DK1,Naturlig,13.205537754476104,2.0
2533,RW2,DK1,Naturlig,5.027638691232306,4.0
2534,RW2,DK1,Kunstig,3.7545714096502563,2.0
2535,RW2,DK1,Naturlig,10.286792672762406,2.0
2536,RW1,DK1,Naturlig,2.76496782939971,3.0
2537,RW4,DK1,Naturlig,5.777573180009446,
2538,RW1,DK1,Naturlig,5.913219893438315,4.0
2539,RW1,DK1,Naturlig,4.8141334949698855,3.0
2541,RW1,DK1,Kunstig,8.71370487700306,
2542,RW1,DK1,Naturlig,6.4951357616882905,3.0
2543,RW1,DK1,Naturlig,7.126905821806521,3.0
2544,RW1,DK4,Naturlig,5.875715950011747,3.0
2545,RW1,DK2,Stærkt modificeret,5.325795812220589,3.0
2546,RW5,DK2,Stærkt modificeret,3.6728346717335363,
2548,RW1,DK2,Naturlig,9.726958799634598,1.0
2549,RW1,DK2,Naturlig,1.7224030757659614,2.0
2550,RW2,DK2,Naturlig,10.732481088609362,2.0
2551,RW2,DK1,Naturlig,4.831201075528627,4.0
2552,RW1,DK1,Naturlig,0.9763049491151968,3.0
2553,RW2,DK1,Naturlig,11.002562834738026,4.0
2554,RW5,DK2,Naturlig,1.1953875628279385,
2555,RW1,DK1,Naturlig,5.99065382533494,
2556,RW1,DK1,Naturlig,2.511611552251755,3.0
2557,RW5,DK2,Naturlig,1.9396191712447255,
2558,RW2,DK1,Naturlig,5.1800441814104,2.0
2559,RW1,DK1,Naturlig,12.761333199184731,3.0
2560,RW1,DK1,Naturlig,18.6365195953954,2.0
2561,RW1,DK2,Naturlig,6.7555363137173154,3.0
2562,RW2,DK4,Naturlig,12.992365276886458,2.0
2563,RW1,DK1,Naturlig,5.725117657942047,3.0
2564,RW2,DK1,Naturlig,15.191648124558219,2.0
2566,RW2,DK2,Naturlig,10.383594707229877,2.0
2567,RW1,DK1,Naturlig,6.426967904242651,2.0
2568,RW2,DK4,Stærkt modificeret,12.746863358236235,0.0
2569,RW1,DK1,Naturlig,2.656346945209933,3.0
2570,RW1,DK1,Naturlig,0.3593574660338767,2.0
2571,RW1,DK1,Naturlig,0.3419436417638614,2.0
2572,RW1,DK1,Naturlig,7.417053655735919,1.0
2573,RW1,DK3,Naturlig,4.2189274460673,2.0
2574,RW2,DK2,Naturlig,3.5873339960149764,1.0
2575,RW1,DK1,Naturlig,9.160621919575878,4.0
2577,RW1,DK1,Naturlig,0.6085363625443114,3.0
2578,RW1,DK1,Naturlig,1.378594480427714,4.0
2580,RW2,DK1,Naturlig,8.412227437020682,2.0
2581,RW1,DK1,Naturlig,3.6688921248513173,2.0
2582,RW1,DK1,Naturlig,2.0384643634372743,1.0
2583,RW1,DK1,Naturlig,1.9081822469402039,4.0
2584,RW2,DK1,Naturlig,8.981284231164752,3.0
2585,RW1,DK2,Stærkt modificeret,1.0491262431493364,
2586,RW2,DK2,Naturlig,3.0406850507859686,2.0
2587,RW5,DK2,Naturlig,4.049415232687964,
2588,RW2,DK2,Naturlig,4.230867980591197,3.0
2589,RW1,DK1,Naturlig,3.9863496386731057,2.0
2591,RW1,DK2,Naturlig,3.5212197338228304,3.0
2592,RW1,DK1,Naturlig,3.6225074313009333,3.0
2593,RW1,DK1,Naturlig,4.409365830615576,
2595,RW1,DK1,Naturlig,1.198952524810781,4.0
2597,RW1,DK1,Naturlig,1.6826347661115908,3.0
2598,RW2,DK1,Naturlig,8.144549635342756,3.0
2599,RW2,DK1,Naturlig,2.6703307109313745,1.0
2600,RW1,DK1,Naturlig,3.427074123189169,3.0
2601,RW1,DK2,Naturlig,4.0672963252305525,2.0
2602,RW1,DK1,Naturlig,1.6526893170660957,4.0
2603,RW1,DK1,Naturlig,5.589122833293306,3.0
2604,RW3,DK4,Naturlig,7.99375042254822,3.0
2605,RW2,DK1,Naturlig,5.462672320676943,3.0
2607,RW1,DK1,Naturlig,2.3243657816701324,3.0
2610,RW1,DK1,Naturlig,2.6133312999500347,
2611,RW2,DK1,Naturlig,4.040910240696552,4.0
2612,RW1,DK1,Naturlig,2.243829266938317,3.0
2614,RW1,DK1,Naturlig,5.6661721845472135,2.0
2615,RW2,DK1,Naturlig,13.565972465069635,3.0
2616,RW2,DK2,Naturlig,9.620016931847125,2.0
2618,RW2,DK1,Naturlig,4.552986030768853,3.0
2619,RW2,DK1,Naturlig,4.105110265367103,
2620,RW1,DK1,Naturlig,8.092875657876942,2.0
2622,RW2,DK1,Naturlig,5.650992751477298,3.0
2623,RW1,DK1,Naturlig,7.4890135911729,4.0
2625,RW1,DK1,Naturlig,1.539807770114853,2.0
2627,RW2,DK1,Kunstig,15.045891307150843,3.0
2628,RW2,DK1,Naturlig,7.065551729620834,3.0
2630,RW2,DK1,Naturlig,15.995373043061864,3.0
2631,RW1,DK1,Naturlig,3.9272297625492048,2.0
2633,RW2,DK1,Naturlig,11.510903495976818,3.0
2634,RW2,DK1,Naturlig,3.376864950691625,
2635,RW2,DK1,Naturlig,22.792206098685863,2.0
2636,RW1,DK1,Naturlig,9.082514647277844,4.0
2637,RW2,DK4,Naturlig,25.58704498858667,3.0
2638,RW1,DK2,Naturlig,1.6731899144364408,3.0
2639,RW1,DK1,Naturlig,0.28938114355770517,
2640,RW4,DK1,Naturlig,1.5907834917760872,
2643,RW2,DK2,Naturlig,1.1641506145082279,3.0
2645,RW1,DK1,Naturlig,11.668207790926637,2.0
2646,RW1,DK1,Naturlig,1.9405301118113034,2.0
2648,RW1,DK1,Naturlig,3.790656788458645,3.0
2649,RW2,DK2,Naturlig,3.4670321657384235,2.0
2650,RW1,DK3,Naturlig,6.051563087558094,3.0
2651,RW1,DK1,Naturlig,9.11329987909287,3.0
2653,RW1,DK1,Naturlig,3.5435579216215385,2.0
2656,RW1,DK1,Naturlig,1.4231306551118874,3.0
2658,RW1,DK1,Naturlig,0.8418103725750666,4.0
2659,RW2,DK1,Naturlig,20.77567234635334,4.0
2661,RW1,DK1,Naturlig,2.1200685845386906,3.0
2662,RW1,DK2,Naturlig,1.915238534688358,2.0
2663,RW1,DK1,Naturlig,5.980904811653712,2.0
2664,RW1,DK2,Naturlig,5.737710918498425,2.0
2665,RW2,DK2,Stærkt modificeret,6.732659452004001,0.0
2666,RW1,DK1,Naturlig,2.973395496831675,3.0
2669,RW1,DK1,Naturlig,1.556354318360047,2.0
2670,RW1,DK1,Naturlig,3.379850331763085,3.0
2671,RW1,DK1,Naturlig,2.3289298696847403,3.0
2672,RW1,DK1,Naturlig,4.1253265073771646,3.0
2673,RW1,DK1,Naturlig,4.64695835314237,4.0
2675,RW1,DK1,Naturlig,7.9711786639802265,3.0
2676,RW1,DK1,Naturlig,4.034577397844424,3.0
2677,RW2,DK1,Naturlig,5.450093652389999,3.0
2678,RW1,DK1,Naturlig,3.14996703906597,3.0
2679,RW1,DK1,Naturlig,1.7277860697022451,
2680,RW1,DK1,Naturlig,3.7943399376278557,2.0
2682,RW1,DK1,Naturlig,1.5994737556502785,3.0
2683,RW1,DK1,Naturlig,4.004179307590832,3.0
2684,RW1,DK1,Naturlig,2.311508878616228,2.0
2685,RW1,DK1,Naturlig,2.7759094042180577,4.0
2686,RW5,DK2,Naturlig,6.589789678908039,
2687,RW1,DK1,Naturlig,1.6461221213742958,2.0
2688,RW1,DK1,Naturlig,1.409523006559409,3.0
2689,RW1,DK1,Naturlig,4.351021177509894,2.0
2690,RW1,DK1,Naturlig,4.311761875455961,3.0
2691,RW1,DK1,Naturlig,1.8824062860742479,3.0
2692,RW1,DK1,Naturlig,4.040082490371704,2.0
2693,RW1,DK3,Naturlig,2.353130865201217,4.0
2695,RW1,DK1,Naturlig,1.2328329578818695,2.0
2697,RW1,DK1,Naturlig,2.84624258526863,2.0
2698,RW4,DK1,Naturlig,5.478905695055177,
2700,RW1,DK1,Naturlig,5.126203204461762,3.0
2701,RW2,DK1,Naturlig,11.864311562602554,3.0
2702,RW2,DK4,Naturlig,5.413752429108435,3.0
2703,RW1,DK1,Naturlig,9.517888050007121,3.0
2704,RW1,DK2,Naturlig,12.347379195935561,3.0
2706,RW1,DK1,Naturlig,2.174345827518751,3.0
2707,RW3,DK1,Naturlig,18.79019680597724,3.0
2708,RW1,DK1,Naturlig,5.219171686425016,2.0
2710,RW1,DK1,Naturlig,3.3112490298614543,2.0
2711,RW4,DK1,Naturlig,8.487296739161467,
2712,RW1,DK1,Naturlig,3.1271797272983846,2.0
2713,RW1,DK1,Naturlig,2.114142005431101,2.0
2714,RW2,DK1,Naturlig,9.215334365202935,3.0
2716,RW1,DK1,Naturlig,2.304516195988932,3.0
2717,RW1,DK1,Naturlig,6.0534675611214,3.0
2719,RW2,DK1,Naturlig,7.704313620837676,4.0
2720,RW1,DK1,Naturlig,2.664689554315841,3.0
2721,RW1,DK1,Naturlig,3.2364952139862826,3.0
2722,RW1,DK2,Naturlig,1.9281412797995532,2.0
2723,RW1,DK1,Naturlig,3.2954681665637042,4.0
2725,RW1,DK1,Naturlig,1.6828412809072484,2.0
2727,RW1,DK1,Naturlig,2.530523142859387,3.0
2728,RW1,DK1,Naturlig,2.2553495364166,4.0
2729,RW5,DK1,Naturlig,3.1326369161528334,
2730,RW2,DK1,Naturlig,2.2532079464665866,3.0
2731,RW1,DK1,Naturlig,9.000840291629817,2.0
2732,RW1,DK1,Naturlig,1.7233324309198699,3.0
2733,RW1,DK1,Naturlig,4.707473584263024,4.0
2734,RW1,DK2,Naturlig,1.0737789844162058,0.0
2736,RW1,DK1,Stærkt modificeret,3.6657711841333716,
2737,RW1,DK2,Naturlig,3.651527135065693,2.0
2738,RW1,DK1,Naturlig,4.353286504814959,3.0
2739,RW2,DK1,Naturlig,2.1302029788487946,2.0
2740,RW1,DK2,Naturlig,1.664798131778104,3.0
2741,RW1,DK1,Naturlig,8.023675133717127,3.0
2742,RW2,DK1,Naturlig,8.030478417040142,4.0
2744,RW1,DK1,Naturlig,4.050846814715053,3.0
2745,RW1,DK1,Naturlig,3.0817894681612192,3.0
2747,RW1,DK1,Naturlig,2.0610256418711477,3.0
2748,RW1,DK1,Kunstig,2.598607763615224,1.0
2749,RW2,DK1,Naturlig,3.932885056962566,3.0
2750,RW1,DK1,Naturlig,2.0110908018805516,4.0
2751,RW1,DK1,Kunstig,1.9894320621508133,4.0
2752,RW1,DK1,Naturlig,2.792890979607671,
2754,RW1,DK1,Naturlig,2.3894445032026463,2.0
2755,RW2,DK1,Naturlig,1.3126407021770479,2.0
2756,RW1,DK1,Naturlig,2.326919757826448,3.0
2757,RW1,DK1,Naturlig,6.334259154907375,4.0
2758,RW1,DK1,Naturlig,1.902448816641638,3.0
2760,RW1,DK2,Naturlig,0.5124914467859574,
2761,RW2,DK1,Naturlig,5.275152655528534,4.0
2762,RW1,DK1,Naturlig,1.4285283768522403,
2763,RW1,DK1,Naturlig,2.1106577322564672,3.0
2765,RW1,DK1,Naturlig,9.1398250307304,3.0
2766,RW2,DK1,Naturlig,1.778262835312847,
2767,RW1,DK2,Naturlig,1.3879890107396686,1.0
2768,RW1,DK1,Naturlig,2.0483979188991,4.0
2769,RW2,DK1,Naturlig,6.641230647491207,4.0
2770,RW1,DK1,Naturlig,3.097194100286615,3.0
2771,RW1,DK1,Naturlig,3.5742395948580397,3.0
2772,RW1,DK1,Naturlig,1.1055099141860902,4.0
2773,RW1,DK2,Naturlig,4.127825300263538,2.0
2774,RW2,DK1,Naturlig,6.400971568170263,3.0
2775,RW2,DK1,Naturlig,2.564923541175439,
2777,RW1,DK1,Naturlig,6.88585268275243,4.0
2778,RW2,DK1,Naturlig,3.7183939146577027,
2779,RW4,DK2,Naturlig,3.1840401506194476,
2780,RW1,DK1,Naturlig,4.796785929025093,2.0
2781,RW1,DK1,Naturlig,1.089582076081069,3.0
2782,RW1,DK1,Naturlig,1.3731687178282628,3.0
2784,RW1,DK2,Naturlig,5.979494638571003,4.0
2785,RW2,DK2,Naturlig,3.220514105871466,1.0
2786,RW1,DK1,Naturlig,2.631962838019389,2.0
2787,RW1,DK1,Naturlig,9.785619366177341,4.0
2788,RW2,DK2,Stærkt modificeret,1.6536479322631592,3.0
2789,RW1,DK1,Naturlig,1.7080900822062397,3.0
2790,RW2,DK1,Naturlig,7.563573465386306,3.0
2791,RW2,DK1,Naturlig,24.47586094341667,3.0
2792,RW1,DK1,Naturlig,2.2772760141415906,2.0
2794,RW1,DK3,Naturlig,3.778380377088589,3.0
2795,RW1,DK1,Naturlig,5.688642026999292,3.0
2796,RW1,DK1,Naturlig,6.000659700632181,3.0
2797,RW2,DK1,Naturlig,4.042237231796666,3.0
2798,RW2,DK2,Stærkt modificeret,14.896367604125611,4.0
2799,RW2,DK1,Naturlig,3.499447132759926,4.0
2801,RW2,DK1,Naturlig,11.30932415578716,4.0
2802,RW1,DK1,Naturlig,1.2964298197861936,2.0
2803,RW1,DK1,Kunstig,7.71421846546329,2.0
2804,RW1,DK1,Naturlig,4.3110297026580735,2.0
2805,RW2,DK2,Naturlig,11.634298874064514,2.0
2806,RW1,DK1,Naturlig,1.1060528939894145,3.0
2807,RW5,DK1,Stærkt modificeret,6.119491789961561,
2808,RW1,DK1,Naturlig,2.445265249826474,3.0
2809,RW1,DK1,Naturlig,4.209053318910883,3.0
2810,RW1,DK1,Naturlig,2.013963936280059,
2811,RW1,DK1,Naturlig,9.17505178286045,2.0
2812,RW1,DK1,Naturlig,2.1676861726686023,2.0
2813,RW1,DK1,Naturlig,4.335784407591041,
2814,RW2,DK1,Naturlig,22.038941017085378,3.0
2815,RW5,DK2,Naturlig,2.8231315733604716,
2817,RW1,DK2,Naturlig,8.307378545199839,2.0
2818,RW1,DK1,Naturlig,1.7617955526242686,3.0
2819,RW2,DK1,Stærkt modificeret,7.156369770033558,2.0
2820,RW1,DK2,Stærkt modificeret,4.153082382485614,3.0
2821,RW2,DK2,Naturlig,6.444140989475494,2.0
2823,RW1,DK1,Naturlig,2.8784483616224144,3.0
2825,RW1,DK1,Naturlig,1.2506590171735117,2.0
2826,RW1,DK1,Naturlig,6.3260949424658826,3.0
2827,RW5,DK2,Naturlig,3.298690988691859,
2828,RW1,DK1,Naturlig,6.4629586306831435,3.0
2829,RW2,DK4,Stærkt modificeret,20.4471876932139,3.0
2831,RW2,DK2,Naturlig,2.020971426501256,2.0
2832,RW1,DK1,Naturlig,12.672875994410367,2.0
2833,RW2,DK1,Naturlig,4.305836840302976,3.0
2834,RW2,DK1,Naturlig,6.525203892578802,4.0
2835,RW2,DK2,Naturlig,5.872464000275789,2.0
2836,RW2,DK2,Naturlig,3.738098007078041,2.0
2837,RW2,DK1,Naturlig,5.097952008160518,
2838,RW2,DK4,Naturlig,6.48068200805503,2.0
2839,RW2,DK1,Naturlig,8.808994880643452,2.0
2840,RW2,DK1,Stærkt modificeret,8.580178014037315,2.0
2841,RW1,DK1,Kunstig,7.870136220995191,4.0
2842,RW2,DK1,Naturlig,7.566894367236695,2.0
2844,RW2,DK2,Stærkt modificeret,7.312517255377561,3.0
2845,RW2,DK1,Naturlig,8.835126344437596,2.0
2846,RW1,DK1,Naturlig,9.740124729819684,4.0
2847,RW1,DK2,Naturlig,3.048037311054865,2.0
