t,v,streams,income,age,households,all
1990,1,132.8939409348839,101.92070202470566,122.14918952033528,90.88553515324732,82.50517242898798
1990,2,52.8413440337041,34.32968308126776,42.68603691189403,33.53044239658304,33.381916155100356
1990,6,783.5489724342577,479.2723638142409,703.8153100610587,628.1238405328064,476.18574502173
1990,16,2.019956497467306,2.1437006807676866,2.508936206361987,2.3971123782751067,1.648979737654298
1990,17,0.5583579349613805,0.480324924245495,0.6276803563196677,0.602251941031664,0.4099670463943111
1990,18,,,,,
1990,24,11.13512945304309,8.183101642873348,5.679955375130733,7.134103081599199,4.550221726448435
1990,25,4.108817778337931,4.5958411593617,3.192590291686099,4.115353376428225,1.7217593818199834
1990,28,10.062732233914101,7.6529508356036064,5.474622352893796,6.632823624202826,3.8486176481803374
1990,29,7.626467520850567,6.628243278469801,7.92010820576421,6.751006432577057,5.4403664896127255
1990,34,11.663678209650625,9.46813683948758,6.797258527200722,11.003385666538488,5.939209228459815
1990,35,55.91366993930503,33.43649410827996,41.497737002912295,32.91685116139718,35.73618507794808
1990,36,1.0844468096817796,0.7767178961301158,1.0306480492056755,0.6913550630954884,0.5482162994513058
1990,37,3.693546315125243,2.782211453976993,3.3987164021790255,2.8503733097828556,2.535744962052528
1990,38,12.616849130589365,10.982898177573091,13.071391837206873,11.587576655082456,9.397597066595953
1990,44,1.365369806374515,1.0538157832955637,0.812025007793955,1.3459206151545946,0.66323195234926
1990,45,12.943339043096074,10.293976046758234,7.31365894382313,10.015123100684052,5.6336021728333625
1990,46,10.941944259366398,6.82435760993901,5.046645327098145,6.44423153777036,4.2666955366937165
1990,47,5.776043728457254,2.995573006733901,2.295858912533393,3.040088986462112,2.253596171774618
1990,48,6.911192688077256,4.68703620860847,3.4479055822646414,4.748549063585611,2.9219401869531736
1990,49,0.8338268359720283,0.6846404533265649,0.49020565040931074,0.6709658494550166,0.3599581627142939
1990,56,19.288095322850918,8.009901270837341,5.8103656933660215,9.096306013437047,9.400359139244623
1990,57,,,,,
1990,59,0.9281613878676935,0.8120827384443865,1.0674610393786177,1.080311693945776,0.7146095044385089
1990,62,,,,,
1990,68,,,,,
1990,72,1.2049412339735595,0.7221094984044691,0.5391359812582295,0.9109198013961142,0.6157752705385701
1990,74,4.557485269333442,2.101355474642948,2.653013069499066,2.1655575118869037,2.9465630775006844
1990,80,2.413796141728324,1.4354109569565168,1.8452474188839285,1.5110450984104453,1.5376059793254646
1990,82,0.9364530696338789,0.3402891926967125,0.5090534837786748,0.52884176303149,0.6503289546380311
1990,83,6.003128809865555,3.2672808742802966,3.97020423002279,2.9644413515021864,3.688767644701729
1990,84,,,,,
1990,85,1.545568518289515,1.4818800540813437,1.6778692356055247,1.3039731603644755,1.0608494257587127
1990,86,4.105086330247717,2.263032597261518,2.6363094666700664,2.127162765923271,2.8432892865896484
1990,87,5.768490781216931,2.842595481635354,2.1544743049169592,3.1371109379227953,2.5026165622785315
1990,89,0.33785468998327345,0.1569291981637355,0.20504335677838625,0.17007472228904907,0.2144776645809792
1990,90,3.6915341755421833,1.6881570998362287,2.1716419043805346,1.8635927965865622,2.462602689844154
1990,92,2.0445653994622046,1.6677839341078953,1.9586257798248627,1.6367277376286145,1.4548368815539419
1990,93,85.52357254683955,46.20911590565383,56.79098464498659,46.719164914109285,57.24660920122708
1990,95,1.831425959403568,1.381432226137252,0.9896595165118015,1.7882888744004983,1.0431693637976065
1990,96,9.17349958828269,4.822510274187227,3.5867600980750667,5.2098925173304,4.045778690683006
1990,101,1.2764783767395318,0.6282233470035666,0.8068822336001896,0.6349765646574062,0.78210475353863
1990,102,5.542475487906477,1.0275933172201623,1.243931918914605,1.0271843183827192,3.7807695736394265
1990,103,2.1156071601654944,1.483681757073302,1.7593240728865738,1.6310803034710324,1.6540911494525612
1990,104,3.365365748074426,2.411169559918875,2.931614292704547,2.0514598365255337,1.9369097285366452
1990,105,7.38838217116788,3.9694065052861434,4.8548278625642425,3.912635252772769,4.8685162154220425
1990,106,11.269878324479647,4.428264788436293,5.539186288436661,4.637184893985467,7.542499307799736
1990,107,2.481122066167582,1.277439459422917,1.6278762102580848,1.5384324624417063,1.8400267672807693
1990,108,0.5337807692876778,0.2326150257218431,0.30180133273831117,0.2687469010574485,0.3663547664184571
1990,109,2.46663768950177,0.9577337246966209,1.2916875094330693,1.0846298254516427,1.535736711969304
1990,110,3.7122357968125934,1.9712911571462333,2.4092504236974515,1.926823963258512,2.4292067478029944
1990,111,19.554911245501167,10.207864977614282,12.480262175009804,11.382351021708162,14.587313724424254
1990,113,3.0368147181838445,1.3706132482251043,0.8989395352708486,1.2543546802927943,1.4590239614370089
1990,114,7.804418880669387,6.404482497881895,8.009376812824636,6.938956894378638,5.406564037907292
1990,119,1.6038869128044557,1.2094157590352559,1.5980871624339996,1.347927876112622,1.0237999318986106
1990,120,26.241575509416318,12.5429060397338,15.588681444082038,13.13154144184413,17.786275658524957
1990,121,62.95814607270614,32.80528267069472,40.83917695020365,34.54216572022749,42.77512788330007
1990,122,13.653925174503541,3.763540623277975,4.878168561371765,3.2806226241914382,7.084297590768362
1990,123,24.403300866532852,5.765867773557108,7.659189101115656,5.8329890124086505,13.99068011900853
1990,124,24.853591391834748,6.538064551426292,8.40472617992193,6.543394655736897,15.052004347437876
1990,125,2.7202435868473684,0.8975183952316105,1.117508379565388,0.7501031271663672,1.4664611194134691
1990,127,1.0250106245842423,0.4911982466090866,0.4072336101731596,0.5504609126508443,0.37739334968136556
