wb,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
325,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,14.0,,,,,,19.0,,,53.0
327,,,,,,,,,,,,,20.0,,,,,,,,25.0,,,,77.0,,,,72.0,,,41.0,,,40.0,,
328,,,3.0,5.0,2.0,9.0,5.0,4.0,10.0,2.0,3.0,,,,,,,6.0,,,,,,,,,10.0,,,,,,,6.0,,,
329,,,,104.0,,,,,,,,,,,,,,148.0,,,108.0,,,,,,62.0,,,,,,241.0,,,,
330,,,,,,,,,,,106.0,,,,,,,62.0,,,97.0,,,76.0,,,,,,32.0,,,25.0,,,26.0,
331,,,,,,,,,,,,,51.0,,,,27.0,,,25.0,,,19.0,,,,15.0,,17.0,,,,,,41.0,,
332,,,,,,,,,,,,,,,,,,,2.0,,,,5.0,,,,,,3.0,,,,,,4.0,,
333,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,38.0,,,,
335,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,,,,,,170.0,,,,,84.0
336,,,,,,,,,,,,,,,55.0,,,,,22.0,,,,,13.0,,,22.0,,6.0,,,,12.0,,,17.0
337,,7.0,,,,,,,,,28.0,,,,10.0,,,,,,,,,,,,6.0,,,,9.0,,,,,,
338,,,,116.0,,,,,,,,,,,,,,96.0,,,116.0,,,,,,40.0,,,37.0,,,241.0,,,,
339,,,,,,,,,,,,,12.0,,,,9.0,,,10.0,,,35.0,,,,27.0,,,23.0,,,7.0,,,,
340,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,17.0,,,,,,20.0,
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,5.0,,,
343,,,,204.0,,,,,,,,,133.0,,,,186.0,,,,,,,,,,262.0,,,,,,145.0,,,,
347,,,,,,,,,,,,,,,,,,,25.0,,,,,,132.0,,,,,,,141.0,,,,,
348,,,,,,,,,,,,,,,112.0,,,,,,,,98.0,,,,83.0,,,,,,112.0,,,,
350,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,9.0,,15.0,,,,10.0,,,
351,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,288.0,,,,,,80.0,,,
353,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,25.0,,,
354,,,,,,,89.0,,105.0,,,,,44.0,,,,,,,,,,26.0,,,,,209.0,,,183.0,,,,,
355,,,,,,,,,,,,,,,11.0,,,,,7.0,,,,,,,9.0,,,8.0,,,,,,,9.0
357,,,,,,49.0,,,,,,,,70.0,,,,,,,,,45.0,,,,,,33.0,,,8.0,,,,,27.0
358,,,,,,,,,,,,55.0,,,,,,,,,,,125.0,,,,123.0,,,,,,189.0,,,,
359,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,
361,,,,,,2.0,2.0,,,,,,7.0,,,,,16.0,2.0,11.0,,,,,5.0,,,,,,4.0,,,18.0,,,
363,,,,,,10.0,5.0,,,,,,14.0,,,,,,,10.0,,,10.0,,,,,,11.0,,,,,,16.0,,
364,,,,,,,,,,,,,,,,,,,,,,12.0,,,,11.0,,,11.0,,,7.0,,,,,18.0
365,,,,,,,,,,,,,,,,,,,,,,11.0,,,,11.0,,,,,,,8.0,,,,
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,19.0,,,,,,,,,,12.0,,,,22.0,,39.0,,,,,,29.0
370,,,,,,,,,,,44.0,,,12.0,,,,24.0,,,,,,,,,,66.0,,76.0,,,,,,49.0,
372,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,17.0,,,11.0,,,76.0,,,41.0,
373,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,335.0,,,,,,143.0,,,
374,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,108.0,,,,,,,102.0
375,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,14.0
376,,,,,,,,,,,,,,,,,,,,,209.0,,,,,,,231.0,,,,,,10.0,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,55.0
379,,80.0,75.0,92.0,128.0,,,,,,,,,110.0,,,,,,96.0,,,87.0,,,72.0,,,,,,104.0,,,,,49.0
380,,,,,,,,,,,,,,,,285.0,,,,233.0,,,129.0,,,74.0,,,,,,217.0,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,38.0,
382,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,6.0,,,,,4.0,,,,,
383,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,13.0,,,,,,13.0,
386,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,76.0,,,,,,64.0,,
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,21.0
390,,,,,,,,,,,,,44.0,,,,17.0,,,111.0,,,23.0,,45.0,,,100.0,,,122.0,,,12.0,,,101.0
391,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,,,,,344.0,,,,,
392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,53.0,,,,,,,,,,,,12.0,,,,51.0,,48.0,,,,,,31.0,
394,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,30.0,,,,
395,,,,,,,,,37.0,,,,,,25.0,,,,,,,,16.0,,,,,,,,,,,,119.0,,
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,
397,,,,74.0,,,,,,,,,61.0,66.0,,69.0,92.0,,,,,,,,53.0,,,,,,28.0,,,,22.0,,38.0
398,,,,,,9.0,,,,,,,,,,,,,,28.0,,,25.0,,32.0,2.0,7.0,4.0,3.0,,7.0,,11.0,,56.0,,54.0
399,,,,,,11.0,,,,,,,,8.0,,,,,,,,,,,,24.0,,,,45.0,,,,,,102.0,
400,52.0,,,,,,,,,,,,,33.0,,,29.0,81.0,,,108.0,,,38.0,,,,55.0,,37.0,,,,,,55.0,
401,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,9.0,,,
402,,,,,,,,,,,,81.0,39.0,23.0,38.0,24.0,12.0,,,40.0,,,139.0,,158.0,176.0,158.0,115.0,81.0,,115.0,,44.0,,84.0,,121.0
403,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,,,251.0,,,,,,
404,,,,,,,,,,,,246.0,,,,143.0,,,,,,,,,120.0,,,,,,153.0,,,,,,69.0
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,36.0,,,54.0
406,,,,,,,,,,,,,,,,,,,,,,,,,118.0,,,,,,90.0,,,,,,139.0
407,,,,,,,,,,,,,,,,,,,,16.0,,,7.0,,,9.0,,,,,,27.0,,,,,
408,,,,,,,,,,,,10.0,,,,,,,14.0,,,,,,17.0,,,,13.0,,17.0,,,,16.0,,
409,,,,,,,,,,,,,,,,,,,19.0,,,,11.0,,,,,,37.0,,,31.0,,,13.0,,
411,,,,,,,185.0,198.0,,,,,,,,,,,102.0,,,90.0,,,,56.0,,,,,,43.0,,,,,
412,,,,,,,,,,,,,,,118.0,,,,,,,,117.0,,,,135.0,,,,,,132.0,,,,
413,,84.0,,,,55.0,74.0,,,,,,78.0,,,,77.0,,,,,,,,116.0,,,,,57.0,,121.0,,,,,
414,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,4.0,,,5.0,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,163.0,
417,,,,,,,,,,,,,,,,,,295.0,,,32.0,,,,51.0,,,,,,66.0,,,,,,12.0
418,,,,,,,,,,,,,,,,,,89.0,,,,,,,115.0,,,,,87.0,,,,,,50.0,
419,,,,,,,,,,,,,,,,,,67.0,,,82.0,,,,51.0,,,,,,62.0,,,,,,38.0
420,,,,,,,7.0,,,,,,,9.0,,,,,,15.0,,,13.0,,,,,10.0,,,,,,18.0,,,
421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,15.0,25.0,45.0,58.0,163.0,50.0,,,,,,,,,112.0,,,,,,275.0,,,,,
423,,,,,,396.0,,152.0,132.0,145.0,143.0,109.0,60.0,78.0,59.0,107.0,,,,140.0,,,73.0,,,,,,63.0,,,,,,260.0,,
424,,,,,6.0,,,,,,,,,7.0,,,,,7.0,,,19.0,,,9.0,,,21.0,,,9.0,,,3.0,,,14.0
425,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,3.0,,7.0,,,5.0,,13.0
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,
427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,27.0,,92.0,143.0,,,150.0,78.0,89.0,,,,,,,,,,,,,,,,,,80.0,,,,,,75.0,,,,
429,8.0,,,,30.0,,,,9.0,16.0,,,,,,,,,,,,13.0,,,,,,,,,9.0,,,7.0,,,6.0
430,,22.0,,,,,,26.0,,,,,,,,,,,18.0,,,19.0,,,,,,12.0,,,15.0,,,10.0,,,
431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,38.0,,,,,,,,,9.0,,,,,17.0,,,,,,,,,,23.0,,,17.0,,,,,28.0
433,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,3.0
435,,43.0,,,,,,27.0,17.0,9.0,29.0,,,,,,,,18.0,,,24.0,,,,,,14.0,,,11.0,,,10.0,,,
436,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,42.0,,,23.0,,,57.0
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,
440,,11.0,,,,,6.0,,,,,,,,,7.0,,,,24.0,,,10.0,,,,,,4.0,,,26.0,,,10.0,,
441,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,39.0
443,,,,,8.0,,,,,,,,,11.0,,,,,4.0,,,,,,5.0,,,,,9.0,,,,,,,
444,,,,,16.0,,,,,,,,,12.0,,,,,16.0,,,21.0,,,10.0,,,,,,22.0,,,9.0,,,7.0
445,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,
446,,109.0,,,,,,,,,,,109.0,,,,129.0,,,,,,,,102.0,,,,,55.0,,,39.0,,,23.0,
447,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,24.0,,,,,,13.0,
448,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,3.0,,,,,
450,,,,,,,34.0,,,,,,,,66.0,,,,,,,,,23.0,,,,,,20.0,,,,,,15.0,
451,,,,,,85.0,,,,,,,,,,,,,,,,,31.0,,,11.0,,,10.0,,,,,,,22.0,
452,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,4.0,,,,,,,
453,,,,,,49.0,,,,,,,,,,,,,,,,,8.0,,,9.0,,,9.0,,,14.0,,,6.0,,
455,,,,,,43.0,,,,,,,20.0,,,,,,37.0,,,17.0,,,5.0,,,11.0,,,,13.0,,,4.0,,
456,,,7.0,,10.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,8.0,,,,,,,
457,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,69.0,,,,
458,53.0,,26.0,59.0,41.0,44.0,28.0,26.0,8.0,24.0,26.0,38.0,20.0,23.0,29.0,33.0,17.0,52.0,47.0,72.0,90.0,65.0,50.0,61.0,92.0,39.0,40.0,52.0,46.0,,30.0,,11.0,,7.0,,10.0
461,,,,,,,88.0,,,,,,38.0,,,,,56.0,,,89.0,,,31.0,,,,,,97.0,,,,,,68.0,
462,,,,,,,,17.0,,,,,,,15.0,,,,,,10.0,,,,,,,,,,21.0,,,,,,
463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
466,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,,,,,,,6.0,,,,,,,3.0
467,,,,,,,,,,,,75.0,,,,,,,,,,,,,71.0,,,,,,51.0,,,,,,64.0
469,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,40.0,,36.0,,,,,
470,17.0,20.0,18.0,39.0,18.0,16.0,10.0,19.0,12.0,27.0,20.0,13.0,20.0,19.0,32.0,20.0,36.0,13.0,13.0,12.0,,22.0,,,14.0,,,,5.0,,9.0,,8.0,,8.0,,6.0
471,,,68.0,70.0,,82.0,,87.0,,,113.0,,45.0,,,86.0,,,,75.0,,,81.0,,,,,96.0,,,,,,104.0,,,
472,,,,,,,,,,,,,,,19.0,30.0,28.0,,,,,,,,,,39.0,,,,,,24.0,,,,
473,,98.0,119.0,126.0,113.0,158.0,106.0,173.0,150.0,101.0,110.0,110.0,102.0,110.0,99.0,121.0,141.0,95.0,61.0,141.0,65.0,62.0,59.0,57.0,75.0,43.0,79.0,78.0,,46.0,,36.0,,18.0,,13.0,
474,,,,,,,21.0,,,,,,24.0,,,,,,,,46.0,,,,,,59.0,,,,,,55.0,,,,
475,,,,,,,,,,,,42.0,,,,,,,24.0,,,,,,,,,,,,,20.0,,,,,
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,,,,,48.0,,,,,,,18.0,,,,,,37.0,,,,,10.0,,,,,6.0,,,11.0,,,5.0,,
479,,,,,,,,13.0,,,,,,,,,,,16.0,,,,,,,,,,,12.0,,11.0,,,,,13.0
480,38.0,,,,,,,,13.0,,,,29.0,54.0,,,58.0,,63.0,,,63.0,,,43.0,,,36.0,,,20.0,,,42.0,,,9.0
482,,,,5.0,,,,,,,4.0,,,,,,,9.0,,,10.0,,,8.0,,,,,,13.0,,,,,,6.0,
483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,12.0
484,,,,,,,,,,,17.0,,,,,,,,14.0,,,,,,,,,,,,,,11.0,,,,
485,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,97.0,,,,,,174.0,,
486,59.0,,,,,,,,,,41.0,,,,,,,58.0,,,67.0,,,,,64.0,,,,,,41.0,,,,,
487,71.0,,,,,,,,,,55.0,,,,,,,,,,,,,,,50.0,,,,,,47.0,,,,,
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,4.0,
489,,,,,,,,,414.0,,,,,,,,171.0,,174.0,,,186.0,,,276.0,,,,,,388.0,,,,,,281.0
490,319.0,158.0,,180.0,,,,,138.0,148.0,146.0,109.0,46.0,23.0,31.0,92.0,76.0,35.0,78.0,72.0,,,,,,,150.0,,,,,,116.0,,,,
491,,,,,,,,30.0,,36.0,,,,,39.0,,,83.0,,,101.0,,,86.0,,,45.0,,,70.0,,,,8.0,,,
495,,,,,,29.0,,,,,,15.0,15.0,23.0,,,,,31.0,,,,,,,6.0,,,3.0,,,,,,,,9.0
496,,,,,,,101.0,,,,,,,74.0,,,,124.0,,,113.0,,,,,,77.0,,,,,,28.0,,,,
497,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,12.0,,,,
498,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,22.0,,,,
499,,,83.0,,78.0,,,,,,59.0,,41.0,,,,,,,,,,32.0,,,,,37.0,,,,,,31.0,,,46.0
500,,,9.0,,8.0,,7.0,,7.0,,6.0,,,6.0,,,5.0,,6.0,,,,4.0,,,8.0,,,,6.0,,,7.0,,,,
501,,,,,,,,,,,33.0,39.0,,,,40.0,,37.0,,,60.0,,,39.0,,,,,,57.0,,,,,,68.0,
502,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,6.0,,,,
503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,32.0,
504,,,5.0,6.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,6.0,5.0,5.0,4.0,9.0,10.0,11.0,9.0,5.0,8.0,9.0,11.0,9.0,9.0,17.0,,13.0,,13.0,,8.0,,8.0,
506,57.0,,38.0,16.0,36.0,,15.0,,17.0,,24.0,,19.0,,,27.0,,59.0,,,,,,31.0,,,,54.0,,53.0,,,,,,38.0,
507,,,,,,,,,,,7.0,,,,,,,,10.0,,,5.0,,,,,,,3.0,,,,,,5.0,,
508,,,,,,,,,,,,,,,,,,,8.0,7.0,,,,,,,114.0,,,,,,167.0,,,,
509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,
510,41.0,,,,,,28.0,,,,,,18.0,,,,,25.0,,,29.0,,,19.0,,,28.0,,,24.0,,,,,,26.0,
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,125.0,,,,,54.0,,,,,,,42.0,,,,,,,54.0,,,,,28.0,,,,,,44.0,,,,,,39.0
513,,,,,,57.0,,,,,,,35.0,,,,,,,74.0,,,,,11.0,,,,,,17.0,,,,,,21.0
515,,,,139.0,,,,,242.0,,,,,,154.0,,,,,203.0,,,86.0,,,102.0,,,,,,411.0,,,,,
516,,58.0,,38.0,,,,,31.0,,,,,,35.0,,,,,41.0,,,19.0,,,9.0,,,7.0,,,15.0,,,10.0,,18.0
517,,,11.0,,,,,,,,,10.0,,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,
518,,,,,,,,,132.0,,,,,,,102.0,,,,,,,,,53.0,,,,,,77.0,,,,,,76.0
519,,,,,,,,,,,,15.0,,,,,,,12.0,,,,,,,,,,,,,,11.0,,,,
520,,,,,,,,,228.0,,,,,,,,18.0,,,,,,,3.0,,8.0,9.0,,6.0,,,,,,24.0,,
521,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,43.0,,,24.0
522,,,25.0,46.0,,44.0,,51.0,,11.0,,,,,,,,50.0,68.0,99.0,41.0,11.0,25.0,42.0,,,,,,51.0,,,,,,157.0,
523,,,,,,,,,,,,,,148.0,,,,,,,,,,,77.0,,,,,,22.0,,,,,,36.0
524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,40.0
526,201.0,159.0,137.0,185.0,193.0,205.0,133.0,,299.0,,,,,,,,,,134.0,127.0,126.0,164.0,110.0,87.0,,,,100.0,,,,,,30.0,,,53.0
527,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,155.0,,,
528,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,62.0,,,,,,22.0,
529,,,,,,,,,,,,35.0,,,,48.0,,,,,,,,14.0,,,,,10.0,,10.0,,,,,,
531,,,,,,,,,,,,11.0,,,,,,9.0,,,9.0,,,,,,12.0,,,,51.0,38.0,,,16.0,,
532,,37.0,,35.0,,29.0,,107.0,21.0,41.0,68.0,50.0,24.0,26.0,18.0,38.0,85.0,40.0,61.0,28.0,52.0,,,16.0,,,17.0,,,22.0,,,37.0,,,15.0,
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,121.0,,,,,,,,,,,18.0,,,,,,28.0,,,,,
535,,,,,,,,80.0,,,,,,,,,,,,,,105.0,,,,,,,,,,,195.0,,,,
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
538,,,48.0,,,,,,33.0,,36.0,,,,48.0,,,,,33.0,,,17.0,,,29.0,,,18.0,,,23.0,,,17.0,,
539,,,50.0,,,,,,56.0,,,,,,44.0,,,,,43.0,,,26.0,,,,,,15.0,,,24.0,,,15.0,,
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,21.0,,,,,,12.0,,,17.0,,,,,,,,14.0,,,6.0,,,,
542,,,,,,,,,4.0,,,,,,,,,,8.0,,,10.0,,,,9.0,,,,,9.0,,,,,,7.0
543,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,3.0,,,,
544,,,,,,,30.0,,,,,,,21.0,,,,,27.0,,,10.0,,,,,,17.0,,,37.0,,,31.0,,,24.0
545,,,55.0,,81.0,,80.0,,,,,,,,,,,,74.0,,,35.0,,,,,,,43.0,,,,,40.0,,,37.0
546,44.0,44.0,,43.0,37.0,42.0,34.0,33.0,28.0,35.0,28.0,35.0,33.0,29.0,28.0,27.0,28.0,27.0,40.0,16.0,,,,,,,20.0,,19.0,,,,9.0,,14.0,,
547,59.0,85.0,,47.0,42.0,53.0,78.0,74.0,84.0,81.0,54.0,66.0,54.0,47.0,62.0,60.0,75.0,45.0,57.0,55.0,,,,,,,64.0,,,,,,64.0,,,48.0,
548,,,,,,,102.0,,,,,,,,35.0,,,,,,47.0,,,,,,,,63.0,,,,,,35.0,,
549,,,,,,,,89.0,,,,,,,,,,,54.0,,,,,,,43.0,,,,,,51.0,,,,,
550,,,,,,,,,,,,,,,,,,,,,,,34.0,,,13.0,,,,,,32.0,,,,,
552,43.0,26.0,21.0,11.0,7.0,32.0,19.0,18.0,7.0,36.0,,,,,,,,58.0,118.0,85.0,81.0,67.0,25.0,12.0,,,,15.0,,,23.0,,,31.0,,,
553,52.0,,39.0,34.0,57.0,44.0,49.0,37.0,29.0,31.0,30.0,27.0,23.0,29.0,38.0,29.0,21.0,,,,,41.0,,,48.0,,,,,,42.0,,,,,,23.0
555,,27.0,,,,,,,,,24.0,,,,,,,12.0,,,4.0,,,,,,,11.0,,,,,,4.0,,,
556,,55.0,,,,,,,6.0,,,,,,,19.0,,,,21.0,,,8.0,,,,,,10.0,,,,,,11.0,,
558,,,,,,,55.0,,14.0,,,,,10.0,,,,141.0,,,,,,97.0,,,,,,102.0,,,,,,61.0,
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,,,,,,260.0,
561,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,56.0,,,,
564,,,,,,,,,,,,,,32.0,,,,,,38.0,,,28.0,,,,,,29.0,,,,,,180.0,,
567,,,,,,,133.0,,60.0,32.0,52.0,35.0,39.0,58.0,75.0,63.0,47.0,55.0,34.0,,,,,34.0,,,,54.0,,55.0,,,,,,31.0,
568,,,,,,,,,,86.0,,,,,,136.0,,,31.0,44.0,,,,,23.0,,,17.0,,,22.0,,,10.0,,,
569,,,,,,,,,,6.0,,,,,,18.0,,,44.0,,,29.0,,,,,,278.0,,,,,,332.0,,,
570,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,38.0,,,,,,23.0,,,41.0
574,,,,,74.0,,,,,,38.0,,,46.0,46.0,49.0,25.0,64.0,50.0,,,,,,44.0,,,,28.0,,,,,,16.0,,
576,,,,,,,,44.0,,,,,,,,,62.0,,,,,,,,,80.0,,,,,,116.0,,,,,
577,,,,,50.0,,,,,,,12.0,,,,,,7.0,,,,,,,,,,,,4.0,,,,,,,3.0
578,,,,,,,120.0,,,,,92.0,,,60.0,73.0,100.0,,,,,,,60.0,,,,86.0,,83.0,,,102.0,,,,57.0
579,,,,,14.0,,,,,,12.0,,,,,,,22.0,,,,,,,25.0,,,,17.0,,,,,,17.0,,
580,,,,,,,,96.0,,,,,,,,220.0,,,,,377.0,,,,,,,,,,355.0,,,,,,91.0
582,,166.0,193.0,290.0,197.0,221.0,209.0,144.0,139.0,213.0,128.0,,96.0,,139.0,,141.0,,,,,189.0,,,,,,95.0,,,78.0,,,154.0,,,
583,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,71.0,,,,,,27.0,,,,
586,,,117.0,,,,,,,58.0,,75.0,32.0,72.0,45.0,91.0,70.0,,,135.0,,,11.0,,,,14.0,,,,,,112.0,,,225.0,
587,,,,,32.0,,,,,16.0,,,,,,,21.0,,,36.0,,,13.0,,,4.0,,,8.0,,,20.0,,,22.0,,20.0
588,,,,,,,,,34.0,,,,,,,,,,,,54.0,,,,,,,31.0,,,,,,49.0,,,
589,,,,,,,,37.0,,38.0,28.0,,25.0,,,,,47.0,,,59.0,,,,,,66.0,,,60.0,,,46.0,,,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,
591,,,,,,,,79.0,,,,,,,31.0,,,,,18.0,,,8.0,,,17.0,,,37.0,,,16.0,,,,,
592,,,,,,,,,,,,,,,,,96.0,99.0,,,,180.0,,,,,,34.0,,,,,,39.0,,,
593,,,101.0,,71.0,,98.0,,89.0,32.0,56.0,113.0,78.0,47.0,35.0,,51.0,,,100.0,,,,,,,,155.0,,,,,,15.0,,,54.0
595,,,,38.0,,,32.0,,,19.0,,17.0,20.0,,17.0,,,,22.0,,,70.0,,,101.0,,,,,,44.0,,,,,,
596,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,5.0
597,10.0,20.0,16.0,14.0,13.0,12.0,13.0,9.0,13.0,10.0,7.0,8.0,,,9.0,,,3.0,,,9.0,,,10.0,,,,,,10.0,,10.0,,,,13.0,
598,,,61.0,,49.0,,,,,37.0,,,,,,,,,,,,,10.0,,,,27.0,,,,,,,,,,
599,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,27.0,,,,,,,,
601,,,,,,,,,10.0,,,,,,,,11.0,17.0,,,54.0,,,50.0,,,25.0,,,14.0,,,11.0,,,39.0,
602,,,,107.0,,,,,79.0,,71.0,,63.0,,,57.0,48.0,,,,,,,,45.0,,,,,,54.0,,,,,,31.0
604,,,,,,,,,,,,,,8.0,,,,,4.0,,,57.0,,,,,165.0,,,,,,111.0,,,,
605,,,36.0,,,,,,,69.0,,,,,,,,,,,,,,21.0,,,,,,12.0,,,,,,,6.0
606,,,,93.0,,,84.0,,55.0,,66.0,,64.0,,37.0,,,65.0,,,,,,,35.0,,,,,,31.0,,,,,,26.0
607,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,9.0,,,6.0,,,14.0,,,,
608,,,,7.0,,,,21.0,,16.0,,,,,,,,,,,,,,,,,161.0,,,20.0,,15.0,,,,,
609,,,,5.0,,,,28.0,,9.0,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,
610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,,,,,19.0,,,,,
613,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,11.0,,,,,,
615,40.0,60.0,77.0,72.0,84.0,,58.0,56.0,51.0,56.0,37.0,29.0,27.0,27.0,26.0,38.0,,30.0,,,35.0,,,29.0,,,21.0,,,33.0,,,,,,35.0,
616,,,,,,,,,,,,,,,,,,,,,,,,,,,586.0,,,,,,105.0,,,,
617,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,21.0,,,,
618,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,160.0,,,,
619,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,
620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,16.0,,,,,
621,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,22.0,,,,,
