,high,good,moderate,poor,bad,not good,known
1989,2.6303018518808647,36.02016473180203,46.62908540892308,12.467476172292232,2.2529718351017816,61.34953341631709,10.221840203556322
1990,3.3043515704940205,39.88284524375392,40.125445105627534,14.495551091689581,2.191806988434939,56.81280318575205,10.455124684485506
1991,5.0548807825396125,35.954887957279304,42.63889350819595,13.48751883170351,2.863818920281626,58.99023126018108,9.876264627636097
1992,2.115185678100451,36.506161798657395,44.35254471568043,14.191910281305383,2.83419752625634,61.37865252324216,21.40511208044113
1993,4.964322664284754,33.39385764564937,43.03621336375552,16.289221032341914,2.316385293968432,61.64181969006588,24.33988084605746
1994,3.984776376729352,33.10188529934925,44.016048924723954,17.464063079906477,1.4332263192909667,62.91333832392139,26.348427071385956
1995,4.202495569114879,37.11648155533341,44.077576184432075,13.403907023091826,1.1995396680278219,58.68102287555171,27.4999686966399
1996,5.503692975803025,34.93458498376268,41.52800896825789,15.882634867811877,2.15107820436452,59.56172204043428,25.11299365896888
1997,5.243947224992929,35.62071269387306,44.465515664262476,13.592208493260115,1.0776159236114031,59.135340081134,27.222278032228022
1998,5.500897451252829,34.033987367481195,46.137209610945845,12.996494905191199,1.331410665128933,60.46511518126597,29.779497071051296
1999,5.394352861621031,34.1618489124184,48.63763861451827,10.670612953631395,1.1355466578108961,60.443798225960556,38.043354603284016
2000,6.593367556165178,36.834104271734525,44.07617806217186,12.120579278229007,0.37577083169941694,56.57252817210029,45.025407672094666
2001,7.4830192671899995,39.30762165179624,42.40727048090082,10.2442202815005,0.55786831861245,53.20935908101377,44.36961142531124
2002,7.381109233396514,39.664753839331276,43.80798372415123,8.837660313963639,0.30849288915733253,52.9541369272722,46.71873937081176
2003,9.117920192093935,39.66511249429355,40.66630105660336,10.224966118109593,0.3257001388995643,51.21696731361251,44.92995586826979
2004,11.280265775959613,34.68644916684953,42.89383515686369,10.341326372318939,0.7981235280082306,54.03328505719086,36.76224305431655
2005,9.229557339977129,40.18408724056303,40.017380708807664,9.857372940025448,0.7116017706267311,50.58635541945985,33.933851993464714
2006,10.189116255458359,43.466835200334366,39.36671877340383,6.343471162509016,0.6338586082944352,46.344048544207276,30.99423243456579
2007,9.416667766253209,41.11241904493993,40.91879154716088,8.353587849142304,0.19853379250368813,49.47091318880687,28.77861568454224
2008,12.76765159568244,42.241122327692565,38.92968394854311,5.84156574718176,0.21997638090012303,44.99122607662499,24.57146262656655
2009,14.8906780124276,45.15746940002463,32.150809972384366,6.900362685991098,0.9006799291722979,39.95185258754776,25.720024932782767
2010,15.809642909534334,42.69436498037654,31.875559573782166,9.175766904230631,0.4446656320763099,41.495992110089105,25.51631946829295
2011,9.779006082961795,43.06435301181421,38.63844556341299,8.153401581262655,0.364793760548354,47.156640905223995,29.893595853939093
2012,12.152711135246147,45.846915916587236,33.95938748416078,7.767855010062816,0.27313045394301866,42.000372948166614,28.778256806768525
2013,10.497459379794273,46.21410185183878,34.96178758498345,7.913526799289547,0.4131243840939567,43.28843876836695,33.11581109898672
2014,17.31574182374304,49.59444789759601,26.6116765630624,6.2247459490118775,0.25338776658666656,33.08981027866094,28.961472288030393
2015,17.467203759268916,46.19884707327333,28.56864369043624,7.512491930374855,0.2528135466466463,36.33394916745774,24.953197167101113
2016,21.420584803307513,44.397310514195354,29.56907950637395,4.478711870813033,0.13431330531013363,34.18210468249712,28.059984660063616
2017,15.655400244888911,46.56629793642366,30.502491347550603,6.821300885901905,0.45450958523492346,37.77830181868743,28.998187511564375
2018,15.31419013523219,45.39258193653208,32.27977146202418,6.791061025416667,0.2223954407948909,39.29322792823574,39.35592045617552
2019,20.659618532365727,44.129265899468805,28.072462734282315,6.621615257879791,0.5170375760033571,35.21111556816547,28.843741380944348
2020,23.366919426591966,46.26721713535329,25.536575720768994,4.712932297398134,0.11635541988760055,30.36586343805473,25.11491629798269
