wb,ov_typ,distr_id,til_oko_fy,Shape_Length,length
868,LWTYPE9,DK2,Moderat økologisk tilstand,37134.461583260214,37.13446158326021
869,LWTYPE9,DK2,Dårlig økologisk tilstand,1583.0108692584065,1.5830108692584064
870,LWTYPE10,DK2,Ringe økologisk tilstand,1446.1609834910503,1.4461609834910503
871,LWTYPE11,DK2,Ringe økologisk tilstand,7131.433612878717,7.131433612878717
872,LWTYPE9,DK2,Ringe økologisk tilstand,1590.1102749557476,1.5901102749557476
873,LWTYPE9,DK2,God økologisk tilstand,2279.404691414866,2.2794046914148662
874,LWTYPE9,DK2,Ringe økologisk tilstand,3298.7634577458925,3.2987634577458924
875,LWTYPE9,DK2,Moderat økologisk tilstand,4792.563395126884,4.792563395126884
876,LWTYPE15,DK2,Dårlig økologisk tilstand,2629.465461072434,2.629465461072434
878,LWTYPE9,DK2,Moderat økologisk tilstand,2250.585808498373,2.2505858084983728
882,LWTYPE9,DK2,Moderat økologisk tilstand,2002.5745679731324,2.0025745679731326
883,LWTYPE9,DK2,Høj økologisk tilstand,13724.68941135159,13.72468941135159
884,LWTYPE9,DK2,Dårlig økologisk tilstand,1426.4020165708234,1.4264020165708233
885,LWTYPE11,DK2,God økologisk tilstand,2062.160547790438,2.0621605477904383
887,LWTYPE9,DK2,Dårlig økologisk tilstand,1529.7443135643969,1.5297443135643969
888,LWTYPE11,DK2,Moderat økologisk tilstand,1838.6212021660738,1.8386212021660737
889,LWTYPE10,DK2,Moderat økologisk tilstand,9880.21466739901,9.88021466739901
890,LWTYPE11,DK2,Moderat økologisk tilstand,1398.4087909944349,1.398408790994435
893,LWTYPE11,DK2,Dårlig økologisk tilstand,1453.280247220781,1.4532802472207809
894,LWTYPE9,DK2,God økologisk tilstand,1017.768132248602,1.017768132248602
895,LWTYPE10,DK2,Høj økologisk tilstand,2096.5395562641265,2.0965395562641267
897,LWTYPE11,DK2,Dårlig økologisk tilstand,1247.7361301294457,1.2477361301294456
898,LWTYPE11,DK2,Ringe økologisk tilstand,1357.5802458770127,1.3575802458770128
899,LWTYPE9,DK2,Ringe økologisk tilstand,1943.2517499113694,1.9432517499113695
903,LWTYPE13,DK2,Dårlig økologisk tilstand,1021.4590991500918,1.0214590991500918
904,LWTYPE10,DK2,Ringe økologisk tilstand,3421.12485153647,3.42112485153647
907,LWTYPE10,DK2,Ringe økologisk tilstand,8046.025004396555,8.046025004396554
908,LWTYPE10,DK2,God økologisk tilstand,20383.79266464916,20.38379266464916
909,LWTYPE9,DK2,Dårlig økologisk tilstand,965.7121970203184,0.9657121970203184
910,LWTYPE9,DK2,Moderat økologisk tilstand,6818.772026982146,6.8187720269821455
912,LWTYPE9,DK2,Moderat økologisk tilstand,961.8401613850817,0.9618401613850818
913,LWTYPE9,DK2,Moderat økologisk tilstand,2024.8424972142132,2.024842497214213
914,LWTYPE10,DK2,Ringe økologisk tilstand,1472.4193027354975,1.4724193027354975
915,LWTYPE10,DK2,Høj økologisk tilstand,623.3251523396381,0.623325152339638
919,LWTYPE11,DK2,Ukendt,1618.5864678938385,1.6185864678938384
920,LWTYPE11,DK2,Ringe økologisk tilstand,5811.808219567074,5.811808219567074
922,LWTYPE13,DK2,Dårlig økologisk tilstand,1658.6928058713147,1.6586928058713146
924,LWTYPE10,DK2,Moderat økologisk tilstand,1130.103789736103,1.130103789736103
925,LWTYPE9,DK2,God økologisk tilstand,1391.1131535116363,1.3911131535116363
926,LWTYPE13,DK2,Dårlig økologisk tilstand,1354.4016907262132,1.3544016907262133
927,LWTYPE9,DK2,Ringe økologisk tilstand,993.8957958961391,0.9938957958961392
928,LWTYPE12,DK2,Ringe økologisk tilstand,1095.762443557934,1.0957624435579338
930,LWTYPE9,DK2,Ringe økologisk tilstand,689.523912941041,0.689523912941041
932,LWTYPE11,DK2,God økologisk tilstand,3041.8725078883867,3.0418725078883866
933,LWTYPE9,DK2,Ringe økologisk tilstand,3147.427104340966,3.1474271043409656
934,LWTYPE9,DK3,Høj økologisk tilstand,3681.208294959255,3.681208294959255
938,LWTYPE9,DK3,Dårlig økologisk tilstand,2181.551099432987,2.181551099432987
940,LWTYPE10,DK3,God økologisk tilstand,1549.2574905951521,1.5492574905951522
941,LWTYPE13,DK3,Moderat økologisk tilstand,3340.8147871253404,3.3408147871253404
942,LWTYPE10,DK3,Ukendt,1628.3936337333923,1.6283936337333924
944,LWTYPE12,DK3,Høj økologisk tilstand,1221.8204030972781,1.2218204030972781
946,LWTYPE10,DK3,Ukendt,1304.1166902335488,1.3041166902335488
949,LWTYPE13,DK3,Dårlig økologisk tilstand,1289.102082089343,1.2891020820893428
950,LWTYPE13,DK3,Høj økologisk tilstand,1199.3536705264166,1.1993536705264167
952,LWTYPE9,DK3,Ukendt,998.1985218412964,0.9981985218412964
957,LWTYPE10,DK4,Høj økologisk tilstand,1418.7476930963696,1.4187476930963696
959,LWTYPE5,DK4,Dårlig økologisk tilstand,1451.926372406587,1.451926372406587
960,LWTYPE9,DK4,Ringe økologisk tilstand,10868.068918788353,10.868068918788353
962,LWTYPE9,DK4,Dårlig økologisk tilstand,3133.7753479745843,3.1337753479745842
963,LWTYPE9,DK1,God økologisk tilstand,1766.2484968266083,1.7662484968266083
965,LWTYPE13,DK4,Ringe økologisk tilstand,1360.9466696271443,1.3609466696271442
967,LWTYPE10,DK4,Høj økologisk tilstand,1382.3989936651537,1.3823989936651537
968,LWTYPE9,DK4,Høj økologisk tilstand,4640.965536321168,4.6409655363211675
970,LWTYPE10,DK4,God økologisk tilstand,1057.6506131010456,1.0576506131010455
971,LWTYPE9,DK4,God økologisk tilstand,5968.64360834776,5.96864360834776
972,LWTYPE14,DK4,Moderat økologisk tilstand,2089.608155999335,2.089608155999335
973,LWTYPE17,DK4,Ukendt,1044.7365992018174,1.0447365992018174
978,LWTYPE10,DK4,Høj økologisk tilstand,1098.8381519953882,1.0988381519953883
981,LWTYPE10,DK4,Høj økologisk tilstand,1178.765205916606,1.178765205916606
982,LWTYPE10,DK4,Høj økologisk tilstand,1048.2903599426184,1.0482903599426183
983,LWTYPE11,DK4,Ukendt,20186.90438018079,20.18690438018079
984,LWTYPE5,DK4,Ringe økologisk tilstand,3600.148207766402,3.6001482077664018
985,LWTYPE9,DK4,Moderat økologisk tilstand,5067.810124424591,5.067810124424591
987,LWTYPE5,DK4,Ringe økologisk tilstand,1507.391608714143,1.507391608714143
988,LWTYPE5,DK4,Moderat økologisk tilstand,3298.0915801326296,3.2980915801326294
992,LWTYPE10,DK4,Høj økologisk tilstand,1720.5177026310828,1.7205177026310827
995,LWTYPE15,DK1,Dårlig økologisk tilstand,1451.8996684397682,1.4518996684397683
996,LWTYPE15,DK1,Dårlig økologisk tilstand,3586.0725729586443,3.5860725729586442
997,LWTYPE5,DK1,Høj økologisk tilstand,1487.5507965068784,1.4875507965068784
998,LWTYPE5,DK1,God økologisk tilstand,1118.7473656092734,1.1187473656092735
999,LWTYPE5,DK1,Høj økologisk tilstand,1569.3372989695238,1.5693372989695238
1000,LWTYPE9,DK1,Moderat økologisk tilstand,4770.0816899844895,4.770081689984489
1001,LWTYPE10,DK1,Moderat økologisk tilstand,1097.1891002922255,1.0971891002922254
1101,LWTYPE5,DK1,Høj økologisk tilstand,1438.895209271945,1.4388952092719451
1102,LWTYPE5,DK1,Moderat økologisk tilstand,853.7628835607162,0.8537628835607162
1103,LWTYPE5,DK1,Høj økologisk tilstand,760.7532728797039,0.7607532728797038
1104,LWTYPE5,DK1,Ukendt,1406.8863457746725,1.4068863457746725
1105,LWTYPE5,DK1,Ukendt,1186.996985424202,1.186996985424202
1106,LWTYPE1,DK1,Ukendt,807.1870739267325,0.8071870739267325
1107,LWTYPE9,DK1,Ukendt,560.1093208932882,0.5601093208932882
1108,LWTYPE5,DK1,Ukendt,874.2177402980461,0.8742177402980461
1109,LWTYPE5,DK1,Høj økologisk tilstand,686.2700571122675,0.6862700571122675
1110,LWTYPE13,DK1,God økologisk tilstand,735.4807038984671,0.7354807038984671
1111,LWTYPE13,DK1,Ukendt,1081.0738966077813,1.0810738966077813
1112,LWTYPE5,DK1,Ukendt,967.7180786822014,0.9677180786822014
1113,LWTYPE1,DK1,Ukendt,1848.7573262490998,1.8487573262491
1114,LWTYPE17,DK1,Ukendt,2142.2656784756805,2.1422656784756806
1115,LWTYPE17,DK1,Ukendt,7837.7429531285115,7.837742953128512
1116,LWTYPE17,DK1,Ukendt,1438.4467480479773,1.4384467480479772
1117,LWTYPE5,DK1,Dårlig økologisk tilstand,787.4014481854559,0.787401448185456
1118,LWTYPE5,DK1,Ukendt,936.7304751412727,0.9367304751412727
1119,LWTYPE9,DK1,Høj økologisk tilstand,1193.6191676357155,1.1936191676357155
1201,LWTYPE9,DK1,Ukendt,1007.2394650497256,1.0072394650497256
1202,LWTYPE13,DK1,Ukendt,807.5373268697119,0.8075373268697119
1204,LWTYPE9,DK1,Høj økologisk tilstand,857.5503537763989,0.8575503537763989
1205,LWTYPE13,DK1,Ukendt,544.637883764094,0.5446378837640939
1206,LWTYPE13,DK1,Ukendt,1389.279105047888,1.3892791050478879
1207,LWTYPE13,DK1,Ukendt,1316.1846606252193,1.3161846606252192
1208,LWTYPE13,DK1,Ukendt,850.6937631369597,0.8506937631369597
1209,LWTYPE13,DK1,Ukendt,512.5293367509155,0.5125293367509155
1210,LWTYPE15,DK1,Ukendt,1011.8807804889308,1.0118807804889307
1211,LWTYPE13,DK1,Ukendt,762.3960448736533,0.7623960448736533
1212,LWTYPE1,DK1,Høj økologisk tilstand,627.7164525604848,0.6277164525604848
1213,LWTYPE5,DK1,Dårlig økologisk tilstand,857.7478748349348,0.8577478748349348
1214,LWTYPE1,DK1,Høj økologisk tilstand,889.925299551391,0.8899252995513911
1215,LWTYPE5,DK1,Dårlig økologisk tilstand,1852.9739000155796,1.8529739000155796
1216,LWTYPE17,DK1,Ukendt,6624.169539121941,6.624169539121941
1217,LWTYPE17,DK1,Ukendt,5124.535787955044,5.124535787955044
1218,LWTYPE17,DK1,Ukendt,2135.3454243508622,2.135345424350862
1219,LWTYPE17,DK1,Ukendt,1811.2455388006163,1.8112455388006163
1220,LWTYPE17,DK1,Ukendt,2697.1532306730714,2.6971532306730714
1221,LWTYPE10,DK1,Ukendt,1024.2174060025995,1.0242174060025995
1222,LWTYPE15,DK1,Ringe økologisk tilstand,1307.5923382489489,1.307592338248949
1223,LWTYPE17,DK1,Ukendt,1343.792569986719,1.343792569986719
1224,LWTYPE1,DK1,Ukendt,828.4560673211865,0.8284560673211865
1225,LWTYPE1,DK1,God økologisk tilstand,899.3560056796689,0.8993560056796689
1226,LWTYPE5,DK1,Ringe økologisk tilstand,722.0059586145004,0.7220059586145005
1227,LWTYPE9,DK1,Ukendt,1346.4406332485958,1.3464406332485959
1228,LWTYPE17,DK1,Ukendt,2877.9230333712917,2.8779230333712915
1229,LWTYPE17,DK1,Ukendt,6096.143118472625,6.096143118472625
1230,LWTYPE17,DK1,Ukendt,6786.1889692572495,6.78618896925725
1231,LWTYPE17,DK1,Ukendt,4435.06969290993,4.435069692909931
1232,LWTYPE17,DK1,Ukendt,1890.7642508790093,1.8907642508790092
1401,LWTYPE17,DK1,Ukendt,7461.012508222009,7.46101250822201
1402,LWTYPE17,DK1,Ukendt,1361.0953729671464,1.3610953729671464
1403,LWTYPE5,DK1,Høj økologisk tilstand,602.7462188150372,0.6027462188150372
1501,LWTYPE9,DK1,Ukendt,636.0518512482603,0.6360518512482602
1502,LWTYPE9,DK1,Ukendt,1219.6403670077457,1.2196403670077456
1503,LWTYPE9,DK1,Ukendt,1049.5541150181946,1.0495541150181946
1504,LWTYPE1,DK1,Ukendt,880.0136030599738,0.8800136030599738
1505,LWTYPE5,DK1,Ringe økologisk tilstand,652.5496808230517,0.6525496808230518
1506,LWTYPE5,DK1,Dårlig økologisk tilstand,538.87476063945,0.53887476063945
1507,LWTYPE9,DK1,Moderat økologisk tilstand,818.7296017042107,0.8187296017042107
1508,LWTYPE9,DK1,Ukendt,649.9243630902139,0.6499243630902138
1509,LWTYPE17,DK1,Ukendt,2336.05399850778,2.3360539985077797
1510,LWTYPE17,DK1,Ukendt,1437.2421352467709,1.4372421352467708
1511,LWTYPE17,DK1,Ukendt,1703.5336264794282,1.7035336264794283
1512,LWTYPE17,DK1,Ukendt,3832.416286943827,3.8324162869438267
1513,LWTYPE17,DK1,Ukendt,5291.275804361463,5.291275804361463
1514,LWTYPE17,DK1,Ukendt,1711.8062953800313,1.7118062953800313
1515,LWTYPE17,DK1,Ukendt,3574.9826095762674,3.5749826095762676
1516,LWTYPE17,DK1,Ukendt,4078.6460625820214,4.078646062582021
1517,LWTYPE17,DK1,Ukendt,510.37231133008453,0.5103723113300845
1601,LWTYPE5,DK1,Ukendt,991.6768621988787,0.9916768621988786
1602,LWTYPE17,DK1,Ukendt,1107.336593544771,1.107336593544771
1701,LWTYPE17,DK1,Ukendt,774.6993524259982,0.7746993524259982
1702,LWTYPE17,DK1,Ukendt,2681.591324621975,2.681591324621975
1801,LWTYPE9,DK1,Ukendt,1353.8427690557296,1.3538427690557295
1802,LWTYPE13,DK1,Moderat økologisk tilstand,1226.0083562371096,1.2260083562371096
1803,LWTYPE5,DK1,Ringe økologisk tilstand,771.2305376852381,0.7712305376852381
1804,LWTYPE5,DK1,God økologisk tilstand,1140.8579315093712,1.1408579315093712
1805,LWTYPE1,DK1,Høj økologisk tilstand,681.0408277744699,0.68104082777447
1806,LWTYPE9,DK1,Høj økologisk tilstand,677.41307020727,0.67741307020727
1807,LWTYPE13,DK1,Ukendt,734.9026532760918,0.7349026532760917
1808,LWTYPE17,DK1,Ukendt,2538.4655207279675,2.5384655207279674
1809,LWTYPE17,DK1,Ukendt,2571.5151009408223,2.571515100940822
1810,LWTYPE17,DK1,Ukendt,1382.290655148129,1.3822906551481289
1811,LWTYPE17,DK1,Ukendt,1161.7338585590385,1.1617338585590384
1812,LWTYPE17,DK1,Ukendt,1930.2129309311163,1.9302129309311162
1813,LWTYPE17,DK1,Ukendt,1479.7928262919763,1.4797928262919764
1814,LWTYPE17,DK1,Ukendt,664.5964697143662,0.6645964697143663
1815,LWTYPE17,DK1,Ukendt,909.7772521529935,0.9097772521529934
1816,LWTYPE17,DK1,Ukendt,876.0340896073081,0.8760340896073081
1817,LWTYPE17,DK1,Ukendt,1126.1701443497616,1.1261701443497616
1818,LWTYPE17,DK1,Ukendt,723.563116162739,0.7235631161627389
1819,LWTYPE17,DK1,Ukendt,569.8206867788077,0.5698206867788077
1820,LWTYPE17,DK1,Ukendt,888.0676709470212,0.8880676709470211
1821,LWTYPE17,DK1,Ukendt,1339.409003732,1.339409003732
1822,LWTYPE17,DK1,Ukendt,1208.4088971546794,1.2084088971546794
1823,LWTYPE17,DK1,Ukendt,931.520097334664,0.931520097334664
1824,LWTYPE17,DK1,Ukendt,1097.4567683432558,1.097456768343256
1901,LWTYPE17,DK1,Ukendt,4047.256581800568,4.047256581800568
2001,LWTYPE15,DK1,Dårlig økologisk tilstand,2592.3782847682473,2.5923782847682473
2003,LWTYPE11,DK1,Moderat økologisk tilstand,714.1003496421246,0.7141003496421245
2101,LWTYPE11,DK2,Høj økologisk tilstand,728.8645510039346,0.7288645510039345
2102,LWTYPE17,DK2,Ukendt,3430.443210245654,3.430443210245654
2103,LWTYPE17,DK2,Ukendt,2529.1228242301154,2.5291228242301154
2104,LWTYPE17,DK2,Ukendt,2083.6395831110267,2.083639583111027
2201,LWTYPE13,DK2,Ukendt,914.4728211912872,0.9144728211912871
2202,LWTYPE9,DK2,Ukendt,461.02531848789306,0.4610253184878931
2203,LWTYPE13,DK2,Ukendt,884.5954401812049,0.884595440181205
2204,LWTYPE5,DK2,Ringe økologisk tilstand,1402.3354529502762,1.4023354529502763
2205,LWTYPE13,DK2,Ukendt,1168.5156506550127,1.1685156506550127
2206,LWTYPE17,DK2,Ukendt,2382.6144326609656,2.3826144326609655
2207,LWTYPE17,DK2,Ukendt,1480.0281533790476,1.4800281533790476
2208,LWTYPE17,DK2,Ukendt,1617.0904222709948,1.6170904222709948
2301,LWTYPE9,DK2,God økologisk tilstand,2129.958930600975,2.1299589306009747
2302,LWTYPE13,DK2,Dårlig økologisk tilstand,1037.845856152569,1.037845856152569
2303,LWTYPE10,DK2,Ringe økologisk tilstand,794.7820325246446,0.7947820325246446
2304,LWTYPE13,DK2,God økologisk tilstand,890.2830323730009,0.8902830323730009
2305,LWTYPE13,DK2,Ringe økologisk tilstand,744.2211416156932,0.7442211416156932
2306,LWTYPE9,DK2,God økologisk tilstand,1493.4911663445885,1.4934911663445884
2307,LWTYPE9,DK2,God økologisk tilstand,773.6204499142709,0.7736204499142709
2308,LWTYPE17,DK2,Ukendt,3488.9918984989267,3.4889918984989268
2309,LWTYPE17,DK2,Ukendt,1652.8586128425616,1.6528586128425615
2401,LWTYPE9,DK2,Ukendt,753.4123138074539,0.7534123138074539
2402,LWTYPE15,DK2,Dårlig økologisk tilstand,1119.7147470049133,1.1197147470049134
2403,LWTYPE15,DK2,God økologisk tilstand,736.2584048225849,0.7362584048225849
2404,LWTYPE17,DK2,Ukendt,2583.0507046935913,2.5830507046935915
2406,LWTYPE17,DK2,Ukendt,2160.8248267362196,2.16082482673622
2407,LWTYPE17,DK2,Ukendt,8667.314733801471,8.667314733801472
2501,LWTYPE13,DK2,Ukendt,1023.4263467905074,1.0234263467905074
2502,LWTYPE13,DK2,Høj økologisk tilstand,1404.9712583563412,1.4049712583563412
2503,LWTYPE17,DK2,Ukendt,1088.2496411297811,1.088249641129781
2504,LWTYPE17,DK2,Ukendt,1562.1729763405742,1.5621729763405743
2505,LWTYPE17,DK2,Ukendt,1819.7591108220538,1.8197591108220539
2506,LWTYPE17,DK2,Ukendt,2441.2177337632684,2.4412177337632683
2507,LWTYPE17,DK2,Ukendt,1694.453037093221,1.694453037093221
2508,LWTYPE9,DK2,Ukendt,1459.0167234095675,1.4590167234095675
2509,LWTYPE17,DK2,Ukendt,2632.557805627777,2.6325578056277767
2510,LWTYPE9,DK2,Ukendt,700.3550135264848,0.7003550135264848
2511,LWTYPE17,DK2,Ukendt,445.2929118310362,0.4452929118310362
2512,LWTYPE17,DK2,Ukendt,3672.2975947027558,3.672297594702756
2601,LWTYPE13,DK2,Ukendt,875.8541698292354,0.8758541698292354
2602,LWTYPE17,DK2,Ukendt,981.8982417411555,0.9818982417411555
2603,LWTYPE17,DK2,Ukendt,927.7141257565667,0.9277141257565666
2604,LWTYPE17,DK2,Ukendt,2145.9456302339668,2.1459456302339666
2607,LWTYPE17,DK2,Ukendt,1911.6864607586963,1.9116864607586963
3000,LWTYPE9,DK2,Dårlig økologisk tilstand,1692.5485442426775,1.6925485442426775
3001,LWTYPE15,DK2,Dårlig økologisk tilstand,1632.5916974543475,1.6325916974543475
3002,LWTYPE15,DK1,Dårlig økologisk tilstand,2360.050243965633,2.360050243965633
3003,LWTYPE9,DK1,Ringe økologisk tilstand,1693.7181414057154,1.6937181414057154
3004,LWTYPE1,DK1,Ringe økologisk tilstand,991.3036293766388,0.9913036293766389
3005,LWTYPE17,DK1,Ukendt,1346.868968692331,1.346868968692331
3006,LWTYPE10,DK1,Moderat økologisk tilstand,1146.7597263832877,1.1467597263832876
3007,LWTYPE10,DK1,Ringe økologisk tilstand,1435.3824421517027,1.4353824421517027
3008,LWTYPE17,DK1,Ukendt,969.2585655769435,0.9692585655769436
3009,LWTYPE17,DK1,Ukendt,1038.8851683416326,1.0388851683416327
3010,LWTYPE1,DK1,Høj økologisk tilstand,1013.0227189081975,1.0130227189081975
3101,LWTYPE9,DK3,Ukendt,515.4613681265473,0.5154613681265473
3102,LWTYPE9,DK3,God økologisk tilstand,971.8573550936736,0.9718573550936737
4101,LWTYPE17,DK4,Ukendt,2173.432138793554,2.173432138793554
4102,LWTYPE17,DK4,Ukendt,992.3884954660832,0.9923884954660832
4103,LWTYPE13,DK4,Dårlig økologisk tilstand,1739.2334404938777,1.7392334404938776
4104,LWTYPE17,DK4,Ukendt,1380.740439149787,1.380740439149787
6068,LWTYPE9,DK1,Moderat økologisk tilstand,566.6431501384609,0.5666431501384609
6181,LWTYPE1,DK1,Ukendt,1098.3185536819149,1.0983185536819149
6237,LWTYPE15,DK2,Dårlig økologisk tilstand,984.480847768986,0.984480847768986
6258,LWTYPE9,DK2,Ukendt,688.4798479695851,0.6884798479695851
6339,LWTYPE13,DK1,Ukendt,750.4035635902035,0.7504035635902034
6340,LWTYPE9,DK2,Dårlig økologisk tilstand,879.1468641520595,0.8791468641520594
6341,LWTYPE13,DK2,Ukendt,449.14971369063466,0.44914971369063467
6421,LWTYPE13,DK1,Ukendt,846.6959890150712,0.8466959890150711
6433,LWTYPE9,DK1,God økologisk tilstand,679.3645505337843,0.6793645505337843
6448,LWTYPE15,DK1,Moderat økologisk tilstand,671.9535763443891,0.6719535763443891
6449,LWTYPE15,DK1,God økologisk tilstand,868.900008096536,0.868900008096536
6465,LWTYPE5,DK1,Ukendt,969.1132582211442,0.9691132582211441
6471,LWTYPE5,DK1,Dårlig økologisk tilstand,1143.1466571644478,1.1431466571644477
6474,LWTYPE13,DK1,God økologisk tilstand,608.215285434969,0.608215285434969
6475,LWTYPE13,DK1,God økologisk tilstand,495.0405330708702,0.4950405330708702
6511,LWTYPE9,DK1,Ukendt,833.0092088369278,0.8330092088369278
6512,LWTYPE9,DK1,Ukendt,1037.1357244129972,1.0371357244129973
6513,LWTYPE9,DK1,Ukendt,599.9963200823776,0.5999963200823776
6535,LWTYPE5,DK1,Ukendt,951.6162349330643,0.9516162349330644
6570,LWTYPE13,DK1,Ukendt,816.4628109352217,0.8164628109352217
6572,LWTYPE13,DK1,God økologisk tilstand,2527.3724555419653,2.527372455541965
6640,LWTYPE10,DK1,Ukendt,744.8383456547759,0.7448383456547759
6652,LWTYPE9,DK1,Dårlig økologisk tilstand,1502.8258184203894,1.5028258184203893
6664,LWTYPE15,DK1,Dårlig økologisk tilstand,595.5044121601792,0.5955044121601791
6667,LWTYPE15,DK1,Ringe økologisk tilstand,1213.0985624606121,1.213098562460612
6671,LWTYPE15,DK1,Ukendt,616.2773737271928,0.6162773737271927
6728,LWTYPE13,DK1,Ukendt,399.8669038182097,0.3998669038182097
6736,LWTYPE13,DK1,Ukendt,467.1027609463435,0.4671027609463435
6755,LWTYPE9,DK1,Ukendt,853.3558771111133,0.8533558771111133
6780,LWTYPE9,DK1,Moderat økologisk tilstand,563.0426625047485,0.5630426625047484
6875,LWTYPE5,DK1,God økologisk tilstand,731.7496797455395,0.7317496797455395
6880,LWTYPE15,DK1,Moderat økologisk tilstand,787.1354501333988,0.7871354501333988
7025,LWTYPE13,DK1,Høj økologisk tilstand,424.0949752642637,0.4240949752642637
7052,LWTYPE9,DK4,God økologisk tilstand,2176.402581617763,2.1764025816177632
7058,LWTYPE5,DK4,Ringe økologisk tilstand,780.8235930544822,0.7808235930544822
7059,LWTYPE5,DK4,Dårlig økologisk tilstand,1038.5712087501345,1.0385712087501344
7078,LWTYPE5,DK4,Ringe økologisk tilstand,1101.1172836240592,1.1011172836240593
7110,LWTYPE13,DK1,Ukendt,711.4504458318712,0.7114504458318712
7124,LWTYPE15,DK1,Ringe økologisk tilstand,526.2224065369271,0.5262224065369271
7132,LWTYPE13,DK4,God økologisk tilstand,791.4843876763481,0.7914843876763481
7180,LWTYPE5,DK4,Dårlig økologisk tilstand,1910.3103253815414,1.9103103253815414
7181,LWTYPE5,DK4,Dårlig økologisk tilstand,615.7641158944376,0.6157641158944376
7182,LWTYPE13,DK1,Ukendt,469.11709938862043,0.46911709938862045
7220,LWTYPE11,DK1,Ringe økologisk tilstand,610.9048995204586,0.6109048995204586
7271,LWTYPE5,DK1,Ukendt,1316.0410172736233,1.3160410172736232
11001,LWTYPE13,DK1,God økologisk tilstand,1051.506859808262,1.0515068598082622
11002,LWTYPE5,DK1,Høj økologisk tilstand,712.8489134539853,0.7128489134539854
11003,LWTYPE13,DK1,Ukendt,1137.6031421924708,1.1376031421924708
11004,LWTYPE9,DK1,Høj økologisk tilstand,6047.221970029904,6.047221970029904
11005,LWTYPE17,DK1,Ukendt,1101.7858127141712,1.1017858127141713
11006,LWTYPE5,DK1,Dårlig økologisk tilstand,3479.426031787272,3.479426031787272
11101,LWTYPE15,DK1,Ringe økologisk tilstand,515.1999244154817,0.5151999244154818
11102,LWTYPE15,DK1,God økologisk tilstand,765.5906222845497,0.7655906222845497
11103,LWTYPE17,DK1,Ukendt,1510.1080025804317,1.5101080025804317
11104,LWTYPE17,DK1,Ukendt,7866.83212703568,7.86683212703568
11105,LWTYPE9,DK1,God økologisk tilstand,1965.7973061208552,1.9657973061208551
11201,LWTYPE15,DK1,Dårlig økologisk tilstand,602.888126658228,0.602888126658228
11202,LWTYPE15,DK1,Dårlig økologisk tilstand,1589.845738172508,1.589845738172508
11203,LWTYPE17,DK1,Ukendt,7848.136051010631,7.848136051010631
11204,LWTYPE9,DK1,Ukendt,1630.892514195894,1.6308925141958939
11205,LWTYPE17,DK1,Ukendt,2222.047017426577,2.222047017426577
11206,LWTYPE11,DK1,Dårlig økologisk tilstand,3812.792106558719,3.8127921065587187
11207,LWTYPE15,DK1,Dårlig økologisk tilstand,3534.9211118161384,3.5349211118161383
11301,LWTYPE17,DK1,Ukendt,1691.3055675916246,1.6913055675916246
11302,LWTYPE17,DK1,Ukendt,4048.489459103254,4.048489459103254
11303,LWTYPE17,DK1,Ukendt,1903.1311736734785,1.9031311736734786
11304,LWTYPE17,DK1,Ukendt,3056.494900591379,3.056494900591379
11305,LWTYPE17,DK1,Ukendt,1996.9279499156726,1.9969279499156725
11401,LWTYPE13,DK1,Ukendt,1306.200615546793,1.306200615546793
11402,LWTYPE17,DK1,Ukendt,6186.255739241687,6.186255739241687
11403,LWTYPE17,DK1,Ukendt,1572.643989325029,1.572643989325029
11404,LWTYPE17,DK1,Ukendt,2190.8587469312492,2.1908587469312493
11405,LWTYPE13,DK1,Ukendt,2303.65634418415,2.3036563441841498
11406,LWTYPE17,DK1,Ukendt,3879.0898518146114,3.8790898518146113
11501,LWTYPE15,DK1,Dårlig økologisk tilstand,1712.4050017077218,1.7124050017077217
11502,LWTYPE17,DK1,Ukendt,2358.4449597002604,2.3584449597002606
11503,LWTYPE17,DK1,Ukendt,1385.5790644398228,1.3855790644398227
11504,LWTYPE15,DK1,Høj økologisk tilstand,2968.817620104668,2.968817620104668
11505,LWTYPE9,DK1,Moderat økologisk tilstand,5164.419251969687,5.164419251969687
11506,LWTYPE11,DK1,Moderat økologisk tilstand,5551.8088914491345,5.551808891449134
20084,LWTYPE5,DK1,Ukendt,768.6986373866138,0.7686986373866138
35841,LWTYPE13,DK2,Høj økologisk tilstand,652.2316063139472,0.6522316063139472
36364,LWTYPE11,DK1,Høj økologisk tilstand,3452.5898846036066,3.4525898846036065
36368,LWTYPE15,DK1,Ringe økologisk tilstand,1482.1172702226788,1.4821172702226788
36387,LWTYPE15,DK1,Dårlig økologisk tilstand,1258.481152527993,1.2584811525279929
36389,LWTYPE13,DK1,Høj økologisk tilstand,744.0443855819221,0.7440443855819221
36454,LWTYPE15,DK1,Moderat økologisk tilstand,953.2998810896032,0.9532998810896032
36562,LWTYPE9,DK2,Ringe økologisk tilstand,784.0743391497106,0.7840743391497106
36582,LWTYPE11,DK2,Ringe økologisk tilstand,678.5407296367335,0.6785407296367335
36617,LWTYPE13,DK2,Dårlig økologisk tilstand,922.3311049580128,0.9223311049580128
36666,LWTYPE15,DK1,Moderat økologisk tilstand,831.0842789514245,0.8310842789514244
36699,LWTYPE14,DK1,Moderat økologisk tilstand,1314.474354164869,1.3144743541648691
36799,LWTYPE13,DK1,Høj økologisk tilstand,850.0721325081586,0.8500721325081586
