wb,ov_typ,distr_id,til_oko_fy,Shape_Length,length
433,LWTYPE9,DK1,Høj økologisk tilstand,2470.798841006164,2.470798841006164
434,LWTYPE10,DK1,Høj økologisk tilstand,1662.0434561069767,1.6620434561069768
435,LWTYPE9,DK1,God økologisk tilstand,5092.172901982382,5.092172901982383
436,LWTYPE5,DK1,Ringe økologisk tilstand,926.5976085102578,0.9265976085102579
437,LWTYPE5,DK1,Ukendt,689.6978373249162,0.6896978373249162
438,LWTYPE9,DK1,Høj økologisk tilstand,1202.3957187956105,1.2023957187956105
439,LWTYPE10,DK1,God økologisk tilstand,1060.982362038467,1.060982362038467
440,LWTYPE9,DK1,Høj økologisk tilstand,5366.794653951231,5.3667946539512315
441,LWTYPE9,DK1,God økologisk tilstand,1067.006495860858,1.067006495860858
443,LWTYPE13,DK1,Høj økologisk tilstand,1086.3029664693386,1.0863029664693387
444,LWTYPE13,DK1,God økologisk tilstand,3085.3820230163865,3.0853820230163866
445,LWTYPE15,DK1,God økologisk tilstand,1289.4096271931187,1.2894096271931188
446,LWTYPE9,DK1,Moderat økologisk tilstand,3600.7299505840533,3.600729950584053
447,LWTYPE9,DK1,God økologisk tilstand,2065.415508580827,2.065415508580827
448,LWTYPE10,DK1,Høj økologisk tilstand,4241.632586970744,4.241632586970744
450,LWTYPE10,DK1,Moderat økologisk tilstand,2088.1902926031476,2.0881902926031475
451,LWTYPE9,DK1,Høj økologisk tilstand,6327.373811332931,6.327373811332931
452,LWTYPE10,DK1,Høj økologisk tilstand,1165.785484869775,1.165785484869775
453,LWTYPE10,DK1,Moderat økologisk tilstand,14899.595332267196,14.899595332267197
455,LWTYPE10,DK1,God økologisk tilstand,9350.912948017854,9.350912948017854
456,LWTYPE9,DK1,Høj økologisk tilstand,3778.7407250587517,3.7787407250587517
457,LWTYPE5,DK1,Dårlig økologisk tilstand,592.7750571595263,0.5927750571595264
458,LWTYPE10,DK1,Moderat økologisk tilstand,5258.116644252371,5.258116644252371
461,LWTYPE9,DK1,Ringe økologisk tilstand,1293.531769119359,1.293531769119359
462,LWTYPE9,DK1,God økologisk tilstand,1817.9427093671004,1.8179427093671003
463,LWTYPE13,DK1,Ukendt,506.40604859607,0.50640604859607
464,LWTYPE1,DK1,Dårlig økologisk tilstand,728.1519005037452,0.7281519005037452
466,LWTYPE2,DK1,Høj økologisk tilstand,1521.1726506165724,1.5211726506165724
467,LWTYPE5,DK1,Ringe økologisk tilstand,1823.6670195227782,1.8236670195227782
469,LWTYPE9,DK1,Moderat økologisk tilstand,13394.98502728404,13.39498502728404
470,LWTYPE10,DK1,Moderat økologisk tilstand,15039.895637815227,15.039895637815228
471,LWTYPE9,DK1,Ringe økologisk tilstand,2407.7842720145777,2.407784272014578
472,LWTYPE9,DK1,God økologisk tilstand,3602.4246428786823,3.6024246428786824
473,LWTYPE9,DK1,Moderat økologisk tilstand,7117.500079623168,7.117500079623168
474,LWTYPE9,DK1,Moderat økologisk tilstand,1398.7100887621534,1.3987100887621535
475,LWTYPE2,DK1,Moderat økologisk tilstand,571.7869281755961,0.5717869281755962
477,LWTYPE13,DK1,Ukendt,678.7231038088886,0.6787231038088886
478,LWTYPE10,DK1,God økologisk tilstand,21743.990135894408,21.743990135894407
479,LWTYPE2,DK1,Moderat økologisk tilstand,1617.2990966450814,1.6172990966450813
480,LWTYPE9,DK1,God økologisk tilstand,1172.6368947872888,1.172636894787289
482,LWTYPE10,DK1,Moderat økologisk tilstand,7724.958643377947,7.7249586433779465
483,LWTYPE9,DK1,Høj økologisk tilstand,792.7476165074665,0.7927476165074665
484,LWTYPE2,DK1,God økologisk tilstand,657.0037939401512,0.6570037939401513
485,LWTYPE5,DK1,Dårlig økologisk tilstand,1634.1283407434762,1.6341283407434761
486,LWTYPE9,DK1,Moderat økologisk tilstand,2301.2565539648017,2.3012565539648016
487,LWTYPE9,DK1,Moderat økologisk tilstand,1719.936015964944,1.7199360159649442
488,LWTYPE9,DK1,Høj økologisk tilstand,1346.1935188826778,1.346193518882678
489,LWTYPE9,DK1,Ringe økologisk tilstand,1733.0767606388724,1.7330767606388724
490,LWTYPE9,DK1,Dårlig økologisk tilstand,2915.776363236837,2.9157763632368368
491,LWTYPE9,DK1,God økologisk tilstand,1778.9539246558854,1.7789539246558854
495,LWTYPE10,DK1,Høj økologisk tilstand,30467.41840351073,30.467418403510727
496,LWTYPE9,DK1,Moderat økologisk tilstand,3087.648373064858,3.087648373064858
497,LWTYPE9,DK1,God økologisk tilstand,1470.1952077982899,1.4701952077982898
498,LWTYPE13,DK1,God økologisk tilstand,402.5651413277078,0.4025651413277078
499,LWTYPE9,DK1,Moderat økologisk tilstand,2218.090540478352,2.218090540478352
500,LWTYPE10,DK1,God økologisk tilstand,1464.7492486408103,1.4647492486408102
501,LWTYPE9,DK1,Ringe økologisk tilstand,1699.1641972120058,1.6991641972120057
502,LWTYPE2,DK1,Høj økologisk tilstand,1024.636989187289,1.0246369891872888
503,LWTYPE9,DK1,God økologisk tilstand,3994.6631965951456,3.9946631965951456
504,LWTYPE10,DK1,Moderat økologisk tilstand,6436.984304854147,6.436984304854147
506,LWTYPE9,DK1,Moderat økologisk tilstand,2268.120169628309,2.2681201696283093
507,LWTYPE2,DK1,Høj økologisk tilstand,913.1907267917195,0.9131907267917195
508,LWTYPE9,DK1,Dårlig økologisk tilstand,1893.9945462535002,1.8939945462535002
509,LWTYPE2,DK1,Moderat økologisk tilstand,948.5723344993786,0.9485723344993786
510,LWTYPE10,DK1,Moderat økologisk tilstand,20152.455055062404,20.152455055062404
511,LWTYPE9,DK1,Ukendt,1162.573814708203,1.162573814708203
512,LWTYPE9,DK1,Moderat økologisk tilstand,7145.879224478208,7.145879224478208
513,LWTYPE9,DK1,God økologisk tilstand,7712.083243058675,7.712083243058675
515,LWTYPE9,DK1,Dårlig økologisk tilstand,2582.3170342340404,2.5823170342340402
516,LWTYPE10,DK1,Ringe økologisk tilstand,25508.590267408435,25.508590267408437
517,LWTYPE10,DK1,Høj økologisk tilstand,2491.599378365031,2.491599378365031
518,LWTYPE13,DK1,Ringe økologisk tilstand,6413.993246221523,6.413993246221523
519,LWTYPE2,DK1,God økologisk tilstand,806.074980119925,0.8060749801199251
520,LWTYPE9,DK1,Høj økologisk tilstand,893.5233641317833,0.8935233641317833
521,LWTYPE2,DK1,Ringe økologisk tilstand,621.4528376825668,0.6214528376825669
522,LWTYPE9,DK1,Ringe økologisk tilstand,2532.700213605538,2.532700213605538
523,LWTYPE5,DK1,Moderat økologisk tilstand,2207.018733948666,2.207018733948666
524,LWTYPE5,DK1,Dårlig økologisk tilstand,1655.6023790177246,1.6556023790177246
526,LWTYPE9,DK1,Ringe økologisk tilstand,3350.467319952613,3.350467319952613
527,LWTYPE9,DK1,Dårlig økologisk tilstand,1182.6380305198688,1.182638030519869
528,LWTYPE9,DK1,Ringe økologisk tilstand,1545.648664185935,1.545648664185935
529,LWTYPE10,DK1,God økologisk tilstand,32193.274199622207,32.19327419962221
531,LWTYPE10,DK1,Ringe økologisk tilstand,8119.02711946859,8.11902711946859
532,LWTYPE10,DK1,Moderat økologisk tilstand,2664.30446488576,2.66430446488576
533,LWTYPE13,DK1,Ukendt,694.3978738524004,0.6943978738524004
534,LWTYPE9,DK1,Moderat økologisk tilstand,3673.2762991559607,3.673276299155961
535,LWTYPE5,DK1,Dårlig økologisk tilstand,597.9514475900335,0.5979514475900335
536,LWTYPE9,DK1,Høj økologisk tilstand,1954.6012617348897,1.9546012617348898
538,LWTYPE10,DK1,Moderat økologisk tilstand,3998.929994394296,3.998929994394296
539,LWTYPE10,DK1,Moderat økologisk tilstand,7478.546937322666,7.478546937322666
540,LWTYPE5,DK1,Ukendt,1586.3390260141878,1.5863390260141879
541,LWTYPE9,DK1,Høj økologisk tilstand,1669.8229179933644,1.6698229179933644
542,LWTYPE6,DK1,God økologisk tilstand,1093.6463960558733,1.0936463960558733
543,LWTYPE9,DK1,Høj økologisk tilstand,1432.546990854239,1.432546990854239
544,LWTYPE10,DK1,Moderat økologisk tilstand,3808.2007475766704,3.8082007475766706
545,LWTYPE10,DK1,Moderat økologisk tilstand,1562.854599205064,1.562854599205064
546,LWTYPE10,DK1,Moderat økologisk tilstand,5628.031583447279,5.62803158344728
547,LWTYPE10,DK1,Dårlig økologisk tilstand,5909.513521350556,5.909513521350556
548,LWTYPE9,DK1,Ringe økologisk tilstand,2741.851375530875,2.741851375530875
549,LWTYPE5,DK1,Ringe økologisk tilstand,1140.6495601410409,1.140649560141041
550,LWTYPE10,DK1,Ringe økologisk tilstand,2707.521923856039,2.707521923856039
552,LWTYPE9,DK1,God økologisk tilstand,2148.747465843921,2.148747465843921
553,LWTYPE10,DK1,Ringe økologisk tilstand,2942.556732270879,2.9425567322708788
555,LWTYPE9,DK1,God økologisk tilstand,1537.6719793508546,1.5376719793508546
556,LWTYPE9,DK1,Høj økologisk tilstand,3881.237068376906,3.881237068376906
558,LWTYPE9,DK1,Dårlig økologisk tilstand,2466.5203418267624,2.4665203418267625
559,LWTYPE9,DK1,Ukendt,444.5110212802393,0.4445110212802393
560,LWTYPE5,DK1,Dårlig økologisk tilstand,2296.186705265453,2.2961867052654528
561,LWTYPE5,DK1,Dårlig økologisk tilstand,1637.2083263842292,1.6372083263842292
564,LWTYPE5,DK1,Moderat økologisk tilstand,3241.481907395097,3.241481907395097
567,LWTYPE9,DK1,Moderat økologisk tilstand,4597.888643837719,4.597888643837719
568,LWTYPE9,DK1,God økologisk tilstand,2638.916040129944,2.6389160401299443
569,LWTYPE13,DK1,Dårlig økologisk tilstand,1239.2615570942207,1.2392615570942207
570,LWTYPE13,DK1,Moderat økologisk tilstand,1493.4752475303194,1.4934752475303195
574,LWTYPE9,DK1,Moderat økologisk tilstand,9928.031936001977,9.928031936001977
576,LWTYPE9,DK1,Dårlig økologisk tilstand,3111.264154925266,3.111264154925266
577,LWTYPE10,DK1,Høj økologisk tilstand,5394.61478416478,5.39461478416478
578,LWTYPE9,DK1,Dårlig økologisk tilstand,1693.3724462939344,1.6933724462939344
579,LWTYPE10,DK1,Moderat økologisk tilstand,2414.5347864667656,2.4145347864667657
580,LWTYPE9,DK1,Dårlig økologisk tilstand,467.31784645362455,0.46731784645362456
582,LWTYPE9,DK1,Dårlig økologisk tilstand,8462.959816559849,8.462959816559849
583,LWTYPE9,DK1,Moderat økologisk tilstand,6460.814536398912,6.460814536398912
586,LWTYPE9,DK1,Ringe økologisk tilstand,2976.9154355788264,2.9769154355788263
587,LWTYPE10,DK1,Moderat økologisk tilstand,17460.62616916641,17.46062616916641
588,LWTYPE9,DK1,Moderat økologisk tilstand,1962.9300298112717,1.9629300298112717
589,LWTYPE9,DK1,Ringe økologisk tilstand,994.1562183303591,0.9941562183303592
590,LWTYPE9,DK1,Moderat økologisk tilstand,1247.6900475903371,1.2476900475903372
591,LWTYPE9,DK1,God økologisk tilstand,1632.083973191093,1.632083973191093
592,LWTYPE9,DK1,Moderat økologisk tilstand,14060.36852171,14.06036852171
593,LWTYPE9,DK1,Ringe økologisk tilstand,3339.930563457347,3.339930563457347
595,LWTYPE9,DK1,God økologisk tilstand,1842.989536822862,1.842989536822862
596,LWTYPE10,DK1,Høj økologisk tilstand,1578.0108415388268,1.5780108415388268
597,LWTYPE10,DK1,God økologisk tilstand,4710.825877980683,4.710825877980683
598,LWTYPE9,DK1,God økologisk tilstand,2403.9796472346147,2.403979647234615
599,LWTYPE9,DK1,Moderat økologisk tilstand,20471.05704498724,20.47105704498724
601,LWTYPE9,DK1,God økologisk tilstand,2176.2164752113968,2.1762164752113966
602,LWTYPE9,DK1,Moderat økologisk tilstand,4164.662658667523,4.164662658667523
604,LWTYPE13,DK1,Dårlig økologisk tilstand,9193.2022445788,9.193202244578801
605,LWTYPE9,DK1,God økologisk tilstand,4714.926501585557,4.714926501585557
606,LWTYPE9,DK1,Moderat økologisk tilstand,2097.716346539708,2.097716346539708
607,LWTYPE13,DK1,Høj økologisk tilstand,3974.2353344063376,3.9742353344063375
608,LWTYPE11,DK1,God økologisk tilstand,4687.98657352733,4.68798657352733
609,LWTYPE9,DK1,Ringe økologisk tilstand,1924.9428919797917,1.9249428919797917
610,LWTYPE9,DK1,Ukendt,1613.2081187456113,1.6132081187456113
612,LWTYPE9,DK1,God økologisk tilstand,2743.31910792175,2.74331910792175
613,LWTYPE9,DK1,Høj økologisk tilstand,2035.5102650265178,2.035510265026518
615,LWTYPE10,DK1,Ringe økologisk tilstand,7710.988282437193,7.710988282437193
616,LWTYPE15,DK1,Dårlig økologisk tilstand,1845.986784232918,1.8459867842329178
617,LWTYPE15,DK1,God økologisk tilstand,3167.839849494217,3.167839849494217
618,LWTYPE11,DK1,Dårlig økologisk tilstand,2425.497994158011,2.425497994158011
619,LWTYPE15,DK1,Moderat økologisk tilstand,2596.9736663848494,2.5969736663848493
620,LWTYPE13,DK1,God økologisk tilstand,1404.2028894383443,1.4042028894383443
621,LWTYPE13,DK1,God økologisk tilstand,4484.344418663756,4.484344418663756
622,LWTYPE11,DK1,Ringe økologisk tilstand,35992.360116616874,35.99236011661687
623,LWTYPE13,DK1,Moderat økologisk tilstand,2327.0005702125877,2.3270005702125878
626,LWTYPE5,DK1,Dårlig økologisk tilstand,2208.330147075739,2.2083301470757393
627,LWTYPE13,DK1,Høj økologisk tilstand,1967.0670394329472,1.9670670394329473
628,LWTYPE10,DK1,Ukendt,1787.5462348909857,1.7875462348909856
629,LWTYPE5,DK1,Dårlig økologisk tilstand,2105.311592901438,2.105311592901438
630,LWTYPE13,DK1,Dårlig økologisk tilstand,10760.455303583434,10.760455303583434
631,LWTYPE13,DK1,Ukendt,490.75032955834195,0.49075032955834197
632,LWTYPE9,DK1,God økologisk tilstand,3632.646360982116,3.632646360982116
633,LWTYPE2,DK1,Høj økologisk tilstand,1378.8966341525127,1.3788966341525126
634,LWTYPE1,DK1,Høj økologisk tilstand,2346.150593384432,2.346150593384432
635,LWTYPE2,DK1,Høj økologisk tilstand,4554.356499593367,4.554356499593367
636,LWTYPE1,DK1,Høj økologisk tilstand,2593.604469086269,2.593604469086269
637,LWTYPE2,DK1,Høj økologisk tilstand,1165.7365691059003,1.1657365691059003
638,LWTYPE1,DK1,Høj økologisk tilstand,3300.9361431720304,3.3009361431720303
639,LWTYPE1,DK1,Høj økologisk tilstand,3227.9460952031877,3.2279460952031878
640,LWTYPE1,DK1,Høj økologisk tilstand,3051.595085956697,3.051595085956697
641,LWTYPE11,DK1,Moderat økologisk tilstand,11195.609036084656,11.195609036084656
642,LWTYPE9,DK1,God økologisk tilstand,7307.190412826065,7.307190412826065
644,LWTYPE13,DK1,Høj økologisk tilstand,1840.2514971449534,1.8402514971449535
645,LWTYPE13,DK1,God økologisk tilstand,14470.564451636767,14.470564451636767
646,LWTYPE11,DK1,Høj økologisk tilstand,13411.430848711285,13.411430848711285
647,LWTYPE13,DK1,God økologisk tilstand,6450.085691021747,6.450085691021747
650,LWTYPE9,DK1,Ringe økologisk tilstand,7305.739117880216,7.305739117880217
651,LWTYPE10,DK1,Dårlig økologisk tilstand,1223.7904683752977,1.2237904683752976
653,LWTYPE17,DK1,Ukendt,2065.561977231192,2.065561977231192
654,LWTYPE13,DK1,Høj økologisk tilstand,3086.3313774867092,3.0863313774867094
655,LWTYPE9,DK1,Moderat økologisk tilstand,12294.656394364976,12.294656394364976
656,LWTYPE10,DK1,Moderat økologisk tilstand,3992.896206786162,3.992896206786162
657,LWTYPE9,DK1,Moderat økologisk tilstand,1444.6056012738084,1.4446056012738084
658,LWTYPE10,DK2,Moderat økologisk tilstand,1069.4416754566305,1.0694416754566305
659,LWTYPE9,DK2,Ringe økologisk tilstand,977.3569363789036,0.9773569363789035
660,LWTYPE9,DK2,Moderat økologisk tilstand,2206.851230752766,2.2068512307527657
661,LWTYPE9,DK2,Høj økologisk tilstand,1599.4187022670887,1.5994187022670887
662,LWTYPE9,DK2,Dårlig økologisk tilstand,1389.532886187991,1.389532886187991
663,LWTYPE11,DK2,Moderat økologisk tilstand,1948.0725923913492,1.9480725923913491
664,LWTYPE15,DK2,Moderat økologisk tilstand,1198.312149484831,1.198312149484831
665,LWTYPE9,DK2,God økologisk tilstand,1687.4915457567092,1.6874915457567092
666,LWTYPE9,DK2,Ringe økologisk tilstand,2785.9410512435156,2.7859410512435154
669,LWTYPE9,DK2,Ringe økologisk tilstand,5478.001264745903,5.478001264745903
670,LWTYPE15,DK2,Ringe økologisk tilstand,4478.259574057613,4.4782595740576125
671,LWTYPE10,DK2,Høj økologisk tilstand,3060.7791229658,3.0607791229658
672,LWTYPE9,DK2,Høj økologisk tilstand,1229.1657706207827,1.2291657706207828
673,LWTYPE9,DK2,Ringe økologisk tilstand,3005.098181442476,3.005098181442476
674,LWTYPE9,DK2,Høj økologisk tilstand,1503.974557708162,1.503974557708162
675,LWTYPE11,DK2,Dårlig økologisk tilstand,34190.506519522794,34.19050651952279
676,LWTYPE9,DK2,Ringe økologisk tilstand,9657.350923513697,9.657350923513697
678,LWTYPE15,DK2,Dårlig økologisk tilstand,964.2777385750387,0.9642777385750387
679,LWTYPE9,DK2,Moderat økologisk tilstand,1922.5909504769807,1.9225909504769807
680,LWTYPE15,DK2,Dårlig økologisk tilstand,1028.8513513808318,1.0288513513808317
681,LWTYPE11,DK2,Høj økologisk tilstand,1115.4934294310735,1.1154934294310734
682,LWTYPE10,DK2,Moderat økologisk tilstand,16643.598362287266,16.643598362287268
683,LWTYPE13,DK2,Dårlig økologisk tilstand,4422.69318640835,4.42269318640835
684,LWTYPE10,DK2,Dårlig økologisk tilstand,44241.71577064636,44.241715770646366
685,LWTYPE14,DK2,Ukendt,858.5859812232708,0.8585859812232708
687,LWTYPE10,DK2,Ringe økologisk tilstand,970.7122208196647,0.9707122208196647
688,LWTYPE10,DK2,Høj økologisk tilstand,5347.472189564712,5.347472189564711
691,LWTYPE10,DK2,Høj økologisk tilstand,936.6300414013278,0.9366300414013279
692,LWTYPE13,DK2,God økologisk tilstand,557.9376585522834,0.5579376585522834
693,LWTYPE13,DK2,Moderat økologisk tilstand,2134.052517860688,2.134052517860688
694,LWTYPE15,DK2,Dårlig økologisk tilstand,1793.714571404495,1.793714571404495
695,LWTYPE9,DK2,God økologisk tilstand,2626.6473120285823,2.6266473120285823
696,LWTYPE10,DK2,Dårlig økologisk tilstand,4380.684083106035,4.380684083106035
697,LWTYPE9,DK2,Ukendt,686.947309025102,0.6869473090251019
698,LWTYPE9,DK2,Ukendt,1194.0709636410004,1.1940709636410003
699,LWTYPE9,DK2,Ringe økologisk tilstand,3513.4694529211565,3.5134694529211563
703,LWTYPE13,DK2,Ringe økologisk tilstand,7285.2018309044615,7.2852018309044615
704,LWTYPE15,DK2,Moderat økologisk tilstand,8909.509572802883,8.909509572802882
706,LWTYPE10,DK2,Høj økologisk tilstand,1190.443632896234,1.190443632896234
709,LWTYPE9,DK2,Dårlig økologisk tilstand,1324.7254715687097,1.3247254715687098
710,LWTYPE10,DK2,God økologisk tilstand,1659.756745934047,1.6597567459340472
712,LWTYPE9,DK2,Ukendt,1806.9207630885,1.8069207630885
713,LWTYPE9,DK2,Ringe økologisk tilstand,1015.0576785130875,1.0150576785130874
714,LWTYPE10,DK2,Moderat økologisk tilstand,1909.0442724259,1.9090442724259
716,LWTYPE13,DK2,Høj økologisk tilstand,1295.4804762790966,1.2954804762790966
717,LWTYPE13,DK2,Ringe økologisk tilstand,1288.0717169402255,1.2880717169402256
718,LWTYPE11,DK2,Moderat økologisk tilstand,9703.12519967707,9.70312519967707
719,LWTYPE9,DK2,Ukendt,1351.5125075410776,1.3515125075410777
720,LWTYPE13,DK2,God økologisk tilstand,6123.19041034622,6.12319041034622
722,LWTYPE13,DK2,Ukendt,2838.5477382983845,2.8385477382983844
723,LWTYPE9,DK2,Dårlig økologisk tilstand,3397.608841662458,3.397608841662458
724,LWTYPE2,DK2,Moderat økologisk tilstand,1524.62204660777,1.52462204660777
725,LWTYPE9,DK2,Dårlig økologisk tilstand,4435.214912991485,4.435214912991485
726,LWTYPE9,DK2,Ringe økologisk tilstand,2893.265525213463,2.8932655252134634
727,LWTYPE9,DK2,Dårlig økologisk tilstand,4044.228583313971,4.044228583313971
728,LWTYPE10,DK2,Høj økologisk tilstand,2107.8551571613457,2.1078551571613455
729,LWTYPE9,DK2,Dårlig økologisk tilstand,2192.446586901324,2.192446586901324
730,LWTYPE10,DK2,God økologisk tilstand,5266.365843636547,5.266365843636547
731,LWTYPE13,DK2,Høj økologisk tilstand,1181.2553007330127,1.1812553007330127
732,LWTYPE9,DK2,Ringe økologisk tilstand,2494.1167485424367,2.4941167485424365
736,LWTYPE9,DK2,God økologisk tilstand,1104.813748818413,1.1048137488184129
739,LWTYPE9,DK2,Ringe økologisk tilstand,7780.360872324026,7.780360872324026
740,LWTYPE10,DK2,God økologisk tilstand,3505.0850360437908,3.505085036043791
741,LWTYPE9,DK2,Moderat økologisk tilstand,2019.684593755602,2.019684593755602
742,LWTYPE13,DK2,Ringe økologisk tilstand,3001.210898597774,3.001210898597774
744,LWTYPE13,DK2,Moderat økologisk tilstand,4721.8339129621545,4.721833912962155
745,LWTYPE5,DK2,Dårlig økologisk tilstand,936.2632641008073,0.9362632641008073
746,LWTYPE9,DK2,Moderat økologisk tilstand,3597.0844674657965,3.5970844674657965
748,LWTYPE9,DK2,Moderat økologisk tilstand,5352.0197110939425,5.352019711093942
749,LWTYPE9,DK2,God økologisk tilstand,1299.1109322019402,1.29911093220194
751,LWTYPE10,DK2,God økologisk tilstand,29170.3915306827,29.1703915306827
752,LWTYPE10,DK2,Moderat økologisk tilstand,6526.639836733356,6.526639836733356
754,LWTYPE10,DK2,Moderat økologisk tilstand,21434.551536935774,21.434551536935775
756,LWTYPE9,DK2,God økologisk tilstand,4801.411068309191,4.801411068309191
757,LWTYPE9,DK2,Ringe økologisk tilstand,11718.339228567645,11.718339228567645
758,LWTYPE9,DK2,Ringe økologisk tilstand,1930.2850281310796,1.9302850281310795
760,LWTYPE9,DK2,God økologisk tilstand,2832.7870254402583,2.832787025440258
761,LWTYPE11,DK2,God økologisk tilstand,4484.951925030216,4.484951925030217
762,LWTYPE13,DK2,Dårlig økologisk tilstand,811.5141134050139,0.8115141134050139
763,LWTYPE9,DK2,God økologisk tilstand,1958.6503157008085,1.9586503157008086
766,LWTYPE9,DK2,Ringe økologisk tilstand,6246.239860050988,6.246239860050988
767,LWTYPE13,DK2,Moderat økologisk tilstand,1205.5862407624911,1.205586240762491
774,LWTYPE9,DK2,Moderat økologisk tilstand,1560.7303775511352,1.5607303775511352
775,LWTYPE10,DK2,Ringe økologisk tilstand,1030.2105773573996,1.0302105773573997
776,LWTYPE10,DK2,Moderat økologisk tilstand,1159.295032660707,1.159295032660707
777,LWTYPE10,DK2,Ringe økologisk tilstand,9468.989635188685,9.468989635188686
779,LWTYPE13,DK2,Ringe økologisk tilstand,653.1033198560613,0.6531033198560613
780,LWTYPE9,DK2,Ringe økologisk tilstand,2121.3917371646817,2.1213917371646818
781,LWTYPE9,DK2,Moderat økologisk tilstand,1630.880683197677,1.630880683197677
782,LWTYPE5,DK2,Dårlig økologisk tilstand,783.9208498798864,0.7839208498798864
783,LWTYPE9,DK2,Ukendt,601.8433972256956,0.6018433972256957
785,LWTYPE13,DK2,Dårlig økologisk tilstand,1428.8898728706126,1.4288898728706125
786,LWTYPE10,DK2,Dårlig økologisk tilstand,2039.3394580885674,2.0393394580885675
788,LWTYPE9,DK2,Moderat økologisk tilstand,20825.716954872296,20.825716954872295
789,LWTYPE10,DK2,Dårlig økologisk tilstand,2417.8752877961556,2.417875287796156
791,LWTYPE11,DK2,God økologisk tilstand,1696.9023018918697,1.6969023018918696
792,LWTYPE9,DK2,God økologisk tilstand,3172.8997343436145,3.1728997343436145
793,LWTYPE9,DK2,God økologisk tilstand,1556.89124303196,1.55689124303196
794,LWTYPE9,DK2,Dårlig økologisk tilstand,1710.3530795493962,1.7103530795493962
796,LWTYPE9,DK2,Ringe økologisk tilstand,2731.164446718907,2.7311644467189073
799,LWTYPE9,DK2,Høj økologisk tilstand,1611.1581916822283,1.6111581916822284
801,LWTYPE9,DK2,Maksimalt økologisk potentiale,11147.052046761006,11.147052046761006
805,LWTYPE9,DK2,Moderat økologisk tilstand,3227.5943284893815,3.2275943284893813
808,LWTYPE13,DK2,Ringe økologisk tilstand,1183.0117265490176,1.1830117265490177
809,LWTYPE11,DK2,God økologisk tilstand,1417.497265164484,1.417497265164484
810,LWTYPE11,DK2,Ringe økologisk tilstand,2968.7523133408013,2.968752313340801
811,LWTYPE11,DK2,Ukendt,3903.7736569683716,3.9037736569683714
812,LWTYPE10,DK2,Høj økologisk tilstand,1379.1773360760149,1.379177336076015
813,LWTYPE10,DK2,Moderat økologisk tilstand,2822.404993385814,2.822404993385814
814,LWTYPE11,DK2,God økologisk tilstand,14293.807976368766,14.293807976368766
815,LWTYPE11,DK2,God økologisk tilstand,4459.924836318419,4.459924836318419
816,LWTYPE11,DK2,Høj økologisk tilstand,1698.3617189320091,1.698361718932009
818,LWTYPE9,DK2,Høj økologisk tilstand,4322.875080301734,4.322875080301734
821,LWTYPE11,DK2,Ukendt,1874.2929571469779,1.874292957146978
823,LWTYPE9,DK2,Moderat økologisk tilstand,2452.6458798028048,2.452645879802805
825,LWTYPE11,DK2,Moderat økologisk tilstand,2003.9108379984602,2.0039108379984603
827,LWTYPE10,DK2,Ringe økologisk tilstand,2789.07869441944,2.78907869441944
830,LWTYPE10,DK2,Moderat økologisk tilstand,6137.609730489223,6.137609730489223
832,LWTYPE9,DK2,God økologisk tilstand,1231.3758509189224,1.2313758509189223
834,LWTYPE9,DK2,Ukendt,704.7917334911982,0.7047917334911982
835,LWTYPE13,DK2,Ukendt,1625.8897801316275,1.6258897801316274
837,LWTYPE9,DK2,Moderat økologisk tilstand,1773.0871966501154,1.7730871966501154
838,LWTYPE9,DK2,Moderat økologisk tilstand,5173.039465500103,5.173039465500103
841,LWTYPE13,DK2,Ringe økologisk tilstand,1176.0385260479886,1.1760385260479886
842,LWTYPE11,DK2,God økologisk tilstand,2741.3891614820054,2.7413891614820054
843,LWTYPE11,DK2,Ringe økologisk tilstand,1994.2004425397568,1.9942004425397568
844,LWTYPE13,DK2,Moderat økologisk tilstand,1083.2844204973755,1.0832844204973755
845,LWTYPE9,DK2,God økologisk tilstand,2577.1339743908457,2.5771339743908457
846,LWTYPE9,DK2,Ringe økologisk tilstand,2576.8226832416094,2.5768226832416095
847,LWTYPE9,DK2,Ringe økologisk tilstand,8533.598152519842,8.533598152519842
848,LWTYPE13,DK2,Ringe økologisk tilstand,5378.360457838177,5.378360457838177
849,LWTYPE9,DK2,Ringe økologisk tilstand,1085.9599457446277,1.0859599457446276
850,LWTYPE10,DK2,Ringe økologisk tilstand,13430.227991955582,13.430227991955583
851,LWTYPE9,DK2,Moderat økologisk tilstand,2447.398765394014,2.447398765394014
852,LWTYPE9,DK2,God økologisk tilstand,6971.109224518366,6.971109224518366
854,LWTYPE9,DK2,Moderat økologisk tilstand,1268.8060105933966,1.2688060105933967
856,LWTYPE10,DK2,Høj økologisk tilstand,931.2742163758671,0.9312742163758672
858,LWTYPE9,DK2,Ringe økologisk tilstand,1161.7303012414588,1.1617303012414588
861,LWTYPE9,DK2,Dårlig økologisk tilstand,782.4695804709283,0.7824695804709283
862,LWTYPE9,DK2,Moderat økologisk tilstand,1157.6105691295857,1.1576105691295857
863,LWTYPE9,DK2,Moderat økologisk tilstand,2956.04526619508,2.95604526619508
864,LWTYPE15,DK2,Dårlig økologisk tilstand,3476.6652699258357,3.4766652699258356
867,LWTYPE9,DK2,Dårlig økologisk tilstand,1836.4710294932236,1.8364710294932236
