t,v,lakes,income,age,households,all
1990,1,111.18750637065696,85.19935144038087,102.10910560229523,75.97464005390785,69.02906423367457
1990,2,40.269694720699476,26.353453164557312,32.768274378623275,25.73990972166602,25.43992014851946
1990,6,622.6213012414129,264.2270241634088,388.0195041042645,346.2901383865344,378.38526834762337
1990,16,1.976835558617135,1.5980903965489517,1.8703669280476218,1.7870042704834193,1.6137782100363942
1990,17,0.32076632690446055,0.22206783322125037,0.2901944280788762,0.2784381506087298,0.2355185005705513
1990,18,,,,,
1990,24,7.556215486521895,6.1362916296240275,4.25924840557332,5.349675335221751,3.087746399490827
1990,25,3.1030753056343863,2.9458241855309195,2.046373964988452,2.637843016744367,1.3003129630467893
1990,28,8.437978172733096,7.124760503426438,5.096775603158153,6.175040294791971,3.2272101607844768
1990,29,,,,,
1990,34,9.100531184716317,3.9530669600783206,2.8379414618221737,4.594052775619442,4.634040636634859
1990,35,43.87443978757584,25.878107710116545,32.1170905182169,25.47593109115981,28.04153442516078
1990,36,,,,,
1990,37,1.9517772950604506,1.2194560361898306,1.4896729815450145,1.2493316900987186,1.3399613869009324
1990,38,7.008923392501357,4.7549245004326295,5.65911477067196,5.016713370829762,5.2205615864639965
1990,44,0.7133542964673121,0.4514677619831456,0.3478815925461063,0.5766090976836307,0.3465137141263057
1990,45,8.134472277585195,6.567872847684024,4.6663390099381985,6.389956104464665,3.540537765817107
1990,46,5.741952634155443,3.269440351706874,2.4177668897563884,3.087328043103051,2.2390137525226628
1990,47,4.426842510587131,3.2531534448033472,2.493273010973533,3.3014972215953278,1.727188332345415
1990,48,5.023051330258117,3.875731582038169,2.851088825071432,3.926596841900758,2.123664641608054
1990,49,,,,,
1990,56,12.683786520127645,7.466307375968928,5.41604381459754,8.478982996889762,6.181644508644321
1990,57,,,,,
1990,59,0.7467480834376599,0.5961408851478479,0.783611248891963,0.7930447711498919,0.5749358730292928
1990,62,,,,,
1990,68,0.39582347594385886,0.24649922320716938,0.19394703882201725,0.3070056112377398,0.17983197797362688
1990,72,0.7076598022594491,0.7392983890029755,0.5519694219206801,0.932603079132811,0.3616437000405165
1990,74,,,,,
1990,80,1.766272434775491,1.380123936150944,1.774174927800559,1.4528449144219473,1.1251285930401533
1990,82,0.5590939900462851,0.30071925330816324,0.4498590811030518,0.46734631457644543,0.3882682665916825
1990,83,5.901240517832582,3.365010621536715,4.088959571508991,3.053112670310246,3.6261599201419177
1990,84,,,,,
1990,85,,,,,
1990,86,4.106364032636752,2.6434584183367975,3.079484785788369,2.484748265472135,2.844174256410484
1990,87,4.444649310293391,3.860428043983212,2.9259150943129475,4.260399033237179,1.928277845858584
1990,89,0.2724927250685809,0.11989748691837408,0.15665780157358375,0.12994096719669349,0.17298443686221857
