,high,good,moderate,poor,bad,not good
1989,0.28495996801836504,4.847369892337941,62.156808783188495,32.057284754441426,0.6535766020137713,94.86767013964369
1990,0.3793141231595905,6.294088891561383,63.81823710141425,28.542928576662163,0.96543130720261,93.32659698527902
1991,0.49923340269513444,4.9358158443905715,61.956444713516895,31.894893134756042,0.7136129046413555,94.5649507529143
1992,0.4527578651068403,8.753390385749118,53.39940945469728,36.577058287481094,0.8173840069656707,90.79385174914403
1993,1.2083102213007344,8.89653242468157,53.41214222771499,35.400372100745265,1.082643025557459,89.8951573540177
1994,1.049925897580349,10.3855591045837,52.42707625800918,35.06772571478387,1.0697130250429046,88.56451499783594
1995,1.1556849659842703,10.929959082445517,63.82548937992515,23.635487835909178,0.45337873573588466,87.9143559515702
1996,1.3821420680225294,10.775878964906118,53.02603201625819,33.509128787332955,1.3068181634801959,87.84197896707137
1997,1.427521893450881,10.705384001290488,52.552157876436816,34.179498259762475,1.1354379690593466,87.86709410525862
1998,1.6381395953773716,11.132508557513342,55.58669639304292,30.7190044729305,0.9236509811358716,87.2293518471093
1999,2.0521927876988872,14.041805052475524,64.98580243577956,18.354619909490417,0.5655798145556137,83.90600215982559
2000,2.9686906214829962,17.063701409625544,65.97592426294128,13.781361992256333,0.21032171369385372,79.96760796889146
2001,3.320186571733375,19.164549678602995,63.7786909423531,13.32891324202357,0.40765956528695313,77.51526374966363
2002,3.448361185425439,19.397815845047244,66.80837955303177,10.122826197181036,0.22261721931449885,77.15382296952731
2003,4.096677518411866,19.66135150107274,63.148445296352385,12.692501387670008,0.40102429649299964,76.24197098051539
2004,4.183306721502721,16.011768266867183,61.85707485987139,17.083393911139908,0.8644562406188016,79.80492501163009
2005,3.2914595172952117,18.614309121197785,63.30943139541582,14.174940609525917,0.6098593565652585,78.09423136150701
2006,3.4399136922885947,20.028345297326812,64.18454411305484,11.930786437228994,0.41641046010075955,76.5317410103846
2007,2.7377848381425154,18.697573557669198,62.69619756304973,15.37603476481364,0.49240927632491077,78.56464160418828
2008,3.1952978848308944,21.263730314057977,61.316702957741775,13.702488021491735,0.5217808218776202,75.54097180111113
2009,3.991130690834818,21.787155009775113,58.10385646491072,15.320735140258348,0.7971226942210018,74.22171429939006
2010,4.034038991593105,20.84195488493855,57.397377621800835,16.713722832270598,1.0129056693969145,75.12400612346835
2011,2.923296556972719,21.417701260717045,61.070718728512595,13.790664918818184,0.7976185349794589,75.65900218231023
2012,3.5732397481774374,24.135129963977686,60.601508464270545,11.163791635864342,0.5263301877099897,72.29163028784487
2013,3.8076257304458165,25.860842651874027,56.639311427817155,12.450453094451241,1.2417670954117532,70.33153161768016
2014,5.6097786584770875,29.443070186317744,53.93281675202988,9.129867397765715,1.8844670054095736,64.94715115520518
2015,5.502864157940553,29.922166738784643,53.33947429307382,9.396606744079381,1.8388880661216014,64.57496910327481
2016,6.136250630136536,27.562837920474976,56.61486139525532,8.20637274824648,1.4796773058867,66.3009114493885
2017,4.79191803937416,29.57351362678164,54.97898085904945,8.649091437622483,2.006496037172272,65.6345683338442
2018,6.661574299385315,34.39061871975183,48.83213251982819,8.357024081281692,1.75865037975297,58.94780698086286
2019,6.576419504628129,31.46185135611723,51.770668926244184,9.742480500702408,0.44857971230805477,61.96172913925464
2020,6.765267843869133,31.75106205804476,52.09229605627626,8.925516149452184,0.4658578923576588,61.4836700980861
