wb,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
34,0.9459744939208011,1.2005181742652815,1.1824297239183077,1.3171742229783927,1.5288286960181199,1.5587779111576423,1.4985195886701739,1.5877654889851707,1.566835307627314,1.6169692359203924,1.662967245423254,1.656867499627221,1.6883856876467689,1.9943550308838884,1.906031955332662,1.8880811976760832,1.8751485050138939,1.8309113484899444,1.6266257735361969,1.7537039728837285,1.8207708358456365,1.9136292710821536,1.8150871547654766,1.881297547029098,1.8635361719582448,2.206397517350571,2.6,2.8,3.0205904690223773,2.8205904690223766,2.8205904690223766,2.8205904690223766,2.9773761143279764,2.9813005814442577,3.1813005814442574,2.976625726805322,2.6355009690737625
35,0.43554621179356284,0.5766596588451721,0.6343780878501016,0.8864272071562433,1.1423078356185377,1.0634034889578328,1.206289272462071,1.4290148629462769,1.4200864367825368,1.461775226177932,1.7225056289819176,1.703722150802615,1.4688534053456213,1.5446920319860902,1.5353680562311687,1.5617616552713303,1.5674859507340477,1.6625884960563913,1.312044954374854,1.3607106540019394,1.3743858528284816,1.4555388031750098,1.5995290520514904,1.9995290520514906,2.032874405144166,2.4109795511341816,2.6,2.6,2.8,2.7327604574303894,2.73276045743039,2.834836061402218,2.8348360614022177,2.7932729938067267,2.860512536376337,2.5756406704704213,2.264061554007515
36,1.0820871956057416,1.3381386320650042,1.6206358789775777,1.907857069534063,2.1961317162470957,2.428805875844307,2.32496885005096,2.2346437594464783,2.1195609377190294,2.194072895266381,2.305420680551863,2.787999118056652,3.128199235335559,3.6,3.8,4.0,4.0,4.0,3.6,3.6,3.5349997772984727,3.334999777298473,3.2430564023973796,3.6430564023973795,3.3760067987845233,3.4147888327087363,3.4792441521814808,3.1711875270825742,2.9711875270825745,2.83823713069543,2.4559688381361093,2.5915135186633647,2.791513518663365,2.5915135186633647,2.765377308990237,2.96732973790859,2.6231063172114535
37,1.143756040147978,1.3759858074748639,1.3783335458186834,1.6670018135035254,1.7714017679482938,1.7300199859692331,1.787620977135909,1.8510461780818503,2.0092208154789404,2.137369413763453,2.2167221451278563,2.051707651390298,2.150225403198756,2.107938468613568,2.094204916254922,1.9833809439204413,2.0606440245624897,2.1235074714966986,1.9582406803322019,2.004961064058474,2.147706251853528,2.230156875032513,2.127805575505113,2.413289921277536,2.5168958435121054,2.6668352231412547,3.0,3.2,3.0,2.8426019157380895,2.8426019157380895,2.50264967893341,2.50264967893341,2.626174056576923,2.7835721408388334,2.7294651760485418,2.8725406294058557
38,1.11698454506402,1.260303814598209,1.2903172038116946,1.4482811215064824,1.585372064910747,1.4680288291698922,1.5623100529690774,1.6241971703114992,1.7095699624781961,1.7300877254448466,1.772274978756124,1.6819319688932937,1.6436634549190632,1.636760418897654,1.688900630646586,1.6897858765576999,1.7103998124189403,1.812109652415436,1.6980706914225627,1.671013753331889,1.7558423123353246,1.787733340680108,1.6684997095437673,2.0008071592014214,2.113600482727091,2.189948841465881,2.2965385136550447,2.417393053640729,2.269990149093579,2.1257874113898034,2.162472380973239,2.0872054813785006,2.0502799174691706,1.9670640964120434,2.0071144840560216,1.9097931926630982,1.8366937979225328
44,0.6694383801278319,0.6494815673327907,0.6497457494948702,0.6758044480761246,0.8084509303710627,0.8088348686698479,0.8071308677395251,0.8465777250369083,0.9235575735338586,0.921649938176001,0.8887640163646772,0.9696501963987554,1.0000428434727344,0.9822114192086036,0.9743903226500041,0.9971044048932889,1.0,1.0,1.0,1.0,1.0,1.054094115351179,1.0131100311134673,1.2297218276033646,1.289517957364221,1.3175531343943718,1.382492219234246,1.4232460718485769,1.2066342753586796,1.1468381455978232,1.1188029685676724,0.9997697683766195,1.0,1.0,1.0,1.0,1.0
45,0.7670018471966632,0.8695440131855823,0.9197747504135105,0.9345784434968429,1.0206684306174192,0.9806953266784333,0.972117510553294,1.01952338986966,1.1461864898131655,1.1759501166715947,1.1717662675376357,1.2158060194123042,1.1585544663984284,1.1483798335369673,1.2009560459126984,1.2221879047198752,1.2348256203840773,1.2714285244227623,1.3204682694214882,1.2706498626786633,1.3912817030046338,1.400205856335032,1.410836428486571,1.6256755872781454,1.716410837152846,1.6946373174890947,1.767995429783987,1.6840432569061057,1.490678439002212,1.489936682441324,1.548301603503916,1.4490511888931754,1.5506472263859268,1.453602690569092,1.4243515442653125,1.326142015203442,1.3239133458400072
46,1.336552656343347,1.2762814832750786,1.3071971349759255,0.9679694920342486,1.178716160846114,1.0465947624711902,1.0167965196771267,1.0482191335342566,1.3494435311542923,1.3097272461168585,1.436824444077987,1.6934849652494328,1.6540247321467116,1.6425495873578513,1.6644620736083637,1.743514777678973,1.6975589064875358,1.6194245773772642,1.5000032307171312,1.6,1.6,1.6,1.8,2.4,2.4,2.4,2.4,2.2,1.8,1.666370362099153,1.666370362099153,1.466370362099153,1.5472574769264913,1.5472574769264913,1.60324383210327,1.5040547901290875,1.67207305350545
47,1.5506187678014127,1.6629640758510595,1.7303712606808475,1.7456253329034213,2.4,2.4,2.0,1.6,1.4,1.0,0.8,1.2,1.4,1.6,1.4,1.4,1.4,1.2,1.0,1.2,1.8,1.6,1.8,2.0,2.0,1.6,1.6,1.6,1.6,1.4,1.4,1.6,1.8,1.6,1.6,1.5,1.3333333333333333
48,1.8136982342018968,2.1102736756514227,2.193859999271937,2.640701066757347,2.9056410587507986,2.9056410587507986,2.9056410587507986,3.0,3.0,2.8865611869257144,2.7518905248020245,2.702708601276559,2.5692570154886147,2.5757318338289985,2.6981299649612707,2.605998433580548,2.5151344506431528,2.4803098289520094,2.1875854318915513,2.115450336216297,2.34225252972071,2.343590326226807,2.311866533705895,2.598116112425969,2.6612918900432367,2.6612918900432367,2.8,2.8,2.8,2.7259993045809465,2.7259993045809465,2.7259993045809465,2.8279100699954958,2.627910069995496,2.6501653883342637,2.5627067354178297,2.4169423138904396
