wb,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
49,0.7150696164276447,0.3499932066802741,1.0,1.7574901638009897,0.9411642277967572,0.5663442877743113,1.4223727696457265,0.8472524588312046,0.20372410668568253,1.0554742708968745,0.5359505927667185,0.8783573136973801,0.7094872315323089,1.1925789604083548,0.5992949319196682,1.2870389814055756,0.9843400551792636,0.6590930844395549,1.2656242810145273,0.8660863811466655,0.9404956600095238,1.0506169183987275,2.0,0.9760556154761898,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4840716996212402,1.0,1.3328599539209567,0.0,0.7417781572055062,1.0
56,0.8749249517034057,0.3371759520913294,1.0410242748559349,0.5273575804148172,0.9093316231383068,0.32956200751846476,1.163266639628655,0.8695335625107316,0.4789274064743607,0.9909840729323308,1.1648550019341362,1.050347635875188,1.2979325467893918,1.359706762141924,1.1347805256691281,1.2334249805717323,1.6491541844036541,1.4463946328160484,1.221702608896675,0.9450489810829024,1.5837979145602201,1.3646727524077318,1.6875720384273105,1.5595472408611666,1.3318792929759826,1.952177341491234,1.4990235650397834,1.4047650808358678,2.0241984129473467,1.082422930573665,1.4915861724403183,1.4723606083214138,1.2672163159481926,0.8597912675733423,1.2745659478394555,1.3710111398886295,1.274390536640151
57,0.8749249517034057,0.3371759520913294,1.0410242748559349,0.5273575804148172,0.9093316231383068,0.32956200751846476,1.163266639628655,0.8695335625107316,0.4789274064743607,0.9909840729323308,1.1648550019341362,1.050347635875188,1.2979325467893918,1.359706762141924,1.1347805256691281,1.2334249805717323,1.6491541844036541,1.4463946328160484,1.221702608896675,0.9450489810829024,1.5837979145602201,1.3646727524077318,1.6875720384273105,1.5595472408611666,1.3318792929759826,1.952177341491234,1.4990235650397834,1.4047650808358678,2.0241984129473467,1.082422930573665,1.4915861724403183,1.4723606083214138,1.2672163159481926,0.8597912675733423,1.2745659478394555,1.3710111398886295,1.274390536640151
59,0.0,0.4043747081983102,0.0,1.0,0.0,1.0,0.5433980282331626,0.7367764030796501,0.056298560528381336,0.40763505047853277,0.6981584192479686,2.0,0.0,0.0,0.8191684852791562,0.9231086902853999,0.30834581147076356,0.08143807119895341,0.8632394720322052,1.0,0.17394718794953146,1.0346299704261905,1.1901567468571033,0.4918484600979304,0.5340793039342112,1.0,1.309539726991544,1.237769232382044,0.9086004207377818,1.0,0.0,1.0,0.40907875494491663,1.0,1.0,0.34274750021588973,0.9005888168087395
62,0.2187376731002207,0.3204269267976825,1.01768726334616,1.0,1.2013050156973673,0.880738174440537,1.4121075318694212,0.8810204469237025,1.0387647023403537,1.525940290687004,0.6762539271328047,1.5452989121695146,1.3174485001732177,1.0,0.8935448235527534,1.4286760866790076,1.4605476278671234,1.5969204860322808,1.4266714431872154,0.8767751740393013,1.6623805228937165,1.2591119837586757,2.0,1.544923412581753,1.6168314868357134,1.6695049834347655,2.1317993400632567,2.1250471299463136,1.9607452607990719,1.0,2.0,2.0,2.1843783818304843,2.0,2.0,1.2663789894560344,1.4300235717932417
68,0.0,1.6270816983878258,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.196420048609172,2.947342150036127,3.0864512234770745,3.219036839467101,3.742675787479306,3.2352684086379773,3.0,4.0,3.5445102516191564,1.1821357876448997,3.5370935967806316,3.107874867107474,2.712333330038329,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.1657089270455336,3.0,4.04924973918252,3.0,2.131878458959494,3.0
72,1.0919037465345205,0.5567562952292683,1.8670253421987015,2.0954238473651294,1.6897783503504653,1.0,1.9588431571714562,0.8745782142309603,1.5984040352349818,2.1649491711716236,1.492428675116682,1.9992582697146417,2.4644229663754333,3.0,1.8778630179336968,2.6689749158866345,2.1901160018343706,2.5114216936672946,2.3341887481485006,1.969067655047533,1.3116178419042952,2.48930081282586,2.9135053141178284,2.5668364841113958,2.4859571697072194,3.0,2.572591993499091,3.661390046428756,2.8132083239744934,2.0,3.0,2.0,2.866762182865722,3.0,2.0,3.0,2.153793843474009
74,1.7732223643663152,0.9299825078201084,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0439648405395618,0.0,1.201033968207253,0.19619989047548853,1.3763175717115905,0.4666191496139799,0.21540226470047769,1.564966669094625,0.4890809182571181,1.0,1.0365871294068059,1.9193560462930694,0.7442026966377943,0.06201660562823563,1.610753891026331,1.5184966257880024,1.0,0.8226154316474348,0.23050525444556946,1.0,1.0,1.0,-0.04004446703004627,0.0,1.0,0.6456444784334497
80,0.3371969795939888,1.0,0.9653628922113624,1.129690298138196,1.0,0.9178768089510398,1.1697688416501753,0.8578188680621911,1.3626762620833748,0.9677944003858487,1.0765002553170888,1.0,0.6674151682682723,0.8885768763353146,1.0,1.0258354106208667,1.2414244009501003,0.4456843911967837,1.0,1.4302007071056362,1.0598347834565773,0.9646799051842831,0.8000170591959809,0.9279317140423814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.819333410253202,1.0,1.0,1.0567749658314713,1.0,1.0586274272084943
82,0.38031993402876335,0.49320878055612855,0.43815825136400566,1.5940272155983275,0.6967525050963288,1.0,1.0968022129858814,0.5410090144734016,0.9292689446644162,1.051863928234345,0.5173923392555619,1.126168416117541,0.0,1.2877321647898095,0.7129464552317111,0.9136121705285176,1.3608090137395756,0.4036168902356385,1.3668208557294987,1.016717930262237,0.45904801919397553,1.0771232642102697,1.4298756118072906,0.9795932521087172,0.6475751302260684,1.9949198484911754,1.2408098008061998,1.0,0.7351650787334232,0.6173937533391365,1.0,1.0,0.0,0.6893328214343097,0.0,0.0182065673565166,1.0
83,0.7784237612140206,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,-0.8250334424512471,1.142515114414988,1.4944316781512836,0.53971085140636,0.9667657086066546,0.0,1.0,0.5524214803012878,1.5318960576228529,1.0337835297436175,0.0,0.0,1.0,2.0,0.0,0.0,2.2805128365655563,1.0,1.0,1.0,0.11574611923796341,1.3788414550121535,0.0
84,1.0,0.3811448851887078,0.9784061834521867,1.137050988650978,2.0,0.0,1.3707271015340372,-0.11091749275833374,0.8183480989743004,1.2240647943835241,0.28390271300898595,0.9998309791200908,1.1537065576126078,1.020737902359628,0.7508261731239911,1.0,1.0,1.4870516085769592,1.0,1.0,1.3118504417918135,1.1251147682956102,1.7066427634396204,1.217779691490677,1.4418995818269467,2.0,1.6766603650228353,1.0,1.7018681393453199,1.0,1.441373150026871,1.0,2.0,1.0,0.8958213958991665,1.4497412421881908,1.0
85,2.0,0.9094089505884467,1.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0809170180724939,1.0,0.0,0.08113674939911875,1.8887878008605805,2.508505394018315,1.179133822188816,1.0,2.2607336656267956,2.0,2.6603207321826163,1.0,0.5649713045388793,2.0,1.0,2.031947071607103,1.0,1.8163603742370735,2.3621537087505278,2.0
86,0.0,1.0,1.0,1.0,1.0,0.0,0.7762769599614162,0.13373203447365045,1.4495130256683313,1.2566932012154541,1.4506791538725996,1.333125149168408,0.7937588476552482,1.0711216333192524,0.288301587673057,0.9588430330072828,0.791231058469006,0.4184196029620506,1.1584037920576251,0.7594974133393527,0.0,0.9588372552940956,0.9131159882929109,0.7251722237424965,1.024496471016903,1.2277358167594605,1.2005946691083635,0.8225797716586049,1.0692620751098523,0.21989390312229995,1.0,1.0,1.0,1.0,0.83532023857082,1.0362960526063933,1.0
87,1.0,0.5581659642519905,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.360185652760961,0.6653165192997073,1.1428144225198986,1.1077560739810859,1.0,1.0,1.0,1.0,1.0,1.0,1.792767379619331,1.0,1.0,1.0,0.7206885240652527,1.294863177669754,0.0
89,0.4698032783889569,0.4765572913099944,0.5562805355510512,1.6638794714964995,1.0,0.5568575427540992,1.0948689655916457,0.6914061897932685,0.7497724524465978,1.0091545767961962,0.5521606978181386,1.365612688422127,0.8805546634607362,1.0546422765786256,1.0,1.259584389705317,0.9509183601007372,0.7982966277350008,1.255448687211521,1.057215041873735,0.9732516338819505,1.2993033258549274,1.5404774970635122,1.0643414609532251,1.013986866718182,1.88649834698474,1.3569126831026448,1.5107370526073731,1.402254951169826,0.6608008295606931,1.0,1.0,1.0,1.0,1.0809084985301336,1.0,0.9698353497054157
90,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.252500635631466,1.0,1.0,1.0,2.0,1.0,1.0,1.1292728334577555,1.0,1.0,0.2368387217247936,2.0,1.5937485362690373,2.0
92,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93,1.0,1.0,2.0,4.0,1.0,2.6169177838203175,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.7329503877137356,0.7461293865880099,1.9558263618441591,1.6460787441400468,4.311003616435913,3.6292258023160637,3.0,3.0,2.0,2.3603674708108606,4.0,2.0,2.7437890572240358,2.2712522376830195
95,0.5112906213844377,0.5330808240818731,0.8976505946878968,0.9416233350820395,0.9734259441247107,0.35489322857029604,0.8631766657496287,0.8172221704665298,0.7604213206106827,1.12994397828254,0.9133889215401223,1.0649813063198197,0.8122911709414178,1.2071600649806742,0.9813067020674127,1.0352915473686612,1.2334422398454887,0.9154232436391525,1.2188968711721173,0.957657157092485,1.4512700128300688,1.0164837538937688,1.4933484370873624,1.2307624072454544,1.287326812005737,2.0495766830401445,1.3046015002399005,1.3587832037361667,1.5154704209377,0.5455252705924207,1.3336505024132683,1.417249190541709,1.4921207723060215,1.1653757929380018,1.2429537435505476,0.924671904670376,1.3216580536724407
96,0.5252801495487494,0.6300264688236599,1.1456989232175807,1.1771705111523394,1.120697699325223,0.599298614965411,1.060476404426542,0.9458334035226516,1.1342814305266422,1.3577270959070544,1.2326141146829377,1.2092945387186875,0.9249141578528557,1.354480189899986,1.0714693308376746,1.1817409503756326,1.4721756005973428,1.0310734518887388,1.4176687682209976,1.2544838510310996,1.426939675369262,1.223083566883218,1.634232653518592,1.4622895348729876,1.307636711788796,2.501135469327133,1.6767598162567223,1.5253650551998352,1.8290800963474485,0.88787584739939,1.5343113798076646,1.6730510334522821,1.8171896605127948,1.3328280232937464,1.3958560348631461,1.04908870072349,1.5267953019333853
101,0.0,0.0,0.0,0.0,0.0,-0.4354466211910144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07838517760954161,0.34215852028364213,0.5094623640828355,0.9256508831829704,0.19541520553767552,0.8260334523206347,0.3891753795464503,0.09347658339436907,1.5192418106811203,0.8831297172825521,-0.5187897752793031,1.083058772462194,0.0,0.0,1.0,0.32317222564717096,0.0,0.0,-0.3418823385517493,0.3046101496179823
102,0.20425675661285952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.47048871422647587,0.5079129610273814,0.0,1.0,1.0,0.0,0.0,0.0,-0.30840701524074354,0.9720925483160173,0.0,0.0,0.0,-0.14231451302356157,0.36820203366897475
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8674080391491729,0.02811321328444341,0.18084659536799913,0.6241976848242619,0.6464341627846936,0.7085010526593919,0.39823946432095325,0.890956124289211,1.5578529100380307,0.0,1.0,0.0,1.0684347721016465,0.0,0.7038345331541298,1.0,0.2789103444802117
104,0.5712807979071466,0.5072988422875129,1.0728381048713314,1.375671568982837,1.123461133763781,1.0741209325678236,1.44413787122337,0.7056951368630969,1.2742505556374348,1.3945318798905697,0.9647823000275273,1.441574589011236,1.1240512640758218,1.4451655097766185,1.0991954523068603,1.5254770286315504,1.517640375322664,1.344405827557885,1.5157768404618772,1.3320246911792593,1.0053208984902362,1.4789013281393752,1.836990359566486,1.575500592595643,1.3714359695066518,2.0149209899017464,1.8485653923523084,2.0243068662221186,1.8174654587697137,1.4108106953170276,1.7542281482577415,1.4224626331526309,1.6689730413760533,1.6456760787480258,1.3329547958992294,1.3792583248810877,1.3158000014631643
105,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7319874399444907,0.9909126136145925,1.4453334271101759,1.0077748876839954,1.0,1.0,2.0,2.0,1.0,1.0,1.3014789360548504,2.2452762388615093,1.0,1.0,1.0,0.40014062735988465,1.2349793934758486
106,0.24409700587503697,0.22744592127558816,0.20642124726663613,0.8018176448348453,0.6958657086330118,0.08445097439564087,0.7650922142123415,0.561560489525481,-0.2665830020253857,0.3455870158104425,-0.2211829165139929,0.330767649008873,-0.07702340276110942,0.3752097529775429,0.20728319594913125,0.5141150884792512,0.3668030645154211,0.08195962720400601,0.7561473837716031,0.42946981580940613,1.0,0.24689219098363893,0.7657659159171648,0.25749819876028346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5606402398248563,0.0,0.15503413725295556,0.0,-0.0760735421011442,0.0
107,1.0449885908688485,1.664274392178977,2.453338799307171,3.012317971493771,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.6381067636465212,2.312217541079227,1.7601666798082296,2.0615378169354166,1.2751772178535932,3.015641807773136,1.977536676612942,1.9673011794583855,1.855642242870276,2.229428696722979,2.0,2.0,1.0,2.0,1.8958343526394292,2.0,2.5245010730978645
108,0.2309762738687961,0.20332153183933344,0.5152318816595286,1.2147665304707018,0.828695227438123,0.3526709423477191,1.1340978318229038,0.5272405873279201,0.6749665062006922,0.9670300087186771,0.1946841802708632,0.8992115306230422,0.3869841396938769,0.7726957924201572,0.06382598192791247,0.8216039406283804,0.8617919020299668,0.571531662103113,0.7544461324196081,0.3515382763865913,1.0147051165992491,0.7072761807149398,1.2340166638430778,0.7641342021550532,0.679999598870271,1.0,1.2875353135308683,1.2763643015782271,1.035625440907009,0.0,1.0,1.0,1.0741256288213545,0.681861512648978,1.0,0.6663168373855061,0.0
109,1.5297594376779582,0.5726588150644706,1.8226708873768278,2.89405992313102,1.2845933459602847,0.9181783172244928,1.8228665266714397,1.060844773862395,1.2335849709400863,1.312617151509945,1.1510145198683865,1.730741272544607,1.1718968562155188,1.9609887621430397,1.1675918148178235,2.1945990209663693,1.4810945827550814,1.5654846235836162,1.0417364974153218,0.8339465476915495,1.2012729655338168,2.053501263218276,3.0,1.7057314373384764,1.0,4.0,3.0,2.0,4.0,1.0,1.4630003492808772,1.1311785841266981,2.0,1.0,1.0,1.7465703568220194,1.0
110,-0.02420219106752458,0.17866765494145548,0.6372352209739429,-0.014694699941483202,0.7168186016856215,0.5256201219693427,1.178024156602865,0.7287643268556622,1.0519312999844308,1.0268919572720951,0.43410769721763387,0.6060085747743917,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.528710121958521,0.7187533312260952,1.2515959889368071,1.0,0.9242056609470701,0.5063587971357364,1.0919414531115395,0.9486976973301906,1.1752332774844367,0.6273604574788467,1.0,1.0,1.0,1.0,0.5112236936555128,1.0,0.7200585672129889
111,0.6572670517939763,1.2635949858820572,2.0625794700338105,1.342890943129576,0.9703769260456372,2.13927432668205,0.5080963177411814,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0
113,0.0,0.14494198362196287,-0.039365490933257474,0.4598430581080283,0.4096006378773999,-0.6819375317253477,0.0,0.0,0.0,0.0,0.0,0.607989012758532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22684451845405113,1.0,0.04175508793749852,-0.4413609663973237,0.6562328325573137,0.6777564043688525,-0.3759705381093388,0.6719041510246915,0.0,0.0,0.0,0.0,0.0,0.0,-0.33752668359385984,-0.05061440405937684
114,0.0,0.2883072896764839,0.9009128895205836,0.587230148974583,0.567234687422183,0.3450651538318471,0.9087004857300802,-0.014296528788911966,1.1014517046421795,0.8630318024465637,0.7698569075995514,0.7411191311182783,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.7552989075143013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119,1.2457470126641648,0.7141641710610248,2.816357744852094,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0
120,0.7775434523141953,1.46644941463923,2.609165717940572,2.0,2.2956116588361635,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.368012651229414,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.436338465748555,3.0,3.721596783868761,2.0,2.0653386403304035,2.8344990043860046
