,n,Obs,No dummies,No,K,B,Ø,Fj,Vf,Vu,F,D,L,Se,Sa,T,"Vu, No","Vu, K","Vu, B","Vu, Ø","Vu, Fj","Vu, Vf","Vu, F","Vu, D","Vu, L","Vu, Se","Vu, Sa","Vu, T","Vu, B, No","Vu, B, K","Vu, B, Ø","Vu, B, Fj","Vu, B, Vf","Vu, B, F","Vu, B, D","Vu, B, L","Vu, B, Se","Vu, B, Sa","Vu, B, T","Vu, B, K, No","Vu, B, K, Ø","Vu, B, K, Fj","Vu, B, K, Vf","Vu, B, K, F","Vu, B, K, D","Vu, B, K, L","Vu, B, K, Se","Vu, B, K, Sa","Vu, B, K, T","Vu, B, K, No, Ø","Vu, B, K, No, Fj","Vu, B, K, No, Vf","Vu, B, K, No, F","Vu, B, K, No, D","Vu, B, K, No, L","Vu, B, K, No, Se","Vu, B, K, No, Sa","Vu, B, K, No, T","Vu, B, K, No, Se, Ø","Vu, B, K, No, Se, Fj","Vu, B, K, No, Se, Vf","Vu, B, K, No, Se, F","Vu, B, K, No, Se, D","Vu, B, K, No, Se, L","Vu, B, K, No, Se, Sa","Vu, B, K, No, Se, T","Vu, B, K, No, Se, Vf, Ø","Vu, B, K, No, Se, Vf, Fj","Vu, B, K, No, Se, Vf, F","Vu, B, K, No, Se, Vf, D","Vu, B, K, No, Se, Vf, L","Vu, B, K, No, Se, Vf, Sa","Vu, B, K, No, Se, Vf, T","Vu, B, K, No, Se, Vf, Ø, Fj","Vu, B, K, No, Se, Vf, Ø, F","Vu, B, K, No, Se, Vf, Ø, D","Vu, B, K, No, Se, Vf, Ø, L","Vu, B, K, No, Se, Vf, Ø, Sa","Vu, B, K, No, Se, Vf, Ø, T","Vu, B, K, No, Se, Vf, Ø, Fj, F","Vu, B, K, No, Se, Vf, Ø, Fj, D","Vu, B, K, No, Se, Vf, Ø, Fj, L","Vu, B, K, No, Se, Vf, Ø, Fj, Sa","Vu, B, K, No, Se, Vf, Ø, Fj, T"
2000,55.0,0.8727272727272727,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.8888888888888888,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.9074074074074074,0.9074074074074074,0.8888888888888888,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.9074074074074074,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.9074074074074074,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.9074074074074074,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8518518518518519,0.8888888888888888,0.8981481481481481
2001,55.0,0.8363636363636363,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8796296296296297,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8796296296296297,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481
2002,58.0,0.8793103448275862,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8981481481481481,0.8796296296296297,0.8981481481481481,0.8796296296296297,0.8796296296296297,0.8981481481481481,0.8888888888888888,0.8796296296296297,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8703703703703703,0.8796296296296297,0.8703703703703703,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8888888888888888
2003,57.0,0.8947368421052632,0.9074074074074074,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.9166666666666666,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.9074074074074074,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8981481481481481,0.8796296296296297,0.8981481481481481,0.8796296296296297,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8796296296296297,0.8796296296296297,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.9074074074074074,0.8796296296296297,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8888888888888888
2004,53.0,0.8490566037735849,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.8888888888888888,0.9074074074074074,0.8981481481481481,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.9074074074074074,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8703703703703703,0.8981481481481481,0.8981481481481481
2005,56.0,0.8214285714285714,0.8703703703703703,0.8611111111111112,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8611111111111112,0.8703703703703703,0.8703703703703703,0.8611111111111112,0.8611111111111112,0.8703703703703703,0.8888888888888888,0.8703703703703703,0.8796296296296297,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8611111111111112,0.8703703703703703,0.8796296296296297,0.8611111111111112,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8703703703703703,0.8888888888888888,0.8703703703703703,0.8796296296296297,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8703703703703703,0.8888888888888888,0.8703703703703703,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8703703703703703,0.8888888888888888,0.8703703703703703,0.8796296296296297,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8796296296296297,0.8981481481481481,0.8796296296296297,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8703703703703703,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8981481481481481,0.8611111111111112,0.8888888888888888,0.8888888888888888
2006,57.0,0.9122807017543859,0.9351851851851852,0.9351851851851852,0.9351851851851852,0.9351851851851852,0.9259259259259259,0.9351851851851852,0.9259259259259259,0.9259259259259259,0.9351851851851852,0.9351851851851852,0.9351851851851852,0.9259259259259259,0.9351851851851852,0.9351851851851852,0.9351851851851852,0.9351851851851852,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9166666666666666,0.9351851851851852,0.9351851851851852,0.9259259259259259,0.9351851851851852,0.9351851851851852,0.9351851851851852,0.9259259259259259,0.9259259259259259,0.9166666666666666,0.9259259259259259,0.9166666666666666,0.9351851851851852,0.9166666666666666,0.9259259259259259,0.9351851851851852,0.9351851851851852,0.9259259259259259,0.9166666666666666,0.9166666666666666,0.9259259259259259,0.9166666666666666,0.9351851851851852,0.9166666666666666,0.9166666666666666,0.9259259259259259,0.9259259259259259,0.9166666666666666,0.9259259259259259,0.9351851851851852,0.9351851851851852,0.9351851851851852,0.9166666666666666,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9166666666666666,0.9166666666666666,0.9259259259259259,0.9351851851851852,0.9351851851851852,0.9166666666666666,0.9351851851851852,0.9351851851851852,0.9166666666666666,0.9259259259259259,0.9351851851851852,0.9351851851851852,0.9166666666666666,0.9259259259259259,0.9351851851851852,0.9166666666666666,0.9166666666666666,0.9351851851851852,0.9166666666666666,0.9166666666666666,0.9259259259259259,0.9074074074074074,0.9351851851851852,0.8981481481481481,0.9166666666666666,0.9166666666666666
2007,52.0,0.8846153846153846,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9166666666666666,0.9074074074074074,0.9259259259259259,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9259259259259259,0.9074074074074074,0.9166666666666666,0.9074074074074074,0.9074074074074074,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9074074074074074,0.9166666666666666,0.9074074074074074,0.9074074074074074,0.9166666666666666,0.9074074074074074,0.9074074074074074,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9074074074074074,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9259259259259259,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9351851851851852,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9259259259259259,0.9259259259259259,0.9351851851851852,0.9166666666666666,0.9259259259259259,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9259259259259259,0.9074074074074074,0.9074074074074074,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9259259259259259,0.9166666666666666,0.9074074074074074,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9259259259259259,0.9259259259259259,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9166666666666666,0.9351851851851852,0.9166666666666666,0.9166666666666666,0.9259259259259259,0.9166666666666666
2008,36.0,0.8333333333333334,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8796296296296297,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8703703703703703,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8796296296296297,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481
2009,40.0,0.725,0.8240740740740741,0.8333333333333334,0.8240740740740741,0.8425925925925926,0.8240740740740741,0.8425925925925926,0.8240740740740741,0.8333333333333334,0.8425925925925926,0.8425925925925926,0.8425925925925926,0.8425925925925926,0.8425925925925926,0.8333333333333334,0.8333333333333334,0.8240740740740741,0.8240740740740741,0.8240740740740741,0.8240740740740741,0.8333333333333334,0.8425925925925926,0.8240740740740741,0.8425925925925926,0.8240740740740741,0.8425925925925926,0.8333333333333334,0.8333333333333334,0.8148148148148148,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8425925925925926,0.8240740740740741,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8240740740740741,0.8425925925925926,0.8240740740740741,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8425925925925926,0.8333333333333334,0.8333333333333334,0.8425925925925926,0.8240740740740741,0.8333333333333334,0.8240740740740741,0.8333333333333334,0.8333333333333334,0.8425925925925926,0.8333333333333334,0.8240740740740741,0.8425925925925926,0.8240740740740741,0.8425925925925926,0.8240740740740741,0.8240740740740741,0.8425925925925926,0.8333333333333334,0.8425925925925926,0.8425925925925926,0.8425925925925926,0.8425925925925926,0.8240740740740741,0.8333333333333334,0.8425925925925926,0.8425925925925926,0.8425925925925926,0.8425925925925926,0.8425925925925926,0.8425925925925926,0.8425925925925926,0.8425925925925926,0.8425925925925926,0.8425925925925926
2010,35.0,0.8,0.8611111111111112,0.8981481481481481,0.8611111111111112,0.8703703703703703,0.8611111111111112,0.8703703703703703,0.8703703703703703,0.8611111111111112,0.8611111111111112,0.8703703703703703,0.8518518518518519,0.8703703703703703,0.8518518518518519,0.8981481481481481,0.8796296296296297,0.8611111111111112,0.8703703703703703,0.8611111111111112,0.8611111111111112,0.8518518518518519,0.8611111111111112,0.8703703703703703,0.8518518518518519,0.8518518518518519,0.8703703703703703,0.8796296296296297,0.8703703703703703,0.8611111111111112,0.8703703703703703,0.8703703703703703,0.8611111111111112,0.8703703703703703,0.8703703703703703,0.8611111111111112,0.8611111111111112,0.8518518518518519,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8611111111111112,0.8703703703703703,0.8518518518518519,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8796296296296297,0.8703703703703703,0.8703703703703703,0.8888888888888888,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8796296296296297,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8796296296296297,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703
2011,55.0,0.8727272727272727,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.9074074074074074,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.9074074074074074,0.8981481481481481,0.8981481481481481,0.9166666666666666,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.9074074074074074,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.9074074074074074,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.9074074074074074,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.9074074074074074,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.9074074074074074,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8981481481481481,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8888888888888888,0.8981481481481481,0.8888888888888888,0.8888888888888888
2012,62.0,0.6129032258064516,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6851851851851852,0.6944444444444444,0.6851851851851852,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6851851851851852,0.6759259259259259,0.6851851851851852,0.6759259259259259,0.6851851851851852,0.6759259259259259,0.6944444444444444,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6851851851851852,0.6759259259259259,0.6851851851851852,0.6759259259259259,0.6759259259259259,0.6851851851851852,0.6851851851851852,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6851851851851852,0.6944444444444444,0.6851851851851852,0.6759259259259259,0.6851851851851852,0.6851851851851852,0.6759259259259259,0.6759259259259259,0.6851851851851852,0.6851851851851852,0.6944444444444444,0.6944444444444444,0.6759259259259259,0.6759259259259259,0.6759259259259259,0.6944444444444444,0.6944444444444444,0.6944444444444444,0.6759259259259259,0.6944444444444444,0.6759259259259259,0.6944444444444444,0.6759259259259259,0.6944444444444444,0.6944444444444444,0.6666666666666666,0.6944444444444444,0.6944444444444444,0.6759259259259259,0.6944444444444444,0.6944444444444444,0.6759259259259259,0.6944444444444444,0.6759259259259259,0.6944444444444444,0.6944444444444444,0.6759259259259259,0.6944444444444444,0.6759259259259259
2013,55.0,0.7636363636363637,0.8240740740740741,0.8148148148148148,0.8055555555555556,0.8148148148148148,0.8240740740740741,0.8240740740740741,0.8240740740740741,0.8055555555555556,0.8425925925925926,0.8240740740740741,0.8148148148148148,0.8148148148148148,0.7962962962962963,0.8148148148148148,0.7777777777777778,0.8055555555555556,0.8148148148148148,0.8055555555555556,0.8055555555555556,0.7962962962962963,0.8148148148148148,0.8055555555555556,0.8055555555555556,0.8148148148148148,0.8055555555555556,0.7777777777777778,0.7962962962962963,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8055555555555556,0.7962962962962963,0.8055555555555556,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8055555555555556,0.8055555555555556,0.8148148148148148,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7870370370370371,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7870370370370371,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7870370370370371,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.8148148148148148,0.7962962962962963,0.7962962962962963
2014,57.0,0.7192982456140351,0.7685185185185185,0.7777777777777778,0.7685185185185185,0.7777777777777778,0.7685185185185185,0.7777777777777778,0.7685185185185185,0.7685185185185185,0.7685185185185185,0.7777777777777778,0.7870370370370371,0.7685185185185185,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7685185185185185,0.7777777777777778,0.7685185185185185,0.7777777777777778,0.7685185185185185,0.7685185185185185,0.7777777777777778,0.7870370370370371,0.7685185185185185,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7685185185185185,0.7777777777777778,0.7685185185185185,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7870370370370371,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7685185185185185,0.7685185185185185,0.7685185185185185,0.7777777777777778,0.7685185185185185,0.7777777777777778,0.7870370370370371,0.7777777777777778,0.7777777777777778,0.7685185185185185,0.7685185185185185,0.7685185185185185,0.7685185185185185,0.7685185185185185,0.7685185185185185,0.7870370370370371,0.7685185185185185,0.7685185185185185,0.7685185185185185,0.7685185185185185,0.7777777777777778,0.7685185185185185,0.7685185185185185,0.7777777777777778,0.7870370370370371,0.7685185185185185,0.7685185185185185,0.7685185185185185,0.7777777777777778,0.7685185185185185,0.7777777777777778,0.7870370370370371,0.7777777777777778,0.7685185185185185,0.7777777777777778,0.7685185185185185,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7685185185185185,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
2015,55.0,0.6727272727272727,0.75,0.75,0.7314814814814815,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.7314814814814815,0.75,0.75,0.75,0.75,0.75,0.7407407407407407,0.75,0.75,0.7407407407407407,0.75,0.75,0.75,0.75,0.7407407407407407,0.75,0.75,0.7407407407407407,0.75,0.75,0.75,0.75,0.75,0.75,0.7407407407407407,0.75,0.75,0.7407407407407407,0.75,0.75,0.75,0.7592592592592593,0.7407407407407407,0.75,0.75,0.75,0.7407407407407407,0.75,0.75,0.7407407407407407,0.7592592592592593,0.7407407407407407,0.75,0.75,0.75,0.7407407407407407,0.7685185185185185,0.7592592592592593,0.7592592592592593,0.7407407407407407,0.75,0.7407407407407407,0.75,0.7407407407407407,0.7592592592592593,0.75,0.7592592592592593,0.7592592592592593,0.7592592592592593,0.7407407407407407,0.7592592592592593,0.7592592592592593,0.75,0.7592592592592593,0.7592592592592593,0.75,0.75,0.7314814814814815,0.75,0.7407407407407407
2016,73.0,0.863013698630137,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.8981481481481481,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9074074074074074
