,high,good,moderate,poor,bad,not good
1989,4.774960032034036,0.9192610940011811,0.3551443977469913,0.2302951808152346,0.0,1.3927865433035251
1990,4.203774749152265,1.1186812809667823,0.4008409089099719,0.2291561534841397,0.0,1.7651619607702485
1991,4.217953525096268,1.0848706435716158,0.2606294541768754,0.2828383350233243,0.0,2.832588053373597
1992,9.493711906919167,2.1597871695094817,0.8780071325595835,0.6066631570762594,0.0,2.841742453894338
1993,10.474963053393152,3.262477769869397,0.7022992201535555,0.5638054204875143,0.0,2.8258669908004044
1994,11.60614598379057,3.6588233416963614,0.9426825826136365,0.3776325915062897,0.0,2.8454678888502594
1995,12.129929086110543,2.9084713209583404,0.777598914518628,0.3298730332114292,0.0,1.6755842013294073
1996,10.459146711811043,3.0758177061095706,0.9127873811212068,0.5402001330615235,0.0,3.710933987987451
1997,12.134746755505846,2.8724776623917196,0.8276311243636604,0.2933516028450581,0.0,3.5821360883964375
1998,13.739428984756413,3.407078847407414,0.4632119722233295,0.3964874000257351,0.0,2.615511490744383
1999,18.50338932878498,3.4126694328423484,0.6467896914516015,0.43200004171673934,0.0,2.0867914331258652
2000,19.846247691145834,4.628502872232405,0.8444314315154188,0.16919234888548318,0.0,1.312027488603995
2001,18.829378174683608,4.055289044156348,0.4765946420711501,0.2475240052332613,0.0,1.5357472575733966
2002,20.466537739693845,3.2781841026701355,0.8506593858882006,0.14412398886290137,0.0,1.321906183527824
2003,18.246064822937214,3.6703774524318344,0.9489816070327517,0.14633692867046766,0.0,1.7389532615763224
2004,15.768735935684111,2.934378744197407,0.8673247918346179,0.29340811124007193,0.0,2.3965163484964145
2005,13.579438741388092,2.9916871536622605,0.35329919024981643,0.2414738916273492,0.0,1.4508497386129262
2006,12.20141231849063,1.6893641179536092,0.27674607857408745,0.19645961036128115,0.0,1.4916397462194586
2007,11.825908368254202,2.1315713484534236,0.2724755945218577,0.057135277148582936,0.0,1.1538148965608128
2008,9.565592742056745,1.146242870484735,0.2891152738903442,0.05405141422014741,0.0,0.7795806864989094
2009,8.269196340988868,1.3739054875733798,0.4008695157159692,0.2316551023476852,0.0,1.5011809850051585
2010,8.162948851983728,2.0043194757238383,0.3369985212255434,0.11346230324629535,0.0,1.3962014333767854
2011,11.55042076097094,2.0517371918867418,0.3856077251645955,0.10904997247871126,0.0,1.40554025499442
2012,9.750088226270883,1.8886457831220016,0.36240155155709475,0.07860218345321454,0.0,0.7844241047872494
2013,11.577879533472109,1.9863034872374679,0.634325098882948,0.13680949064040704,0.0,1.2574944827891659
2014,7.707133333191597,1.4229487111434007,0.37982936187996896,0.07338482780125659,0.0,0.9300896570187079
2015,7.128789988041147,1.6074040217142374,0.2672029018347606,0.0630850627598788,0.0,0.659464059237929
2016,8.297079173610545,1.0904049069787944,0.1663209569397905,0.037688292866447905,0.0,0.6940689132726957
2017,8.845169636661423,1.6096587349722733,0.40316535834379796,0.1317995417844566,0.0,1.16229103088192
2018,12.704001180029481,2.222840834230869,0.449843741062452,0.08752577277739818,0.0,0.6920323907027756
2019,8.101691792185216,1.6664992597296193,0.24342232049437906,0.1491329812647119,0.0,1.2768449139956224
2020,6.413489617642102,1.0622440228428152,0.12140497882931857,0.029222566312937178,0.0,0.5054632397745479
