wb,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1937,,,,,,,,,,,,3.0,,3.0,,4.0,,4.0,,4.0,,,,,,4.0,,,,,,4.0,,,,4.0,
1938,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,
1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
1940,,,,,,,,,,5.0,,,,,,4.0,,,,,4.0,,4.0,,,4.0,,,5.0,7.0,5.0,5.0,4.0,,,,
1941,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,5.0,,
1942,,,,,,,,,,,,,4.0,,,,4.0,,,,4.0,,,,,,4.0,,4.0,,,,,,5.0,,
1943,,,,,,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,,,
1944,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,6.0,,,7.0,,,7.0,,,7.0
1945,,,,,,,,5.0,,,,,5.0,,6.0,,5.0,,5.0,,,,5.0,,4.0,,5.0,5.0,5.0,6.0,5.0,,5.0,,,,
1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,,,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,,4.0,4.0,2.0,4.0,,4.0,4.0,,,,,4.0,,,,,,,4.0,,,,,
1951,3.0,,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,,,5.0,,,,,,,,6.0,,,,,,,5.0,,,,,
1952,,,,,,,,,,,,3.0,2.0,2.0,,4.0,3.0,5.0,3.0,3.0,,,,,,,,,,,3.0,,,,3.0,,
1953,,4.0,,3.0,4.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,5.0,,,,,,
1954,,,,,,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,
1955,,,,,,,,,,,,,,,,,4.0,,,,,,,,,7.0,,,,,,4.0,,,,6.0,
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,
1957,,,,,,,,,,,,,,,,,,,,,4.0,,5.0,4.0,,4.0,,,,,,,,,5.0,,
1958,2.0,,2.0,,,,,,3.0,,,,,4.0,,,,,,,,,,,,4.0,,,,,,4.0,,,,4.0,
1959,,,,,,,5.0,,,,,,5.0,,6.0,,6.0,,,5.0,,,,,,,,,,4.0,,,,,5.0,,
1960,,5.0,,5.0,5.0,,,,5.0,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,
1961,,,,,,,4.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,7.0,,,,
1962,,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,5.0,,,,,
1963,,,,,,1.0,3.0,4.0,4.0,4.0,1.0,4.0,,,,,,,,,,,3.0,,,,,,,,4.0,,,,,,
1964,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,
1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,,,,6.0,,,,,,6.0,,,,,,,,,,,,,6.0,,6.0,,,,,,,,,,,,
1970,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,5.0,,,,,,
1971,,,,5.0,,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,4.0,,,,4.0,,,,,,,,5.0,,,,,
1972,,,,,,,,,,,4.0,,,,1.0,,,,2.0,,,,,,,,,,,,,4.0,,,,4.0,
1973,,,,,,,,,,,,,,3.0,5.0,4.0,3.0,,4.0,,,,,,,,,4.0,,,,,,5.0,,,
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,6.0,,,
1975,,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,5.0,,,,5.0,,,,,
1976,,4.0,,4.0,,,,,4.0,,,,,5.0,,,,,,,,,,,6.0,,,,,,,5.0,,,,,
1977,,,,,,,,,,,,,,,2.0,,4.0,2.0,,,,,,,,4.0,,3.0,,,,,,,,,
1978,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,4.0,,5.0,,,,,,,
1979,,,,,,6.0,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
1980,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,7.0,,,,,
1981,,,,,,,,,,,,,5.0,4.0,5.0,5.0,5.0,,5.0,,,,,,5.0,,4.0,,,,5.0,,,,,,6.0
1984,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,
1985,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,,4.0,,,,4.0,,,,4.0,,,,,,,
1986,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,4.0,,,,,,,,,
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,,
1991,,,,,,3.0,,,3.0,2.0,,3.0,2.0,3.0,3.0,4.0,,3.0,3.0,4.0,,,,,,,,,,,,4.0,4.0,4.0,,,
1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
1993,,,,,,,,,,,,3.0,,4.0,,4.0,,3.0,,4.0,,,,,,,,,4.0,,,,,,,,
1994,,,,,,,,,,,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,,4.0,,,4.0,,,4.0,,,4.0,,,
1995,5.0,,,6.0,,,,4.0,,,,,,5.0,,,,,,,,,,,,,5.0,,,,,,7.0,,,,
1996,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,3.0,,,,,,
1997,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,3.0,,,,,4.0,,,,1.0,,,4.0,
1998,,,,,,,,,,,,,4.0,,4.0,,4.0,,4.0,,,,,,,,,,4.0,,,,,,4.0,,
2003,3.0,,,4.0,,,,,4.0,,,,,4.0,,,,,,,5.0,,,,,,,,,4.0,,,,,5.0,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,7.0,,,
2006,4.0,,4.0,4.0,,4.0,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,5.0,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,3.0,,
2008,,,,,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,,,,,,,,,,,,6.0,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,3.0,,,
2011,,2.0,,4.0,3.0,,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,5.0,4.0,5.0,4.0,5.0,,,,,,,,,,5.0,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,,
2013,5.0,,,6.0,,,,,7.0,6.0,,,,,,,,,,,,,,7.0,,,,,,,,7.0,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,4.0,,,4.0,,,,,,,,,4.0,,,,4.0,,,,,,,,,,5.0,,,,,,6.0,,,
2019,,,,7.0,,,,,,5.0,,,,4.0,,,,,,,,,,6.0,4.0,,,7.0,,,,,,7.0,,,
2020,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,5.0,,,,,,4.0,,,
2022,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
2023,,,,,,6.0,,,,,,,4.0,,5.0,,6.0,,5.0,,,,,,,,,,,,6.0,,,,,,
2024,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,4.0,,,,,
2025,6.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,,6.0,,,,
2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,,4.0,7.0,6.0,,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,,,,,,,,,,6.0,,,,,,,
2028,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,6.0,,,,,,
2029,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,,,5.0,,,,,5.0,,,,,,5.0,,,,,,5.0
2030,,,,,,5.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,,,,,7.0,,,,,,6.0,,,,,,7.0,,7.0,,,,7.0,
2031,,,,,,,,,,,,,,,5.0,,,4.0,,,,,,,,6.0,,,,,,5.0,,,,,
2032,,4.0,,3.0,3.0,4.0,1.0,3.0,4.0,,,,,4.0,,,,,,,,,4.0,,4.0,,,,,3.0,,4.0,4.0,,,4.0,
2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,7.0,,,
2035,,,,,,,,,,,4.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,,,5.0
2036,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,6.0,,,,,,6.0,,,
2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
2038,,,,,,,,,,,,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,,5.0,,4.0,5.0,5.0,
2039,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,5.0,,
2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,
2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,6.0,,,,,
2047,,,,,,,,,,,,,4.0,,4.0,,5.0,,5.0,,,,,,,,,,,,4.0,,,,3.0,,
2048,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,
2049,,,,,,,,,,,,,5.0,5.0,6.0,6.0,6.0,,,,7.0,,,,,7.0,,,,,,7.0,,,,,
2050,,5.0,,,5.0,,,,,,,,,7.0,,,,5.0,,,,,,,,,,7.0,,,,,,7.0,,,
2051,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,,5.0,,4.0,5.0
2052,,,,,,,,,,,,,,,,,,,,,4.0,,5.0,,,,,,,,4.0,,,,5.0,,
2053,5.0,,,5.0,5.0,,,,5.0,,,,,,,,,4.0,,,,,,,,,5.0,,,,7.0,,,,,,
2054,,4.0,,6.0,,,6.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,7.0,,,
2055,,,,,,,,,,,,,6.0,6.0,5.0,4.0,5.0,,,,,,,,,,5.0,,,,,,7.0,,,,
2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
2057,,,,,,,,,,,,2.0,,3.0,,3.0,,,,,,3.0,,,,,,,,,3.0,,,,3.0,,
2058,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,
2059,,5.0,5.0,5.0,5.0,,5.0,5.0,,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,
2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,5.0,4.0,4.0,5.0,5.0,5.0,,,5.0,,,,,5.0,,,,,,,,,,,6.0,,,,,,,6.0,,,,,
2062,4.0,,5.0,5.0,6.0,,,6.0,,7.0,6.0,,,,,,,,,,,,,7.0,,,,,,,,7.0,,,,,
2063,,,,,,,4.0,5.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,5.0,,,,,,6.0,,,,7.0,,,,
2064,,,,,,4.0,4.0,,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,,,
2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,,,,,,,,4.0,4.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,,5.0,5.0,6.0,,6.0,
2068,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,,,,
2069,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,4.0,,,,,,4.0,,,5.0,
2070,,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,6.0,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,
2072,,,,,,,,,,,6.0,6.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,,7.0,
2073,,,,,,,,,4.0,,,4.0,4.0,,4.0,4.0,5.0,5.0,7.0,5.0,6.0,,7.0,7.0,4.0,7.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,,,
2075,,5.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,,,,,,,,,7.0,,,,,,,,
2076,,,,,,,,2.0,,,,,,,,,,,4.0,,,,,,4.0,,,,,,,3.0,,,,4.0,
2077,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
2078,,,,,,,,,3.0,3.0,3.0,,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,,,,,,,,,,,4.0,4.0,4.0,,,,
2079,,,,,,,,,,,,,4.0,4.0,4.0,5.0,5.0,,,,,,,,,,,,,,4.0,,,,,,
2080,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,6.0,,,,,
2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,,,,,,,,4.0,2.0,4.0,4.0,,,4.0,3.0,,,,4.0,,,,,4.0,,,,,,,4.0,,,,4.0,,
2084,,,,,,,,,,,,,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,,4.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,,,,,
2086,,,,,,,,,,,,,4.0,3.0,4.0,3.0,4.0,,4.0,,,4.0,,,4.0,,4.0,,,,,,4.0,,,,
2088,,,,,,,,,4.0,,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,5.0,,,,5.0,,,,4.0,,,
2089,,,,,,,,,,4.0,,,,4.0,,,4.0,,,4.0,,,,4.0,,,,3.0,,,,4.0,,,,4.0,
2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,5.0,,
2091,,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,,,,,,,,,5.0,,,,,,,,
2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
2094,,,,,,,,,,4.0,,,5.0,5.0,5.0,4.0,4.0,,5.0,,,,,,5.0,,,,5.0,,,,5.0,,,,
2095,7.0,7.0,,7.0,,,,,,7.0,,,,,,7.0,,,,,,,,,,,,7.0,,,,,,,,,
2096,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,4.0,,
2097,6.0,5.0,7.0,5.0,,,,5.0,,,,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,,7.0,,,,,,
2098,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,7.0,,,,,,
2099,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,1.0,,,,,,1.0,,
2100,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,5.0,,
2101,,,,,,,,,,3.0,,,,4.0,,4.0,,,4.0,,,,,,,,,,4.0,,,,,,,,
2102,4.0,5.0,5.0,,,,,5.0,,,,,,,,,,,,,,,,6.0,,,,,,,,7.0,,,,,
2104,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,6.0,,7.0,,,7.0,6.0,,7.0,,7.0,,6.0,
2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,7.0,,,
2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
2108,,,,,,,,,,,,,,,,4.0,,,,,,,,,1.0,,,,,,3.0,,,,,,
2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,7.0,,,
2110,,,,,,,,,,,,,,,,4.0,,,,,4.0,,5.0,,6.0,,5.0,4.0,5.0,,,,,5.0,,,
2111,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,
2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,7.0,,,
2113,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,7.0,,,,,,7.0,,,
2114,,,,,,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,4.0,,,,,
2115,,,,,,4.0,,,,4.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,5.0,,6.0,4.0,4.0,
2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
2118,,,,,,,,2.0,,2.0,,,,4.0,,4.0,,4.0,,4.0,,,,,,,,,,,4.0,,,,,4.0,
2119,,,,,,,,,,,,,4.0,,,,,,5.0,,,,,,,,,,5.0,,,,,,,,5.0
2120,,,,,,,,,,,,,,,4.0,,,,,,5.0,,,,,,,,,4.0,,,,,5.0,,
2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,
2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
2124,,,,,,,,,,3.0,,3.0,,4.0,4.0,4.0,4.0,,4.0,,,,,,,,,,,,5.0,,,,,,
2125,,,,,,,,,,,,4.0,,3.0,,,,,,,4.0,,,,,,,,,3.0,,,,,,,
2126,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,4.0,
2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,
2128,,,,,,,5.0,,,4.0,,,,,,,,4.0,,,,,,5.0,,,,6.0,5.0,,,,,,,,
2129,,,,,,,,,,,,,,,,,,,,5.0,,,,,,6.0,,,,,,5.0,,,,,
2130,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,,,,2.0,
2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,,,,,,,,,,,,4.0,,4.0,,,,,,,,,,,,,5.0,,,,,,5.0,,,,
2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,7.0,,,
2134,,,,,,,,,,,,6.0,,,,5.0,,,,,,,,,,,6.0,,,,,,6.0,,,,
2135,,,,,,,,,,,,,,,,,,7.0,,,,,,,7.0,,,,,,7.0,,,,,,6.0
2136,,,,,,,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,,,,5.0,,,5.0,,6.0,,6.0,,6.0,,5.0,,,,
2137,,,,,,,,,,,6.0,6.0,,,,,6.0,,,,,,,,,,,,,,,7.0,,,,,
2138,,,,,,,,,,,,4.0,,4.0,,,5.0,,4.0,,,,,,,5.0,,,,,,4.0,,,,4.0,
2139,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,5.0,,,,,
2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,,,,,4.0,,,4.0,,,,,,,4.0,,5.0,,,,,,,,,,6.0,,,,,,7.0,,,,
2142,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,5.0,,,,
2143,,,,,,,,,,,,,,,,6.0,,,,,,,,,6.0,,,,,,,6.0,,,,,
2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,,3.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,
2146,5.0,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,6.0,,,,,,7.0,,,
2147,,,,,,,6.0,,,,,,,6.0,,,6.0,,,,,,,,,,,6.0,,,,,,,,,
2148,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,6.0,,,
2149,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,
2151,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,5.0,,,,,,5.0,,,,,
2152,,4.0,3.0,3.0,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,6.0,5.0,,,,,,,,,,
2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
2154,,,,,,,7.0,,,7.0,,,,,,,,6.0,,,,,,,,,,7.0,,,,,,7.0,,,
2155,,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,,,,,,,5.0,,,,,,
2156,,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,,
2157,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,,
2158,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,5.0,,,,,
2159,,,,,,4.0,,,,,,,,7.0,,,,7.0,,,,,,,,,,,7.0,,,,,,,,
2160,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,6.0,,,,,,6.0,,,
2161,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,6.0,,,,,,,,
2162,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
2163,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
2165,4.0,5.0,,4.0,,,,,4.0,,,,5.0,4.0,5.0,5.0,4.0,,,,,,,4.0,,5.0,,,,,,5.0,,,,,
2166,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,7.0,,,,
2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
2168,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,,4.0,
2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,3.0,4.0,,4.0,
2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,7.0,,,,,,,,
2173,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,7.0,,,,,,7.0,,,
2175,,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,,,,,,6.0,,,,,,4.0,,,,4.0,
2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,
2179,,,,5.0,,,,4.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,6.0,,,
2180,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,,,5.0,,,,,,5.0,,,,,,,,
2181,,,,,,,,,,,,,4.0,,4.0,,5.0,,4.0,,,,,,3.0,,,,,,,,,,,,
2182,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,4.0,,,,,4.0,,4.0,,,,,,4.0,,,
2184,,,,,,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,,,4.0,,,,3.0,4.0,,3.0,,4.0,,,,4.0,,,,
2186,,,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,5.0,,,
2188,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,5.0,7.0,,,,,,
2189,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,,,5.0,,,,,,,
2191,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,3.0,,
2192,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,5.0,,,,,,5.0,,,
2193,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,,4.0,,,,,,,6.0,,,,,
2194,,,,6.0,,,,,6.0,,,,,,,,,,,,,,,7.0,,,,,,,,7.0,,,,,
2195,,,,,,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,,,,4.0,3.0,,4.0,,,4.0,4.0,,5.0,,,4.0,4.0
2196,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,6.0,,,,,,7.0,,,
2197,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,
2198,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,7.0,,,,,,,,
2199,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,7.0,,,,
2200,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,,,,5.0,,
2201,,,,,,,,,,,4.0,,,4.0,4.0,,4.0,,4.0,,,,,,4.0,,,,,,,4.0,,,,,
2202,,,,,,,,,,,4.0,,,,5.0,,,,5.0,,,,,,,,,,7.0,,,,,,,,
2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,
2204,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,4.0,,,,5.0,
2206,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,
2207,,,,,,,,4.0,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,
