wb,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1949,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,,2.0,2.0,,,,,2.0,,,,,,,2.0,,,,,
1951,1.0,,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,,,3.0,,,,,,,,3.0,,,,,,,3.0,,,,,
1952,,,,,,,,,,,,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,
1953,,2.0,,1.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,3.0,,,,,,
1954,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,2.0,2.0,2.0,
1955,,,,,,,,,,,,,,,,,2.0,,,,,,,,,4.0,,,,,,2.0,,,,3.0,
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
1957,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,2.0,,2.0,,,,,,,,,3.0,,
1958,1.0,,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,2.0,,,,,,2.0,,,,2.0,
1959,,,,,,,3.0,,,,,,3.0,,3.0,,3.0,,,3.0,,,,,,,,,,2.0,,,,,3.0,,
1960,,3.0,,3.0,3.0,,,,3.0,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,
1961,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,,,,
1962,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,3.0,,,,,
1963,,,,,,0.0,1.0,2.0,2.0,2.0,0.0,2.0,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,
1964,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,,,,3.0,,,,,,3.0,,,,,,,,,,,,,3.0,,3.0,,,,,,,,,,,,
1970,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,
1971,,,,3.0,,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,,,,2.0,,,,,,,,3.0,,,,,
1972,,,,,,,,,,,2.0,,,,0.0,,,,1.0,,,,,,,,,,,,,2.0,,,,2.0,
1973,,,,,,,,,,,,,,1.0,3.0,2.0,1.0,,2.0,,,,,,,,,2.0,,,,,,3.0,,,
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,
1975,,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,3.0,,,,3.0,,,,,
1976,,2.0,,2.0,,,,,2.0,,,,,3.0,,,,,,,,,,,3.0,,,,,,,3.0,,,,,
1977,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,2.0,,1.0,,,,,,,,,
1978,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,3.0,,,,,,,
1979,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1980,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,,,
1981,,,,,,,,,,,,,3.0,2.0,3.0,3.0,3.0,,3.0,,,,,,3.0,,2.0,,,,3.0,,,,,,3.0
1984,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,
1985,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,2.0,,,,2.0,,,,,,,
1986,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,
1991,,,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,2.0,2.0,2.0,,,
1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
1993,,,,,,,,,,,,1.0,,2.0,,2.0,,1.0,,2.0,,,,,,,,,2.0,,,,,,,,
1994,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,2.0,,,2.0,,,2.0,,,2.0,,,
1995,3.0,,,3.0,,,,2.0,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,4.0,,,,
1996,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,
1997,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,1.0,,,,,2.0,,,,0.0,,,2.0,
1998,,,,,,,,,,,,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,2.0,,,,,,2.0,,
2003,1.0,,,2.0,,,,,2.0,,,,,2.0,,,,,,,3.0,,,,,,,,,2.0,,,,,3.0,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,
2006,2.0,,2.0,2.0,,2.0,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,
2008,,,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,3.0,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,
2011,,1.0,,2.0,1.0,,2.0,2.0,2.0,2.0,,2.0,,2.0,2.0,3.0,2.0,3.0,2.0,3.0,,,,,,,,,,3.0,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,
2013,3.0,,,3.0,,,,,4.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,2.0,,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,3.0,,,,,,3.0,,,
2019,,,,4.0,,,,,,3.0,,,,2.0,,,,,,,,,,3.0,2.0,,,4.0,,,,,,4.0,,,
2020,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,2.0,,,
2022,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
2023,,,,,,3.0,,,,,,,2.0,,3.0,,3.0,,3.0,,,,,,,,,,,,3.0,,,,,,
2024,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,2.0,,,,,
2025,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,
2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,,2.0,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,,,,,,,,,,3.0,,,,,,,
2028,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,
2029,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,,,3.0,,,,,3.0,,,,,,3.0,,,,,,3.0
2030,,,,,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,,,,,4.0,,,,,,3.0,,,,,,4.0,,4.0,,,,4.0,
2031,,,,,,,,,,,,,,,3.0,,,2.0,,,,,,,,3.0,,,,,,3.0,,,,,
2032,,2.0,,1.0,1.0,2.0,0.0,1.0,2.0,,,,,2.0,,,,,,,,,2.0,,2.0,,,,,1.0,,2.0,2.0,,,2.0,
2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,
2035,,,,,,,,,,,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,,,3.0
2036,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,3.0,,,
2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
2038,,,,,,,,,,,,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,2.0,3.0,3.0,
2039,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,3.0,,
2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,
2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,
2047,,,,,,,,,,,,,2.0,,2.0,,3.0,,3.0,,,,,,,,,,,,2.0,,,,1.0,,
2048,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,
2049,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,,,,4.0,,,,,4.0,,,,,,4.0,,,,,
2050,,3.0,,,3.0,,,,,,,,,4.0,,,,3.0,,,,,,,,,,4.0,,,,,,4.0,,,
2051,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,2.0,3.0
2052,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,,,,,,,2.0,,,,3.0,,
2053,3.0,,,3.0,3.0,,,,3.0,,,,,,,,,2.0,,,,,,,,,3.0,,,,4.0,,,,,,
2054,,2.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,
2055,,,,,,,,,,,,,3.0,3.0,3.0,2.0,3.0,,,,,,,,,,3.0,,,,,,4.0,,,,
2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
2057,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,
2058,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
2059,,3.0,3.0,3.0,3.0,,3.0,3.0,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,3.0,,,,,,
2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,3.0,2.0,2.0,3.0,3.0,3.0,,,3.0,,,,,3.0,,,,,,,,,,,3.0,,,,,,,3.0,,,,,
2062,2.0,,3.0,3.0,3.0,,,3.0,,4.0,3.0,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,
2063,,,,,,,2.0,3.0,3.0,3.0,2.0,3.0,3.0,,,,,,,,,,3.0,,,,,,3.0,,,,4.0,,,,
2064,,,,,,2.0,2.0,,3.0,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,
2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,,,,,,,,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,
2068,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,
2069,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,2.0,,,,,,2.0,,,3.0,
2070,,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,
2072,,,,,,,,,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,,4.0,
2073,,,,,,,,,2.0,,,2.0,2.0,,2.0,2.0,3.0,3.0,4.0,3.0,3.0,,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,,,
2075,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,4.0,,,,,,,,
2076,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,1.0,,,,2.0,
2077,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
2078,,,,,,,,,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,2.0,2.0,2.0,,,,
2079,,,,,,,,,,,,,2.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,2.0,,,,,,
2080,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,
2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,,,,,,,,2.0,1.0,2.0,2.0,,,2.0,1.0,,,,2.0,,,,,2.0,,,,,,,2.0,,,,2.0,,
2084,,,,,,,,,,,,,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,,,,
2086,,,,,,,,,,,,,2.0,1.0,2.0,1.0,2.0,,2.0,,,2.0,,,2.0,,2.0,,,,,,2.0,,,,
2088,,,,,,,,,2.0,,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,,,,3.0,,,,2.0,,,
2089,,,,,,,,,,2.0,,,,2.0,,,2.0,,,2.0,,,,2.0,,,,1.0,,,,2.0,,,,2.0,
2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,3.0,,
2091,,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,3.0,,,,,,,,
2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2094,,,,,,,,,,2.0,,,3.0,3.0,3.0,2.0,2.0,,3.0,,,,,,3.0,,,,3.0,,,,3.0,,,,
2095,4.0,4.0,,4.0,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,
2096,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,
2097,3.0,3.0,4.0,3.0,,,,3.0,,,,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,,,,,,,,,,,4.0,,,,,,
2098,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,,,,,,
2099,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,0.0,,
2100,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,3.0,,
2101,,,,,,,,,,1.0,,,,2.0,,2.0,,,2.0,,,,,,,,,,2.0,,,,,,,,
2102,2.0,3.0,3.0,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,4.0,,,,,
2104,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,,4.0,,,4.0,3.0,,4.0,,4.0,,3.0,
2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,
2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
2108,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,1.0,,,,,,
2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,
2110,,,,,,,,,,,,,,,,2.0,,,,,2.0,,3.0,,3.0,,3.0,2.0,3.0,,,,,3.0,,,
2111,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,
2113,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,,4.0,,,
2114,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,2.0,,,,,
2115,,,,,,2.0,,,,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,3.0,,3.0,2.0,2.0,
2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
2118,,,,,,,,1.0,,1.0,,,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,2.0,,,,,2.0,
2119,,,,,,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,3.0
2120,,,,,,,,,,,,,,,2.0,,,,,,3.0,,,,,,,,,2.0,,,,,3.0,,
2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,
2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
2124,,,,,,,,,,1.0,,1.0,,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,3.0,,,,,,
2125,,,,,,,,,,,,2.0,,1.0,,,,,,,2.0,,,,,,,,,1.0,,,,,,,
2126,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,
2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,
2128,,,,,,,3.0,,,2.0,,,,,,,,2.0,,,,,,3.0,,,,3.0,3.0,,,,,,,,
2129,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,,3.0,,,,,
2130,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,1.0,
2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,3.0,,,,,,3.0,,,,
2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,
2134,,,,,,,,,,,,3.0,,,,3.0,,,,,,,,,,,3.0,,,,,,3.0,,,,
2135,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,,4.0,,,,,,3.0
2136,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,3.0,,,3.0,,3.0,,3.0,,3.0,,3.0,,,,
2137,,,,,,,,,,,3.0,3.0,,,,,3.0,,,,,,,,,,,,,,,4.0,,,,,
2138,,,,,,,,,,,,2.0,,2.0,,,3.0,,2.0,,,,,,,3.0,,,,,,2.0,,,,2.0,
2139,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,3.0,,,,,
2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,,,,,2.0,,,2.0,,,,,,,2.0,,3.0,,,,,,,,,,3.0,,,,,,4.0,,,,
2142,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,
2143,,,,,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,3.0,,,,,
2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,,,,,,,,,,3.0,,,,,,
2146,3.0,,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,4.0,,,
2147,,,,,,,3.0,,,,,,,3.0,,,3.0,,,,,,,,,,,3.0,,,,,,,,,
2148,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,
2149,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,
2151,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,,3.0,,,,,,3.0,,,,,
2152,,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,3.0,,,,,,,,,,
2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
2154,,,,,,,4.0,,,4.0,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,4.0,,,
2155,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,,,3.0,,,,,,
2156,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,
2157,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,
2158,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,3.0,,,,,
2159,,,,,,2.0,,,,,,,,4.0,,,,4.0,,,,,,,,,,,4.0,,,,,,,,
2160,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,3.0,,,
2161,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,
2162,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
2163,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2165,2.0,3.0,,2.0,,,,,2.0,,,,3.0,2.0,3.0,3.0,2.0,,,,,,,2.0,,3.0,,,,,,3.0,,,,,
2166,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,4.0,,,,
2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
2168,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,2.0,
2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,1.0,2.0,,2.0,
2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,4.0,,,,,,,,
2173,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,4.0,,,,,,4.0,,,
2175,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,,,,,,3.0,,,,,,2.0,,,,2.0,
2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
2179,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,
2180,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,,,3.0,,,,,,3.0,,,,,,,,
2181,,,,,,,,,,,,,2.0,,2.0,,3.0,,2.0,,,,,,1.0,,,,,,,,,,,,
2182,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,,2.0,,2.0,,,,,,2.0,,,
2184,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,2.0,,1.0,,2.0,,,,2.0,,,,
2186,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,
2188,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,3.0,4.0,,,,,,
2189,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,3.0,,,,,,,
2191,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,
2192,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,3.0,,,
2193,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,2.0,,,,,,,3.0,,,,,
2194,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,
2195,,,,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,2.0,1.0,,2.0,,,2.0,2.0,,3.0,,,2.0,2.0
2196,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.0,,,,,,4.0,,,
2197,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,
2198,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,,,,,,
2199,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,4.0,,,,
2200,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,3.0,,
2201,,,,,,,,,,,2.0,,,2.0,2.0,,2.0,,2.0,,,,,,2.0,,,,,,,2.0,,,,,
2202,,,,,,,,,,,2.0,,,,3.0,,,,3.0,,,,,,,,,,4.0,,,,,,,,
2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
2204,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,,3.0,
2206,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,
2207,,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,
2208,,,,,,,,,,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,,
2209,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,2.0,,,,,,,2.0,,,,,
2211,,,,,,,,2.0,,,,1.0,,1.0,,2.0,,2.0,,2.0,,,,2.0,,,,,,2.0,3.0,,,,,3.0,
2212,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,3.0,,,,,
2213,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
2214,,,,,,2.0,,,,,2.0,,,,,,2.0,,2.0,,,,,3.0,,2.0,,,,,,,,,3.0,,
2218,,,,,,,,,,,,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,,4.0,
2220,,2.0,,,2.0,,,2.0,,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,1.0,,,,1.0,,
2221,,,,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,,3.0,,,,,,,,,
