t,v,coastal,lakes,streams,income,age,households,total
1990,1,275.3581126148511,275.3581126148511,275.3581126148511,275.3581126148511,275.3581126148511,275.3581126148511,275.3581126148511
1990,2,96.32013012734414,96.32013012734414,96.32013012734414,96.32013012734414,96.32013012734414,96.32013012734414,96.32013012734414
1990,6,1536.5253531657947,1536.5253531657947,1536.5253531657947,1536.5253531657947,1536.5253531657947,1536.5253531657947,1536.5253531657947
1990,16,7.125261158393337,7.125261158393337,7.125261158393337,7.125261158393337,7.125261158393337,7.125261158393337,7.125261158393337
1990,17,1.127294411554285,1.127294411554285,1.127294411554285,1.127294411554285,1.127294411554285,1.127294411554285,1.127294411554285
1990,18,0.25165215128840723,0.25165215128840723,0.25165215128840723,0.25165215128840723,0.25165215128840723,0.25165215128840723,0.25165215128840723
1990,24,17.985535230368498,17.985535230368498,17.985535230368498,17.985535230368498,17.985535230368498,17.985535230368498,17.985535230368498
1990,25,6.18384306996489,6.18384306996489,6.18384306996489,6.18384306996489,6.18384306996489,6.18384306996489,6.18384306996489
1990,28,14.735688220101277,14.735688220101277,14.735688220101277,14.735688220101277,14.735688220101277,14.735688220101277,14.735688220101277
1990,29,15.037959823731747,15.037959823731747,15.037959823731747,15.037959823731747,15.037959823731747,15.037959823731747,15.037959823731747
1990,34,20.00964542692964,20.00964542692964,20.00964542692964,20.00964542692964,20.00964542692964,20.00964542692964,20.00964542692964
1990,35,117.00521792496917,117.00521792496917,117.00521792496917,117.00521792496917,117.00521792496917,117.00521792496917,117.00521792496917
1990,36,1.3429091092015848,1.3429091092015848,1.3429091092015848,1.3429091092015848,1.3429091092015848,1.3429091092015848,1.3429091092015848
1990,37,7.276986515361298,7.276986515361298,7.276986515361298,7.276986515361298,7.276986515361298,7.276986515361298,7.276986515361298
1990,38,27.588833640690524,27.588833640690524,27.588833640690524,27.588833640690524,27.588833640690524,27.588833640690524,27.588833640690524
1990,44,2.287450683188724,2.287450683188724,2.287450683188724,2.287450683188724,2.287450683188724,2.287450683188724,2.287450683188724
1990,45,18.953214282170727,18.953214282170727,18.953214282170727,18.953214282170727,18.953214282170727,18.953214282170727,18.953214282170727
1990,46,13.148240979257743,13.148240979257743,13.148240979257743,13.148240979257743,13.148240979257743,13.148240979257743,13.148240979257743
1990,47,7.400903801093561,7.400903801093561,7.400903801093561,7.400903801093561,7.400903801093561,7.400903801093561,7.400903801093561
1990,48,7.691551242651681,7.691551242651681,7.691551242651681,7.691551242651681,7.691551242651681,7.691551242651681,7.691551242651681
1990,49,1.1382309008871307,1.1382309008871307,1.1382309008871307,1.1382309008871307,1.1382309008871307,1.1382309008871307,1.1382309008871307
1990,56,34.413687945406494,34.413687945406494,34.413687945406494,34.413687945406494,34.413687945406494,34.413687945406494,34.413687945406494
1990,57,0.0660970675801609,0.0660970675801609,0.0660970675801609,0.0660970675801609,0.0660970675801609,0.0660970675801609,0.0660970675801609
1990,59,2.895120356262507,2.895120356262507,2.895120356262507,2.895120356262507,2.895120356262507,2.895120356262507,2.895120356262507
1990,62,0.13186391151649374,0.13186391151649374,0.13186391151649374,0.13186391151649374,0.13186391151649374,0.13186391151649374,0.13186391151649374
1990,68,0.39964162496446476,0.39964162496446476,0.39964162496446476,0.39964162496446476,0.39964162496446476,0.39964162496446476,0.39964162496446476
1990,72,1.8968411270180965,1.8968411270180965,1.8968411270180965,1.8968411270180965,1.8968411270180965,1.8968411270180965,1.8968411270180965
1990,74,6.642770083224979,6.642770083224979,6.642770083224979,6.642770083224979,6.642770083224979,6.642770083224979,6.642770083224979
1990,80,5.109683671806391,5.109683671806391,5.109683671806391,5.109683671806391,5.109683671806391,5.109683671806391,5.109683671806391
1990,82,1.8497101963132394,1.8497101963132394,1.8497101963132394,1.8497101963132394,1.8497101963132394,1.8497101963132394,1.8497101963132394
1990,83,12.590205663697098,12.590205663697098,12.590205663697098,12.590205663697098,12.590205663697098,12.590205663697098,12.590205663697098
1990,84,1.9807811345066684,1.9807811345066684,1.9807811345066684,1.9807811345066684,1.9807811345066684,1.9807811345066684,1.9807811345066684
1990,85,2.792541809105608,2.792541809105608,2.792541809105608,2.792541809105608,2.792541809105608,2.792541809105608,2.792541809105608
1990,86,11.595630313888396,11.595630313888396,11.595630313888396,11.595630313888396,11.595630313888396,11.595630313888396,11.595630313888396
1990,87,10.33063301865947,10.33063301865947,10.33063301865947,10.33063301865947,10.33063301865947,10.33063301865947,10.33063301865947
1990,89,0.93610022409817,0.93610022409817,0.93610022409817,0.93610022409817,0.93610022409817,0.93610022409817,0.93610022409817
1990,90,10.0608631588579,10.0608631588579,10.0608631588579,10.0608631588579,10.0608631588579,10.0608631588579,10.0608631588579
1990,92,4.820791935144575,4.820791935144575,4.820791935144575,4.820791935144575,4.820791935144575,4.820791935144575,4.820791935144575
1990,93,160.3504304621854,160.3504304621854,160.3504304621854,160.3504304621854,160.3504304621854,160.3504304621854,160.3504304621854
1990,95,4.086447953603857,4.086447953603857,4.086447953603857,4.086447953603857,4.086447953603857,4.086447953603857,4.086447953603857
1990,96,11.897097394542318,11.897097394542318,11.897097394542318,11.897097394542318,11.897097394542318,11.897097394542318,11.897097394542318
1990,101,3.4331113574749015,3.4331113574749015,3.4331113574749015,3.4331113574749015,3.4331113574749015,3.4331113574749015,3.4331113574749015
1990,102,16.966406277085085,16.966406277085085,16.966406277085085,16.966406277085085,16.966406277085085,16.966406277085085,16.966406277085085
1990,103,6.471646279321833,6.471646279321833,6.471646279321833,6.471646279321833,6.471646279321833,6.471646279321833,6.471646279321833
