j,t,v,Q,ln y,D age,ln PSL,ln PAL,SL,D lakes,N
lakes,2016,214,1.57119224,1.58914897,0,-3.020072435,-0.434374379,0.024141513,1,29316
lakes,2016,216,1.549629933,1.612839549,1,-2.209063137,-0.308115824,0.049929346,1,9189
lakes,2016,217,2.145183138,1.64897948,0,-2.75680158,-0.362007245,0.02121914,1,6650
lakes,2016,219,2.712650646,1.703025874,1,-5.817725601,-0.326972548,0.00124769,1,8380
lakes,2016,221,2.522439951,1.640555436,0,-3.665735832,-0.770183928,0.041193932,1,33858
lakes,2016,222,1.559735735,1.672367427,0,-4.007131367,-0.506879443,0.014906287,1,12799
lakes,2016,224,1.525086935,1.69253042,0,-3.606793326,-0.26383835,0.011383057,1,9769
lakes,2016,225,1.810176348,1.60909918,0,-5.296581074,-0.924354443,0.004067053,1,28167
lakes,2016,232,1.545726486,1.657623998,0,-1.390213365,-0.423923338,0.154962669,1,11959
lakes,2016,233,1.619748135,1.599194553,0,-2.376225898,-0.3194047,0.086181188,1,22667
lakes,2016,234,1.064776904,1.565541605,0,-1.619651173,-0.36481547,0.124798368,1,10510
lakes,2016,235,1.604619183,1.639094542,0,-3.311525749,-0.416216547,0.069938209,1,132829
lakes,2016,236,1.723254593,1.635555978,0,-1.689215707,-0.43727383,0.11558972,1,14850
lakes,2016,238,2.606522233,1.709912543,0,-3.707176607,-0.331260784,0.009035727,1,7475
lakes,2017,1,1.127249491,1.955004627,0,-1.848825602,-0.902698353,0.100200928,1,97113
lakes,2017,2,1.63456848,1.879140651,0,-2.458773829,-0.51585487,0.035617501,1,47863
lakes,2017,6,2.153142056,1.861682985,0,-1.501257742,-2.288347366,0.128879488,1,611011
lakes,2017,16,0.87058815,1.671168049,0,-1.895249997,-0.393865743,0.00281086,1,2867
lakes,2017,17,1.523970306,1.844666713,0,-3.029946124,-0.172109227,0.0019942,1,473
lakes,2017,24,1.957256532,1.661368851,1,-2.517268448,-0.768776555,0.00890951,1,9598
lakes,2017,25,0.781411182,1.616770232,1,-1.777446544,-0.549828639,0.003605026,1,2977
lakes,2017,28,1.13255498,1.664744259,1,-1.871494977,-0.699340322,0.050249343,1,7791
lakes,2017,34,2.383591629,1.532920694,1,-1.805888835,-0.331626305,0.058358345,1,10411
lakes,2017,35,1.793268265,1.725328784,0,-2.359270927,-0.432060552,0.115547813,1,65075
lakes,2017,37,1.94101904,1.699832199,0,-4.37599483,-0.217536195,0.001459017,1,4045
lakes,2017,38,1.731557101,1.559589966,0,-3.631689237,-0.347557343,0.004942011,1,15928
lakes,2017,44,1.963871083,1.576562493,1,-4.355953215,-0.355337176,0.001618586,1,1073
lakes,2017,45,1.297667819,1.544821507,1,-3.954822617,-0.326516773,0.004315839,1,11223
lakes,2017,46,2.112469682,1.681104627,1,-3.954743227,-0.333363079,0.004192639,1,6979
lakes,2017,47,1.417035647,1.697690963,0,-3.226502478,-0.407211695,0.006805704,1,4752
lakes,2017,48,1.495076042,1.590101469,1,-3.213991769,-0.369637668,0.011005962,1,6185
lakes,2017,56,2.127618602,1.54486479,1,-4.291985148,-0.52615807,0.012229496,1,20304
lakes,2017,59,0.819267476,1.719038686,0,-3.658191617,-0.142243089,0.001502826,1,1237
lakes,2017,68,1.902629801,1.55365477,1,-2.146344693,-0.271185732,0.002358445,1,519
lakes,2017,72,0.639720762,1.441565372,1,-3.05882859,-0.373801004,0.001712405,1,1137
lakes,2017,80,1.038813973,1.706556888,0,-1.680201807,-0.185438102,0.011130267,1,2470
lakes,2017,82,1.902629801,1.780158056,0,-4.023979582,-0.167974617,0.002222047,1,1052
lakes,2017,83,2.033254552,1.72317039,0,-3.106559555,-0.383142498,0.01436271,1,9546
lakes,2017,86,1.222428563,1.580179994,0,-2.800580221,-1.370407444,0.002552341,1,5770
lakes,2017,87,1.405521061,1.65883456,0,-3.512358249,-0.345947182,0.008034749,1,5921
lakes,2017,89,2.078027167,1.743421627,0,-2.721507158,-0.661322908,0.002008681,1,510
lakes,2017,90,1.659406864,1.687028337,0,-4.368539812,-0.386787353,0.005083144,1,6225
lakes,2017,92,1.902629801,1.653581197,0,-2.667766902,-0.213818244,0.006956554,1,2339
lakes,2017,93,1.762021295,1.634321446,0,-3.359227682,-0.457817536,0.042855809,1,120832
lakes,2017,95,0.323438384,1.449751264,1,-1.855870868,-0.46970618,0.013903487,1,1858
lakes,2017,96,1.510883278,1.677158242,1,-2.092476642,-0.289360315,0.014125026,1,4912
lakes,2017,101,0.636103642,1.805110914,0,-3.699242852,-0.579115236,0.001299575,1,1500
lakes,2017,102,2.329160826,1.599250925,0,-4.071882449,-0.785021934,0.002230359,1,9957
lakes,2017,103,1.803622389,1.658954742,0,-1.956105635,-0.189930697,0.020832476,1,2752
lakes,2017,104,1.744969391,1.750523784,0,-2.901775943,-0.329800208,0.002257691,1,3945
lakes,2017,105,1.393955918,1.641251312,0,-2.448232549,-0.355023474,0.009370503,1,9922
lakes,2017,106,1.122772315,1.630684869,0,-2.057008589,-0.424676608,0.028863592,1,15490
lakes,2017,107,2.479829065,1.686718892,0,-4.389408388,-0.391314806,0.003644746,1,3159
lakes,2017,109,1.420600044,1.759416166,0,-5.382146631,-0.203807732,0.000610905,1,2935
lakes,2017,110,2.161028339,1.738132392,0,-3.175864756,-0.453145595,0.003945352,1,4143
lakes,2017,111,1.788750861,1.653586188,0,-3.067032874,-0.308861431,0.07427832,1,27147
lakes,2017,113,2.287077653,1.619955656,1,-3.288308379,-0.697009484,0.001766248,1,2762
lakes,2017,114,1.383694547,1.644986353,0,-3.796158939,-0.340761064,0.002722557,1,10426
lakes,2017,119,1.465307784,1.742579422,0,-1.601536731,-1.218423653,0.068956609,1,1720
lakes,2017,120,1.58701375,1.704695855,0,-3.923842091,-0.231623791,0.031073863,1,34496
lakes,2017,121,1.923063882,1.708297816,0,-4.140860355,-0.44164026,0.030829348,1,80784
lakes,2017,122,0.986880582,1.877671243,0,-3.649420199,-0.416428162,0.013392649,1,14931
lakes,2017,123,2.24710171,1.766029695,0,-3.941501747,-0.70938742,0.01235988,1,35190
lakes,2017,124,0.98582363,1.726308816,0,-3.058621792,-0.493924687,0.021227373,1,33256
lakes,2017,125,3,1.973507402,0,0,-0.479722533,0,1,2913
lakes,2017,127,1.902629801,1.786631565,1,-3.047730273,-0.371291291,0.002065562,1,745
lakes,2017,128,1.660909508,1.728797832,0,-3.104250406,-0.398836805,0.030308944,1,42867
lakes,2017,129,2.549400848,1.709531033,0,-3.076841478,-0.477264093,0.015158912,1,2598
lakes,2017,131,2.501987387,1.701592558,0,-3.320539628,-0.470572407,0.042865867,1,55825
lakes,2017,132,2.194532111,1.744384635,0,-2.730409838,-0.499965093,0.222756666,1,59529
lakes,2017,136,2.149034358,1.757547644,0,-2.392097647,-0.578680588,0.37606,1,158724
lakes,2017,138,1.192213784,1.633850924,1,-3.226614903,-0.739976961,0.008166554,1,2662
lakes,2017,140,1.912343489,1.623397756,0,-3.190340699,-0.600661552,0.030690602,1,18798
lakes,2017,141,2.123079081,1.670207934,1,-2.601415832,-1.645700254,0.004663774,1,3704
lakes,2017,145,1.755380363,1.829083818,0,-3.674543476,-0.545850906,0.007922289,1,35678
lakes,2017,147,1.75720607,1.735092541,0,-2.648050375,-0.610826901,0.048611327,1,133259
lakes,2017,154,2.134650241,1.476959855,1,-3.408782124,-1.557390129,0.00536164,1,983
lakes,2017,157,1.632768496,1.661601032,0,-2.708742084,-0.488169778,0.09726707,1,31589
lakes,2017,158,1.655893539,1.719694919,0,-2.433047408,-0.394428795,0.09161186,1,23105
lakes,2017,159,1.373789003,1.676487067,0,-3.351998064,-0.487799105,0.010303661,1,10701
lakes,2017,160,1.641241781,1.625948364,0,-3.992697513,-0.520474286,0.004992017,1,6680
lakes,2017,165,2.110754166,1.759252614,0,-4.348999748,-0.326416333,0.006108197,1,38921
lakes,2017,200,2.169787091,1.866501585,1,-2.30928743,-0.981305192,0.038696947,1,31306
lakes,2017,201,2.170281714,1.820533193,0,-2.347615609,-0.553261282,0.06910393,1,138050
lakes,2017,204,1.703169262,1.699143255,0,-2.654413619,-0.38925113,0.065551912,1,45019
lakes,2017,206,1.796063901,1.560102241,1,-2.663673516,-0.418478282,0.013437699,1,8314
lakes,2017,207,1.75726504,1.466414771,1,-2.898036266,-0.209880256,0.010174044,1,9831
lakes,2017,208,1.309338601,1.481853682,1,-5.22293626,-0.137941355,0.001095762,1,5187
lakes,2017,209,1.674858975,1.565344226,1,-3.60014283,-0.295557053,0.006833465,1,5785
lakes,2017,212,0.797027667,1.535849173,1,-2.607080165,-0.767261934,0.002904863,1,4294
lakes,2017,214,1.467184279,1.595919652,0,-3.020072435,-0.434374379,0.024141513,1,29407
lakes,2017,216,1.576732431,1.636969362,1,-2.209063137,-0.308115824,0.049929346,1,9149
lakes,2017,217,2.060663237,1.677898755,0,-2.698039801,-0.362007245,0.022503377,1,6678
lakes,2017,219,2.70316613,1.721018295,1,-5.817725601,-0.326972548,0.00124769,1,8424
lakes,2017,221,2.503702119,1.673024843,0,-3.665735832,-0.770183928,0.041193932,1,33997
lakes,2017,222,1.535278615,1.663722367,0,-4.007131367,-0.506879443,0.014906287,1,12851
lakes,2017,224,1.565597703,1.708229869,0,-3.606793326,-0.26383835,0.011383057,1,9803
lakes,2017,225,1.764058086,1.619074375,1,-5.296581074,-0.924354443,0.004067053,1,28271
lakes,2017,232,1.528948241,1.672674205,0,-1.387480348,-0.423923338,0.155386764,1,11943
lakes,2017,233,1.635114365,1.620060175,0,-2.376225898,-0.3194047,0.086181188,1,22717
lakes,2017,234,1.175699345,1.586712684,0,-1.619651173,-0.36481547,0.124798368,1,10508
lakes,2017,235,1.728542803,1.658537696,0,-3.294130757,-0.416216547,0.071165426,1,133461
lakes,2017,236,1.706693163,1.64963741,0,-1.667675031,-0.43727383,0.118106611,1,14827
lakes,2017,238,2.473025379,1.747956287,0,-3.707176607,-0.331260784,0.009035727,1,7524
lakes,2018,1,1.011010153,1.964175947,0,-1.875389111,-0.902698353,0.09757428,1,97747
lakes,2018,2,1.656783897,1.886712099,0,-2.495823802,-0.51585487,0.03432202,1,48292
lakes,2018,6,2.230724251,1.875621412,0,-1.501257742,-2.288347366,0.128879488,1,616833
lakes,2018,16,1.074576172,1.688691676,0,-1.895249997,-0.393865743,0.00281086,1,2827
lakes,2018,17,1.470694942,1.835425108,0,-3.029946124,-0.172109227,0.0019942,1,469
lakes,2018,24,1.954874499,1.67476791,1,-2.517268448,-0.768776555,0.00890951,1,9654
lakes,2018,25,0.661834198,1.622894673,1,-1.777446544,-0.549828639,0.003605026,1,2981
lakes,2018,28,1.119497962,1.671733327,1,-1.934340876,-0.699340322,0.047188564,1,7864
lakes,2018,34,2.414040227,1.535905846,1,-1.93310139,-0.331626305,0.051387236,1,10412
lakes,2018,35,1.888865839,1.728537253,0,-2.359270927,-0.432060552,0.115547813,1,65461
lakes,2018,37,1.928323183,1.724709171,0,-4.37599483,-0.217536195,0.001459017,1,4035
lakes,2018,38,1.731643961,1.567554618,0,-3.631689237,-0.347557343,0.004942011,1,15892
lakes,2018,44,1.952711506,1.637466281,1,-4.355953215,-0.355337176,0.001618586,1,1070
lakes,2018,45,1.125170258,1.551079185,1,-3.954822617,-0.326516773,0.004315839,1,11270
lakes,2018,46,2.104732868,1.704390816,1,-3.954743227,-0.333363079,0.004192639,1,7019
lakes,2018,47,1.387359536,1.702926459,1,-3.226502478,-0.407211695,0.006805704,1,4777
lakes,2018,48,1.341379017,1.605393008,1,-3.213991769,-0.369637668,0.011005962,1,6205
lakes,2018,56,2.11028515,1.551686974,1,-4.291985148,-0.52615807,0.012229496,1,20235
lakes,2018,59,0.660880153,1.739267522,0,-3.658191617,-0.142243089,0.001502826,1,1246
lakes,2018,68,1.887652303,1.520073615,1,-2.146344693,-0.271185732,0.002358445,1,527
lakes,2018,72,0.232829836,1.432968207,1,-3.05882859,-0.373801004,0.001712405,1,1142
lakes,2018,80,1.015021756,1.729792111,0,-1.680201807,-0.185438102,0.011130267,1,2457
lakes,2018,82,1.887652303,1.800067701,0,-4.023979582,-0.167974617,0.002222047,1,1029
lakes,2018,83,2.000203676,1.739806247,0,-3.106559555,-0.383142498,0.01436271,1,9541
lakes,2018,86,1.244441481,1.603700665,0,-2.800580221,-1.370407444,0.002552341,1,5763
lakes,2018,87,1.298633221,1.668580482,1,-3.512358249,-0.345947182,0.008034749,1,5949
lakes,2018,89,2.552866,1.761807626,0,-2.721507158,-0.661322908,0.002008681,1,516
lakes,2018,90,1.597193938,1.698213945,0,-4.368539812,-0.386787353,0.005083144,1,6246
lakes,2018,92,1.887652303,1.672858137,0,-2.667766902,-0.213818244,0.006956554,1,2373
lakes,2018,93,1.734158603,1.649810542,0,-3.418550145,-0.457817536,0.040387436,1,121822
lakes,2018,95,0.287285006,1.462263746,1,-1.855870868,-0.46970618,0.013903487,1,1853
lakes,2018,96,1.432784265,1.69285201,1,-2.092476642,-0.289360315,0.014125026,1,4954
lakes,2018,101,0.232831057,1.819071788,0,-3.699242852,-0.579115236,0.001299575,1,1502
lakes,2018,102,2.316003365,1.607607634,0,-4.071882449,-0.785021934,0.002230359,1,9986
lakes,2018,103,1.747542245,1.662320643,0,-1.956105635,-0.189930697,0.020832476,1,2730
lakes,2018,104,1.524990233,1.761660071,0,-2.901775943,-0.329800208,0.002257691,1,3937
lakes,2018,105,1.186460951,1.665012733,0,-2.448232549,-0.355023474,0.009370503,1,9955
lakes,2018,106,0.915820854,1.639509184,0,-2.057008589,-0.424676608,0.028863592,1,15549
lakes,2018,107,2.478950882,1.669049199,0,-4.389408388,-0.391314806,0.003644746,1,3185
lakes,2018,109,1.353610832,1.759864429,0,-5.382146631,-0.203807732,0.000610905,1,2932
lakes,2018,110,2.14011764,1.75247594,0,-3.175864756,-0.453145595,0.003945352,1,4180
lakes,2018,111,1.716124356,1.646000421,0,-3.067032874,-0.308861431,0.07427832,1,27236
lakes,2018,113,2.287077653,1.641218123,1,-3.288308379,-0.697009484,0.001766248,1,2755
lakes,2018,114,1.320623533,1.643079769,0,-3.796158939,-0.340761064,0.002722557,1,10453
lakes,2018,119,1.379672993,1.718170287,0,-1.573644823,-1.218423653,0.070907014,1,1744
lakes,2018,120,1.519607118,1.705300518,0,-3.923842091,-0.231623791,0.031073863,1,34519
lakes,2018,121,1.898883621,1.713014897,0,-4.198673725,-0.44164026,0.029097542,1,81101
lakes,2018,122,1.143999221,1.876574257,0,-3.649420199,-0.416428162,0.013392649,1,15057
lakes,2018,123,2.291143171,1.781776835,0,-3.941501747,-0.70938742,0.01235988,1,35574
lakes,2018,124,1.112711927,1.741821135,0,-3.058621792,-0.493924687,0.021227373,1,33491
lakes,2018,125,3,1.98649218,0,0,-0.479722533,0,1,2923
lakes,2018,127,1.887652303,1.814075878,1,-3.047730273,-0.371291291,0.002065562,1,752
lakes,2018,128,1.600890532,1.74503784,0,-3.104250406,-0.398836805,0.030308944,1,43157
lakes,2018,129,2.495825286,1.678604218,0,-3.076841478,-0.477264093,0.015158912,1,2575
lakes,2018,131,2.506295978,1.708270211,0,-3.659012342,-0.470572407,0.030557286,1,56167
lakes,2018,132,2.190133611,1.74580404,0,-2.849679832,-0.499965093,0.197711718,1,59732
lakes,2018,136,2.112321639,1.769833804,0,-2.392097647,-0.578680588,0.37606,1,159773
lakes,2018,138,1.180118379,1.654904683,1,-3.226614903,-0.739976961,0.008166554,1,2672
lakes,2018,140,1.888219117,1.629281534,0,-3.150659635,-0.600661552,0.031932923,1,18784
lakes,2018,141,2.239868025,1.662851758,1,-2.601415832,-1.645700254,0.004663774,1,3730
lakes,2018,145,1.759379385,1.833468098,0,-3.674543476,-0.545850906,0.007922289,1,36162
lakes,2018,147,1.658814456,1.741594358,0,-2.648050375,-0.610826901,0.048611327,1,135660
lakes,2018,154,2.147613701,1.452154709,1,-3.408782124,-1.557390129,0.00536164,1,998
lakes,2018,157,1.545288953,1.66772805,0,-2.80297506,-0.488169778,0.088519912,1,31693
lakes,2018,158,1.533463066,1.731863216,0,-2.433047408,-0.394428795,0.09161186,1,23185
lakes,2018,159,1.278755554,1.689472296,0,-3.351998064,-0.487799105,0.010303661,1,10786
lakes,2018,160,1.731241597,1.634354805,0,-3.992697513,-0.520474286,0.004992017,1,6761
lakes,2018,165,2.082831269,1.768431652,0,-4.348999748,-0.326416333,0.006108197,1,39151
lakes,2018,200,2.119832514,1.875071615,1,-2.30928743,-0.981305192,0.038696947,1,31453
lakes,2018,201,2.119952437,1.831145402,0,-2.372499583,-0.553261282,0.067405568,1,138727
lakes,2018,204,1.665416339,1.703415825,0,-2.654413619,-0.38925113,0.065551912,1,45247
lakes,2018,206,1.748532178,1.583271468,1,-2.663673516,-0.418478282,0.013437699,1,8272
lakes,2018,207,1.731438733,1.465371017,1,-2.898036266,-0.209880256,0.010174044,1,9761
lakes,2018,208,1.131919899,1.494512887,1,-5.22293626,-0.137941355,0.001095762,1,5109
lakes,2018,209,1.6266294,1.573607718,1,-3.60014283,-0.295557053,0.006833465,1,5791
lakes,2018,212,0.791832139,1.557807966,1,-2.607080165,-0.767261934,0.002904863,1,4293
lakes,2018,214,1.392790236,1.598129845,0,-3.020072435,-0.434374379,0.024141513,1,29440
lakes,2018,216,1.562265142,1.639503246,1,-2.209063137,-0.308115824,0.049929346,1,9142
lakes,2018,217,2.037277795,1.685164984,0,-2.698039801,-0.362007245,0.022503377,1,6715
lakes,2018,219,2.700124637,1.734926014,1,-5.817725601,-0.326972548,0.00124769,1,8489
lakes,2018,221,2.509163873,1.666197649,0,-3.665735832,-0.770183928,0.041193932,1,34100
lakes,2018,222,1.434888861,1.660571519,0,-4.007131367,-0.506879443,0.014906287,1,12987
lakes,2018,224,1.504141267,1.713329782,0,-3.606793326,-0.26383835,0.011383057,1,9858
lakes,2018,225,1.767895934,1.62446173,1,-5.296581074,-0.924354443,0.004067053,1,28240
lakes,2018,232,1.456132464,1.664112589,0,-1.387480348,-0.423923338,0.155386764,1,11902
lakes,2018,233,1.582354966,1.624402231,0,-2.360830675,-0.3194047,0.087518232,1,22716
lakes,2018,234,1.18268108,1.588683553,1,-1.619651173,-0.36481547,0.124798368,1,10518
lakes,2018,235,1.703976004,1.670604458,0,-3.408988551,-0.416216547,0.063443473,1,134766
lakes,2018,236,1.662660559,1.648334169,0,-1.667675031,-0.43727383,0.118106611,1,14875
lakes,2018,238,2.576639873,1.743038307,0,-3.707176607,-0.331260784,0.009035727,1,7540
lakes,2019,1,1.179262384,1.973123376,0,-1.848825602,-0.902698353,0.100200928,1,98381
lakes,2019,2,1.777218417,1.894110351,0,-2.458773829,-0.51585487,0.035617501,1,48721
lakes,2019,6,2.152047836,1.889156123,0,-1.386776474,-2.288347366,0.144511492,1,622655
lakes,2019,16,1.382506037,1.705648239,0,-1.895249997,-0.393865743,0.00281086,1,2787
lakes,2019,17,1.593942777,1.826242865,0,-3.029946124,-0.172109227,0.0019942,1,465
lakes,2019,24,1.98394469,1.687785747,1,-2.517268448,-0.768776555,0.00890951,1,9710
lakes,2019,25,0.987402288,1.628887558,1,-1.777446544,-0.549828639,0.003605026,1,2985
lakes,2019,28,1.394517543,1.67856644,1,-1.871494977,-0.699340322,0.050249343,1,7937
lakes,2019,34,2.292619036,1.538835948,1,-1.93310139,-0.331626305,0.051387236,1,10413
lakes,2019,35,2.072532527,1.731685857,0,-2.553353404,-0.432060552,0.095164021,1,65847
lakes,2019,37,1.936349837,1.748609683,0,-4.37599483,-0.217536195,0.001459017,1,4025
lakes,2019,38,1.727897723,1.575334067,0,-3.631689237,-0.347557343,0.004942011,1,15856
lakes,2019,44,1.973199057,1.694005763,1,-4.355953215,-0.355337176,0.001618586,1,1067
lakes,2019,45,1.209850546,1.55720164,1,-3.954822617,-0.326516773,0.004315839,1,11317
lakes,2019,46,2.079777754,1.72679751,1,-3.954743227,-0.333363079,0.004192639,1,7059
lakes,2019,47,1.575393477,1.708053989,1,-3.226502478,-0.407211695,0.006805704,1,4802
lakes,2019,48,1.444642308,1.620221999,1,-3.213991769,-0.369637668,0.011005962,1,6225
lakes,2019,56,2.203429955,1.558358025,1,-4.196758908,-0.52615807,0.013451316,1,20166
lakes,2019,59,0.991810945,1.758790236,0,-3.658191617,-0.142243089,0.001502826,1,1255
lakes,2019,68,1.907433797,1.485874577,1,-2.146344693,-0.271185732,0.002358445,1,535
lakes,2019,72,0.488317467,1.424431773,1,-3.05882859,-0.373801004,0.001712405,1,1147
lakes,2019,80,1.13547789,1.75215087,0,-1.680201807,-0.185438102,0.011130267,1,2444
lakes,2019,82,1.907433797,1.819288335,0,-4.023979582,-0.167974617,0.002222047,1,1006
lakes,2019,83,1.992654665,1.755917719,0,-2.994168676,-0.383142498,0.016071157,1,9536
lakes,2019,86,1.483219306,1.626327838,1,-2.800580221,-1.370407444,0.002552341,1,5756
lakes,2019,87,1.448796817,1.678083115,1,-3.512358249,-0.345947182,0.008034749,1,5977
lakes,2019,89,2.362210585,1.779583701,0,-2.721507158,-0.661322908,0.002008681,1,522
lakes,2019,90,1.567467968,1.709104916,0,-4.368539812,-0.386787353,0.005083144,1,6267
lakes,2019,92,1.907433797,1.691479428,1,-2.667766902,-0.213818244,0.006956554,1,2407
lakes,2019,93,1.78581839,1.664828214,0,-3.418550145,-0.457817536,0.040387436,1,122812
lakes,2019,95,0.522715402,1.474430794,1,-1.855870868,-0.46970618,0.013903487,1,1848
lakes,2019,96,1.599735108,1.708065081,1,-2.092476642,-0.289360315,0.014125026,1,4996
lakes,2019,101,0.479056605,1.832627997,0,-3.699242852,-0.579115236,0.001299575,1,1504
lakes,2019,102,2.283801429,1.615766873,0,-4.071882449,-0.785021934,0.002230359,1,10015
lakes,2019,103,1.784005537,1.665623228,0,-1.956105635,-0.189930697,0.020832476,1,2708
lakes,2019,104,1.62965082,1.772503543,0,-2.901775943,-0.329800208,0.002257691,1,3929
lakes,2019,105,1.474369895,1.687866175,0,-2.448232549,-0.355023474,0.009370503,1,9988
lakes,2019,106,1.12933457,1.648121016,0,-2.057008589,-0.424676608,0.028863592,1,15608
lakes,2019,107,2.40909706,1.65134357,0,-4.009832482,-0.391314806,0.005327397,1,3211
lakes,2019,109,1.504926648,1.760305532,0,-5.382146631,-0.203807732,0.000610905,1,2929
lakes,2019,110,2.070236683,1.766398517,0,-3.175864756,-0.453145595,0.003945352,1,4217
lakes,2019,111,1.795781294,1.638475855,0,-3.015131635,-0.308861431,0.078235253,1,27325
lakes,2019,113,2.176088707,1.661717773,1,-3.288308379,-0.697009484,0.001766248,1,2748
lakes,2019,114,1.590575595,1.641199244,0,-3.796158939,-0.340761064,0.002722557,1,10480
lakes,2019,119,1.464358724,1.693543892,0,-1.468416599,-1.218423653,0.078775149,1,1768
lakes,2019,120,1.652129024,1.705895432,0,-3.923842091,-0.231623791,0.031073863,1,34542
lakes,2019,121,1.888484719,1.717637068,0,-4.032301232,-0.44164026,0.034364574,1,81418
lakes,2019,122,1.114751971,1.875493134,0,-3.649420199,-0.416428162,0.013392649,1,15183
lakes,2019,123,2.233357796,1.797040847,0,-3.596628389,-0.70938742,0.017449816,1,35958
lakes,2019,124,1.280849913,1.756860982,0,-3.058621792,-0.493924687,0.021227373,1,33726
lakes,2019,125,3,1.999112644,0,0,-0.479722533,0,1,2933
lakes,2019,127,1.907433797,1.840377553,1,-3.047730273,-0.371291291,0.002065562,1,759
lakes,2019,128,1.640867177,1.760772021,0,-3.104250406,-0.398836805,0.030308944,1,43447
lakes,2019,129,2.452381424,1.647193945,0,-3.076841478,-0.477264093,0.015158912,1,2552
lakes,2019,131,2.529768956,1.714800863,0,-3.545499003,-0.470572407,0.034230481,1,56509
lakes,2019,132,2.182805318,1.747199431,0,-2.71566586,-0.499965093,0.226065317,1,59935
lakes,2019,136,2.172451798,1.78178343,0,-2.381944102,-0.578680588,0.379897793,1,160822
lakes,2019,138,1.273479984,1.67520723,1,-3.226614903,-0.739976961,0.008166554,1,2682
lakes,2019,140,2.036644121,1.635040292,0,-3.280248448,-0.600661552,0.028051686,1,18770
lakes,2019,141,2.239186836,1.655556605,1,-2.601415832,-1.645700254,0.004663774,1,3756
lakes,2019,145,1.83955771,1.837765577,0,-3.674543476,-0.545850906,0.007922289,1,36646
lakes,2019,147,1.666984346,1.747954146,0,-2.648050375,-0.610826901,0.048611327,1,138061
lakes,2019,154,2.100786511,1.427118695,1,-3.408782124,-1.557390129,0.00536164,1,1013
lakes,2019,157,1.641399354,1.673723442,0,-2.688934361,-0.488169778,0.099212917,1,31797
lakes,2019,158,1.659733095,1.743699575,0,-2.433047408,-0.394428795,0.09161186,1,23265
lakes,2019,159,1.51541453,1.702093193,0,-3.351998064,-0.487799105,0.010303661,1,10871
lakes,2019,160,1.668422755,1.642562199,0,-3.992697513,-0.520474286,0.004992017,1,6842
lakes,2019,165,2.072983129,1.777386543,0,-4.348999748,-0.326416333,0.006108197,1,39381
lakes,2019,200,2.155513841,1.883437378,1,-1.747493243,-0.981305192,0.067867339,1,31600
lakes,2019,201,2.100403891,1.841483895,0,-2.347615609,-0.553261282,0.06910393,1,139404
lakes,2019,204,1.810097258,1.707604268,0,-2.654413619,-0.38925113,0.065551912,1,45475
lakes,2019,206,1.818810598,1.605568148,1,-2.663673516,-0.418478282,0.013437699,1,8230
lakes,2019,207,1.858730006,1.46434241,1,-2.898036266,-0.209880256,0.010174044,1,9691
lakes,2019,208,1.486388431,1.506820838,1,-5.22293626,-0.137941355,0.001095762,1,5031
lakes,2019,209,1.622075495,1.581676682,1,-3.60014283,-0.295557053,0.006833465,1,5797
lakes,2019,212,0.944352884,1.578964641,1,-2.607080165,-0.767261934,0.002904863,1,4292
lakes,2019,214,1.551044462,1.600300944,0,-3.020072435,-0.434374379,0.024141513,1,29473
lakes,2019,216,1.662954619,1.641991513,1,-2.209063137,-0.308115824,0.049929346,1,9135
lakes,2019,217,2.062930776,1.692267133,1,-2.698039801,-0.362007245,0.022503377,1,6752
lakes,2019,219,2.598746522,1.748431313,1,-4.572523634,-0.326972548,0.004334021,1,8554
lakes,2019,221,2.484266592,1.659430668,0,-3.637172081,-0.770183928,0.042387551,1,34203
lakes,2019,222,1.543369304,1.657459888,0,-4.007131367,-0.506879443,0.014906287,1,13123
lakes,2019,224,1.633946724,1.718325194,0,-3.606793326,-0.26383835,0.011383057,1,9913
lakes,2019,225,1.817912256,1.629737197,1,-5.296581074,-0.924354443,0.004067053,1,28209
lakes,2019,232,1.521673503,1.655611754,1,-1.387480348,-0.423923338,0.155386764,1,11861
lakes,2019,233,1.670486157,1.6286585,0,-2.360830675,-0.3194047,0.087518232,1,22715
lakes,2019,234,1.369672758,1.59062002,1,-1.614633935,-0.36481547,0.125426084,1,10528
lakes,2019,235,1.779915246,1.682343221,0,-3.359515471,-0.416216547,0.066661155,1,136071
lakes,2019,236,1.761035438,1.647049511,0,-1.637651187,-0.43727383,0.121706395,1,14923
lakes,2019,238,2.369975173,1.73817298,0,-3.707176607,-0.331260784,0.009035727,1,7556
lakes,2020,1,1.204368874,1.985716366,0,-1.777059722,-0.902698353,0.107656255,1,99015
lakes,2020,2,1.81652963,1.905202486,0,-2.432816743,-0.51585487,0.036554131,1,49150
lakes,2020,6,2.122489228,1.906166604,0,-1.411982841,-2.288347366,0.140914407,1,628477
lakes,2020,16,1.559174603,1.725928156,1,-1.895249997,-0.393865743,0.00281086,1,2747
lakes,2020,17,1.623696963,1.820980038,0,-3.029946124,-0.172109227,0.0019942,1,461
lakes,2020,24,1.891521336,1.704300471,1,-2.517268448,-0.768776555,0.00890951,1,9766
lakes,2020,25,1.131096156,1.638614194,1,-1.777446544,-0.549828639,0.003605026,1,2989
lakes,2020,28,1.443810864,1.689109924,1,-1.847328035,-0.699340322,0.051478509,1,8010
