j,t,v,Q,ln y,D age,ln PSL,ln PAL,SL,D lakes,N
coastal,2017,47,1.4,1.697690963,0,-1.593777281,-0.407211695,0.034830251,0,4752
coastal,2017,48,2.725999305,1.590101469,1,-0.814931561,-0.369637668,0.121206702,0,6185
coastal,2017,49,1.09681434,1.490316964,1,-0.241404555,-0.159897686,0.01609247,0,930
coastal,2017,56,1.467556888,1.54486479,1,-1.936805357,-0.52615807,0.128899173,0,20304
coastal,2017,57,1.467556888,1.524525982,1,0,0,0.005736215,0,33
coastal,2017,59,0.663535835,1.719038686,0,-1.198313531,-0.142243089,0.017588149,0,1237
coastal,2017,62,1.829024729,1.710765817,1,0,-0.221582729,0.017518985,0,129
coastal,2017,68,3,1.55365477,1,0,-0.271185732,0,0,519
coastal,2017,72,2.535994101,1.441565372,1,-0.434752639,-0.373801004,0.023617188,0,1137
coastal,2017,74,0.810624137,1.723885395,0,-3.845851822,-0.577611017,0.004170969,0,5483
coastal,2017,80,0.963866682,1.706556888,0,-1.017984739,-0.185438102,0.021582552,0,2470
coastal,2017,82,0.670511766,1.780158056,0,-5.127859541,-0.167974617,0.000736791,0,1052
coastal,2017,83,0.856102567,1.72317039,0,-6.704863861,-0.383142498,0.000393109,0,9546
coastal,2017,84,1.428648258,1.712338782,1,0,-0.212600687,0.016399972,0,2297
coastal,2017,85,1.319383675,1.641692407,0,-0.657495427,-0.194191913,0.01192259,0,1975
coastal,2017,86,0.857831196,1.580179994,0,-0.922128226,-1.370407444,0.016700908,0,5770
coastal,2017,87,1.158553476,1.65883456,0,-1.482788864,-0.345947182,0.061150938,0,5921
coastal,2017,89,1.012611156,1.743421627,0,-0.916784435,-0.661322908,0.012209339,0,510
coastal,2017,90,1.025854567,1.687028337,0,-1.869719382,-0.386787353,0.061852367,0,6225
coastal,2017,92,1,1.653581197,0,-0.736169085,-0.213818244,0.04800389,0,2339
coastal,2017,93,2.797918655,1.634321446,0,-3.691860973,-0.457817536,0.030729033,0,120832
coastal,2017,95,1.260803231,1.449751264,1,-0.286774353,-0.46970618,0.066768821,0,1858
coastal,2017,96,1.548301604,1.677158242,1,-0.680121454,-0.289360315,0.057991899,0,4912
coastal,2017,101,0.4812462,1.805110914,0,-1.353231628,-0.579115236,0.013572537,0,1500
coastal,2017,102,0.132737107,1.599250925,0,-1.509556805,-0.785021934,0.028918687,0,9957
coastal,2017,103,0.725257536,1.658954742,0,-0.955437412,-0.189930697,0.056666394,0,2752
coastal,2017,104,1.614787995,1.750523784,0,-0.63037941,-0.329800208,0.021883636,0,3945
coastal,2017,105,1.309351035,1.641251312,0,-1.184810139,-0.355023474,0.033148226,0,9922
coastal,2017,106,0.112128048,1.630684869,0,-1.891197189,-0.424676608,0.034069154,0,15490
coastal,2017,107,1.817014188,1.686718892,0,-1.636201044,-0.391314806,0.057196581,0,3159
coastal,2017,108,0.821950214,1.738791677,0,-2.764143758,-0.231472807,0.003046685,0,630
coastal,2017,109,1.918835787,1.759416166,0,-3.038660052,-0.203807732,0.006364099,0,2935
coastal,2017,110,0.960518747,1.738132392,0,-1.645131922,-0.453145595,0.01823369,0,4143
coastal,2017,111,3,1.653586188,0,0,-0.308861431,0,0,27147
coastal,2017,113,0.13438083,1.619955656,1,-1.124537076,-0.697009484,0.015373252,0,2762
coastal,2017,114,1,1.644986353,0,-0.347368006,-0.340761064,0.085657971,0,10426
coastal,2017,119,3,1.742579422,0,0,-1.218423653,0,0,1720
coastal,2017,120,3,1.704695855,0,0,-0.231623791,0,0,34496
coastal,2017,121,2.472808502,1.708297816,0,-3.024659598,-0.44164026,0.094129157,0,80784
coastal,2017,122,1.047521159,1.877671243,0,-2.510054514,-0.416428162,0.041849157,0,14931
coastal,2017,123,1.4,1.766029695,0,-3.286418668,-0.70938742,0.023796508,0,35190
coastal,2017,124,1.11498023,1.726308816,0,-3.207486699,-0.493924687,0.01829132,0,33256
coastal,2017,125,0.198683316,1.973507402,0,-1.392698297,-0.479722533,0.017254381,0,2913
coastal,2017,127,1.587475637,1.786631565,1,-0.140280353,-0.371291291,0.037820537,0,745
coastal,2017,128,0.6,1.728797832,0,-2.407713939,-0.398836805,0.060823689,0,42867
coastal,2017,129,0.524269506,1.709531033,0,-2.073522297,-0.477264093,0.041343193,0,2598
coastal,2017,130,-0.069819479,1.701322827,0,-2.023746207,-0.361939193,0.014992081,0,999
coastal,2017,131,0.099430364,1.701592558,0,-4.399762983,-0.470572407,0.014568367,0,55825
coastal,2017,132,2.2,1.744384635,0,-3.14508389,-0.499965093,0.147143153,0,59529
coastal,2017,133,3,1.798463608,0,0,-0.8192172,0,0,1042
coastal,2017,136,2.4,1.757547644,0,-5.895507766,-0.578680588,0.011317369,0,158724
coastal,2017,137,3,1.673243922,0,0,-0.24953663,0,0,2813
coastal,2017,138,1.692192872,1.633850924,1,-1.649338102,-0.739976961,0.039540435,0,2662
coastal,2017,139,1.981958912,1.471973963,1,0,0,0.025002188,0,82
coastal,2017,140,1.427015993,1.623397756,0,-2.586857231,-0.600661552,0.056117064,0,18798
coastal,2017,141,2.080578885,1.670207934,1,-0.415573209,-1.645700254,0.041498932,0,3704
coastal,2017,142,2.550179127,1.527931777,1,4.22E-15,-0.53030059,0.022559917,0,41
coastal,2017,144,1.056700592,1.732906137,1,-0.830853496,-0.447274593,0.012916724,0,616
coastal,2017,145,2.311998502,1.829083818,0,-1.845748402,-0.545850906,0.049327178,0,35678
coastal,2017,146,2.316688776,1.761435087,0,-2.914756751,-0.337527183,0.010886887,0,7681
coastal,2017,147,1,1.735092541,0,-2.319881205,-0.610826901,0.067493125,0,133259
coastal,2017,154,1.981958912,1.476959855,1,-0.228102659,-1.557390129,0.12901766,0,983
coastal,2017,157,0.2,1.661601032,0,-2.345878838,-0.488169778,0.139815506,0,31589
coastal,2017,158,0.41586732,1.719694919,0,-3.361849297,-0.394428795,0.036189132,0,23105
coastal,2017,159,0,1.676487067,0,-1.977705779,-0.487799105,0.04072294,0,10701
coastal,2017,160,1.644268783,1.625948364,0,-1.570648225,-0.520474286,0.05625468,0,6680
coastal,2017,165,1.62696943,1.759252614,0,-1.501729455,-0.326416333,0.105309328,0,38921
coastal,2017,200,1.317031984,1.866501585,1,-1.387302239,-0.981305192,0.097294835,0,31306
coastal,2017,201,2.2,1.820533193,0,-1.960766597,-0.553261282,0.101744077,0,138050
coastal,2017,204,0.8106436,1.699143255,0,-2.519547347,-0.38925113,0.075016542,0,45019
coastal,2017,206,1.6,1.560102241,1,-0.216561617,-0.418478282,0.155271628,0,8314
coastal,2017,207,3,1.466414771,1,0,-0.209880256,0,0,9831
coastal,2017,208,1.564058884,1.481853682,1,-1.218263099,-0.137941355,0.060106836,0,5187
coastal,2017,209,1.914403117,1.565344226,1,-0.768306895,-0.295557053,0.116009004,0,5785
coastal,2017,212,1.112800064,1.535849173,1,-0.916028912,-0.767261934,0.015759407,0,4294
coastal,2017,214,0.6,1.595919652,0,-0.716195253,-0.434374379,0.241727262,0,29407
coastal,2017,216,1,1.636969362,1,-0.897705465,-0.308115824,0.185298232,0,9149
coastal,2017,217,1.084694843,1.677898755,0,-0.873583592,-0.362007245,0.139507951,0,6678
coastal,2017,219,1,1.721018295,1,-0.648334656,-0.326972548,0.219353553,0,8424
coastal,2017,221,3,1.673024843,0,0,-0.770183928,0,0,33997
coastal,2017,222,2.033737888,1.663722367,0,-2.231339425,-0.506879443,0.088020966,0,12851
coastal,2017,224,1.215461126,1.708229869,0,-2.335930729,-0.26383835,0.040568367,0,9803
coastal,2017,225,1.406962167,1.619074375,1,-2.178358766,-0.924354443,0.09194043,0,28271
coastal,2017,231,0.402040901,1.683056959,0,-0.484298417,-1.239016741,0.06453657,0,29300
coastal,2017,232,1,1.672674205,0,-1.769376859,-0.423923338,0.106061673,0,11943
coastal,2017,233,0.924423454,1.620060175,0,-1.168500739,-0.3194047,0.288350592,0,22717
coastal,2017,234,0.2,1.586712684,0,-1.59582906,-0.36481547,0.127807022,0,10508
coastal,2017,235,1.237831712,1.658537696,0,-2.288664529,-0.416216547,0.194508009,0,133461
coastal,2017,236,-0.157076297,1.64963741,0,-1.468913444,-0.43727383,0.144077203,0,14827
coastal,2017,238,0.026544738,1.747956287,0,-2.863322181,-0.331260784,0.021010888,0,7524
coastal,2018,1,1.468659462,1.964175947,0,-1.95106928,-0.902698353,0.090462352,0,97747
coastal,2018,2,2,1.886712099,0,-1.642422047,-0.51585487,0.080575038,0,48292
coastal,2018,6,2.636678505,1.875621412,0,-1.263656132,-2.288347366,0.163445463,0,616833
coastal,2018,16,2.244919195,1.688691676,0,-0.311071702,-0.393865743,0.013703742,0,2827
coastal,2018,17,3,1.835425108,0,0,-0.172109227,0,0,469
coastal,2018,18,3,1.721872858,1,0,-0.463412949,0,0,281
coastal,2018,24,1.304340857,1.67476791,1,-0.337715936,-0.768776555,0.078780989,0,9654
coastal,2018,25,1.168018639,1.622894673,1,-0.561677636,-0.549828639,0.012159344,0,2981
coastal,2018,28,1.14809474,1.671733327,1,-0.669753971,-0.699340322,0.167124407,0,7864
coastal,2018,29,0.879632456,1.649802493,0,-0.359145936,-0.657941945,0.038907308,0,9254
coastal,2018,34,2.820590469,1.535905846,1,-1.066646487,-0.331626305,0.12222269,0,10412
coastal,2018,35,2.834836061,1.728537253,0,-3.269794882,-0.432060552,0.046486431,0,65461
coastal,2018,36,2.591513519,1.864127135,0,-0.34622432,-0.278704966,0.024726356,0,1130
coastal,2018,37,2.502649679,1.724709171,0,-1.20520234,-0.217536195,0.034763056,0,4035
coastal,2018,38,2.087205481,1.567554618,0,-1.008174807,-0.347557343,0.068121081,0,15892
coastal,2018,44,0.999769768,1.637466281,1,-0.638085635,-0.355337176,0.066647717,0,1070
coastal,2018,45,1.449051189,1.551079185,1,-0.98239491,-0.326516773,0.08432846,0,11270
coastal,2018,46,1.466370362,1.704390816,1,-1.186578236,-0.333363079,0.066786127,0,7019
coastal,2018,47,1.6,1.702926459,1,-1.593777281,-0.407211695,0.034830251,0,4777
coastal,2018,48,2.725999305,1.605393008,1,-0.814931561,-0.369637668,0.121206702,0,6205
coastal,2018,49,1.163386331,1.528837969,1,-0.241404555,-0.159897686,0.01609247,0,931
coastal,2018,56,1.234675459,1.551686974,1,-1.936805357,-0.52615807,0.128899173,0,20235
coastal,2018,57,1.234675459,1.541862503,1,0,0,0.005736215,0,33
coastal,2018,59,0.681815751,1.739267522,0,-1.198313531,-0.142243089,0.017588149,0,1246
coastal,2018,62,1.836875676,1.738830608,1,0,-0.221582729,0.017518985,0,129
coastal,2018,68,3,1.520073615,1,0,-0.271185732,0,0,527
coastal,2018,72,2.573352437,1.432968207,1,-0.434752639,-0.373801004,0.023617188,0,1142
coastal,2018,74,0.638092157,1.735889274,0,-3.845851822,-0.577611017,0.004170969,0,5497
coastal,2018,80,0.963866682,1.729792111,0,-1.017984739,-0.185438102,0.021582552,0,2457
coastal,2018,82,0.661345315,1.800067701,0,-5.127859541,-0.167974617,0.000736791,0,1029
coastal,2018,83,1.056102567,1.739806247,0,-6.704863861,-0.383142498,0.000393109,0,9541
coastal,2018,84,1.28827463,1.721545376,1,0,-0.212600687,0.016399972,0,2295
coastal,2018,85,1.319383675,1.649459555,0,-0.657495427,-0.194191913,0.01192259,0,1979
coastal,2018,86,0.843978781,1.603700665,0,-0.922128226,-1.370407444,0.016700908,0,5763
coastal,2018,87,1.158553476,1.668580482,1,-1.482788864,-0.345947182,0.061150938,0,5949
coastal,2018,89,0.932160166,1.761807626,0,-0.916784435,-0.661322908,0.012209339,0,516
coastal,2018,90,0.873222311,1.698213945,0,-1.869719382,-0.386787353,0.061852367,0,6246
coastal,2018,92,1,1.672858137,0,-0.736169085,-0.213818244,0.04800389,0,2373
coastal,2018,93,2.872073494,1.649810542,0,-3.691860973,-0.457817536,0.030729033,0,121822
coastal,2018,95,1.190784306,1.462263746,1,-0.286774353,-0.46970618,0.066768821,0,1853
coastal,2018,96,1.449051189,1.69285201,1,-0.680121454,-0.289360315,0.057991899,0,4954
coastal,2018,101,0.264634445,1.819071788,0,-1.353231628,-0.579115236,0.013572537,0,1502
coastal,2018,102,0.132737107,1.607607634,0,-1.509556805,-0.785021934,0.028918687,0,9986
coastal,2018,103,0.413686954,1.662320643,0,-0.955437412,-0.189930697,0.056666394,0,2730
coastal,2018,104,1.580430119,1.761660071,0,-0.63037941,-0.329800208,0.021883636,0,3937
coastal,2018,105,1.309351035,1.665012733,0,-1.184810139,-0.355023474,0.033148226,0,9955
coastal,2018,106,0.143134875,1.639509184,0,-1.891197189,-0.424676608,0.034069154,0,15549
coastal,2018,107,1.845885739,1.669049199,0,-1.636201044,-0.391314806,0.057196581,0,3185
coastal,2018,108,0.751197428,1.753739123,0,-2.764143758,-0.231472807,0.003046685,0,630
coastal,2018,109,1.318835787,1.759864429,0,-3.038660052,-0.203807732,0.006364099,0,2932
coastal,2018,110,0.925472091,1.75247594,0,-1.645131922,-0.453145595,0.01823369,0,4180
coastal,2018,111,3,1.646000421,0,0,-0.308861431,0,0,27236
coastal,2018,113,0,1.641218123,1,-1.124537076,-0.697009484,0.015373252,0,2755
coastal,2018,114,1,1.643079769,0,-0.347368006,-0.340761064,0.085657971,0,10453
coastal,2018,119,3,1.718170287,0,0,-1.218423653,0,0,1744
coastal,2018,120,3,1.705300518,0,0,-0.231623791,0,0,34519
coastal,2018,121,2.272808502,1.713014897,0,-3.024659598,-0.44164026,0.094129157,0,81101
coastal,2018,122,0.909356666,1.876574257,0,-2.510054514,-0.416428162,0.041849157,0,15057
coastal,2018,123,1.4,1.781776835,0,-3.286418668,-0.70938742,0.023796508,0,35574
coastal,2018,124,1.11498023,1.741821135,0,-3.207486699,-0.493924687,0.01829132,0,33491
coastal,2018,125,0.07685845,1.98649218,0,-1.392698297,-0.479722533,0.017254381,0,2923
coastal,2018,127,1.570671715,1.814075878,1,-0.140280353,-0.371291291,0.037820537,0,752
coastal,2018,128,0.8,1.74503784,0,-2.407713939,-0.398836805,0.060823689,0,43157
coastal,2018,129,0.543820707,1.678604218,0,-2.073522297,-0.477264093,0.041343193,0,2575
coastal,2018,130,-0.069819479,1.697165811,0,-2.023746207,-0.361939193,0.014992081,0,994
coastal,2018,131,0.05800498,1.708270211,0,-4.399762983,-0.470572407,0.014568367,0,56167
coastal,2018,132,1.8,1.74580404,0,-3.14508389,-0.499965093,0.147143153,0,59732
coastal,2018,133,3,1.786488711,1,0,-0.8192172,0,0,1045
coastal,2018,136,2.4,1.769833804,0,-5.895507766,-0.578680588,0.011317369,0,159773
coastal,2018,137,3,1.677909685,0,0,-0.24953663,0,0,2821
coastal,2018,138,1.74201309,1.654904683,1,-1.649338102,-0.739976961,0.039540435,0,2672
coastal,2018,139,1.780742637,1.498452256,1,0,0,0.025002188,0,82
coastal,2018,140,1.316953435,1.629281534,0,-2.586857231,-0.600661552,0.056117064,0,18784
coastal,2018,141,1.957872265,1.662851758,1,-0.415573209,-1.645700254,0.041498932,0,3730
coastal,2018,142,2.442878812,1.522998179,1,4.22E-15,-0.53030059,0.022559917,0,38
coastal,2018,144,0.958753267,1.652553187,1,-0.830853496,-0.447274593,0.012916724,0,619
coastal,2018,145,2.231166014,1.833468098,0,-1.845748402,-0.545850906,0.049327178,0,36162
coastal,2018,146,2.335281477,1.776435516,0,-2.914756751,-0.337527183,0.010886887,0,7802
coastal,2018,147,1,1.741594358,0,-2.319881205,-0.610826901,0.067493125,0,135660
coastal,2018,154,1.780742637,1.452154709,1,-0.228102659,-1.557390129,0.12901766,0,998
coastal,2018,157,0,1.66772805,0,-2.345878838,-0.488169778,0.139815506,0,31693
coastal,2018,158,0.41586732,1.731863216,0,-3.361849297,-0.394428795,0.036189132,0,23185
coastal,2018,159,0,1.689472296,0,-1.977705779,-0.487799105,0.04072294,0,10786
coastal,2018,160,1.679740351,1.634354805,0,-1.570648225,-0.520474286,0.05625468,0,6761
coastal,2018,165,1.631335327,1.768431652,0,-1.501729455,-0.326416333,0.105309328,0,39151
coastal,2018,200,0.917031984,1.875071615,1,-1.387302239,-0.981305192,0.097294835,0,31453
coastal,2018,201,1.4,1.831145402,0,-1.960766597,-0.553261282,0.101744077,0,138727
coastal,2018,204,0.750060055,1.703415825,0,-2.519547347,-0.38925113,0.075016542,0,45247
coastal,2018,206,1.6,1.583271468,1,-0.216561617,-0.418478282,0.155271628,0,8272
coastal,2018,207,2.952547506,1.465371017,1,-1.019992125,-0.209880256,0.066545368,0,9761
coastal,2018,208,1.512246032,1.494512887,1,-1.218263099,-0.137941355,0.060106836,0,5109
coastal,2018,209,1.714403117,1.573607718,1,-0.768306895,-0.295557053,0.116009004,0,5791
coastal,2018,212,1.112800064,1.557807966,1,-0.916028912,-0.767261934,0.015759407,0,4293
coastal,2018,214,0.8,1.598129845,0,-0.716195253,-0.434374379,0.241727262,0,29440
coastal,2018,216,1,1.639503246,1,-0.897705465,-0.308115824,0.185298232,0,9142
coastal,2018,217,1.084694843,1.685164984,0,-0.873583592,-0.362007245,0.139507951,0,6715
coastal,2018,219,1,1.734926014,1,-0.648334656,-0.326972548,0.219353553,0,8489
coastal,2018,221,3,1.666197649,0,0,-0.770183928,0,0,34100
coastal,2018,222,1.833737888,1.660571519,0,-2.231339425,-0.506879443,0.088020966,0,12987
coastal,2018,224,1.1632407,1.713329782,0,-2.335930729,-0.26383835,0.040568367,0,9858
coastal,2018,225,1.264208871,1.62446173,1,-2.178358766,-0.924354443,0.09194043,0,28240
coastal,2018,231,0.346206086,1.68929484,0,-0.484298417,-1.239016741,0.06453657,0,29764
coastal,2018,232,1,1.664112589,0,-1.769376859,-0.423923338,0.106061673,0,11902
coastal,2018,233,0.961113388,1.624402231,0,-1.168500739,-0.3194047,0.288350592,0,22716
coastal,2018,234,0,1.588683553,1,-1.59582906,-0.36481547,0.127807022,0,10518
coastal,2018,235,0.837831712,1.670604458,0,-2.288664529,-0.416216547,0.194508009,0,134766
coastal,2018,236,-0.091331946,1.648334169,0,-1.468913444,-0.43727383,0.144077203,0,14875
coastal,2018,238,0.026544738,1.743038307,0,-2.863322181,-0.331260784,0.021010888,0,7540
coastal,2019,1,1.525450879,1.973123376,0,-1.95106928,-0.902698353,0.090462352,0,98381
coastal,2019,2,2,1.894110351,0,-1.642422047,-0.51585487,0.080575038,0,48721
coastal,2019,6,2.700041925,1.889156123,0,-1.263656132,-2.288347366,0.163445463,0,622655
coastal,2019,16,2.244919195,1.705648239,0,-0.311071702,-0.393865743,0.013703742,0,2787
coastal,2019,17,3,1.826242865,0,0,-0.172109227,0,0,465
coastal,2019,18,3,1.718108334,1,0,-0.463412949,0,0,278
coastal,2019,24,1.304340857,1.687785747,1,-0.337715936,-0.768776555,0.078780989,0,9710
coastal,2019,25,1.368018639,1.628887558,1,-0.561677636,-0.549828639,0.012159344,0,2985
coastal,2019,28,1.309826691,1.67856644,1,-0.669753971,-0.699340322,0.167124407,0,7937
coastal,2019,29,1.04905166,1.653532168,0,-0.359145936,-0.657941945,0.038907308,0,9277
coastal,2019,34,2.977376114,1.538835948,1,-1.066646487,-0.331626305,0.12222269,0,10413
coastal,2019,35,2.834836061,1.731685857,0,-3.269794882,-0.432060552,0.046486431,0,65847
coastal,2019,36,2.791513519,1.88808717,0,-0.34622432,-0.278704966,0.024726356,0,1125
coastal,2019,37,2.502649679,1.748609683,0,-1.20520234,-0.217536195,0.034763056,0,4025
coastal,2019,38,2.050279917,1.575334067,0,-1.008174807,-0.347557343,0.068121081,0,15856
coastal,2019,44,1,1.694005763,1,-0.638085635,-0.355337176,0.066647717,0,1067
coastal,2019,45,1.550647226,1.55720164,1,-0.98239491,-0.326516773,0.08432846,0,11317
coastal,2019,46,1.547257477,1.72679751,1,-1.186578236,-0.333363079,0.066786127,0,7059
coastal,2019,47,1.8,1.708053989,1,-1.593777281,-0.407211695,0.034830251,0,4802
coastal,2019,48,2.82791007,1.620221999,1,-0.814931561,-0.369637668,0.121206702,0,6225
coastal,2019,49,0.963386331,1.56536419,1,-0.241404555,-0.159897686,0.01609247,0,932
coastal,2019,56,1.273104062,1.558358025,1,-1.936805357,-0.52615807,0.128899173,0,20166
coastal,2019,57,1.273104062,1.558641076,1,0,0,0.005736215,0,33
coastal,2019,59,0.681815751,1.758790236,0,-1.198313531,-0.142243089,0.017588149,0,1255
coastal,2019,62,2.036875676,1.765710812,1,0,-0.221582729,0.017518985,0,129
coastal,2019,68,3,1.485874577,1,0,-0.271185732,0,0,535
coastal,2019,72,2.573352437,1.424431773,1,-0.434752639,-0.373801004,0.023617188,0,1147
coastal,2019,74,0.591991107,1.747567583,0,-3.845851822,-0.577611017,0.004170969,0,5511
coastal,2019,80,0.975221675,1.75215087,0,-1.017984739,-0.185438102,0.021582552,0,2444
coastal,2019,82,0.537866564,1.819288335,0,-5.127859541,-0.167974617,0.000736791,0,1006
coastal,2019,83,1.079251791,1.755917719,0,-6.704863861,-0.383142498,0.000393109,0,9536
coastal,2019,84,1.267438909,1.730526906,1,0,-0.212600687,0.016399972,0,2293
coastal,2019,85,1.569661489,1.657047568,0,-0.657495427,-0.194191913,0.01192259,0,1983
coastal,2019,86,0.967064048,1.626327838,1,-0.922128226,-1.370407444,0.016700908,0,5756
coastal,2019,87,1.102691181,1.678083115,1,-1.482788864,-0.345947182,0.061150938,0,5977
coastal,2019,89,1.0161817,1.779583701,0,-0.916784435,-0.661322908,0.012209339,0,522
coastal,2019,90,1.073222311,1.709104916,0,-1.869719382,-0.386787353,0.061852367,0,6267
coastal,2019,92,1,1.691479428,1,-0.736169085,-0.213818244,0.04800389,0,2407
coastal,2019,93,2.672073494,1.664828214,0,-3.691860973,-0.457817536,0.030729033,0,122812
coastal,2019,95,1.33027,1.474430794,1,-0.286774353,-0.46970618,0.066768821,0,1848
coastal,2019,96,1.550647226,1.708065081,1,-0.680121454,-0.289360315,0.057991899,0,4996
coastal,2019,101,0.264634445,1.832627997,0,-1.353231628,-0.579115236,0.013572537,0,1504
coastal,2019,102,0.132737107,1.615766873,0,-1.509556805,-0.785021934,0.028918687,0,10015
coastal,2019,103,0.554453861,1.665623228,0,-0.955437412,-0.189930697,0.056666394,0,2708
coastal,2019,104,1.564858939,1.772503543,0,-0.63037941,-0.329800208,0.021883636,0,3929
coastal,2019,105,1.309351035,1.687866175,0,-1.184810139,-0.355023474,0.033148226,0,9988
coastal,2019,106,0.143134875,1.648121016,0,-1.891197189,-0.424676608,0.034069154,0,15608
coastal,2019,107,1.779166871,1.65134357,0,-1.636201044,-0.391314806,0.057196581,0,3211
coastal,2019,108,0.951197428,1.768239306,0,-2.764143758,-0.231472807,0.003046685,0,630
coastal,2019,109,1.318835787,1.760305532,0,-3.038660052,-0.203807732,0.006364099,0,2929
coastal,2019,110,0.902244739,1.766398517,0,-1.645131922,-0.453145595,0.01823369,0,4217
coastal,2019,111,3,1.638475855,0,0,-0.308861431,0,0,27325
coastal,2019,113,0,1.661717773,1,-1.124537076,-0.697009484,0.015373252,0,2748
coastal,2019,114,1,1.641199244,0,-0.347368006,-0.340761064,0.085657971,0,10480
coastal,2019,119,3,1.693543892,0,0,-1.218423653,0,0,1768
coastal,2019,120,3,1.705895432,0,0,-0.231623791,0,0,34542
coastal,2019,121,2.472808502,1.717637068,0,-3.024659598,-0.44164026,0.094129157,0,81418
coastal,2019,122,0.979401205,1.875493134,0,-2.510054514,-0.416428162,0.041849157,0,15183
coastal,2019,123,1.4,1.797040847,0,-3.286418668,-0.70938742,0.023796508,0,35958
coastal,2019,124,1.31498023,1.756860982,0,-3.207486699,-0.493924687,0.01829132,0,33726
coastal,2019,125,0.118235946,1.999112644,0,-1.392698297,-0.479722533,0.017254381,0,2933
coastal,2019,127,1.609525465,1.840377553,1,-0.140280353,-0.371291291,0.037820537,0,759
coastal,2019,128,0.8,1.760772021,0,-2.407713939,-0.398836805,0.060823689,0,43447
coastal,2019,129,0.365225222,1.647193945,0,-2.073522297,-0.477264093,0.041343193,0,2552
coastal,2019,130,-0.069819479,1.693056421,0,-2.023746207,-0.361939193,0.014992081,0,989
coastal,2019,131,-0.090659604,1.714800863,0,-4.399762983,-0.470572407,0.014568367,0,56509
coastal,2019,132,1.6,1.747199431,0,-3.14508389,-0.499965093,0.147143153,0,59935
coastal,2019,133,3,1.774558076,1,0,-0.8192172,0,0,1048
coastal,2019,136,2.2,1.78178343,0,-5.895507766,-0.578680588,0.011317369,0,160822
coastal,2019,137,3,1.682481803,0,0,-0.24953663,0,0,2829
coastal,2019,138,1.851948133,1.67520723,1,-1.649338102,-0.739976961,0.039540435,0,2682
coastal,2019,139,1.810530051,1.523851838,1,0,0,0.025002188,0,82
coastal,2019,140,1.431957815,1.635040292,0,-2.586857231,-0.600661552,0.056117064,0,18770
coastal,2019,141,2.216634274,1.655556605,1,-0.415573209,-1.645700254,0.041498932,0,3756
coastal,2019,142,2.642878812,1.518117326,1,4.22E-15,-0.53030059,0.022559917,0,35
coastal,2019,144,1.158753267,1.566592428,1,-0.830853496,-0.447274593,0.012916724,0,622
coastal,2019,145,2.170372163,1.837765577,0,-1.845748402,-0.545850906,0.049327178,0,36646
coastal,2019,146,2.535281477,1.790986344,0,-2.914756751,-0.337527183,0.010886887,0,7923
coastal,2019,147,1,1.747954146,0,-2.319881205,-0.610826901,0.067493125,0,138061
coastal,2019,154,1.810530051,1.427118695,1,-0.228102659,-1.557390129,0.12901766,0,1013
coastal,2019,157,0,1.673723442,0,-2.345878838,-0.488169778,0.139815506,0,31797
coastal,2019,158,0.195975579,1.743699575,0,-3.361849297,-0.394428795,0.036189132,0,23265
coastal,2019,159,0,1.702093193,0,-1.977705779,-0.487799105,0.04072294,0,10871
coastal,2019,160,1.479740351,1.642562199,0,-1.570648225,-0.520474286,0.05625468,0,6842
coastal,2019,165,1.631335327,1.777386543,0,-1.501729455,-0.326416333,0.105309328,0,39381
coastal,2019,200,0.917031984,1.883437378,1,-1.387302239,-0.981305192,0.097294835,0,31600
coastal,2019,201,1.4,1.841483895,0,-1.960766597,-0.553261282,0.101744077,0,139404
coastal,2019,204,0.750060055,1.707604268,0,-2.519547347,-0.38925113,0.075016542,0,45475
coastal,2019,206,1.6,1.605568148,1,-0.216561617,-0.418478282,0.155271628,0,8230
coastal,2019,207,2.952547506,1.46434241,1,-1.019992125,-0.209880256,0.066545368,0,9691
coastal,2019,208,1.590048423,1.506820838,1,-1.218263099,-0.137941355,0.060106836,0,5031
coastal,2019,209,1.914403117,1.581676682,1,-0.768306895,-0.295557053,0.116009004,0,5797
coastal,2019,212,1.112800064,1.578964641,1,-0.916028912,-0.767261934,0.015759407,0,4292
coastal,2019,214,0.8,1.600300944,0,-0.716195253,-0.434374379,0.241727262,0,29473
coastal,2019,216,1,1.641991513,1,-0.897705465,-0.308115824,0.185298232,0,9135
coastal,2019,217,1.084694843,1.692267133,1,-0.873583592,-0.362007245,0.139507951,0,6752
coastal,2019,219,1,1.748431313,1,-0.648334656,-0.326972548,0.219353553,0,8554
coastal,2019,221,3,1.659430668,0,0,-0.770183928,0,0,34203
coastal,2019,222,2.033737888,1.657459888,0,-2.231339425,-0.506879443,0.088020966,0,13123
coastal,2019,224,1.219434927,1.718325194,0,-2.335930729,-0.26383835,0.040568367,0,9913
coastal,2019,225,1.369775599,1.629737197,1,-2.178358766,-0.924354443,0.09194043,0,28209
coastal,2019,231,0.44880281,1.695398045,0,-0.484298417,-1.239016741,0.06453657,0,30228
coastal,2019,232,1,1.655611754,1,-1.769376859,-0.423923338,0.106061673,0,11861
coastal,2019,233,0.92954066,1.6286585,0,-1.168500739,-0.3194047,0.288350592,0,22715
coastal,2019,234,0.2,1.59062002,1,-1.59582906,-0.36481547,0.127807022,0,10528
coastal,2019,235,0.849070812,1.682343221,0,-2.288664529,-0.416216547,0.194508009,0,136071
