wb,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
300,2,1,4,3,4,2,4,3,3,3,2,1,1,0,3,2,1,1,1,0,1,0,0,2,1,1,1,0,2,1,4,2
301,1,2,1,0,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,2,1
302,1,0,1,0,2,1,1,1,1,1,1,1,1,0,1,1,1,0,2,0,2,2,2,0,1,1,2,3,0,0,0,2
303,2,0,1,0,1,2,1,1,3,1,1,1,2,2,2,1,2,3,1,3,3,2,2,2,1,1,4,4,2,3,2,0
304,1,0,1,0,1,0,1,0,1,2,1,1,0,1,2,2,1,0,1,0,2,2,2,2,1,1,2,0,2,1,0,2
305,1,0,1,0,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2
306,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,1,1,1,1,0,0,1,4,4,0,0,0
307,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1
308,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,0,1,1
309,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,1,2,2,2,2,1,2,2,1,1,0,2,1
310,0,0,1,0,2,0,0,0,1,0,1,2,0,1,1,0,0,2,1,0,0,2,2,0,1,1,2,0,0,1,0,1
311,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,2,1,0,2,1,2,1,1,2,1,1,2,0,2
312,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2
315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,1,1,4,0,1,1,4,1,1,0,0
316,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,1,1,4,1,0,4,1,0,2,0,1,0
317,1,0,1,0,1,0,1,1,1,2,3,1,1,1,0,3,1,0,2,2,1,2,1,2,1,1,2,2,4,1,1,1
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,1,1,1,0,0,0,1,0,0,0,0
319,1,0,1,1,3,1,1,0,1,1,1,1,2,1,0,0,2,2,1,1,2,2,2,2,1,3,1,1,1,0,1,1
320,1,1,2,1,0,0,0,1,1,1,1,1,2,1,1,2,1,0,1,2,2,2,2,2,1,2,2,1,2,0,1,1
321,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0,4,2,1,0,2,1,0,0,4,0,1,1,1,2,4,4,1
322,1,0,1,0,1,1,1,1,1,2,1,1,1,1,2,2,0,4,1,0,2,2,3,2,1,2,2,1,1,0,0,2
323,1,0,1,0,1,4,1,2,1,0,1,1,2,1,1,0,3,2,1,2,2,2,1,2,1,2,2,0,0,1,2,2
325,1,0,1,0,1,2,1,1,1,2,1,1,2,1,2,2,4,3,1,2,2,2,2,2,1,3,2,1,2,0,1,3
327,0,0,1,0,1,1,1,1,1,2,3,1,2,1,1,1,2,1,2,2,2,2,1,2,1,2,1,3,2,2,2,1
328,4,4,4,3,4,4,3,4,4,2,0,0,1,0,4,4,1,2,0,1,1,2,0,1,3,1,1,0,1,1,1,4
329,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,2,0,0,2,2,2,2,1,1,2,1,1,0,0,2
330,1,0,1,0,1,1,1,2,0,1,1,1,1,1,1,1,2,2,0,2,2,1,2,2,1,1,2,2,1,1,2,1
331,1,0,1,0,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,3,2,2,2,3,1,3,3,2,0,1,1
332,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,4,1,1,3,4,1,1,1,0,0,4,4,1,0,0,0
333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,1,1,1,1,0,0,1,1,1,0,1,0
335,1,0,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,0,1,1,2,3,1,0,0,2
336,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,2,0,1,1,1,2,1,0,2,1,4,1,0,0,2
337,1,1,1,0,1,2,1,2,2,4,1,1,4,1,2,4,2,2,2,2,2,2,1,2,4,2,2,3,4,1,2,1
338,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,2,0,0,2,2,2,2,2,1,2,2,1,0,0,2
339,1,0,1,0,1,2,1,2,1,2,3,1,3,1,4,2,3,4,1,2,2,2,2,2,2,2,2,3,2,2,4,1
340,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,3,2,2,1,2,2,3,2,1,2,1
341,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
342,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,4,2,1,2,1,2,4
343,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,2,0,2,1,2,2,2,2,0,1,2,2,1,0,0,2
347,1,0,1,0,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,0,2,1,1,2,1,1,0,0,1
348,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,2,0,1,1,0,2,2,2,1,1,2,1,2,0,0,2
350,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,2,1,1,1,1,0,3,1,2,1,0,2,3
351,1,0,1,0,1,1,1,2,1,0,2,1,1,1,2,0,2,1,1,0,2,2,2,2,1,0,2,3,2,0,0,1
353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,3,1,0,0,1,0,1,0,0,2
354,0,0,1,0,1,1,0,2,1,1,1,2,0,1,0,1,1,2,2,0,2,2,2,2,1,4,0,2,1,0,0,2
355,0,0,0,0,0,0,0,1,0,1,0,0,3,0,2,2,2,3,1,1,1,1,1,1,3,1,1,3,1,4,4,1
357,1,0,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,4,4,1
358,1,0,1,0,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,2,1,2,0,1,2,1,2,0,0,2
359,1,0,1,0,1,1,1,2,1,3,1,1,2,1,2,2,2,2,1,2,2,2,1,2,4,2,2,1,2,0,1,1
361,0,0,0,4,4,2,0,1,0,3,3,0,1,0,1,2,4,3,0,1,1,1,4,1,0,0,1,1,4,1,2,2
363,0,0,0,3,4,1,0,0,0,1,2,0,1,0,0,0,2,3,0,1,3,1,1,1,0,0,3,4,1,0,0,0
364,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,2,1,1,1,3,0,0,3,0,1,3,4,0
365,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,1,0,3,1,1,1,3,0,1,1,1,1,0,3,0
366,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
368,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,1,1,0,1,1,1,2,1,0,0,2,1,1,0,0,1
370,1,1,1,0,1,1,1,2,2,2,1,3,2,1,2,3,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2
372,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,1,0,1,1,1,0,1,2,1,1,3,1,0,0,1
373,1,0,1,1,1,0,1,2,1,0,2,1,1,1,1,0,2,0,1,0,2,2,2,2,1,0,2,3,1,0,0,0
374,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,0,1,0,0,1
375,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,4,2,1,1,2,1,2,0,1,1
376,1,0,1,1,1,1,1,2,1,0,1,1,0,1,3,0,2,4,0,0,2,2,2,2,1,0,2,2,0,0,0,4
377,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,3,2,1,2,1,2,1
378,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,1,0,1,1
379,1,0,0,0,1,1,1,2,1,1,1,0,2,1,1,1,2,0,1,2,1,2,2,1,1,1,2,4,2,0,1,2
380,1,0,1,0,2,0,0,1,0,1,1,1,1,0,0,2,1,0,2,1,0,2,1,1,1,1,2,3,0,0,0,2
381,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,1,2,1
382,1,0,1,0,1,1,1,1,1,2,1,1,2,1,2,2,2,1,3,2,2,2,1,2,4,2,2,1,2,4,4,1
383,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,3,1,2,2,1,2,0,2,1
384,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,4,2,1,1,2,3,2,1,2,1
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1
387,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,4,2,1,2,1,2,1
389,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,4,1,2,2,2,2,2,3,1
390,1,0,1,0,1,1,1,2,1,0,2,1,1,1,3,1,1,0,1,1,3,2,2,2,1,0,2,0,0,0,0,3
391,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,2,0,1,1,2,2,2,2,0,1,2,2,1,0,0,2
392,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
393,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,3,2,2,1,2,2,2,2,0,1,1
394,1,0,1,0,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1
395,1,0,1,0,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,3,2,2,2,1,1,2,0,2,0,3,4
396,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1
397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,4,1,0,0,0
398,0,0,0,3,0,0,0,4,1,4,0,0,4,0,3,4,4,1,0,4,2,1,1,4,3,4,4,2,3,0,3,0
399,1,0,1,4,1,1,1,1,1,1,1,4,2,1,2,2,2,2,1,2,2,2,1,3,1,2,2,2,2,1,2,2
400,1,0,1,0,1,1,1,1,1,1,1,2,1,1,2,1,2,3,0,1,2,2,2,2,1,2,2,2,1,1,1,1
401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,3,1,0,0,1,0,1,0,0,3
402,0,0,1,1,1,3,1,1,1,1,2,3,2,3,3,0,0,2,1,0,0,2,0,0,0,0,1,0,0,4,2,3
403,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,2,2,0,2,1,1,2,0,0,0,2,2
404,1,0,1,1,1,0,0,0,1,0,1,1,2,0,0,0,1,0,1,1,2,2,0,2,1,1,2,1,0,4,2,1
405,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,3,2,1,1,0,1,2
406,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,2,2,0,2,1,1,2,2,0,0,0,1
407,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,2,0,1,3,1,1,3,0,1,1,0,1,1,4,0
408,1,0,0,0,0,1,0,1,0,3,0,0,0,0,1,4,2,1,0,2,1,1,2,1,0,0,2,4,2,0,1,0
409,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,2,3,2,2,3,4,2,2,2,1,1,2,4,2,2,2,0
411,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,2,2,1,1,1,2,2,1,2,2,4,1
412,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,2,0,1,1,0,2,2,2,0,1,2,1,2,0,0,2
413,1,0,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,0,2,1,1,2,1,1,0,1,1
414,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,2,1,1,3,1,1,1,1,0,4,1,1,4,0,1,0
416,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,0,1,0,0,2
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,4,4,0
418,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,0,2,1,1,2,1,1,0,1,1
419,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1
420,1,0,1,0,4,2,1,1,1,2,1,4,2,1,2,2,2,3,1,2,3,2,2,2,1,4,2,2,2,1,1,3
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
422,1,0,1,0,2,2,1,2,1,3,2,2,1,0,2,2,2,1,2,0,2,2,2,0,1,1,2,1,1,0,0,2
423,1,0,1,0,1,0,0,0,0,0,1,1,1,0,2,0,0,0,1,0,1,1,2,2,1,1,1,0,1,1,4,4
424,1,1,4,0,1,1,1,2,1,2,1,4,1,1,2,4,4,2,1,3,2,2,4,2,1,3,2,2,4,0,0,4
425,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,4,1,2,2,4,2,4,2,0
426,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
428,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,0,1,2
429,1,0,2,0,1,2,4,3,1,2,1,1,2,1,2,2,3,2,1,3,2,2,2,2,1,2,2,1,4,4,4,4
430,1,0,1,0,1,2,1,1,1,3,1,1,2,1,2,4,3,2,2,3,2,2,2,2,1,3,2,2,3,1,2,4
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
432,1,0,2,0,1,1,1,1,1,1,1,4,2,1,2,2,3,2,1,2,2,2,2,2,1,1,3,1,2,3,3,1
433,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,4,2,2,1,2,2,2,2,0,1,2
434,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,4,1,1,0,1,1,1,1,4,4,0
435,1,0,1,0,1,2,3,4,2,4,1,1,2,1,2,3,3,2,1,3,2,2,2,2,1,3,2,2,4,1,2,4
436,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,4,1,1,1,0,0,1,1,1,0,0,2
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
438,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,4,2,2,1,2,2,2,2,0,1,2
439,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,3,0,1,1,0,1,0,1,0
440,1,0,1,0,4,4,2,1,1,4,1,1,2,4,2,2,2,3,1,3,4,2,2,2,1,1,4,4,2,2,1,0
441,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,3,2,1,1,2,1,2,0,0,2
443,1,1,4,0,1,1,1,2,1,2,1,4,2,1,2,3,4,3,1,2,2,2,4,2,1,2,2,4,3,2,1,1
444,1,1,3,0,1,1,1,2,1,1,1,3,1,1,2,2,3,1,1,3,2,2,4,2,1,2,2,2,3,0,0,4
445,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,3,2,1,1,2,2,2,1,1,1
446,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,2,1,0,2,1,1,2,2,1,1,2,1
447,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,3,2,1,2,1
448,0,0,0,0,0,4,0,1,0,3,0,0,1,0,1,4,1,1,1,2,1,1,1,1,0,0,4,0,1,4,4,0
450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,1,2,1,0,0,0
451,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,4,1,1,4,2,2,0,2,1
452,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,4,1,1,0,1,1,1,1,1,0,0,1,4,1,0,1,0
453,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,1,1,2,3,1,1,3,0,0,3,4,1,2,4,0
455,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,2,1,0,0,2,1,1,4,1,0,3,1,4,2,2,2,0
456,4,0,4,0,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,4,2,2,2,1,2,2,4,2,1,2,2
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1
458,2,0,1,1,1,2,3,2,2,1,2,2,1,1,2,1,1,0,0,0,1,0,0,1,1,1,1,4,1,4,3,0
461,1,0,1,0,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,2,0,1,0,1,2
462,1,0,1,0,1,3,1,1,1,3,1,1,3,1,2,2,3,2,4,2,2,2,2,2,1,2,2,2,3,1,2,2
463,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0
466,0,0,0,0,0,4,0,1,0,1,0,0,1,0,1,1,4,4,1,2,1,1,1,1,0,0,1,4,1,4,4,0
467,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0
469,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,4,1
470,2,1,2,2,3,2,2,1,2,2,2,2,1,2,1,2,2,2,0,2,1,1,2,1,0,0,4,4,3,1,3,0
471,1,1,1,1,1,1,1,2,0,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,0,2,2,2,0,1,0
472,1,0,1,0,1,1,1,2,1,2,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,3,1
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,1,1,2,2,1,2,2,3
474,1,0,1,0,3,2,1,1,1,2,3,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1
475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,1,0,1,2,4,0
477,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
478,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,1,0,0,1,1,3,1,1,0,0,4,4,1,3,2,0
479,0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,1,2,3,1,2,1,1,1,1,0,0,1,2,1,3,4,1
480,1,0,1,0,1,1,3,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,3,4,4,2
482,0,4,0,0,0,0,0,2,4,1,0,0,1,0,1,3,0,0,3,1,1,3,1,1,0,0,1,2,2,2,3,0
483,1,0,1,0,1,1,1,1,1,2,1,1,2,1,2,3,2,2,2,2,2,2,2,2,1,1,2,3,4,2,2,1
484,0,0,0,0,0,1,0,1,2,1,0,0,1,0,1,1,2,1,0,1,1,1,1,1,0,1,1,1,0,1,3,0
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,3,4
486,1,0,1,0,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2
487,1,0,1,0,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1
488,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,4,2,1,2,1
489,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,2,1,0,2,1,2,2,0,0,0,0,2
490,1,0,1,1,0,0,0,0,0,0,2,3,2,0,1,2,1,1,1,0,2,2,2,2,0,1,2,2,1,0,0,2
491,1,0,1,0,1,2,1,2,1,1,1,1,2,1,2,1,2,4,0,1,2,1,2,2,2,1,2,1,1,0,1,4
495,0,0,0,1,0,0,0,1,0,2,2,2,1,0,1,4,1,0,0,1,1,1,0,4,0,0,4,1,2,0,4,0
496,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,2,2,0,2,2,2,2,2,1,1,2,2,1,1,2,1
497,1,0,1,0,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,1
498,1,0,1,0,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,3,1
499,1,0,1,0,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,0,0,2
500,3,0,3,0,3,2,3,0,4,0,0,4,2,0,4,1,4,2,0,2,4,0,1,3,0,0,1,4,3,4,3,0
501,1,0,1,0,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1
502,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,3,1,1,1,1,1,0,1,1,1,1,0,4,0
503,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,1,2,1
504,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,2,1,2,4,2,4,3
506,2,3,2,0,3,2,3,2,3,2,3,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1
507,0,0,0,0,0,1,0,1,3,1,0,0,1,0,0,1,3,0,0,4,1,1,1,1,0,0,4,4,1,1,0,0
508,1,0,1,0,1,2,1,0,1,1,1,1,1,1,2,1,4,4,1,1,2,2,2,2,0,1,2,2,2,0,0,2
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,2,4,0
510,0,0,0,0,1,1,0,1,0,2,2,0,1,0,1,2,1,0,1,1,1,2,1,1,1,1,1,2,1,0,0,1
511,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
512,1,0,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,0,0,2
513,1,0,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,4,2,1,1,2,2,3,0,0,1
515,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,2,2,0,1,1,2,2,0,0,0,1
516,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2,2,1,0,3,0,0,3,1,1,2,1,0
517,3,0,0,0,0,1,0,1,0,3,0,0,1,0,2,3,2,4,0,1,1,1,1,1,0,1,1,2,4,0,0,1
518,1,0,1,0,1,0,0,1,1,2,1,1,1,0,1,2,2,1,2,1,2,2,2,2,1,1,2,2,1,0,0,2
519,0,0,0,0,0,1,0,2,0,2,0,0,1,0,1,3,2,2,0,2,1,1,1,1,0,1,1,0,1,0,3,0
520,1,0,1,0,1,0,0,1,1,2,1,1,2,1,3,4,2,2,1,3,2,4,2,4,4,1,4,4,1,0,2,1
521,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,4,1
522,2,2,1,2,1,2,1,4,1,2,1,1,2,1,2,2,1,0,2,4,2,2,2,2,1,1,2,2,2,0,2,2
523,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,2,4,4,0
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0
526,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,2,1,0,2,2,0,0,0,2
527,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,0,2,2,1,0,1,0
528,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,0,1,1
529,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,1,1,2,1,1,0,0,3,1,3,0,0,0
531,0,0,0,0,0,2,0,4,0,3,0,0,2,0,1,3,1,1,3,2,1,1,1,1,2,1,1,4,1,1,4,0
532,0,1,0,1,0,0,2,1,0,1,2,2,2,1,0,1,0,1,1,1,1,2,0,1,2,1,1,2,2,0,1,0
533,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
534,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,2,1,2,2,2,2,2,3,1,1,2,2,2,2,2,1
535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1
536,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,4,4,1
538,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,2,1,1,2,2,1,1,1,0,0,2,4,1,2,2,0
539,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,2,2,1,1,1,0,0,2,4,1,2,2,0
540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
541,1,0,1,0,1,2,1,2,1,2,3,1,2,1,2,2,3,2,1,3,2,2,2,2,1,1,2,3,2,2,4,1
542,0,0,0,0,0,1,4,0,0,1,0,0,1,0,1,1,3,2,0,3,1,1,1,3,0,0,1,0,3,4,4,0
543,1,0,1,0,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,4,2,2,2,2,1,4,1
544,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,1,0,0,3,1,1,1,1,0,2,1,1,1,1,2,1
545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1
546,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,2,0,2,4,1,1,3,0
