wb,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
547,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0
548,1,0,1,0,0,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,3,2,0,1,1
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0
550,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,2,0,1,1,0,1,1,4,0
552,3,4,4,2,3,3,4,2,1,2,1,1,1,1,1,1,0,1,1,1,2,3,1,2,1,3,2,2,3,2,2,2
553,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,0,1,1,0,1,1,0,1,1,0,1,1,2,0
555,1,0,1,0,1,2,1,2,3,3,1,1,3,1,2,3,2,1,4,2,2,2,2,2,1,4,2,1,3,1,3,4
556,1,0,1,0,1,2,4,1,1,2,1,1,2,3,2,1,3,3,1,2,4,2,2,2,1,1,4,4,3,1,0,0
558,1,0,1,0,2,1,3,0,1,0,1,4,1,1,0,0,2,1,1,1,2,0,1,2,1,1,2,0,2,1,0,1
559,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
560,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
564,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,4,4
567,1,0,1,0,0,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,1
568,1,0,1,0,1,1,1,1,1,2,1,1,2,0,2,3,2,2,2,2,2,2,3,2,1,3,2,2,3,1,3,4
569,1,0,1,1,1,0,1,4,1,1,2,1,1,3,0,0,2,0,1,2,2,2,2,2,1,0,1,3,1,0,0,0
570,1,0,1,0,1,1,1,1,1,2,1,1,2,4,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,3
574,1,0,1,0,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,4,2,1,1,0
576,1,0,1,0,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,1,0,0,2
577,0,0,1,0,0,0,0,1,0,2,0,0,1,0,1,3,1,1,0,2,1,1,1,1,0,1,1,4,3,4,4,1
578,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,2,1,1,1,2,1,2,2,1,1,2,1,1,0,0,1
579,0,0,2,0,0,0,0,1,2,1,0,0,1,0,0,2,1,0,0,1,1,1,2,1,0,0,2,4,1,1,0,0
580,1,0,2,0,2,0,0,2,0,0,2,1,0,0,0,0,0,4,0,0,2,2,2,2,1,1,2,0,0,0,0,2
582,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,2,2,0,2,2,2,2,1,0,2,2,1,0,0,0
583,1,0,1,0,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,4,2,2,2,2,1,2,2,2,2,1,2,1
586,0,0,1,0,1,0,1,1,1,1,2,1,2,0,1,1,1,0,2,2,4,2,1,2,3,1,2,1,1,1,0,2
587,0,0,1,0,0,0,0,2,0,1,0,0,1,0,2,3,3,1,0,2,2,1,1,4,0,0,3,4,1,2,4,0
588,1,0,1,0,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2
589,1,0,1,0,1,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2
590,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1
591,1,0,1,0,1,1,1,1,1,2,1,1,2,1,2,2,3,3,1,2,4,2,2,3,1,2,2,1,2,3,4,1
592,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,4,1,0,2,2,2,2,1,2,2,1,1,1,1,2
593,0,0,1,0,0,0,1,2,1,0,1,2,2,1,2,0,2,0,1,1,2,2,2,2,1,0,2,2,1,0,0,3
595,1,2,1,0,2,2,1,3,1,3,3,1,3,1,3,2,3,4,2,1,2,2,0,2,1,1,2,2,2,0,0,2
596,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,4,1,1,1,0,0,1,1,1,4,4,0
597,2,2,2,2,2,3,2,3,3,3,0,0,3,0,1,4,1,1,3,4,1,3,0,1,0,1,1,3,4,3,4,0
598,1,0,2,0,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,0,1,1
599,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
601,1,0,1,0,1,2,4,2,1,2,1,1,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,3,3,1,4,1
602,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,4,1
604,1,0,1,0,1,2,1,0,1,1,1,4,1,1,2,1,4,4,2,1,2,2,2,2,0,1,2,2,2,0,0,2
605,2,0,1,0,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,3,2,4,4,2
606,1,0,1,0,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1
607,1,0,1,0,1,1,1,1,1,2,1,1,2,1,2,2,2,1,3,2,2,2,1,2,4,2,2,4,2,2,3,1
608,1,4,1,1,1,3,1,3,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,0,1,2,3,1,3,4,2
609,1,4,1,0,1,2,1,4,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1
610,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
612,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,0,1,2,1,2,3,4,2
613,1,0,1,0,1,1,1,1,1,2,1,1,2,1,2,3,2,2,2,2,2,2,2,2,1,1,2,2,4,0,1,1
615,0,0,0,0,0,0,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,1,2,1,1,1,1,0,1,0
616,1,0,1,1,0,2,1,0,1,0,1,2,0,1,0,0,2,0,2,2,2,2,2,2,0,1,2,2,1,0,0,2
617,1,0,1,0,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,0,1,2,2,2,1,3,1
618,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,2,0,0,2
619,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,0,1,1
620,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,4,1,2,3,4,1
621,1,0,1,0,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,3,2,2,2,2,1,2,2,1,2,3,4,1
622,1,0,3,0,3,1,1,1,2,2,1,1,2,1,2,2,4,2,1,2,2,2,2,2,3,2,2,2,2,2,2,1
623,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2
626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
627,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,4,2,1,1,2,2,2,1,1,1
628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0
630,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,2,1,0,2,2,2,2,1,2,0,0,1,1,3,4
631,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
632,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,0
633,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,1,1,1,4,0,1,1,0,1,4,4,0
634,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,4,0,1,1,1,1,4,4,0
635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,1,0,0,1,1,1,0,0,0
636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,4,0,1,1,0,1,0,1,0
637,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,1,1,1,4,0,1,1,0,1,4,4,0
638,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,1,1,1,4,0,1,1,1,1,4,4,0
639,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,4,0,1,1,1,1,4,4,0
640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,1,1,0,0,1,1,1,0,0,0
641,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,2,0,1,1,2,2,2,2,1,1,2,2,1,4,2,1
642,1,0,1,0,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,0,1,1
644,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1
645,1,0,1,0,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,3,2,1,2,4
646,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,4,2,1,1,2,2,2,1,1,1
647,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,1,2,1
650,1,0,1,0,0,0,1,1,0,2,2,0,1,1,0,1,3,1,2,1,2,2,2,2,0,2,2,1,2,0,1,2
651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
654,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,4,1,2,0,2,1
655,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1
656,2,0,2,0,0,2,0,2,0,1,2,0,1,3,1,1,2,2,0,2,1,1,1,2,0,0,1,1,1,0,2,0
657,1,0,2,0,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,4,2,1,1,1
658,0,0,0,1,0,0,0,1,0,1,0,0,2,0,1,2,2,2,1,2,1,1,0,1,2,1,1,2,2,1,4,2
659,1,0,1,1,1,2,1,0,1,1,2,1,2,1,0,2,4,0,1,1,2,2,2,2,1,2,2,2,2,0,1,2
660,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,4,4,1
661,1,0,1,0,4,2,1,0,1,1,1,4,2,1,4,2,2,4,1,1,4,2,2,2,1,1,2,2,2,1,1,4
662,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,0,1,2,0,1,0,0,2
663,1,0,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,3,1
664,1,0,1,0,1,2,1,1,1,1,1,3,2,1,4,2,2,4,1,1,2,2,2,2,1,1,2,2,2,1,1,2
665,1,0,1,0,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,3,2,1,1,2
666,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,4,2,1,1,1
669,0,0,1,0,1,1,1,4,1,2,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,4,1,0,0,1
670,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,0,1,2,2,2,0,1,2
671,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,4,1,0,0,1,1,1,0,0,0
672,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,4,2,1,1,2,2,2,1,1,1
673,1,0,1,1,1,0,1,0,1,0,1,1,2,1,1,1,2,0,1,1,2,2,1,2,1,2,2,2,1,1,1,1
674,1,0,1,0,1,2,1,1,1,1,1,1,2,1,2,1,2,4,1,1,4,2,2,2,1,1,2,2,2,0,1,4
675,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,2,2,2,2,0,1,2,1,2,0,0,2
676,0,0,1,0,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1
678,1,0,1,0,1,2,1,2,0,0,1,1,1,1,0,0,0,1,1,0,2,1,2,2,1,2,2,0,0,4,4,2
679,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1
680,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,2,2,2,2,1,1,2,0,0,0,0,2
681,1,0,1,0,1,1,1,2,1,2,1,1,2,1,2,2,2,3,1,2,2,2,2,2,1,2,2,2,1,1,4,1
682,1,1,1,1,2,1,2,2,1,1,1,1,0,1,1,2,1,1,2,2,1,1,1,2,0,2,1,0,1,4,4,3
683,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,2,0,2,2,1,2,0,2,1,1,1,2
684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0
685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0
688,0,0,0,0,3,1,0,1,0,2,0,0,3,0,1,3,2,2,0,4,1,1,0,3,0,1,1,4,3,4,4,1
691,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,4,1,1,1,0
692,1,0,1,0,1,1,1,1,1,2,1,1,2,1,3,3,2,2,1,2,2,2,2,2,1,1,2,2,3,4,4,1
693,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,0,2,2,2,0,1,3
694,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,3,1,1,2,2,1,0,0,1
695,1,0,1,0,1,1,1,3,1,2,1,1,2,1,2,2,2,4,0,2,2,3,2,2,1,2,0,4,1,2,4,1
696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0
697,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
698,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,2,1,0,0,0,1
703,2,0,1,0,1,2,2,1,1,2,1,2,1,1,0,0,4,0,1,1,2,0,1,2,1,1,0,1,1,1,1,1
704,1,0,1,0,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1
706,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,4,1,0,1,0,1,0
709,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,2,1,1,1,2,1,1,0,0,1
710,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,3,0,1,4,1,1,1,0,1,1,1,0,0,3,0
712,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
713,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,0,1,2
714,3,3,3,3,3,3,3,4,3,3,3,2,3,2,3,3,4,4,3,3,4,4,3,2,3,3,1,3,4,4,4,4
716,1,0,1,0,1,1,1,1,1,2,1,1,2,1,3,3,3,4,1,2,4,2,2,2,1,1,2,3,4,1,2,1
717,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,2,2,1,2,2,1,2,1,2,1
718,1,0,1,0,0,0,1,2,1,1,1,1,2,1,4,4,2,2,2,2,2,2,1,2,1,2,2,2,2,3,4,1
719,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
720,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,4,2,2,1,2,1
722,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
723,1,0,1,0,1,1,0,1,0,2,1,1,1,1,0,1,2,2,1,1,2,0,1,2,1,3,0,2,1,0,0,2
724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,1,2,2,0,0,0
725,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,2,2,2,0,1,1,2,2,1,0,0,1
726,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,2,1,2,1,2,1,0,2,0,2,3
727,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,0,2,2,1,1,2
728,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,4,1,0,1,0
729,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,2,2,1,0,1,1,2,1,1,2,0,1
730,1,0,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,0,1,2,1,0,1,2,1,1,1,1,1,3,0
731,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,4
732,1,0,1,0,1,0,1,2,0,1,1,1,1,1,0,1,1,0,1,1,0,2,1,2,1,0,2,1,2,0,0,1
736,1,0,1,0,1,1,1,1,1,2,1,1,1,0,1,2,2,1,2,2,2,2,2,2,1,1,3,4,2,1,1,0
739,1,0,0,0,1,1,0,1,1,1,0,1,0,0,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,2,2
740,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,0,2,0
741,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
742,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,0,0,0
744,1,0,1,0,1,1,1,1,1,1,1,3,2,1,1,1,1,0,2,0,2,2,2,0,1,1,2,0,1,0,4,4
745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0
746,1,4,3,2,3,4,4,4,4,4,4,4,4,4,4,3,3,4,1,3,2,2,1,2,3,2,2,2,4,4,3,4
748,2,0,1,0,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,1,1,1,2,2
749,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,2,2,2,0,3,2,2,2,1,1,1,2,4,2,4,4,0
751,0,4,0,0,0,0,0,4,2,4,0,0,3,0,1,2,1,2,1,1,1,1,0,1,4,1,1,0,1,0,4,0
752,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,2,1,0,0,3,1,1,2,1,0,1,1,0,1,4,4,1
754,1,2,1,1,1,0,1,2,0,2,1,2,3,1,2,3,2,1,4,4,4,2,2,2,3,2,2,2,3,4,2,0
756,1,1,1,0,1,3,4,4,1,4,4,1,2,4,2,2,4,2,1,4,2,2,4,2,1,1,2,1,4,2,4,2
757,1,0,2,0,1,1,1,2,1,2,1,1,1,1,2,2,2,1,3,2,2,2,2,2,1,1,2,1,2,0,1,2
758,1,0,1,0,1,0,1,1,1,2,1,1,1,1,0,2,2,1,2,1,2,2,2,2,1,1,2,3,2,0,0,0
760,1,0,1,0,1,1,1,1,1,2,1,1,2,1,2,2,3,4,1,2,2,2,2,3,1,2,2,2,2,4,4,1
761,1,0,1,0,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,4,2,2,1,2,2,2,2,4,4,1
762,1,0,1,0,1,1,1,1,1,2,1,0,1,1,0,1,2,1,2,1,2,2,2,2,1,1,2,0,2,0,1,1
763,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,0,0,1
766,1,0,1,0,1,0,1,1,0,2,1,0,0,1,1,1,1,2,1,0,2,2,2,2,1,1,2,1,1,0,0,2
767,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1
774,1,0,1,1,0,0,1,0,0,0,0,1,0,0,2,4,4,3,2,4,3,2,2,2,1,3,2,4,2,0,0,0
775,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,1,1,1,1,1,1,0,1,1,1,4,4,4,0
776,0,0,0,0,0,0,1,1,1,0,0,0,1,2,3,1,3,2,0,2,1,1,1,1,0,0,1,0,1,0,1,0
777,0,1,0,0,0,1,2,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,3
779,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1
780,1,0,1,0,1,2,2,1,0,2,1,2,0,1,3,4,4,4,2,2,4,2,2,2,1,2,0,2,3,2,2,3
781,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1
783,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
785,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,4,2,0,0,0
786,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,2,0,0,1,0,0,1,3,1
788,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,1,2,2,0,0,4,4,1
789,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,3,4
791,1,0,1,0,1,1,1,2,1,2,1,1,2,1,2,3,2,1,3,3,2,4,2,2,1,2,2,4,3,1,2,2
792,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,3,2,1,1,2,2,3,1,2,1
793,0,0,0,0,0,0,1,1,1,1,0,1,2,1,2,3,4,2,2,4,2,2,2,2,1,4,2,4,2,1,1,0
794,1,0,1,0,1,3,2,0,0,0,1,1,1,1,0,0,1,2,1,1,2,1,0,2,0,1,2,0,0,4,4,2
796,1,0,1,0,1,1,1,1,1,1,3,1,2,1,0,0,2,1,4,2,2,2,2,2,1,2,2,2,2,1,1,2
799,1,0,1,0,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,3,2,2,2,2,1,1,2,2,2,1,4,1
801,1,0,1,0,1,1,1,1,1,3,1,1,2,1,2,3,2,2,2,2,2,2,2,2,1,4,2,2,4,1,2,1
805,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,0,0,1
808,1,0,1,0,1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,1,2,3,2,2,1,1,2,1,1,0,1,2
809,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,1,2,1
810,4,0,1,0,1,1,1,1,4,2,1,1,2,1,1,2,2,1,3,2,2,2,3,2,1,4,2,2,3,0,1,2
811,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
812,0,0,4,0,1,4,1,1,0,4,0,0,1,0,4,4,4,4,0,3,1,1,1,1,0,1,1,4,2,0,0,1
813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,1,1,1,1,1,1,0,0,0
814,1,0,1,0,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,3,2,1,2,2,2,3,1,2,2
815,2,0,1,0,1,1,1,1,4,2,1,1,2,1,1,2,2,1,3,2,2,2,2,2,1,1,2,2,3,0,1,2
816,4,0,1,0,1,2,1,1,4,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,4,2,3,2,2,3,1
818,1,0,1,0,1,1,1,2,1,3,1,1,2,1,2,4,2,2,2,2,2,2,2,2,1,1,2,2,4,2,4,1
821,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
823,2,0,1,0,1,1,1,1,1,2,1,1,3,1,2,2,2,2,1,2,2,2,2,2,1,1,4,1,2,2,4,1
825,4,0,1,0,1,2,1,2,4,2,1,1,2,1,2,2,2,1,3,2,2,2,3,2,1,1,2,2,3,1,2,2
827,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,1,1,0,3,1,1,1,1,1,3,1,1,3,1,0,2,0
830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
832,1,1,4,0,1,0,1,2,1,2,1,1,2,1,1,1,2,1,3,2,2,2,1,3,1,2,2,0,2,3,4,1
834,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
835,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,0,1,1
837,1,1,1,0,1,1,1,2,1,3,1,1,3,1,2,4,2,3,2,2,3,2,2,2,2,2,2,2,2,0,3,1
838,1,0,1,0,1,1,1,2,2,3,1,1,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,0,3,1
841,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,0,1,2,2,2,0,1,2
