v,t,N,age,D age,y,ln y
102,1990,8246.0,39.06468871,0,4.12287135556564,1.416549851580363
102,1991,8365.0,39.05891572,0,4.212952514329114,1.438163711708368
102,1992,8493.0,39.11073924,0,4.239753406607752,1.4445051087336505
102,1993,8611.0,39.27366004,0,4.241456533464012,1.4449067322970774
102,1994,8724.0,39.21455596,0,4.514311787390391,1.5072527472086188
102,1995,8821.0,39.40840857,0,4.578774902552941,1.5214314738190984
102,1996,9034.0,39.47388294,0,4.597387956020144,1.5254883065675366
102,1997,9107.0,39.55574381,0,4.6485790596,1.5365615943199717
102,1998,9204.0,39.74884198,0,4.678204622580913,1.542914408671991
102,1999,9224.0,39.97069105,0,4.65504930877463,1.53795250332054
102,2000,9274.0,40.14010725,0,4.729145707485563,1.553744574666365
102,2001,9400.0,40.29276471,0,4.716896493130769,1.551151060692862
102,2002,9451.0,40.47215692,0,4.766997555957447,1.5617166635222104
102,2003,9471.0,40.69385619,0,4.700651459034314,1.5477011074159426
102,2004,9553.0,40.83237606,0,4.830404599592727,1.5749302321877563
102,2005,9634.0,41.00975768,0,4.850251805149999,1.5790306221892974
102,2006,9581.0,41.36473956,0,4.972826092630842,1.6039883088076012
102,2007,9583.0,41.56610612,0,5.027146577336396,1.6148525422993552
102,2008,9586.0,41.76491486,0,5.0629601609922315,1.621951324300332
102,2009,9760.0,41.84360121,0,4.817132323760965,1.5721787974308365
102,2010,9714.0,42.17951118,0,4.857875318760986,1.5806011651129117
102,2011,9694.0,42.46673826,0,4.766565378656934,1.5616259991391728
102,2012,9717.0,42.56877142,0,5.023435102384928,1.614113983032151
102,2013,9777.0,42.77549973,0,4.6848320485414146,1.5443300662839643
102,2014,9802.0,43.04353081,0,4.730358992909639,1.5540010966448736
102,2015,9835.0,43.21151056,0,4.8264893694360005,1.5741193647631355
102,2016,9935.0,43.46421107,0,4.909748499750748,1.5912227184478445
102,2017,9957.0,43.39323018,0,4.949323620258382,1.5992509248721354
102,2018,9986.0,43.45046175,0,4.990856977,1.60760763389575
102,2019,10015.0,43.50769332,0,5.031745155384467,1.6157668733192387
102,2020,10044.0,43.56492489,0,5.091623974466152,1.6275968316341654
103,1990,2531.0,37.21000603,0,4.445612386275527,1.4919176291672778
103,1991,2555.0,37.53737261,0,4.470146665294303,1.4974212191150158
103,1992,2571.0,37.62733963,0,4.589186421671318,1.5237027581812432
103,1993,2591.0,37.96394503,0,4.493197074379786,1.5025644916633225
103,1994,2597.0,38.29274408,0,4.672716850792793,1.5417406692851783
103,1995,2592.0,38.39931523,0,4.851701081664706,1.5793293819425953
103,1996,2627.0,38.64356066,0,4.88033929511367,1.5852147451353455
103,1997,2647.0,38.74221669,0,4.937901946639436,1.5969405338281935
103,1998,2674.0,38.92025643,0,4.945237649449517,1.598425022453676
103,1999,2717.0,39.02319943,0,4.841136682458839,1.5771495449028798
103,2000,2700.0,39.24440284,0,4.9726578701259845,1.6039544798847447
103,2001,2729.0,39.40262205,0,5.084659388146155,1.6262280436082779
103,2002,2719.0,39.64541761,0,5.003595476650813,1.610156749339097
103,2003,2717.0,39.55631872,0,4.918295803767157,1.5929620891522023
103,2004,2734.0,39.6283717,0,5.1172107798424245,1.632609521048539
103,2005,2715.0,39.87489831,0,5.16921232575,1.642720322125934
103,2006,2724.0,40.06185744,0,5.280681200563085,1.6640551046545775
103,2007,2725.0,40.2457808,0,5.309899338459243,1.6695728780985013
103,2008,2722.0,40.39544359,0,5.200111404011099,1.6486800492061826
103,2009,2727.0,40.67177964,0,4.957421678800438,1.6008857827596208
103,2010,2728.0,40.94874556,0,5.196733164825295,1.6480301906298949
