v,t,income,age,N
128,1996,325886.8353,37.46500049,33959
129,1996,311115.0459,38.58075654,2746
131,1996,333250.999,37.04206778,46112
132,1996,340288.0897,37.11142726,52276
133,1996,363255.4973,36.47310031,1215
136,1996,334448.8401,37.61178416,131098
137,1996,321580.5687,38.91344342,2611
138,1996,310461.6499,39.53776871,2411
139,1996,265328.961,41.11612903,77
140,1996,320024.0628,38.98263457,16485
141,1996,337911.7706,40.43414334,2891
142,1996,268724.9593,44.48154093,44
144,1996,336286.6766,42.86876368,521
145,1996,362461.8061,35.34308551,26336
146,1996,347683.4715,38.19560749,5968
147,1996,315857.6866,36.15871601,109568
154,1996,275739.6081,41.78196324,1069
232,1996,319695.5353,38.36250541,11941
235,1996,310227.3898,38.03126674,112910
238,1996,320991.6191,38.0192451,6238
157,1996,313504.6984,38.02852997,28729
158,1996,320028.165,37.94716434,19650
159,1996,308222.3057,38.43352394,9144
160,1996,322756.1293,39.01932089,6185
200,1996,367916.3006,39.35557807,27104
204,1996,318074.0238,38.31278157,38732
206,1996,289932.2257,40.47208684,7441
207,1996,267480.0047,42.01078569,10679
208,1996,284931.8978,41.59846449,5706
209,1996,299137.0611,42.04959018,5578
212,1996,299764.2753,41.39088672,3994
231,1996,316270.1658,38.95515644,25810
219,1996,322403.8273,40.8545979,7297
221,1996,314493.9152,38.34873018,31428
222,1996,309229.5713,39.61757639,11654
225,1996,315647.2583,38.71549609,26975
130,1996,332807.9513,37.70143425,953
236,1996,311243.5134,39.1630207,14128
233,1996,320795.3519,38.66328609,21641
234,1996,306259.0581,39.52622241,10497
224,1996,309692.8435,39.55366354,8222
217,1996,317577.6488,40.15172925,5991
201,1996,372479.6881,36.14275218,121593
90,1996,315478.6906,39.13066401,5598
165,1996,343272.1015,37.92366157,32193
216,1996,317687.6974,39.04896564,9664
48,1996,298646.4048,41.91329649,5552
46,1996,330951.7986,39.76492061,5871
121,1996,327684.1788,37.07410195,72511
214,1996,297499.6746,39.73894259,26991
1,1997,423789.4377,37.34197704,80945
2,1997,389563.0862,37.90783683,40796
6,1997,330415.5128,39.38773242,566144
16,1997,332056.9827,39.96990385,2735
17,1997,355767.6148,36.05416672,465
18,1997,331172.2369,41.75072866,273
24,1997,332517.5077,40.67481753,8445
25,1997,305581.2875,40.79511582,2656
28,1997,335975.1116,40.32928771,6468
29,1997,325988.7703,40.18395175,8224
34,1997,292689.4989,42.39247602,10739
35,1997,336401.1842,38.83832301,55515
36,1997,365761.2351,38.94147393,847
37,1997,336728.2266,37.19469001,3573
38,1997,294285.1422,40.95023608,14800
44,1997,308682.1959,41.63659838,1144
45,1997,294989.1168,42.74342165,10070
47,1997,331412.2237,40.43760583,4086
49,1997,289126.1888,42.93703607,878
56,1997,292668.9867,40.67662475,20025
57,1997,279163.0425,45.38646789,41
59,1997,326086.9574,38.32581003,1274
62,1997,334758.6066,40.53669725,122
68,1997,263902.2781,43.03602303,554
72,1997,266893.7809,46.97900311,1220
74,1997,341488.1501,38.23311764,4880
80,1997,340929.3739,38.81281336,2112
82,1997,330351.4374,36.7428011,1091
83,1997,351006.7263,38.02648354,7520
84,1997,352439.8462,40.45071729,1714
85,1997,341760.8316,37.10764403,1693
86,1997,309579.3079,40.61598684,4995
87,1997,334222.2945,40.13471953,5505
89,1997,329531.4828,40.55371867,473
92,1997,334830.3077,38.93179329,2079
93,1997,316399.1939,37.78548881,106992
95,1997,275656.7444,45.09552678,1992
96,1997,335640.1439,40.40927753,4580
101,1997,378944.0478,37.37544121,1202
102,1997,322944.3378,39.55574381,9107
103,1997,343044.0687,38.74221669,2647
104,1997,352829.9839,36.84298985,3232
105,1997,326462.8761,39.46122439,8535
106,1997,315620.2238,39.05670889,14009
107,1997,324365.9645,37.50241432,3120
108,1997,348967.4522,37.90082839,580
109,1997,349147.5706,38.55599371,2567
110,1997,358150.6068,38.49234478,3565
111,1997,331180.9654,37.74753122,26029
113,1997,355046.6957,38.43490707,2490
114,1997,316364.342,39.33875451,9532
119,1997,343641.3087,38.66245785,1572
120,1997,338119.8302,37.68780236,30956
122,1997,384463.0389,37.71770324,11134
123,1997,341825.4052,38.268516,29273
124,1997,341073.6367,37.69800611,28512
125,1997,440504.8278,36.29261208,2084
127,1997,356085.3356,41.45573355,647
128,1997,336808.5206,37.51477544,34251
129,1997,324282.355,38.60592239,2756
131,1997,345856.9031,37.23491983,46560
132,1997,351931.9667,37.25599231,52684
133,1997,397871.021,36.83811018,1224
136,1997,345852.7925,37.65390551,132126
137,1997,333673.715,38.9808752,2634
138,1997,318838.9888,39.69947093,2433
139,1997,267972.3165,42.21568627,79
140,1997,327805.4406,39.09488364,16678
141,1997,347411.8573,40.98465236,2952
142,1997,271733.3696,44.73543633,44
144,1997,331439.5328,42.72480018,523
145,1997,373743.4465,35.53853879,26716
146,1997,358977.8452,38.29337554,6013
147,1997,326343.7954,36.15238641,110319
154,1997,283400.928,42.2455382,1077
232,1997,334301.5928,38.39160582,11963
235,1997,320677.127,38.05814372,113663
238,1997,331799.6862,38.12985123,6271
157,1997,325680.545,38.0063551,28862
158,1997,333679.814,37.98516083,19794
159,1997,323170.3927,38.47888426,9202
160,1997,334287.473,39.08090147,6221
200,1997,389792.1132,39.51442726,27715
204,1997,326221.4222,38.29535324,39094
206,1997,298603.2618,40.66204282,7496
207,1997,273556.3375,41.87428782,10764
208,1997,291897.3067,41.66056536,5736
209,1997,303352.4573,42.52021417,5655
212,1997,306141.7484,41.60389105,4021
231,1997,326557.5425,38.97489422,26040
219,1997,333492.1259,41.00985851,7374
221,1997,326654.3663,38.44025891,31682
222,1997,323616.352,39.6464006,11769
225,1997,327055.6547,38.95802707,27094
130,1997,352577.4703,38.00007547,959
236,1997,324213.055,39.20572421,14154
233,1997,326136.54,38.83219538,21735
234,1997,313968.9403,39.56717233,10507
224,1997,323360.26,39.45148804,8341
217,1997,326636.4164,40.18140726,6038
201,1997,383725.7377,36.33503137,122434
90,1997,325322.3162,39.17260747,5639
165,1997,350624.346,38.09580328,32664
216,1997,327958.9842,39.19776905,9710
48,1997,307594.3284,42.04952468,5606
46,1997,340233.0011,40.14923774,5917
121,1997,340961.2755,37.1804631,72998
214,1997,304820.5044,39.8528895,27145
1,1998,438117.1912,37.48773253,82030
2,1998,403282.6295,38.0330238,41246
6,1998,346026.3003,39.24052872,568002
16,1998,340012.78,40.21692847,2750
17,1998,370571.1535,35.88230682,464
18,1998,339330.8881,41.9271914,267
24,1998,342587.0672,40.96324233,8572
25,1998,315837.4356,40.63548187,2668
28,1998,347768.8604,40.40089734,6627
29,1998,337533.2804,40.32330572,8252
34,1998,302739.8588,42.6477293,10776
35,1998,349208.2656,38.92614542,56029
36,1998,380553.6475,39.02528181,857
37,1998,350128.5102,37.23712816,3617
38,1998,302206.8271,41.10901168,14943
44,1998,317101.7819,41.79850082,1137
45,1998,302997.6305,42.86738122,10092
47,1998,346819.8656,40.38240845,4123
49,1998,299200.5158,43.18035781,888
56,1998,301312.4383,40.86924784,20117
57,1998,288603.698,45.59033372,40
59,1998,342784.2673,37.92843387,1266
62,1998,355833.6474,38.77731092,128
68,1998,271263.0213,42.97489423,559
72,1998,270356.587,47.14282149,1216
74,1998,361614.2381,38.24566894,4907
80,1998,357739.8034,39.17318235,2138
82,1998,351111.199,36.6197604,1078
83,1998,363123.4397,38.212453,7598
84,1998,357943.4622,40.59222601,1776
85,1998,356413.9869,37.29880059,1683
86,1998,319495.603,40.76130801,5055
87,1998,345881.3403,40.35498424,5530
89,1998,342536.7576,40.64239581,466
92,1998,351316.0907,39.00403701,2095
93,1998,328923.9387,37.86218801,107407
95,1998,284969.2036,45.48116218,2003
96,1998,345304.3097,40.33756639,4571
101,1998,400445.6357,37.37252959,1224
102,1998,330953.2233,39.74884198,9204
103,1998,349844.1116,38.92025643,2674
104,1998,365445.1995,36.86308657,3393
105,1998,337924.7059,39.58234676,8611
106,1998,326956.0782,39.06086377,14078
107,1998,336345.5504,37.61701676,3110
108,1998,354880.061,38.55064511,577
109,1998,355982.8807,38.90299796,2578
110,1998,371428.2211,38.61826229,3598
111,1998,344396.7144,37.95159785,26239
113,1998,369743.2889,38.80631496,2505
114,1998,328469.2484,39.50803288,9559
119,1998,352350.4354,38.88972262,1583
120,1998,349020.7508,37.82907647,31306
122,1998,398863.7482,37.71336792,11311
123,1998,349760.2564,38.30728961,29585
124,1998,355256.7845,37.73735877,28757
125,1998,463165.575,36.48084052,2119
127,1998,399775.8412,41.56208362,654
128,1998,351131.9994,37.62203412,34508
129,1998,334671.2648,38.49239144,2773
131,1998,357461.4703,37.40911865,47053
132,1998,363229.4228,37.394434,53143
133,1998,403768.9329,37.12920188,1229
136,1998,357919.3534,37.75551633,133500
137,1998,336175.4749,38.97565177,2650
138,1998,328775.653,39.73133151,2447
139,1998,270353.8519,42.14012739,81
140,1998,338112.2082,39.20901164,16815
141,1998,355921.4714,41.0509326,3024
142,1998,281491.6113,44.79838895,44
144,1998,338122.4819,42.98738398,530
145,1998,386503.19,35.76281899,27075
146,1998,372852.9191,38.63497979,6130
147,1998,337229.5156,36.18780607,111049
154,1998,291416.5289,42.80408399,1080
232,1998,343260.0802,38.66015442,12011
235,1998,332781.4053,38.16214253,114425
238,1998,346576.3989,38.18998781,6356
157,1998,337921.6289,38.07293675,29107
158,1998,345333.5098,38.02723303,19993
159,1998,336093.4287,38.6751301,9284
160,1998,339081.7282,39.181452,6231
200,1998,393421.0104,39.67695928,28315
204,1998,338674.2156,38.41289106,39308
206,1998,308917.7616,40.76660126,7549
207,1998,281109.5905,42.10640954,10732
208,1998,301258.375,41.88419259,5726
209,1998,312396.2615,42.76965307,5744
212,1998,320060.6958,42.02691328,4038
231,1998,337498.8621,39.06181551,26420
219,1998,345661.8453,41.02286438,7453
221,1998,335594.6357,38.60825763,31968
222,1998,331589.9681,39.72599565,11865
225,1998,333859.1669,39.22869896,27306
130,1998,356171.5518,38.20170558,963
236,1998,332901.9115,39.29187372,14219
233,1998,337914.2127,38.86461463,21837
234,1998,324899.426,39.54246371,10526
224,1998,336703.9395,39.56842793,8381
217,1998,336608.6442,40.2575412,6065
201,1998,397577.2405,36.55487407,123189
90,1998,334038.9026,39.09077369,5657
165,1998,363023.2471,38.26277312,33171
216,1998,337828.4225,39.44462969,9671
48,1998,318585.3554,42.01271088,5699
46,1998,351310.6445,40.24577634,5997
121,1998,350306.6201,37.33603155,73734
214,1998,318343.8971,40.03642366,27333
1,1999,453321.1257,37.64256468,83271
2,1999,417747.0395,38.17011294,41663
6,1999,359639.4786,39.11986905,569892
16,1999,345536.1556,40.38905643,2781
17,1999,377091.9644,35.80641115,469
18,1999,346672.7683,41.64317126,272
24,1999,353594.1108,41.41132716,8730
25,1999,325461.127,40.96597712,2681
28,1999,352046.5425,40.51992876,6770
29,1999,346189.6828,40.40704039,8266
34,1999,306802.806,42.94015162,10825
35,1999,360841.7555,39.03555576,56398
36,1999,396583.748,38.96410536,863
37,1999,365546.1306,37.5619127,3636
38,1999,310278.758,41.20636241,14974
44,1999,324618.5635,41.95937004,1133
45,1999,312506.063,42.98911801,10159
47,1999,353856.6057,40.66919949,4170
49,1999,307168.4868,43.25794059,891
56,1999,307408.9429,41.15131039,20206
57,1999,283886.6559,44.25389222,42
59,1999,347008.4878,37.93924119,1279
62,1999,381384.5288,38.23092784,129
68,1999,277324.0098,43.13791266,567
72,1999,275861.3988,47.10264959,1210
74,1999,365223.5802,38.39117993,4966
80,1999,350737.1477,39.23025506,2137
82,1999,354790.6064,36.89824271,1098
83,1999,369095.4796,38.35879159,7677
84,1999,366909.6909,40.81311137,1814
85,1999,356539.1384,37.4700574,1737
86,1999,321969.7175,41.154723,5051
87,1999,348848.694,40.48219301,5570
89,1999,349618.195,40.97637734,474
92,1999,350097.1085,39.14998083,2101
93,1999,334027.7743,38.00555985,107969
95,1999,285756.3683,45.80846381,2003
96,1999,351740.4905,40.58281884,4586
101,1999,409081.6152,37.38845602,1249
102,1999,337513.8491,39.97069105,9224
103,1999,351006.0941,39.02319943,2717
104,1999,368585.6029,37.01561617,3487
105,1999,340964.5827,39.6343477,8718
106,1999,334243.7802,39.32093777,14160
107,1999,340822.9383,37.81653596,3112
108,1999,365932.6054,39.02861139,569
109,1999,372785.9516,39.03693553,2600
110,1999,379666.2616,38.87483797,3616
111,1999,350342.7837,38.20953288,26525
113,1999,386416.6726,39.26818602,2539
114,1999,332945.9516,39.64754391,9578
119,1999,363078.1204,38.81156195,1593
120,1999,356503.5941,37.98219438,31575
122,1999,411349.4619,37.77389786,11499
123,1999,370066.8653,38.40259784,29838
124,1999,363735.5228,37.8295819,29105
125,1999,470231.3084,36.50022496,2212
127,1999,391973.38,41.33099374,650
128,1999,360946.131,37.72111434,34846
129,1999,342508.2717,38.6507037,2768
131,1999,363950.0572,37.54573802,47477
132,1999,369312.7206,37.54323889,53760
133,1999,392127.6929,37.06174411,1233
136,1999,367422.4266,37.87705652,135019
137,1999,341441.0493,38.95871726,2666
138,1999,328058.199,39.79442918,2468
139,1999,284575.5366,43.27096774,82
140,1999,344973.5304,39.39268651,16949
141,1999,367864.3182,41.39727473,3101
142,1999,284807.7671,44.89047729,42
144,1999,381440.4638,42.64505445,534
145,1999,395945.3698,35.90387775,27798
146,1999,383904.6978,38.84680199,6192
147,1999,347458.4939,36.22293348,112127
154,1999,296647.2282,43.77382331,1074
232,1999,347237.4406,38.79464938,12051
235,1999,342043.7781,38.27588205,115006
238,1999,352865.1415,38.29207435,6433
157,1999,344494.5921,38.1866442,29375
158,1999,352004.2124,38.10231525,20171
159,1999,339019.9025,38.90120154,9410
160,1999,347089.5257,39.41371667,6244
200,1999,410695.2398,39.87449118,28764
204,1999,347490.0918,38.51286546,39710
206,1999,313478.9938,40.87200898,7567
207,1999,284326.3088,42.24245822,10722
208,1999,304038.8476,42.15564364,5750
209,1999,322144.3728,43.19095924,5865
212,1999,324578.9524,42.36937372,4068
231,1999,346767.1053,39.22730649,26543
219,1999,358941.3696,41.10605095,7499
221,1999,341711.6105,38.75274006,32119
222,1999,340233.9593,39.74674301,11924
225,1999,340098.5609,39.47980878,27367
130,1999,366655.9546,38.36250819,962
236,1999,341061.4905,39.51284237,14279
233,1999,343023.8381,38.99374102,21989
234,1999,330375.1009,39.55492815,10593
224,1999,342838.8516,39.6032725,8453
217,1999,344743.5202,40.57748347,6120
201,1999,409671.8318,36.77476218,123963
90,1999,338542.6857,39.2297267,5665
165,1999,374141.4074,38.43191439,33631
216,1999,339750.7707,39.71841637,9719
48,1999,328337.9728,42.22173695,5756
46,1999,360556.5814,40.33208313,6095
121,1999,359538.2435,37.48756089,74344
214,1999,320093.4429,40.16072806,27608
1,2000,474676.8091,37.81843898,83731
2,2000,434283.8975,38.30855536,42023
6,2000,381190.1501,39.01151549,570770
16,2000,359236.9831,40.33037334,2795
17,2000,397562.07,35.68997579,470
18,2000,356396.3211,42.55337794,270
24,2000,365475.5142,41.64011797,8748
25,2000,336459.207,41.1781374,2713
28,2000,368551.0361,40.82324833,6806
29,2000,360367.5467,40.65906662,8286
34,2000,318519.6633,43.10193526,10799
35,2000,374559.6321,39.10909622,56715
36,2000,412107.275,39.02117253,875
37,2000,378855.5923,37.85127601,3639
38,2000,323344.4025,41.27224602,15038
44,2000,336344.7779,42.4637344,1143
45,2000,332097.8484,43.02031096,10168
47,2000,367785.824,40.84178861,4206
49,2000,315516.7415,43.56653571,912
56,2000,316924.0736,41.48009292,20295
57,2000,298496.5782,44.88592233,41
59,2000,371531.8381,37.66417638,1263
62,2000,391810.6373,39.85052632,130
68,2000,293459.8623,43.5988123,568
72,2000,283677.8864,47.24490945,1206
74,2000,376538.9956,38.45848271,4987
80,2000,361075.8789,39.17844931,2159
82,2000,376763.1149,36.82457065,1090
83,2000,384374.6771,38.49661001,7690
84,2000,372811.9999,41.16470408,1836
85,2000,366305.528,37.89670822,1733
86,2000,332908.4183,41.44943419,5056
87,2000,362869.8286,40.75796461,5642
89,2000,366668.639,41.06411646,468
92,2000,362537.4236,39.41254576,2101
93,2000,345587.3865,38.09064006,108634
95,2000,295685.8303,45.87144994,2008
96,2000,364213.5228,40.76789734,4593
101,2000,421447.0214,37.46184944,1260
102,2000,352603.6232,40.14010725,9274
103,2000,370759.8138,39.24440284,2700
104,2000,385809.3501,37.09477916,3523
105,2000,355601.5216,39.92332465,8728
106,2000,348150.133,39.4520266,14258
107,2000,361544.0803,37.99216789,3119
108,2000,381601.5612,38.82170763,576
109,2000,383040.3705,39.2033573,2691
110,2000,392643.4518,39.18995045,3630
111,2000,361882.9394,38.50435864,26641
113,2000,389765.7512,39.69246389,2568
114,2000,347460.0181,39.67542031,9658
119,2000,378331.8221,38.96054615,1595
120,2000,370884.9323,38.18870273,31715
122,2000,431715.7631,37.83638993,11667
123,2000,374489.4937,38.41446932,29984
124,2000,374268.417,37.82114169,29293
125,2000,482969.1346,36.57255336,2245
127,2000,410957.601,41.3024696,673
128,2000,372936.8816,37.85172205,35224
129,2000,361288.6159,38.8859254,2770
131,2000,376839.2557,37.6824951,48081
132,2000,384085.7964,37.74032372,54328
133,2000,394878.2752,37.45033901,1229
136,2000,381665.6521,37.99513194,136260
137,2000,356156.5769,39.18281438,2677
138,2000,344229.7306,40.20897789,2461
139,2000,305180.061,45.06535948,82
140,2000,355157.9059,39.58851597,17060
141,2000,366843.9815,41.8075116,3099
142,2000,293120.6746,45.36866902,40
144,2000,369056.278,43.20235083,542
145,2000,406868.8156,36.14114839,28121
146,2000,397184.9206,38.95032792,6221
147,2000,358584.5142,36.26369579,112907
154,2000,299045.9459,43.8225066,1083
232,2000,364280.0451,38.93471386,12081
235,2000,357979.5583,38.36208245,115765
238,2000,366380.2594,38.45977129,6548
157,2000,354975.0428,38.28418504,29659
158,2000,366537.0934,38.24787572,20222
159,2000,352723.7587,38.94266345,9461
160,2000,358540.3878,39.52210393,6290
200,2000,433098.3503,40.04756525,28691
204,2000,363369.486,38.58467789,39813
206,2000,323519.2242,40.90878841,7607
207,2000,294603.8426,42.28414322,10824
208,2000,317523.3231,42.27882719,5734
209,2000,332158.8395,43.59393408,5849
212,2000,332913.6836,42.67705333,4060
231,2000,361697.1748,39.3535892,26730
219,2000,379088.5934,41.31141621,7536
221,2000,353585.6646,38.88046402,32200
222,2000,350292.9527,39.83829263,12042
225,2000,346171.3795,39.74710144,27544
130,2000,375205.0194,38.69389077,984
236,2000,353864.9134,39.65587579,14398
233,2000,357496.2162,39.17296783,22085
234,2000,342820.9536,39.62203278,10631
224,2000,358441.0092,39.57122927,8507
217,2000,359574.1979,40.69600196,6116
201,2000,426002.2408,37.01904634,124725
90,2000,353732.2789,39.21605392,5697
165,2000,394580.8031,38.5396937,33865
216,2000,355445.7889,39.94013299,9753
48,2000,337897.0563,42.45649218,5836
46,2000,376913.8671,40.66734027,6132
121,2000,369056.2958,37.6460837,74703
214,2000,331496.7997,40.30911321,27678
1,2001,492655.4601,37.94409086,84535
2,2001,453722.6496,38.41201628,42235
6,2001,396392.5031,38.9000155,571165
16,2001,373458.0301,40.59896906,2814
17,2001,410579.8116,35.60925546,467
18,2001,375446.2097,42.5616599,267
24,2001,380275.9692,41.78342614,8807
25,2001,347461.3138,41.48383983,2742
28,2001,382555.2001,41.03175638,6804
29,2001,378705.116,40.74860577,8376
34,2001,330013.8546,43.25967385,10833
35,2001,389314.6243,39.20696759,57154
36,2001,427686.7101,38.48120904,864
37,2001,387384.1608,37.99890735,3677
38,2001,336190.3463,41.31835884,15077
44,2001,350791.7818,42.64310696,1137
45,2001,339641.8111,43.06240451,10157
47,2001,380524.1055,40.8707947,4283
49,2001,333181.5117,43.66743672,908
56,2001,329634.2618,41.67454638,20267
57,2001,309861.2117,45.67888748,40
59,2001,381559.9282,37.73422294,1268
62,2001,415064.2121,40.27459016,135
68,2001,306508.9577,43.61621714,562
72,2001,299054.0204,47.53791008,1200
74,2001,390576.4216,38.65944427,5002
80,2001,378267.8542,39.18333367,2177
82,2001,390479.3423,36.83720405,1088
83,2001,398673.4509,38.58546474,7758
84,2001,387175.4278,41.47103156,1883
85,2001,383150.7185,38.20547255,1752
86,2001,343110.8006,41.74837094,5101
87,2001,373359.2106,40.63488244,5729
89,2001,376138.033,41.39902215,478
92,2001,376986.9204,39.65350631,2120
93,2001,356555.2568,38.18329788,109165
95,2001,300154.7499,46.07788369,2049
96,2001,376622.9432,40.93982129,4601
101,2001,433960.3051,37.79530386,1272
102,2001,359997.9711,40.29276471,9400
103,2001,388065.9807,39.40262205,2729
104,2001,405162.464,37.30994202,3505
105,2001,365513.1662,40.2206121,8802
106,2001,362494.2063,39.66189077,14339
107,2001,371415.3456,38.22748486,3129
108,2001,394403.7465,38.47659078,598
109,2001,397421.9869,39.25078692,2694
110,2001,405652.1432,39.37413837,3644
111,2001,371704.2514,38.65658477,26734
113,2001,382436.1114,39.97140377,2609
114,2001,361654.467,39.83374039,9688
119,2001,389662.3965,38.71962984,1615
120,2001,381462.4087,38.38914268,31887
122,2001,444679.106,37.88877469,11814
123,2001,387556.3413,38.37301845,30199
124,2001,386704.6855,37.93419681,29556
125,2001,497841.1411,36.74827225,2256
127,2001,421102.065,41.48442766,692
128,2001,386016.2527,37.9404856,35448
129,2001,376941.1299,38.97140182,2771
131,2001,393108.0734,37.8110871,48599
132,2001,404241.215,37.88424048,54651
133,2001,407751.4717,37.42955106,1223
136,2001,395126.2246,38.13016169,137554
137,2001,375360.3061,39.36228096,2692
138,2001,359664.8268,40.28262303,2499
139,2001,298069.9412,43.08588957,85
140,2001,368960.036,39.84020833,17071
141,2001,376263.796,42.11180216,3141
142,2001,311047.4922,45.32850806,39
144,2001,384216.3245,43.07569749,535
145,2001,423131.1571,36.30359669,28561
146,2001,410898.0961,38.95739777,6395
147,2001,372749.7954,36.28786005,113638
154,2001,309711.1936,44.47095521,1073
232,2001,376695.8797,39.19566696,12130
235,2001,367495.829,38.44630526,116741
238,2001,383081.638,38.56721329,6587
157,2001,368264.1927,38.47219214,29834
158,2001,380832.0625,38.39016588,20371
159,2001,366270.1128,39.11794147,9487
160,2001,376722.3667,39.64586206,6341
200,2001,447575.6495,40.19413117,28772
204,2001,377568.7138,38.64744496,40096
206,2001,336517.0067,41.198479,7686
207,2001,306896.7148,42.47561551,10843
208,2001,324746.6406,42.50489592,5787
209,2001,343227.1384,43.79016911,5829
212,2001,345274.387,43.00896985,4065
231,2001,370118.1296,39.44455583,26995
219,2001,385349.7863,41.50480026,7619
221,2001,370087.2127,39.08136453,32418
222,2001,368701.9572,39.8800932,12100
225,2001,360379.6715,40.07969491,27502
130,2001,397276.3147,38.99606231,984
236,2001,371616.6092,39.80902202,14423
233,2001,381342.7298,39.38284902,22264
234,2001,360502.1165,39.73729996,10606
224,2001,373712.0862,39.5796972,8508
217,2001,374463.257,40.85614805,6136
201,2001,442061.778,37.237204,125352
90,2001,367434.7461,39.3550968,5700
165,2001,404875.7199,38.79124544,34012
216,2001,367548.2081,40.1477813,9770
48,2001,355094.1244,42.50813631,5880
46,2001,394784.3995,40.91714114,6173
121,2001,379358.8091,37.84071436,74932
214,2001,343739.957,40.58953157,27786
1,2002,503985.0277,38.07840703,85319
2,2002,464904.1413,38.63720328,42443
6,2002,408282.6173,38.81924708,571930
16,2002,383376.9936,40.80519156,2808
17,2002,417134.4353,35.76186292,471
18,2002,400538.4068,43.20919487,271
24,2002,396138.2456,41.96994712,8856
25,2002,362475.5444,41.49349039,2747
28,2002,394876.1696,41.0807261,6837
29,2002,389405.1628,40.82461563,8427
34,2002,339719.2628,43.47357634,10922
35,2002,400996.0335,39.29117422,57506
36,2002,439707.3948,38.91701033,876
37,2002,401278.4537,38.10573081,3702
38,2002,344463.8373,41.45258864,15167
44,2002,363476.3318,42.59218312,1136
45,2002,349146.9366,43.14766475,10186
47,2002,391171.516,40.89035058,4304
49,2002,340403.604,43.80228578,909
56,2002,338674.9548,41.9199576,20331
57,2002,320660.794,45.66378245,41
59,2002,388751.7706,37.978717,1264
62,2002,408162.7615,39.416,135
68,2002,309647.6566,43.92404137,565
72,2002,312880.535,47.94989817,1196
74,2002,405823.76,38.61490415,5020
80,2002,395713.1922,39.08873752,2178
82,2002,398800.9458,36.39810621,1083
83,2002,403513.7987,38.69177715,7958
84,2002,396065.3151,41.64239521,1966
85,2002,394141.7246,38.68538269,1750
86,2002,355455.9031,41.93246212,5135
87,2002,380669.5984,40.70190192,5774
89,2002,385417.2636,41.57313255,477
92,2002,381651.9646,39.9775483,2166
93,2002,367129.6952,38.3240412,109488
95,2002,311475.1554,45.97584148,2046
96,2002,386133.9104,41.04400966,4597
101,2002,436922.8605,38.29040672,1286
102,2002,372684.0555,40.47215692,9451
103,2002,391181.2902,39.64541761,2719
104,2002,405317.8057,37.47672426,3541
105,2002,371845.9117,40.36888144,8862
106,2002,371621.7396,39.86636949,14335
107,2002,375519.1353,38.37643906,3137
108,2002,393414.194,38.45196558,606
109,2002,410574.4675,39.38014341,2690
110,2002,414086.5217,39.62879468,3679
111,2002,378325.2809,38.88492754,26891
113,2002,394914.1164,40.41803616,2625
114,2002,364356.7134,39.94925907,9722
119,2002,394560.3976,38.95473853,1625
120,2002,390550.8793,38.54062414,32011
122,2002,453825.4285,37.89028512,11946
123,2002,399275.37,38.43062003,30524
124,2002,394653.0596,37.96221257,29912
125,2002,507713.2614,36.90379647,2316
127,2002,429331.407,41.51421991,691
128,2002,392307.3099,38.0322325,35821
129,2002,382295.398,39.16900812,2742
131,2002,397107.9889,37.92693586,49061
132,2002,407913.6831,37.99146176,54968
133,2002,425929.2287,37.75559201,1219
136,2002,405438.0155,38.23683082,138862
137,2002,380348.5101,39.71688188,2709
138,2002,366583.5189,40.71872759,2500
139,2002,316688.309,45.22360248,83
140,2002,376620.0646,40.1333839,17214
141,2002,396508.7277,42.30277296,3233
142,2002,317566.8264,45.21988304,38
144,2002,395826.0624,43.09734744,542
145,2002,431825.8079,36.5196595,28981
146,2002,417178.8048,39.00974522,6532
147,2002,381884.1618,36.3067125,114535
154,2002,325518.3684,44.85220323,1082
232,2002,380455.3068,39.48545944,12159
235,2002,375842.8401,38.52747763,117595
238,2002,393365.8788,38.70648601,6617
157,2002,378481.9264,38.56052956,30014
158,2002,388576.0147,38.4478024,20496
159,2002,376338.5816,39.25108833,9594
160,2002,381576.8183,39.69140302,6384
200,2002,462243.8673,40.37265009,28896
204,2002,390266.0959,38.70339573,40303
206,2002,347964.9045,41.2713055,7726
207,2002,322977.8002,42.64558972,10801
208,2002,335966.8343,42.84987919,5777
209,2002,350591.4489,43.94769632,5854
212,2002,352761.8185,43.28429937,4075
231,2002,384530.1887,39.59600261,27208
219,2002,393699.8095,41.76659698,7647
221,2002,380738.3391,39.23721866,32432
222,2002,375494.7289,40.03495065,12135
225,2002,374537.6853,40.36665653,27444
130,2002,404309.3548,39.27551989,983
236,2002,373957.1251,39.88694807,14413
233,2002,378293.2608,39.56382276,22365
234,2002,365118.1523,39.93681147,10670
224,2002,381951.705,39.69032157,8547
217,2002,383564.5171,40.89657771,6158
201,2002,452436.6713,37.44811319,126486
90,2002,379677.2528,39.42098013,5698
165,2002,418786.3735,38.8901358,34184
216,2002,369326.2942,40.36876297,9787
48,2002,367399.2215,42.63767365,5922
46,2002,403172.6258,41.15715838,6200
121,2002,390999.5745,38.03045651,75238
214,2002,354365.9768,40.79815778,27994
1,2003,511903.6914,38.21863621,86013
2,2003,470336.8057,38.79414167,42754
6,2003,413019.8108,38.78063299,571765
16,2003,394001.4955,40.92979702,2812
17,2003,431575.106,35.93523232,472
18,2003,401118.7427,43.45663012,266
24,2003,402928.1507,42.19431364,8915
25,2003,370708.6529,41.67896471,2777
28,2003,404366.1535,41.16968108,6872
29,2003,394019.8514,40.85649783,8474
