ObservationsstedNr,X_UTM32,Y_UTM32
21001110,507910,6176686
21001111,507910,6176686
21001112,542099,6247561
21001113,563460,6236589
21001114,575665,6243360
21001115,573637,6243044
21001116,565605,6235589
21001117,541825,6205939
21001118,555917,6237963
21001119,556408,6238028
21001120,534742,6187720
21001121,533494,6188607
21001122,534664,6187710
21001123,534010,6235493
21001124,543796,6253814
21001125,545496,6254673
21001126,546360,6255625
21001127,585512,6251575
21001128,553780,6206455
21001129,554748,6206264
21001130,553876,6207881
21001131,556328,6245313
21001132,565549,6242871
21001133,528632,6191627
21001134,528638,6193334
21001135,541558,6204569
21001136,540310,6203949
21001137,542957,6204844
21001138,566681,6239020
21001139,557224,6212856
21001140,556170,6212675
21001141,555138,6212024
21001142,559830,6213221
21001143,556629,6212449
21001145,526390,6219194
21001146,522652,6248568
21001147,584347,6251877
21001148,549654,6215334
21001149,562542,6202997
21001150,545481,6248435
21001151,523981,6252385
21001152,566070,6242549
21001153,528005,6213538
21001154,534191,6254570
21001155,535410,6253608
21001156,562015,6235980
21001157,545147,6220346
21001158,545307,6220849
21001159,530936,6230119
21001160,529449,6242328
21001161,525927,6242503
21001162,528650,6241553
21001163,526888,6241930
21001164,539188,6246518
21001165,555081,6247632
21001166,555994,6246848
21001167,566092,6240326
21001168,554785,6248319
21001169,566263,6241022
21001170,563041,6243903
21001171,557229,6245596
21001172,566023,6234397
21001173,565648,6235532
21001174,564522,6231355
21001175,567468,6238927
21001176,561196,6244823
21001177,507910,6176686
21001178,544246,6225017
21001179,546275,6223448
21001180,540873,6227026
21001181,544600,6224694
21001182,541812,6226050
21001183,542986,6223937
21001184,530600,6209608
21001185,554568,6237183
21001186,541371,6236967
21001187,550788,6217487
21001188,532722,6201068
21001189,531851,6198357
21001190,535483,6197957
21001191,533034,6203072
21001192,535555,6197598
21001193,532075,6199279
21001195,528667,6233413
21001196,527102,6233226
21001197,546564,6261155
21001198,526659,6249650
21001199,526754,6186879
21001200,552104,6213036
21001201,551792,6212145
21001202,539738,6259391
21001203,539927,6258443
21001204,556820,6218432
21001205,551173,6208818
21001206,550058,6208936
21001207,522572,6245965
21001208,541576,6234856
21001209,540361,6248484
21001210,583631,6244664
21001211,540188,6228897
21001212,565389,6234632
21001213,562180,6233493
21001214,545777,6231956
21001215,542943,6257456
21001216,559267,6256166
21001217,537838,6256193
21001218,528458,6252565
21001219,528227,6253303
21001220,551241,6256388
21001221,529520,6261591
21001222,530796,6261767
21001223,544278,6257443
21001224,576896,6254237
21001225,538882,6242072
21001226,537716,6240919
21001227,532278,6243375
21001228,552617,6217253
21001229,572384,6247790
21001230,538078,6251408
21001231,532457,6250565
21001232,528481,6251671
21001233,529130,6250586
21001235,560932,6205667
21001236,561566,6203935
21001237,561458,6203831
21001238,556251,6237877
21001239,582890,6243602
21001240,582014,6243185
21001241,566300,6235328
21001242,547031,6204463
21001243,545207,6204196
21001244,547519,6204288
21001245,533061,6231939
21001246,538323,6197713
21001247,530880,6230176
21001248,575007,6245749
21001249,573794,6242687
21001250,575683,6243615
21001251,574900,6246236
21001252,557191,6206465
21001253,556773,6207009
21001254,527208,6247805
21001255,535604,6241602
21001256,535399,6256146
21001257,531560,6230047
21001258,527814,6213464
21001259,555309,6219502
21001260,547889,6214854
21001261,545435,6242348
21001262,545211,6243463
21001263,529587,6189616
21001264,544723,6217191
21001265,542673,6229894
21001266,568980,6240379
21001267,572150,6239875
21001268,573389,6237807
21001269,573835,6238984
21001270,571888,6239952
21001271,572477,6238142
21001272,566312,6241068
21001273,529062,6259495
21001274,533209,6183965
21001275,542123,6257962
21001276,526439,6239034
21001277,526361,6238213
21001278,542175,6257876
21001279,548895,6250838
21001280,536695,6240466
21001281,538421,6240016
21001282,534174,6245045
21001283,529750,6242307
21001284,530904,6242710
21001285,523562,6239211
21001286,519726,6236626
21001287,526118,6239333
21001288,529319,6239961
21001289,519763,6235275
21001290,521537,6238474
21001291,532444,6244245
21001292,527413,6238611
21001293,520683,6238285
21001294,531433,6238116
21001295,560351,6205588
21001296,560475,6205603
21001297,549459,6239429
21001298,548679,6239970
21001299,556696,6212605
21001300,551191,6247679
21001301,552745,6246208
21001302,552574,6247779
21001303,553357,6249082
21001304,573550,6237753
21001305,550689,6250884
21001306,544686,6249579
21001307,547499,6238625
21001308,548967,6240299
21001309,550105,6240764
21001310,563584,6247890
21001311,571889,6267310
21001312,540544,6244817
21001313,541889,6244187
21001314,540494,6244834
21001315,538511,6245982
21001316,551306,6207420
21001317,584922,6257730
21001318,534577,6191100
21001319,531707,6192208
21001320,549371,6218451
21001321,538380,6188410
21001322,538182,6187038
21001323,536276,6190737
21001324,537012,6189817
21001325,536552,6185681
21001326,561450,6207897
21001327,563059,6207684
21001328,561247,6207893
21001329,586765,6251935
21001330,584062,6253001
21001331,545261,6258333
21001332,546023,6259577
21001333,529772,6200702
21001334,530606,6203271
21001335,536122,6256632
21001336,537650,6257835
21001337,536917,6256883
21001338,528873,6254536
21001339,528240,6255653
21001340,532713,6245083
21001341,531662,6245155
21001342,563633,6244077
21001343,564285,6248059
21001344,562850,6242302
21001345,562870,6243114
21001347,541177,6229307
21001348,550318,6232101
21001349,552077,6232511
21001350,554716,6232647
21001351,540963,6209960
21001352,562898,6203469
21001353,562944,6203553
21001354,539843,6248001
21001355,539489,6250328
21001356,540506,6250974
21001357,540291,6247850
21001358,528680,6252232
21001359,531961,6195415
21001360,535021,6193776
21001361,532945,6192810
21001362,527030,6233702
21001363,532149,6185371
21001364,533219,6186002
21001365,531693,6188316
21001366,532060,6187321
21001367,531642,6188325
21001368,531406,6187410
21001393,507910,6176686
21001401,573825,6238977
21001403,527689,6214291
21001406,553163,6245849
21001407,575011,6245764
21001409,545763,6242863
21001410,535493,6250904
21001411,539681,6250503
21001414,527209,6191268
21001433,538306,6188582
21001434,542885,6205061
21001437,537737,6198056
21001439,559089,6246996
21001441,568019,6248580
21001445,546822,6241333
21001446,525981,6249223
21001448,534024,6235483
21001449,546247,6256803
21001451,572288,6271471
21001455,537786,6246323
21001559,519405,6247126
21001646,571974,6254090
21001647,573032,6254054
21001648,572512,6254402
21001649,571815,6253930
21001653,525078,6195260
21001654,552564,6247593
21001655,545484,6248443
21001656,530097,6255133
21001657,550245,6249831
21001658,543413,6240845
21001659,526473,6254523
21001660,534123,6254913
21001661,528451,6191366
21001662,541282,6235033
21001663,566089,6231922
21001664,553359,6249451
21001665,555499,6247596
21001666,560831,6244987
21001667,543180,6230182
21001668,572242,6250094
21001669,566035,6234435
21001671,554858,6234236
21001672,578255,6264061
21001673,526264,6219109
21001760,529236,6189076
21001770,563153,6251057
21001773,543394,6207408
21002441,534675,6213005
21002451,534878,6212664
21002628,547894,6214860
21002630,549778,6213800
21002637,549632,6213648
21002653,529320,6205150
21002825,581168,6258524
21003053,536803,6202568
21003273,540734,6199215
21003424,531634,6219929
21006037,536321,6235904
21006038,537597,6236068
21006071,555822,6208300
21006072,555066,6208148
21006205,543716,6203715
21006206,544003,6202634
21006207,564072,6257411
21006372,546237,6217014
21006462,539584,6236361
21006549,550068,6232203
21006597,529820,6234180
22000011,472149,6242693
22000013,472116,6242720
22000042,471604,6233913
22000043,472877,6248206
22000044,450154,6254186
22000045,500150,6221648
22000046,492417,6232685
22000047,461697,6259026
22000048,468306,6243401
22000050,463218,6242385
22000051,460059,6243446
22000052,493214,6234789
22000053,502883,6229156
22000054,482530,6245719
22000055,472381,6246567
22000056,493076,6232052
22000057,464575,6246231
22000058,492427,6233530
22000059,475358,6245821
22000060,477588,6245312
22000062,459467,6243531
22000063,492709,6233463
22000064,500653,6229920
22000065,476162,6244294
22000068,511257,6221918
22000079,484432,6246522
22000080,486898,6246461
22000081,491114,6242991
22000082,491588,6222731
22000083,504976,6220956
22000084,503601,6219199
22000085,500717,6220333
22000086,503124,6219562
22000087,490432,6227425
22000088,497286,6224322
22000089,500406,6221037
22000090,490278,6228471
22000091,494492,6223141
22000092,497877,6223371
22000093,493794,6224035
22000094,491021,6229710
22000095,490300,6246456
22000096,514031,6220852
22000097,510843,6226780
22000098,503956,6228962
22000099,508265,6227361
22000100,500381,6220419
22000101,501691,6228904
22000102,503539,6228343
22000103,498274,6228933
22000104,493370,6243573
22000105,493718,6242026
22000106,500163,6236991
22000107,491103,6225363
22000108,485826,6232917
22000109,488297,6232308
22000110,486206,6233676
22000111,484788,6233300
22000112,490677,6232285
22000113,507806,6225657
22000114,508285,6226866
22000115,500507,6232024
22000116,504832,6227409
22000117,505092,6227937
22000118,497976,6233965
22000119,509597,6224115
22000120,505069,6226832
22000121,499009,6225891
22000122,512467,6220416
22000123,504660,6231674
22000124,500408,6233361
22000125,504865,6231836
22000126,498327,6234170
22000127,500423,6233209
22000128,486862,6246745
22000129,489383,6246960
22000130,491532,6246586
22000131,484479,6246445
22000132,494477,6230017
22000133,494787,6230013
22000134,489013,6248075
22000135,487984,6249524
22000136,489162,6247011
22000137,492327,6224758
22000138,496479,6223543
22000139,513648,6220612
22000140,498543,6234356
22000141,501895,6233846
22000142,500323,6234484
22000143,496249,6236048
22000144,491368,6238889
22000145,494883,6236898
22000146,513711,6220706
22000147,492956,6236502
22000148,499547,6226264
22000149,511857,6221676
22000150,492912,6237462
22000151,492727,6238844
22000152,517061,6217407
22000153,495826,6230056
22000154,512531,6220460
22000155,506897,6224089
22000157,500988,6226140
22000158,492550,6235549
22000159,482787,6244942
22000160,492636,6233589
22000161,513763,6219257
22000162,508670,6223192
22000163,498196,6227294
22000164,494266,6232587
22000165,493447,6232910
22000166,496211,6231706
22000167,492976,6233116
22000168,495389,6232039
22000169,499153,6230857
22000170,491240,6223979
22000171,506467,6226385
22000172,509523,6223949
22000173,492503,6243554
22000174,497729,6229654
22000175,495370,6221099
22000184,503116,6219572
22000185,476443,6229816
22000186,467487,6255500
22000187,455766,6260016
22000188,450478,6258983
22000191,483747,6246054
22000192,490834,6227435
22000194,490473,6241100
22000196,468185,6243550
22000197,446900,6260672
22000202,484260,6233016
22000204,469751,6238981
22000205,461698,6239493
22000206,464734,6251860
22000207,492277,6226877
22000208,468269,6250683
22000211,458465,6258062
22000213,462583,6260693
22000216,498282,6228937
22000217,457602,6256213
22000218,487712,6237920
22000220,470764,6243966
22000225,484370,6244257
22000233,455006,6252071
22000234,456912,6244938
22000238,465174,6251764
22000239,471876,6255060
22000240,470224,6253867
22000241,464100,6241655
22000242,467686,6245063
22000243,469704,6245457
22000244,476855,6242900
22000245,457405,6251987
22000246,471928,6242834
22000247,478784,6240348
22000248,476183,6230121
22000249,479165,6232836
22000250,481240,6244622
22000251,496045,6222382
22000252,495115,6232245
22000253,497831,6231291
22000291,464746,6246012
22000296,483763,6244993
22000299,489826,6241814
22000336,457371,6251972
22000376,496193,6222421
22000419,449158,6258174
22000640,454901,6256618
22000682,470728,6244268
22000694,473878,6240756
22001026,484565,6246489
22001106,467658,6246235
22001108,492332,6233356
22001181,473247,6240230
22001540,494172,6239798
22001541,476906,6245528
23000002,606704,6235847
23000026,611187,6266154
23000029,585278,6266112
23000048,593369,6237858
23000050,600642,6236107
23000055,574991,6230769
23000059,577895,6229509
23000063,605308,6237903
23000065,604100,6238596
23000066,580637,6231701
23000067,585401,6239032
23000069,604620,6236838
23000074,606943,6232738
23000075,592032,6230267
23000076,580932,6232106
23000079,603464,6236222
23000082,599793,6239354
23000083,604994,6237205
23000085,605221,6236673
23000087,586068,6264691
23000088,590147,6240464
23000096,605016,6263040
23000097,612811,6260765
23000103,594849,6236951
23000108,603329,6238786
23000109,605668,6237680
23000123,572206,6229954
23000124,568317,6229052
23000125,576431,6231593
23000126,592647,6261432
23000127,586550,6264206
23000129,507910,6176686
23000134,604389,6266351
23000136,604998,6237198
23000138,614024,6243377
23000139,616846,6259091
23000141,590364,6258887
23000142,592292,6232343
23000143,590328,6241852
23000146,618492,6255235
23000148,608382,6241649
23000170,611008,6235811
23000173,599021,6235359
23000181,588430,6260267
23000189,605079,6237405
23000248,576569,6230519
23000587,593606,6238210
24000001,592691,6248673
24000002,604602,6253841
24000003,602820,6246538
24000004,611676,6255257
24000020,604901,6247301
24000021,587666,6248137
24000022,588346,6249597
24000023,596399,6248459
24000027,605150,6252235
24000031,605730,6251717
24000032,588189,6245984
24000034,599979,6257491
24000041,601884,6247049
24000042,606306,6243984
24000046,594544,6250430
24000049,586557,6245127
24000050,618264,6253211
24000051,588543,6244861
24000053,594945,6245763
24000054,611506,6251266
24000055,598374,6247377
24000057,598568,6244889
24000060,598524,6249335
24000061,596179,6240381
24000062,615138,6253555
24000064,614794,6252825
24000072,611506,6254009
24000075,598016,6247741
24000095,613559,6250658
24000096,597244,6245305
24000097,585540,6245437
24000098,607654,6246792
24000099,611095,6248461
24000100,507910,6176686
24000101,610648,6250302
24000102,610317,6249360
24000103,597952,6245481
24000104,599865,6242852
24000105,596530,6253181
24000106,598569,6250142
24000107,606830,6247253
24000108,604227,6245324
24000110,610502,6255826
24000111,603426,6256184
24000119,609345,6255224
24000120,603917,6254894
24000121,603196,6242776
24000122,591357,6250827
24000148,600292,6257051
24000149,599805,6255934
24000241,615700,6253413
24000679,613900,6251243
25000018,514586,6201161
25000019,514177,6184347
25000020,514219,6206158
25000021,511716,6195408
25000068,502110,6185680
25000069,506070,6201823
25000070,509078,6198272
25000071,454261,6186635
25000072,450843,6187352
25000074,503644,6204350
25000075,456652,6221589
25000076,493333,6199915
25000077,455563,6223708
25000078,474375,6197748
25000080,507476,6201999
25000081,473488,6199728
25000082,481696,6201307
25000083,464908,6198016
25000084,503420,6204135
25000085,503511,6211464
25000086,454474,6228810
25000087,457295,6210796
25000089,480359,6201773
25000090,491054,6188023
25000091,458442,6183531
25000092,481757,6187453
25000097,476743,6199257
25000105,507254,6216763
25000106,482498,6217501
25000108,491158,6186936
25000109,503628,6180414
25000110,466352,6198249
25000147,467313,6199601
25000153,476442,6224859
25000154,476179,6224144
25000155,475958,6222458
25000156,476815,6221848
25000157,481384,6218480
25000158,476862,6184263
25000159,480041,6185644
25000160,496357,6218329
25000161,496193,6218688
25000162,513991,6181203
25000163,521452,6185588
25000164,520115,6183919
25000165,518669,6182980
25000166,493520,6187455
25000167,490346,6185407
25000168,483651,6222871
25000169,490900,6210913
25000171,455423,6182616
25000172,456764,6180683
25000173,484884,6225130
25000174,476965,6200536
25000175,513196,6193651
25000176,506476,6201317
25000177,508494,6198627
25000178,512463,6195164
25000179,510214,6196994
25000180,513017,6193690
25000181,512724,6194589
25000182,504615,6195614
25000183,467755,6206540
25000184,513557,6189090
25000185,511115,6190453
25000186,495796,6195901
25000187,491019,6199789
25000188,495728,6193927
25000189,480204,6190406
25000190,470782,6194852
25000191,518394,6204337
25000192,509617,6218695
25000193,508640,6217931
25000194,509942,6218934
25000195,483300,6181016
25000196,497247,6190943
25000197,492376,6183581
25000198,495111,6181846
25000199,490264,6185283
25000200,515880,6186344
25000201,516486,6184949
25000202,517274,6187294
25000203,515965,6184709
25000204,514649,6184443
25000205,516832,6186123
25000206,512287,6216419
25000207,499112,6215364
25000208,506097,6215720
25000209,513567,6215124
25000210,508722,6217286
25000211,503448,6214203
25000212,513275,6215981
25000213,511346,6216715
25000214,510135,6217031
25000215,501619,6214049
25000216,498059,6215553
25000217,509030,6217286
25000218,505476,6215393
25000219,487327,6215608
25000220,520485,6205865
25000221,454992,6184315
25000222,470144,6208440
25000223,470838,6210598
25000224,471225,6208986
25000225,469073,6206008
25000226,456009,6184353
25000227,507281,6200690
25000228,511960,6199456
25000229,470612,6193391
25000230,479186,6191945
25000231,482021,6188815
25000232,480878,6186056
25000233,475675,6194899
25000234,476265,6193404
25000235,493324,6216723
25000236,502928,6211183
25000237,508653,6212257
25000238,511463,6211726
25000239,499662,6188282
25000240,502026,6189187
25000241,503473,6189703
25000242,505238,6192555
25000243,491812,6211171
25000244,491499,6209841
25000245,487052,6217027
25000246,453685,6182194
25000247,455302,6179447
25000248,456523,6178232
25000249,473641,6213795
25000250,475993,6214805
25000251,480618,6212366
25000252,506078,6217307
25000253,506570,6217599
25000254,506689,6217022
25000255,480143,6202114
25000256,495952,6205231
25000257,522749,6203126
25000258,522865,6203219
25000259,521432,6204240
25000260,520797,6203010
25000261,526100,6200067
25000262,527483,6199982
25000263,521990,6201981
25000264,521636,6202292
25000265,520035,6204769
25000266,507052,6205508
25000267,512622,6205741
25000268,519059,6205072
25000269,510705,6206480
25000270,513533,6205817
25000271,517889,6204966
25000272,511206,6206550
25000273,508858,6206361
25000274,501694,6204968
25000275,503554,6204328
25000276,521354,6203398
25000277,516566,6205895
25000278,522779,6200525
25000279,484701,6190081
25000280,519053,6207425
25000281,488123,6187123
25000282,483864,6216565
25000283,522118,6205563
25000284,519351,6205235
25000285,520099,6205568
25000286,524397,6205351
25000287,521816,6205047
25000288,512789,6216691
25000289,507668,6191414
25000290,500491,6196472
25000291,504039,6195555
25000292,499128,6196767
25000293,521902,6179044
25000294,507910,6176686
25000295,512947,6204478
25000296,508577,6205170
25000297,510237,6204886
25000298,507986,6205446
25000299,468424,6199669
25000300,472228,6202459
25000301,474091,6200499
25000302,478609,6218769
25000303,502317,6214755
25000304,464952,6177415
25000305,463284,6178447
25000306,462873,6179151
25000307,462269,6181246
25000308,465569,6178045
25000309,462128,6183048
25000310,523393,6183730
25000311,521534,6183862
25000312,523197,6184680
25000313,521456,6183902
25000314,513836,6207904
25000315,517105,6211064
25000316,510691,6206557
25000317,515505,6209100
25000318,513712,6208134
25000319,511135,6207020
25000320,513903,6208588
25000321,464405,6180684
25000322,464449,6181470
25000323,465692,6179555
25000324,462985,6182545
25000325,479398,6200834
25000326,452775,6186075
25000327,478844,6181502
25000328,512815,6183394
25000329,514449,6182040
25000330,515681,6181352
25000331,466055,6180282
25000332,493475,6204242
25000333,465723,6182620
25000334,459806,6183277
25000335,462302,6183199
25000336,505059,6214877
25000337,506968,6213916
25000338,509020,6213537
25000339,506791,6214045
25000340,506455,6214335
25000341,509126,6213759
25000342,453617,6182560
25000343,492472,6216573
25000344,491697,6216350
25000345,471101,6190672
25000346,488508,6219595
25000347,484454,6221230
25000348,454184,6181232
25000349,479949,6209563
25000350,496241,6187357
25000351,502009,6199551
25000352,485281,6196889
25000353,487425,6194412
25000354,511125,6185413
25000355,516037,6182370
25000356,522128,6180625
25000357,508940,6184809
25000358,514609,6183435
25000359,487053,6190303
25000360,523551,6181191
25000361,511250,6185168
25000362,498957,6188189
25000363,483769,6191924
25000364,489361,6188689
25000365,521745,6179156
25000366,485041,6190573
25000367,521991,6180473
25000368,516682,6182757
25000369,496020,6187765
25000370,520071,6181761
25000371,518909,6182763
25000372,501211,6186433
25000373,507694,6184849
25000374,510913,6183631
25000375,504932,6184864
25000376,516172,6183454
25000377,509413,6183894
25000378,507910,6176686
25000379,491541,6187933
25000380,518572,6182819
25000381,510413,6183629
25000382,512899,6183836
25000383,476743,6196769
25000384,505839,6184369
25000385,512042,6183559
25000386,515319,6184214
25000387,506697,6184569
25000388,508480,6185072
25000389,514951,6184332
25000391,508844,6184725
25000392,513869,6215798
25000393,497405,6190884
25000394,484741,6186310
25000395,485481,6205924
25000396,484849,6205807
25000397,483765,6206008
25000398,485014,6216880
25000399,483022,6217330
25000400,497570,6215228
25000401,497270,6215372
25000402,499766,6211928
25000403,497493,6209710
25000404,498094,6214169
25000405,492903,6217759
25000406,498908,6209426
25000407,494304,6217830
25000408,491168,6217307
25000409,499452,6211711
25000410,492938,6217265
25000411,498919,6212273
25000412,497256,6216089
25000413,507429,6192986
25000414,494800,6199967
25000415,498123,6201388
25000416,500519,6200561
25000417,483328,6230568
25000418,484556,6227920
25000419,484707,6227346
25000420,481697,6231375
25000421,502904,6210546
25000422,488682,6199320
25000423,477722,6220119
25000424,494666,6184474
25000425,485040,6189325
25000426,496829,6182908
25000428,503051,6180740
25000429,488633,6188342
25000430,486867,6188497
25000432,514624,6214033
25000433,486104,6227111
25000434,483022,6201251
25000435,506162,6202008
25000437,511864,6200914
25000438,479322,6201630
25000439,456277,6184415
25000440,474010,6187281
25000441,482409,6210800
25000442,474256,6188363
25000443,472584,6205540
25000444,473357,6205253
25000445,519595,6209668
25000446,516389,6206578
25000447,517571,6208304
25000448,516649,6207113
25000449,469081,6201354
25000450,469210,6182104
25000451,469592,6181767
25000452,470028,6182073
25000453,471219,6183409
25000454,470664,6183038
25000455,471119,6181277
25000456,467974,6181932
25000457,471012,6182880
25000458,472752,6183210
25000459,468129,6182035
25000460,469042,6182026
25000461,507755,6191568
25000462,477644,6198742
25000463,476918,6199150
25000464,474009,6199107
25000465,508829,6199259
25000466,455800,6183268
25000467,456930,6182651
25000468,457281,6182358
25000469,457414,6182443
25000470,499921,6209539
25000471,503002,6211232
25000472,457147,6185820
25000473,455430,6185181
25000474,482095,6228473
25000475,484253,6227412
25000476,496016,6187132
25000477,501568,6198834
25000478,499875,6200176
25000479,452178,6184943
25000480,468656,6188016
25000481,469736,6195831
25000482,468605,6190330
25000483,468565,6195378
25000484,504238,6196188
25000485,486147,6227610
25000486,521163,6178252
25000487,521729,6179085
25000488,520670,6178909
25000489,474394,6188170
25000490,472389,6190515
25000491,472902,6189475
25000492,509196,6218506
25000493,508689,6219726
25000494,490220,6182365
25000495,487371,6182897
25000496,485498,6181917
25000498,484769,6182992
25000499,488684,6208140
25000500,486969,6208150
25000501,488908,6209214
25000502,483357,6206260
25000503,490256,6209733
25000504,483869,6221349
25000505,483711,6220886
25000506,485295,6225933
25000507,481453,6213632
25000508,482131,6210084
25000509,517705,6210091
25000510,476878,6199764
25000511,521594,6209203
25000512,523455,6208898
25000513,491489,6193296
25000514,490444,6195539
25000515,486838,6198938
25000516,479673,6182908
25000532,489617,6187657
25000534,513555,6181042
25000535,512984,6207526
25000537,505046,6184671
25000539,470155,6220376
25000541,488719,6199262
25000542,484393,6221248
25000543,471152,6212148
25000544,463762,6218367
25000548,455195,6225417
25000549,501491,6210025
25000553,480751,6190781
25000554,507494,6199975
25000555,483993,6190629
25000556,480836,6202072
25000576,463798,6221796
25000586,525720,6140270
25000592,524183,6197764
25000614,460927,6207039
25000616,467413,6208122
25000617,482275,6225549
25000618,504992,6191952
25000620,496325,6207099
25000623,471454,6228640
25000624,466896,6227982
25000626,462086,6194570
25000627,495048,6196721
25000628,496010,6200821
25000629,461104,6190140
25000634,483638,6206107
25000636,497234,6216154
25000637,500501,6207890
25000638,476119,6210467
25000639,491637,6201019
25000640,499282,6210749
25000642,480809,6212424
25000673,451799,6227578
25000703,477733,6248932
25000704,463228,6222182
25000705,468169,6218675
25000706,460606,6210193
25000707,459853,6225560
25000708,476574,6194301
25000709,473087,6189971
25000710,475551,6197016
25000711,468937,6196493
25000712,492959,6218308
25000713,482223,6210929
25000715,495959,6205266
25000716,498093,6206414
25000717,506620,6205077
25000718,510457,6204732
25000719,500062,6197199
25000720,491842,6199232
25000721,487768,6187368
25000722,469247,6198352
25000723,478932,6195903
25000725,502131,6185680
25000726,524532,6196815
25000727,504388,6203164
25000728,489516,6200783
25000729,464872,6195929
25000730,498103,6214134
25000732,482566,6217785
25000733,519401,6198577
25000734,524443,6197619
25000747,519370,6198872
25000768,492409,6202420
25000775,485855,6199405
25000776,497550,6205467
25000849,465450,6215775
25000850,462510,6219008
25000851,473007,6191958
25000852,471270,6193813
25001614,498878,6215246
25002455,485361,6226171
25003188,517932,6199200
25003546,482391,6206391
25003547,483370,6206260
25003595,483991,6190717
25003596,451801,6227375
25003597,501439,6204975
25003599,482325,6216402
26000037,567562,6213794
26000039,557738,6225165
26000042,550459,6224749
26000044,555774,6224944
26000048,561711,6227060
26000050,562225,6226456
26000053,507910,6176686
26000069,570608,6221992
26000078,561938,6219212
26000079,565351,6217212
26000080,574350,6224106
26000081,564552,6218222
26000082,564645,6221589
26000083,560501,6230181
26000084,560260,6230360
26000090,561923,6219027
26000091,561940,6219198
26000093,565608,6222406
26000095,559558,6225728
26000096,564261,6223517
26000100,567167,6211133
26000103,567344,6211173
26000111,565736,6211604
26000114,566450,6213299
26000122,559587,6225673
26000131,557535,6225268
26000140,560990,6220761
26000150,568081,6223059
26000151,571112,6222286
26000156,581378,6259407
26000170,567253,6210614
26000178,560777,6228541
26000187,553318,6225784
26000188,567262,6209141
26000190,567621,6223063
26000191,570095,6220670
26000192,558559,6223113
26000213,575237,6220001
26000231,570696,6221065
26000447,563804,6224982
26000670,561959,6219281
26000677,563428,6217818
26000719,557366,6225634
27000002,572559,6205662
27000003,569782,6202611
27000004,552510,6194771
27000021,576123,6215091
27000022,577144,6216542
27000029,575341,6214799
27000034,573999,6205826
27000035,574126,6207131
27000040,574281,6193917
27000045,552778,6192985
27000051,577647,6216311
27000057,572168,6196349
27000083,553285,6200276
27000084,574534,6207536
27000085,546372,6198131
27000086,554948,6199245
27000087,572439,6214142
27000089,553208,6200165
27000090,546350,6198091
27000091,548328,6196295
27000092,551584,6193600
27000093,548621,6195301
27000094,549458,6195938
27000095,546399,6198064
27000096,552825,6197283
27000097,553139,6197227
27000098,547973,6201220
27000099,548068,6201214
27000100,547870,6198086
27000101,555064,6199340
27000102,555016,6199094
27000103,558667,6199401
27000104,558506,6199410
27000106,545640,6198751
27000110,570118,6207124
27000111,569050,6197260
27000123,576245,6215294
27000124,572617,6208023
27000125,566827,6199115
27000126,577450,6212233
27000137,552357,6194779
27000552,570754,6203101
27000766,554145,6198658
27001078,554820,6199366
27001080,555464,6199123
28000001,547219,6192156
28000002,543332,6189922
28000003,548649,6192099
28000004,542872,6191041
28000007,543079,6191348
28000008,540633,6183596
28000009,540631,6178454
28000010,541968,6184250
28000011,542749,6188054
28000012,541986,6181461
28000013,542389,6186293
28000014,547340,6191938
28000015,548403,6188280
28000016,543488,6187867
28000017,540589,6178901
28000018,541569,6181937
28000019,542168,6181207
28000020,547617,6183970
28000021,542819,6190940
28000022,539115,6191678
28000023,546564,6189145
28000024,548902,6185667
28000025,546615,6188976
28000026,545421,6191420
28000027,548041,6183886
28000028,548906,6185732
28000029,541997,6181410
28000030,546603,6186774
28000031,509102,6180124
28000051,552180,6190950
28000255,551740,6191700
29000006,546371,6176831
29000007,560669,6180354
29000008,545919,6174235
29000009,545899,6174248
29000011,545797,6177698
29000012,547863,6179113
29000013,548394,6179969
29000014,545994,6178119
29000015,546311,6174507
29000016,552115,6180085
29000017,546467,6174415
29000018,545983,6178661
29000019,545097,6179821
29000020,552519,6180651
29000021,552435,6180716
29000022,548847,6180193
29000023,551113,6180232
29000024,557247,6188120
29000025,547053,6173878
29000029,549293,6174157
29000030,557187,6183194
30000013,443823,6161393
30000016,454479,6175741
30000017,453051,6174283
30000040,471907,6149420
30000041,457058,6174393
30000042,458718,6175354
30000043,458828,6175343
30000044,456458,6175636
30000045,458506,6174565
30000046,450204,6173032
30000047,450825,6175698
30000048,464102,6149606
30000049,464213,6152633
30000050,460778,6151902
30000051,452309,6175500
30000052,447933,6175368
30000053,451169,6157696
30000054,452158,6174940
30000055,472420,6146173
30000056,472550,6146254
30000057,446213,6169872
30000058,447679,6169299
30000059,447580,6169042
30000060,448027,6166161
30000061,461309,6153379
30000062,470946,6146606
30000063,460547,6176343
30000064,454517,6176847
30000065,451748,6163223
30000066,453366,6161313
30000067,464274,6174835
30000068,462477,6152086
30000069,462722,6174819
30000070,461146,6170733
30000071,454943,6170861
30000072,461593,6173629
30000073,465502,6174162
30000074,456767,6170760
30000075,460198,6170021
30000076,456791,6168293
30000077,456103,6168697
30000078,457978,6168937
30000079,461124,6178099
30000080,460629,6177060
30000081,472014,6149724
30000082,461620,6153555
30000083,462011,6153753
30000084,466903,6150370
30000085,464728,6149384
30000086,447682,6164687
30000087,444715,6164908
30000215,450390,6175583
31000016,467554,6158033
31000017,486512,6172322
31000019,465220,6160115
31000021,487984,6179470
