ObservationsstedNr,X_UTM32,Y_UTM32
15000950,561108,6273355
15000951,561222,6273356
15000955,574351,6279574
15000956,564016,6273240
15000957,507910,6176686
15000958,564011,6273150
15000959,507910,6176686
15000960,563276,6273250
15000961,507910,6176686
15000962,563684,6273160
15000963,507910,6176686
15000964,507910,6176686
15000965,507910,6176686
15000966,562315,6273080
15000967,507910,6176686
15000968,507910,6176686
15000969,570736,6312053
15000970,570736,6312053
15000971,564406,6273923
15000972,564407,6273928
15000973,568301,6279728
15000974,568301,6279728
15000975,566696,6275690
15000976,566696,6275690
15000977,574068,6300908
15000978,574068,6300908
15000979,575837,6298346
15000980,575837,6298346
15000981,574502,6301127
15000982,574502,6301127
15000983,574291,6300856
15000984,574291,6300856
15000985,574765,6299319
15000986,574765,6299319
15000987,574372,6301424
15000988,574372,6301424
15000989,576485,6301572
15000990,576485,6301572
15000991,572140,6300913
15000992,572140,6300913
15000993,575691,6310628
15000994,575691,6310628
15000995,566721,6282770
15000996,566721,6282770
15000997,570691,6302329
15000998,570691,6302329
15000999,570315,6301544
15001000,570315,6301544
15001001,573992,6311669
15001002,573992,6311669
15001003,559194,6272983
15001004,559194,6272983
15001005,556031,6273186
15001006,556031,6273186
15001007,507910,6176686
15001008,507910,6176686
15001009,507910,6176686
15001010,507910,6176686
15001011,507910,6176686
15001012,507910,6176686
15001013,507910,6176686
15001014,559517,6287558
15001015,559517,6287558
15001016,559936,6287384
15001017,559936,6287384
15001018,557478,6281152
15001019,557478,6281152
15001020,556882,6285543
15001021,556882,6285543
15001022,557038,6285623
15001023,557038,6285623
15001024,557079,6285691
15001025,557079,6285691
15001026,557120,6285664
15001027,557120,6285664
15001028,507910,6176686
15001029,507910,6176686
15001030,547628,6276166
15001031,547628,6276166
15001032,507910,6176686
15001035,507910,6176686
15001036,556763,6280220
15001037,556763,6280220
15001038,547470,6276114
15001039,547594,6276151
15001040,547482,6276193
15001041,545502,6278649
15001042,545726,6278482
15001043,545765,6278327
15001044,565954,6360709
15001045,507910,6176686
15001055,566889,6276604
15001067,573271,6304734
15001068,573271,6304734
15001069,572602,6310316
15001070,507910,6176686
15001071,573309,6303296
15001072,507910,6176686
15001075,570118,6301941
15001078,573294,6304733
15001079,573294,6304733
16000001,485144,6251534
16000002,507910,6176686
16000003,456494,6272204
16000004,484940,6252816
16000005,455826,6269509
16000006,507910,6176686
16000007,474220,6261547
16000008,472045,6261611
16000009,471005,6260145
16000010,507910,6176686
16000011,507910,6176686
16000012,507910,6176686
16000013,457993,6266836
16000014,507910,6176686
16000015,481379,6274173
16000016,473293,6261767
16000017,507910,6176686
16000018,507910,6176686
16000019,507910,6176686
16000020,507910,6176686
16000021,507910,6176686
16000022,473094,6261990
16000035,457939,6267072
16000036,457939,6267072
16000037,507910,6176686
16000038,447186,6268201
16000039,507910,6176686
16000040,507910,6176686
16000041,507910,6176686
16000042,507910,6176686
16000043,507910,6176686
16000044,507910,6176686
16000045,507910,6176686
16000046,507910,6176686
16000047,507910,6176686
16000048,507910,6176686
16000049,491990,6282463
16000050,486559,6268503
16000051,507910,6176686
16000057,490804,6264438
16000058,452962,6273583
16000059,448949,6271158
16000060,449305,6271834
16000061,448478,6270080
16000062,449935,6272487
16000063,487041,6268819
16000064,490939,6265198
16000065,491055,6267116
16000066,489508,6262774
16000067,490178,6264055
16000068,488913,6264061
16000069,448797,6271856
16000071,507910,6176686
16000072,507910,6176686
16000073,507910,6176686
16000074,507910,6176686
16000075,507910,6176686
16000076,507910,6176686
16000077,473094,6261990
16000078,507910,6176686
16000079,507910,6176686
16000080,507910,6176686
16000081,507910,6176686
16000082,507910,6176686
16000083,507910,6176686
16000084,487041,6268819
16000085,457939,6267072
16000086,507910,6176686
16000087,507910,6176686
16000088,507910,6176686
16000089,507910,6176686
16000090,507910,6176686
16000091,481729,6274721
16000092,485235,6251521
16000093,507910,6176686
16000094,507910,6176686
16000095,507910,6176686
16000096,507910,6176686
16000097,507910,6176686
16000098,484828,6252863
16000099,507910,6176686
16000100,507910,6176686
16000101,507910,6176686
16000102,507910,6176686
16000103,507910,6176686
16000104,488309,6281033
16000106,449077,6277198
16000107,507910,6176686
16000108,486419,6278103
16000262,507910,6176686
16000263,447152,6268228
16000264,456177,6272383
16000265,455835,6269497
16000266,485235,6251521
16000278,485689,6267170
16000281,456177,6272383
16000282,455835,6269497
16000283,489508,6262774
16000284,490949,6267083
16000285,507910,6176686
16000286,507910,6176686
16000287,507910,6176686
16000288,507910,6176686
16000289,507910,6176686
16000290,507910,6176686
16000291,488913,6264061
16000293,505002,6286351
16000296,507910,6176686
16000297,452317,6273396
16000298,507910,6176686
16000299,448944,6271116
16000300,448763,6272000
16000301,448694,6277582
16000302,451491,6283236
16000304,505551,6286560
16000305,452250,6282720
16000306,451180,6283430
16000307,448640,6277460
16000308,450340,6279070
16000309,451507,6283127
16000310,494045,6256235
16000311,490949,6267083
16000312,507910,6176686
16000320,490798,6264432
16000321,490949,6267083
16000322,507910,6176686
16000323,507910,6176686
16000324,507910,6176686
16000325,485777,6267413
16000327,505551,6286560
16000328,488309,6281033
16000329,488309,6281033
16000330,447033,6268401
16000331,447152,6268228
16000332,448944,6271116
16000333,472201,6261055
16000334,448763,6272000
16000335,452317,6273396
16000336,455313,6264844
16000337,455313,6264844
16000338,453485,6267166
16000339,453485,6267166
16000340,451379,6271156
16000341,507910,6176686
16000342,454372,6266098
16000343,507910,6176686
16000344,462866,6265317
16000345,462866,6265317
16000346,475130,6250321
16000347,475130,6250321
16000348,476412,6250673
16000349,476412,6250673
16000350,473913,6267729
16000351,473913,6267729
16000352,490828,6264431
16000353,490780,6264469
16000354,490807,6264423
16000355,449460,6279615
16000356,449460,6279615
16000357,484828,6252863
16000358,476854,6268544
16000359,476854,6268544
16000360,484940,6252816
16000361,481729,6274721
16000362,481636,6274554
16000363,487041,6268819
16000364,494296,6285325
16000365,494296,6285325
16000366,490076,6279697
16000367,490076,6279697
16000368,489508,6262774
16000369,490178,6264055
16000370,490178,6264055
16000374,491990,6282463
16000375,490089,6264243
16000376,490296,6264179
16000377,490267,6263726
16000378,490070,6263568
16000379,507910,6176686
16000380,487417,6267831
16000381,487662,6267581
16000382,487752,6267437
16000383,488502,6269981
16000384,488348,6269743
16000385,487884,6269683
16000386,488522,6269668
16000387,501772,6293389
16000388,500866,6293705
16000389,500236,6294014
16000390,499529,6294183
16000391,480729,6274196
16000392,480990,6274341
16000393,481012,6274465
16000394,481089,6274769
16000395,456106,6272812
16000396,456106,6272812
16000397,456106,6272812
16000398,485499,6267019
16000399,485499,6267019
16000400,485499,6267019
16000401,485049,6266581
16000402,485049,6266581
16000403,485049,6266581
16000404,491972,6282472
16000405,472008,6260151
16000407,494045,6256235
16000408,450845,6283144
16000409,450845,6283144
16001157,453169,6190003
16001158,453169,6190003
16001159,504139,6298340
16001160,504139,6298340
16001161,485127,6251595
16001162,485188,6251475
16001163,485284,6251521
16001164,491053,6267166
16001165,490965,6267103
16001166,490995,6266979
16001186,490183,6264056
16001187,490167,6263990
16001188,490154,6263863
16001189,501249,6293441
16001190,507910,6176686
16001191,502074,6293316
16001192,507910,6176686
16001193,502153,6293280
16001194,507910,6176686
16001195,507910,6176686
16001196,507910,6176686
16001197,480279,6274591
16001198,507910,6176686
16001199,480324,6274389
16001200,507910,6176686
16001201,480294,6274261
16001202,507910,6176686
16001203,480877,6274081
16001204,507910,6176686
16001205,481068,6273786
16001206,507910,6176686
16001207,481203,6273835
16001208,507910,6176686
16001209,481259,6273929
16001210,507910,6176686
16001211,481496,6273875
16001212,507910,6176686
16001213,485844,6267151
16001214,507910,6176686
16001215,486243,6267252
16001216,507910,6176686
16001217,486751,6267657
16001218,507910,6176686
16001219,507910,6176686
16001220,507910,6176686
16001221,488114,6267590
16001222,507910,6176686
16001223,488090,6268353
16001224,507910,6176686
16001225,488093,6268442
16001226,507910,6176686
16001227,488190,6268580
16001228,507910,6176686
16001229,476255,6267777
16001230,507910,6176686
16001231,476267,6267806
16001232,507910,6176686
16001233,475736,6263882
16001234,507910,6176686
16001235,475853,6263885
16001236,507910,6176686
16001237,446662,6267193
16001238,446966,6268056
16001239,447536,6268925
16001240,456197,6272220
16001241,456288,6272371
16001242,456523,6272349
16001243,452913,6273504
16001244,452954,6273657
16001245,453111,6273596
16001246,448753,6271906
16001247,448839,6272007
16001248,448987,6272111
16001249,448907,6271057
16001250,449009,6271134
16001251,449095,6271240
16001252,484884,6252790
16001253,484912,6252872
16001254,485020,6252788
16001255,471831,6260063
16001256,472747,6261776
16001257,473766,6261980
16001258,486438,6268335
16001259,486823,6268894
16001260,487726,6268946
16001261,481567,6274457
16001262,481817,6274654
16001263,481809,6274929
16001264,500871,6293749
16001265,478642,6270070
16001266,478529,6270252
16001282,484638,6266724
16001283,507910,6176686
16001284,484564,6266217
16001285,507910,6176686
16001286,484478,6266166
16001287,507910,6176686
16001288,484520,6266081
16001289,507910,6176686
16001290,485774,6266961
16001291,507910,6176686
16001292,485702,6267189
16001293,507910,6176686
16001294,485777,6267415
16001295,507910,6176686
16001296,489490,6262847
16001297,489402,6262771
16001298,489451,6262676
16001303,486419,6278103
16001304,507910,6176686
16001305,507910,6176686
16001306,507910,6176686
16001307,507910,6176686
16001308,507910,6176686
16001310,480729,6274196
16001314,446890,6267250
16001315,446128,6266809
16001316,457874,6267200
16001317,453804,6266397
16001318,507910,6176686
16001319,507910,6176686
16001320,507910,6176686
16001321,507910,6176686
16001322,507910,6176686
16001323,507910,6176686
16001324,507910,6176686
16001325,507910,6176686
16001326,507910,6176686
16001327,507910,6176686
16001328,507910,6176686
16001329,507910,6176686
16001330,507910,6176686
16001331,507910,6176686
16001337,497162,6294266
16001338,497162,6294266
16001345,492171,6282326
16001346,492849,6281857
16001347,493708,6281956
16001348,455761,6269373
16001349,455810,6269533
16001350,456014,6269520
16001351,458057,6266817
16001352,457902,6266879
16001353,457969,6266973
17000002,543367,6278920
17000003,539799,6278193
17002014,530993,6282584
17002015,530993,6282584
17002016,543367,6278920
17002017,548276,6285461
17002018,548276,6285461
17002019,548947,6286112
17002020,548947,6286112
17002021,539799,6278193
17002024,507910,6176686
17002025,527688,6277333
17002026,544851,6288422
17002027,544851,6288422
17002213,539967,6278242
17002214,539698,6278231
17002215,539913,6278249
17002216,507910,6176686
17002222,527892,6276449
17002223,507910,6176686
17002225,555047,6307477
17002226,507910,6176686
18000006,507910,6176686
18000007,507910,6176686
18000008,507910,6176686
18000009,507910,6176686
18000010,516340,6273150
18000011,552405,6272687
18000012,507910,6176686
18000013,507910,6176686
18000014,507910,6176686
18000015,539488,6272739
18000016,539558,6273038
18000017,539809,6272673
18000018,538317,6265306
18000019,507910,6176686
18000020,542809,6268103
18000021,536555,6269537
18000022,531169,6259883
18000023,507910,6176686
18000024,554947,6259157
18000025,552757,6259154
18000026,551568,6259133
18000027,553212,6258811
18000028,553787,6258768
18000029,552261,6259252
18000030,552368,6259201
18000031,551314,6259707
18000032,555191,6258128
18000069,542202,6265026
18000081,558306,6268091
18000082,558154,6267413
18000101,507910,6176686
18000102,507910,6176686
18000103,507910,6176686
18000104,507910,6176686
18000105,507910,6176686
18000106,507910,6176686
18000107,507910,6176686
18000108,507910,6176686
18000109,507910,6176686
18000110,507910,6176686
18000111,507910,6176686
18000112,507910,6176686
18000113,507910,6176686
18000114,507910,6176686
18000115,507910,6176686
18000116,540339,6266163
18000117,507910,6176686
18000118,535369,6276273
18000119,536077,6274177
18000120,523789,6262743
18000121,522840,6262718
18000122,524219,6262628
18000123,507910,6176686
18000183,507910,6176686
18000184,507910,6176686
18000185,507910,6176686
18000186,507910,6176686
18000187,507910,6176686
18000188,516227,6273099
18000192,539809,6272673
18000209,552405,6272687
18000211,536077,6274177
18000212,539809,6272673
18000215,531169,6259883
18000216,536077,6274177
18000217,536555,6269537
18000222,552405,6272687
18000223,533268,6271198
18000224,533268,6271198
18000225,516227,6273099
18000226,530578,6261869
18000227,538889,6270940
18000228,538889,6270940
18000229,527704,6262658
18000230,527704,6262658
18000231,507910,6176686
18000232,534317,6270834
18000233,507910,6176686
18000234,544519,6263220
18000235,532198,6258124
18000236,532198,6258124
18000237,543799,6260979
18000238,543799,6260979
18000239,532260,6262977
18000240,532260,6262977
18000241,553994,6258583
18000242,553994,6258583
18000243,507910,6176686
18000244,507910,6176686
18000245,530581,6261865
18000246,538029,6265253
18000247,536555,6269537
18000248,530578,6261869
18000249,507910,6176686
18000250,507910,6176686
18000251,507910,6176686
18000254,553023,6261890
18000259,531129,6259817
18000278,507910,6176686
18000279,507910,6176686
18000280,507910,6176686
18000281,507910,6176686
18000282,507910,6176686
18000283,507910,6176686
18000284,507910,6176686
18000285,507910,6176686
18000286,507910,6176686
18000287,507910,6176686
18000288,507910,6176686
18000289,507910,6176686
18000290,507910,6176686
18000291,507910,6176686
18000292,538467,6269119
18000293,538148,6269040
18000294,538136,6269005
18000295,537760,6268867
18000296,535336,6267057
18000297,535204,6267151
18000298,534769,6267128
18000299,534489,6267369
18000300,531556,6268243
18000301,531396,6268386
18000302,530590,6269377
18000303,532187,6267935
18000304,532903,6272675
18000305,532198,6272418
18000306,531914,6272150
18000307,507910,6176686
18000308,538822,6269662
18000309,538907,6269683
18000310,538659,6269444
18000311,538901,6269407
18000312,542169,6265082
18000313,540461,6265677
18000314,540494,6265649
18000315,540298,6265638
18000316,551907,6258953
18000317,552501,6266076
18000318,555525,6262586
18000319,552981,6264534
18000320,551394,6260926
18000321,554140,6262190
18000322,552328,6261027
18000323,550289,6260229
18000324,556210,6262414
18000325,523039,6262733
18000326,547539,6260248
18000493,524179,6262593
18000740,516471,6273315
18000741,516242,6273211
18000742,516158,6272998
18000743,531068,6269754
18000744,507910,6176686
18000745,531166,6269789
18000746,507910,6176686
18000747,531262,6269985
18000748,507910,6176686
18000749,531577,6269643
18000750,507910,6176686
18000751,527743,6269844
18000752,507910,6176686
18000753,527913,6269942
18000754,507910,6176686
18000755,528759,6270254
18000756,507910,6176686
18000757,529307,6269792
18000758,507910,6176686
18000759,554427,6262530
18000760,507910,6176686
18000761,507910,6176686
18000762,507910,6176686
18000763,554214,6263829
18000764,507910,6176686
18000765,553453,6264134
18000766,507910,6176686
18000767,554565,6262783
18000768,507910,6176686
18000769,553415,6263081
18000770,507910,6176686
18000771,554369,6263448
18000772,507910,6176686
18000773,551056,6266533
18000774,507910,6176686
18000775,553370,6263612
18000776,507910,6176686
18000777,551516,6266396
18000778,507910,6176686
18000779,554179,6262964
18000780,507910,6176686
18000781,551744,6266564
18000782,507910,6176686
18000783,553351,6263656
18000784,507910,6176686
18000785,554605,6262707
18000786,507910,6176686
18000787,554045,6262870
18000788,507910,6176686
18000789,539433,6272692
18000790,539760,6272538
18000791,539654,6272947
18000795,507910,6176686
18000796,507910,6176686
18000797,552099,6258904
18000798,507910,6176686
18000799,554149,6262179
18000800,554149,6262179
18000801,554257,6262401
18000802,554257,6262401
18000803,553023,6261890
18000804,507910,6176686
18000805,526625,6267897
18000806,507910,6176686
18000807,532600,6276359
18000808,507910,6176686
18000809,532579,6276308
18000810,507910,6176686
18000811,536504,6266977
18000812,507910,6176686
18000813,544586,6270656
18000814,507910,6176686
18000815,544618,6270645
18000816,507910,6176686
18000817,546620,6267972
18000818,507910,6176686
18000819,547226,6268256
18000820,507910,6176686
18000821,554911,6263293
18000822,554911,6263293
18000823,555392,6262628
18000824,555392,6262628
18000825,552245,6261030
18000826,507910,6176686
18000827,552800,6261830
18000828,507910,6176686
18000829,553107,6262170
18000830,507910,6176686
18000831,553487,6262590
18000832,507910,6176686
18000833,553523,6262450
18000834,507910,6176686
18000835,507910,6176686
18000836,507910,6176686
18000837,553731,6262190
18000838,507910,6176686
18000839,553924,6262090
18000840,507910,6176686
18000841,550122,6260100
18000842,507910,6176686
18000843,550058,6260190
18000844,507910,6176686
18000845,550629,6260460
18000846,507910,6176686
18000847,549723,6260140
18000848,507910,6176686
18000849,549670,6260110
18000850,507910,6176686
18000851,549286,6260070
18000852,507910,6176686
18000860,507910,6176686
18000861,536440,6269120
18000862,536384,6269425
18000863,536541,6269749
18000864,554603,6258782
18000865,553449,6258917
18000866,552830,6259090
18000867,539980,6270926
18000868,507910,6176686
18000869,542613,6271867
18000870,507910,6176686
18000871,544071,6271108
18000872,507910,6176686
18000873,547024,6268815
18000874,507910,6176686
18000875,547026,6268673
18000876,507910,6176686
18000877,507910,6176686
18000878,507910,6176686
18000879,507910,6176686
18000880,507910,6176686
18000881,507910,6176686
18000882,507910,6176686
18000883,507910,6176686
18000884,507910,6176686
18000885,532990,6273031
18000886,507910,6176686
18000898,553517,6272248
18000899,550467,6272338
18000900,549954,6272047
18000901,552221,6259258
18000902,555159,6263054
18000903,553439,6258011
18000904,553479,6258008
18000905,553679,6258102
18000906,554186,6258042
18000907,535792,6266945
18000908,537141,6264686
18000909,538583,6265377
18000910,542620,6267771
18000911,531026,6259473
18000912,531167,6259803
18000913,531294,6260127
18000916,555986,6262649
18000917,555986,6262649
18000918,552099,6258904
18000919,553059,6272184
18000920,551622,6272584
18000921,553934,6272657
19000004,512011,6263921
19000009,513695,6266966
19000017,511561,6262894
19000018,513946,6253458
19000019,518119,6258723
19000020,517509,6251173
19000021,510699,6263473
19000089,513695,6266966
19000092,518119,6258723
19000093,509401,6252647
19000094,509401,6252647
19000095,510471,6254902
19000096,510471,6254902
19000097,511529,6262863
19000098,511561,6262894
19000099,510699,6263473
19000100,510699,6263473
19000101,513946,6253458
19000102,513946,6253458
19000103,523787,6262060
19000104,523787,6262060
19000105,509671,6251351
19000106,509671,6251351
19000107,503495,6265249
19000108,503495,6265249
19000109,511529,6262863
19000111,513310,6253742
19000112,513231,6253491
19000113,513062,6251333
19000114,512923,6251246
19000115,515580,6255478
19000116,515770,6257434
19000117,515792,6257277
19000118,509345,6256681
19000119,509043,6256220
19000120,508753,6255862
19000121,507910,6176686
19000122,511990,6263895
19000123,511739,6263455
19000124,511770,6263392
19000125,511885,6263003
19000126,511620,6264655
19000127,511788,6264537
19000128,511832,6264530
19000129,511874,6264577
19000130,517523,6251134
19000131,514851,6253810
19000132,514851,6253810
19000397,504103,6267811
19000398,504103,6267811
19000399,516190,6275700
19000400,516190,6275700
19000402,509534,6277970
19000403,507910,6176686
19000404,507910,6176686
19000405,507910,6176686
19000406,514851,6275977
19000407,507910,6176686
19000408,515039,6275975
19000409,507910,6176686
19000410,515222,6275881
19000411,507910,6176686
19000412,507910,6176686
19000413,507910,6176686
19000414,516342,6275386
19000415,507910,6176686
19000416,515829,6272392
19000417,507910,6176686
19000418,515517,6272124
19000419,507910,6176686
19000420,515602,6271970
19000421,507910,6176686
19000422,518919,6265324
19000423,507910,6176686
19000424,507910,6176686
19000425,507910,6176686
19000426,512500,6265266
19000427,507910,6176686
19000428,512455,6265235
19000429,507910,6176686
19000430,510464,6261778
19000431,507910,6176686
19000432,509729,6260422
19000433,507910,6176686
19000434,507910,6176686
19000435,513731,6253363
19000436,513841,6253404
19000437,513997,6253488
19000438,514792,6253883
19000439,514830,6253756
19000440,514941,6253813
19000441,513603,6253376
19000442,513792,6253321
19000443,513927,6253529
19000444,507910,6176686
19000445,507910,6176686
19000446,507910,6176686
19000447,507910,6176686
19000448,507910,6176686
19000449,507910,6176686
19000450,507910,6176686
19000451,507910,6176686
19000452,507910,6176686
19000453,507910,6176686
19000454,507910,6176686
19000455,507910,6176686
19000456,507910,6176686
19000457,507910,6176686
19000458,507910,6176686
19000459,513281,6253569
20000015,496149,6263973
20000016,493544,6261192
20000017,521339,6240483
20000018,521419,6234823
20000019,521459,6261723
20000033,491365,6261674
20000035,495481,6253628
20000036,507910,6176686
20000037,495354,6253619
20000038,495354,6253619
20000043,488935,6261581
20000044,493446,6257475
20000045,494275,6257371
20000046,507910,6176686
20000047,494760,6255980
20000048,492171,6260250
20000049,507910,6176686
20000050,507910,6176686
20000051,507910,6176686
20000052,497796,6242284
20000053,495354,6253619
20000054,507910,6176686
20000055,507910,6176686
20000056,507910,6176686
20000057,507910,6176686
20000058,507910,6176686
20000059,507910,6176686
20000060,507910,6176686
20000184,491466,6261633
20000185,494821,6255384
20000186,494919,6254554
20000187,495448,6253346
20000188,521339,6240483
20000189,521416,6234734
20000190,521419,6234823
20000191,493278,6257422
20000201,507910,6176686
20000207,504879,6247235
20000208,504879,6247235
20000209,493691,6268228
20000210,493404,6261199
20000211,497780,6269149
20000212,497780,6269149
20000213,494897,6259013
20000214,494986,6259018
20000215,494986,6259018
20000217,523326,6226024
20000218,523570,6225306
20000219,507910,6176686
20000220,505629,6238513
20000223,496230,6264180
20000224,493407,6260746
20000225,496149,6263973
20000226,497679,6242429
20000227,497905,6242388
20000228,497782,6242262
20000229,497647,6241966
20000230,497966,6263541
20000231,498074,6263566
20000232,498229,6263483
20000233,498488,6263420
20000234,499023,6262742
20000235,499098,6262348
20000236,499130,6262228
20000237,499069,6262161
20000238,509076,6240533
20000239,509045,6240600
20000240,508993,6240682
20000241,509309,6240595
20000242,508943,6240520
20000243,508963,6240543
20000244,509006,6240509
20000245,508977,6240470
20000246,506519,6250153
20000247,507560,6247565
20000248,506969,6249104
20000249,506425,6248738
20000250,493660,6257032
20000251,493752,6257043
20000252,493797,6257015
20000253,494014,6256962
20000254,494054,6256916
20000255,494043,6257129
20000256,493927,6257223
20000257,493948,6257386
20000258,491423,6260639
20000259,491426,6260493
20000260,491911,6260457
20000261,491760,6260322
20000262,491353,6260876
20000263,491504,6260857
20000264,491568,6261044
20000265,491699,6260722
20000266,490680,6261498
20000267,507910,6176686
20000268,507910,6176686
20000269,490727,6261299
20000270,493286,6263457
20000271,493286,6263457
20000272,493285,6261900
20000273,493259,6261864
20000274,521667,6227256
20000275,521667,6227256
20000276,488935,6261581
20000277,494522,6255324
20000278,507910,6176686
20000279,498997,6262253
20000719,521983,6199201
20000720,523097,6198608
20000721,523918,6198091
20000722,493691,6268228
20000723,504915,6243677
20000724,507910,6176686
20000725,504949,6243619
20000726,507910,6176686
20000727,505283,6242851
20000728,507910,6176686
20000729,505297,6242113
20000730,507910,6176686
20000737,505723,6238507
20000738,507910,6176686
20000739,507910,6176686
20000740,493514,6257287
20000741,493212,6257409
20000742,493274,6257618
20000743,495096,6259201
20000744,494976,6258985
20000745,494896,6258868
20000746,494643,6263437
20000747,495462,6263959
20000748,496542,6264224
20000749,493570,6261520
20000750,493472,6261041
20000751,493341,6259693
20000754,498887,6263546
20000755,507910,6176686
20000756,499096,6263855
20000757,507910,6176686
20000758,499132,6264118
20000759,507910,6176686
20000760,499103,6264172
20000761,507910,6176686
20000762,499167,6257022
20000763,507910,6176686
20000764,499182,6256839
20000765,507910,6176686
20000766,500870,6251429
20000767,507910,6176686
20000768,501439,6251211
20000769,507910,6176686
20000770,506064,6246214
20000771,507910,6176686
20000772,507910,6176686
20000773,507910,6176686
20000774,507910,6176686
20000775,507910,6176686
20000776,506495,6244964
20000777,507910,6176686
20000778,495267,6253356
20000779,507910,6176686
20000780,493098,6258452
20000781,507910,6176686
20000782,491013,6261188
20000783,507910,6176686
20000784,490867,6261321
20000785,507910,6176686
20000786,490895,6261390
20000787,507910,6176686
20000788,490539,6261508
20000789,507910,6176686
20000793,493954,6257402
20000795,521416,6234734
20000797,507910,6176686
20000798,507910,6176686
20000799,521760,6227900
20000800,507910,6176686
20000801,507910,6176686
20000802,507910,6176686
20000833,507910,6176686
20000834,507910,6176686
20000835,507910,6176686
20000836,507910,6176686
20000837,507910,6176686
20000838,507910,6176686
20000839,507910,6176686
20000840,507910,6176686
20000841,507910,6176686
20000842,498229,6263483
20000843,499098,6262348
20000844,499130,6262228
20000845,507910,6176686
20000846,491760,6260322
20000847,507910,6176686
20000848,507910,6176686
20000849,507910,6176686
20000850,507910,6176686
20000857,499014,6262676
20000858,507910,6176686
20000859,507910,6176686
20000860,507910,6176686
20000861,507910,6176686
20000862,507910,6176686
20000863,507910,6176686
20000864,507910,6176686
20000865,507910,6176686
20000866,507910,6176686
20000867,507910,6176686
20000868,507910,6176686
20000869,507910,6176686
20000870,507910,6176686
20000871,507910,6176686
20000872,507910,6176686
20000873,507910,6176686
20000874,491318,6261729
20000875,491520,6261571
20000876,491790,6261195
20000877,498966,6262855
20000878,499026,6262679
20000879,499086,6262596
20000885,521518,6234724
20000886,521756,6234852
20000887,521200,6234744
20000888,507910,6176686
20000897,493886,6257249
20000898,522698,6229028
20000899,522705,6229140
21000010,507910,6176686
21000014,532035,6222425
21000023,507910,6176686
21000024,507910,6176686
21000039,533691,6225046
21000041,507910,6176686
21000042,507910,6176686
21000045,507910,6176686
21000046,507910,6176686
21000047,507910,6176686
21000048,507910,6176686
21000049,507910,6176686
21000051,507910,6176686
21000052,507910,6176686
21000053,507910,6176686
21000056,507910,6176686
21000058,507910,6176686
21000059,507910,6176686
21000060,507910,6176686
21000068,528410,6253211
21000075,528191,6252514
21000076,528443,6253007
21000080,507910,6176686
21000081,507910,6176686
21000082,549619,6234816
21000083,550444,6234991
21000091,507910,6176686
21000092,507910,6176686
21000094,507910,6176686
21000095,507910,6176686
21000096,507910,6176686
21000191,507910,6176686
21000192,507910,6176686
21000194,507910,6176686
21000195,507910,6176686
21000196,507910,6176686
21000197,507910,6176686
21000198,532584,6211010
21000199,507910,6176686
21000200,540679,6212861
21000201,507910,6176686
21000202,507910,6176686
21000204,507910,6176686
21000205,542448,6212299
21000206,507910,6176686
21000207,507910,6176686
21000223,507910,6176686
21000224,538047,6213583
21000225,507910,6176686
21000226,507910,6176686
21000227,507910,6176686
21000228,507910,6176686
21000229,507910,6176686
21000230,507910,6176686
21000231,507910,6176686
21000232,507910,6176686
21000233,507910,6176686
21000234,507910,6176686
21000235,507910,6176686
21000236,507910,6176686
21000237,540802,6211728
21000238,537179,6202473
21000239,507910,6176686
21000240,507910,6176686
21000241,533037,6266002
21000242,507910,6176686
21000243,507910,6176686
21000244,507910,6176686
21000245,507910,6176686
21000246,507910,6176686
21000247,507910,6176686
21000248,507910,6176686
21000249,539066,6212961
21000250,526864,6208210
21000251,507910,6176686
21000252,507910,6176686
21000253,507910,6176686
21000254,540840,6210187
21000255,507910,6176686
21000256,507910,6176686
21000257,507910,6176686
21000258,531019,6234743
21000259,507910,6176686
21000260,507910,6176686
21000261,507910,6176686
21000262,507910,6176686
21000263,520999,6247723
21000264,522439,6249893
21000265,521059,6249273
21000266,507910,6176686
21000267,507910,6176686
21000268,507910,6176686
21000269,507910,6176686
21000270,527689,6260763
21000271,507910,6176686
21000272,526649,6257983
21000273,507910,6176686
21000274,525589,6255243
21000275,507910,6176686
21000277,507910,6176686
21000278,507910,6176686
21000279,524230,6251499
21000280,525999,6250533
21000281,507910,6176686
21000282,507910,6176686
21000283,507910,6176686
21000284,507910,6176686
21000285,507910,6176686
21000286,507910,6176686
21000287,507910,6176686
21000288,507910,6176686
21000289,507910,6176686
21000290,507910,6176686
21000291,507910,6176686
21000292,507910,6176686
21000293,507910,6176686
21000294,507910,6176686
21000295,507910,6176686
21000296,507910,6176686
21000300,507910,6176686
21000301,541416,6211642
21000302,507910,6176686
21000303,544046,6202980
21000304,544095,6202157
21000305,543318,6202436
21000308,526199,6257633
21000309,525729,6254913
21000310,507910,6176686
21000311,507910,6176686
21000312,507910,6176686
21000313,507910,6176686
21000314,507910,6176686
21000315,507910,6176686
21000316,580863,6265153
21000317,583239,6244843
21000318,586416,6251014
21000319,578259,6238643
21000320,550066,6234790
21000321,538241,6224905
21000322,536842,6236011
21000323,530419,6234793
21000324,537519,6231993
21000325,532849,6228703
21000326,535977,6243163
21000327,537735,6240526
21000328,554648,6249847
21000329,565975,6235702
21000330,562269,6243493
21000331,577269,6235793
21000332,557707,6237142
21000333,536686,6225377
21000334,535422,6225648
